Date,Intersection,City,State,Inspection #,Level,OOS-TR,OOS-TL,OOS-DR,Crash,Weighed,# of Violations,Total Fines,Inspector
2018-09-07,BROWNSVILLE RD @ CORRIGAN DR,SOUTH PARK,PA,PAM628000761,2,,,,,,2.0,0.0,INSPECTOR 4
2018-09-07,BROWNSVILLE RD @ CORRIGAN DR,SOUTH PARK,PA,PAM628000762,2,,,,,,1.0,0.0,INSPECTOR 4
2018-09-07,700 BLOCK EAST 8TH AVENUE,BRADDOCK,PA,PAM637000455,3,,,,,,1.0,0.0,INSPECTOR 3
2018-09-06,GRAND AVE & HUBERT ST,NEVILLE ISLAND,PA,PAM584000552,1,Y,,,,,13.0,947.97,INSPECTOR 2
2018-09-06,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000775,1,,,Y,,,10.0,166.97,INSPECTOR 1
2018-09-06,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000776,1,Y,,,,,11.0,343.97,INSPECTOR 1
2018-09-06,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000759,1,,,,,,3.0,0.0,INSPECTOR 4
2018-09-06,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000760,1,Y,,,,,13.0,993.97,INSPECTOR 4
2018-09-05,WARRENDALE BAYNE @ 179,MARSHALL,PA,PAM615000773,3,,,,,,3.0,0.0,INSPECTOR 1
2018-09-05,WARRENDALE BAYNE @ 179,MARSHALL,PA,PAM615000774,2,,,,,,1.0,0.0,INSPECTOR 1
2018-09-05,WARRENDALE BAYNE @ 179,WARRENDALE,PA,PAM628000757,3,,,,,,2.0,0.0,INSPECTOR 4
2018-09-05,WARRENDALE BAYNE @ 179,WARRENDALE,PA,PAM628000758,2,,,,,,,0.0,INSPECTOR 4
2018-08-31,700 BLK E 8THH AVE,HOMESTEAD,PA,PAM584000549,2,,,,,,4.0,0.0,INSPECTOR 2
2018-08-31,700 BLK E 8THH AVE,HOMESTEAD,PA,PAM584000550,2,,,,,,0.0,0.0,INSPECTOR 2
2018-08-31,200 BLK CURRY HOLLOW RD,BALDWIN,PA,PAM584000551,3,,,,,,1.0,0.0,INSPECTOR 2
2018-08-31,700 BLOCK EAST 8TH,HOMESTEAD,PA,PAM615000770,1,Y,,,,,10.0,0.0,INSPECTOR 1
2018-08-31,WASHINGTON PIKE @ DANELL DR,S FAYETTE,PA,PAM628000756,1,Y,,,,,14.0,647.97,INSPECTOR 4
2018-08-31,700B EAST 8TH AVE,HOMESTEAD,PA,PAM637000453,2,,,,,,2.0,0.0,INSPECTOR 3
2018-08-31,700B EAST 8TH AVE,HOMESTEAD,PA,PAM637000454,2,,,,,,0.0,0.0,INSPECTOR 3
2018-08-30,WASHINGTON PIKE & DANIELL DR,S. FAYETTE,PA,PAM584000548,3,,,`,,,5.0,166.97,INSPECTOR 2
2018-08-30,DANIEL @ WASHINGTON PIKE,BRIDGEVILLE,PA,PAM615000769,1,,Y,Y,,,9.0,833.0,INSPECTOR 1
2018-08-30,WASHINGTON PIKE @ DANELL DR,S FAYETTE,PA,PAM628000755,1,Y,,,,Y,12.0,696.5,INSPECTOR 4
2018-08-30,WASHINGTON PIKE @ DANIELL DR,S. FAYETTE,PA,PAM637000452,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-29,BROUGHTON RD & E PARK DR,BETHEL PARK,PA,PAM584000547,2,Y,,,,,8.0,216.97,INSPECTOR 2
2018-08-29,W.STEUBEN ST @ RT 30,IMPERIAL,PA,PAM628000752,3,,,,,,,0.0,INSPECTOR 4
2018-08-29,W.STEUBEN ST @ RT 30,IMPERIAL,PA,PAM628000753,2,,,,,,5.0,0.0,INSPECTOR 4
2018-08-29,W.STEUBEN ST @ RT 30,IMPERIAL,PA,PAM628000754,3,,,,,,,0.0,INSPECTOR 4
2018-08-29,1775 S. BRADDOCK AVE,EDGEWOOD,PA,PAM637000451,3,,,Y,,Y,4.0,5096.5,INSPECTOR 3
2018-08-28,500 MARKET PLACE DR,N FAYETTE,PA,PAM584000544,2,,,,,,5.0,141.5,INSPECTOR 2
2018-08-28,500 MARKET PLACE DR,N FAYETTE,PA,PAM584000545,2,,,,,,1.0,0.0,INSPECTOR 2
2018-08-28,500 MARKET PLACE DR,N FAYETTE,PA,PAM584000546,3,,,Y,,,3.0,1433.94,INSPECTOR 2
2018-08-28,RT30 @ STEUBEN ST,OAKDALE,PA,PAM615000771,3,,,,,,1.0,0.0,INSPECTOR 1
2018-08-28,RT30 @ STEUBEN ST,OAKDALE,PA,PAM615000772,1,,,Y,,,5.0,616.5,INSPECTOR 1
2018-08-27,FREEPORT RD @ ALPHA,HARMAR,PA,PAM615000766,1,Y,,,,,2.0,0.0,INSPECTOR 1
2018-08-27,FREEPORT RD @ ALPHA,HARMAR,PA,PAM615000767,3,,,,,,,0.0,INSPECTOR 1
2018-08-27,FREEPORT RD @ ALPHA,HARMAR,PA,PAM615000768,1,,,,,,2.0,0.0,INSPECTOR 1
2018-08-25,ROUTE 837 @ FLYASH DUMP,JEFFERSON HILLS,PA,PAM584000543,3,,,,,Y,1.0,0.0,INSPECTOR 2
2018-08-24,I79 S WEIGH STATION,S FAYETTE,PA,PAM584000541,1,Y,,,,,16.0,383.94,INSPECTOR 2
2018-08-24,I79 S WEIGH STATION,S FAYETTE,PA,PAM584000542,1,,Y,,,,7.0,616.97,INSPECTOR 2
2018-08-24,I79 @ BRIDGEVILLE REST AREA,BRIDGEVILLE,PA,PAM615000765,3,,,,,,,0.0,INSPECTOR 1
2018-08-24,I79 @ BRIDGEVILLE REST,BRIDGEVILLE,PA,PAM628000750,1,Y,,Y,,Y,5.0,988.94,INSPECTOR 4
2018-08-24,I79 @ BRIDGEVILLE REST,BRIDGEVILLE,PA,PAM628000751,2,,Y,,,,4.0,416.5,INSPECTOR 4
2018-08-24,79 S WEIGHSTATION,S. FAYETTE,PA,PAM637000448,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-24,79 S WEIGHSTATION,S. FAYETTE,PA,PAM637000449,1,,,,,,3.0,0.0,INSPECTOR 3
2018-08-24,79 S WEIGHSTATION,S. FAYETTE,PA,PAM637000450,1,,,,,,4.0,416.97,INSPECTOR 3
2018-08-23,SWEANEY @ CLINTON,FINDLAY,PA,PAM615000764,1,,,,,,3.0,0.0,INSPECTOR 1
2018-08-23,CLINTON RD @ SWEENY DR,CLINTON,PA,PAM628000749,2,Y,,Y,,,9.0,318.97,INSPECTOR 4
2018-08-22,RT30 @ STEUBEN ST,OAKDALE,PA,PAM615000761,3,,,,,,,0.0,INSPECTOR 1
2018-08-22,RT30 @ STEUBEN ST,OAKDALE,PA,PAM615000762,3,,,,,,1.0,0.0,INSPECTOR 1
2018-08-22,RT30 @ STEUBEN ST,OAKDALE,PA,PAM615000763,3,,,,,,5.0,166.5,INSPECTOR 1
2018-08-22,W.STEUBEN ST @ RT 30,IMPERIAL,PA,PAM628000746,3,,,,,,,0.0,INSPECTOR 4
2018-08-22,W.STEUBEN ST @ RT 30,IMPERIAL,PA,PAM628000747,1,Y,,Y,,,7.0,166.97,INSPECTOR 4
2018-08-22,W.STEUBEN ST @ RT 30,IMPERIAL,PA,PAM628000748,1,Y,Y,,,Y,8.0,216.97,INSPECTOR 4
2018-08-22,WEST STEUBEN ST@US-30,N. FAYETTE,PA,PAM637000445,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-22,WEST STEUBEN ST@US-30,N. FAYETTE,PA,PAM637000446,1,,,,,,1.0,0.0,INSPECTOR 3
2018-08-22,WEST STEUBEN ST@US-30,N. FAYETTE,PA,PAM637000447,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000538,3,,,,,,0.0,0.0,INSPECTOR 2
2018-08-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000539,3,,,,,,1.0,0.0,INSPECTOR 2
2018-08-21,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000540,1,Y,,,,,6.0,216.5,INSPECTOR 2
2018-08-21,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000759,1,,,,,,3.0,0.0,INSPECTOR 1
2018-08-21,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000760,1,Y,,Y,,,10.0,583.47,INSPECTOR 1
2018-08-21,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000743,1,Y,,,,,7.0,593.97,INSPECTOR 4
2018-08-21,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000744,3,,,,,,1.0,0.0,INSPECTOR 4
2018-08-21,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000745,1,Y,,,,,11.0,593.97,INSPECTOR 4
2018-08-21,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000442,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-21,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000443,3,,,,,,1.0,0.0,INSPECTOR 3
2018-08-21,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000444,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-16,FIFTH ST & BORDER ST,WEST ELIZABETH,PA,PAM584000536,2,Y,,,,,3.0,0.0,INSPECTOR 2
2018-08-16,STATE ST & ST CLAIR AVE,CLAIRTON,PA,PAM584000537,3,,,,,,0.0,0.0,INSPECTOR 2
2018-08-16,FREEPORT RD,HARMAR,PA,PAM615000756,2,,,,,,3.0,168.97,INSPECTOR 1
2018-08-16,FREEPORT RD,HARMAR,PA,PAM615000757,3,,,,,,,0.0,INSPECTOR 1
2018-08-16,FREEPORT RD,HARMAR,PA,PAM615000758,3,,,,,,1.0,0.0,INSPECTOR 1
2018-08-16,FREEPORT RD @ PEARL AVE,HARMAR,PA,PAM628000740,3,,,,,,1.0,0.0,INSPECTOR 4
2018-08-16,FREEPORT RD @ PEARL AVE,HARMAR,PA,PAM628000741,1,Y,,,,,4.0,216.97,INSPECTOR 4
2018-08-16,RT 910 & GILF LAB RD,HARMAR,PA,PAM628000742,3,,,Y,Y,,7.0,0.0,INSPECTOR 4
2018-08-16,5TH STREET @ BORDER ST,W ELIZABETH,PA,PAM637000441,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-15,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000535,1,Y,,,,Y,10.0,2696.5,INSPECTOR 2
2018-08-15,5300 GRAND AVE,NEVILLE,PA,PAM615000754,2,,,,,,1.0,0.0,INSPECTOR 1
2018-08-15,5300 GRAND AVE,NEVILLE,PA,PAM615000755,3,,,,,,2.0,0.0,INSPECTOR 1
2018-08-15,I 376 @ I 79,ROBINSON,PA,PAM628000738,2,,Y,,,,2.0,0.0,INSPECTOR 4
2018-08-15,5300 GRAND AVE,NEVILLE ISLAND,PA,PAM628000739,1,,,,,,3.0,0.0,INSPECTOR 4
2018-08-15,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000439,1,,,,,,2.0,0.0,INSPECTOR 3
2018-08-15,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000440,2,,,,,,1.0,0.0,INSPECTOR 3
2018-08-14,WASHINGTON PIKE & DANIELL DR,S. FAYETTE,PA,PAM584000532,3,,,,,,1.0,0.0,INSPECTOR 2
2018-08-14,WASHINGTON PIKE & DANIELL DR,S. FAYETTE,PA,PAM584000533,1,Y,Y,,,,22.0,793.97,INSPECTOR 2
2018-08-14,WASHINGTON PIKE @ DANIELL DR,S. FAYETTE,PA,PAM637000437,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-14,WASHINGTON PIKE @ DANIELL DR,S. FAYETTE,PA,PAM637000438,2,,,,,,10.0,141.97,INSPECTOR 3
2018-08-10,500 ISLAND AVE,MCKEES ROCKS,PA,PAM584000529,3,,,,,,0.0,0.0,INSPECTOR 2
2018-08-10,500 ISLAND AVE,MCKEES ROCKS,PA,PAM584000530,1,,,,,,5.0,0.0,INSPECTOR 2
2018-08-10,500 ISLAND AVE,MCKEES ROCKS,PA,PAM584000531,3,,,,,,2.0,0.0,INSPECTOR 2
2018-08-10,ISLAND @ ANGELINA,MCKEES ROCKS,PA,PAM615000752,1,Y,,,,,5.0,0.0,INSPECTOR 1
2018-08-10,ISLAND @ ANGELINA,MCKEES ROCKS,PA,PAM615000753,3,,,,,,,0.0,INSPECTOR 1
2018-08-10,ISLAND AVE @ CUTLER ST,MC KEES ROCKS,PA,PAM628000736,3,,,,,,,0.0,INSPECTOR 4
2018-08-10,ISLAND AVE @ CUTLER ST,MC KEES ROCKS,PA,PAM628000737,1,Y,,,,,13.0,416.97,INSPECTOR 4
2018-08-10,500 BLOCK ISLAND AVENUE,MCKEES ROCKS,PA,PAM637000434,3,,,,,,0.0,0.0,INSPECTOR 3
2018-08-10,500 BLOCK ISLAND AVENUE,MCKEES ROCKS,PA,PAM637000435,1,,,,,,0.0,0.0,INSPECTOR 3
2018-08-10,500 BLOCK ISLAND AVENUE,MCKEES ROCKS,PA,PAM637000436,1,Y,,,,,5.0,216.97,INSPECTOR 3
2018-08-09,CURRY RD & HORNING RD,BALDWIN,PA,PAM584000528,2,Y,,,,,4.0,216.97,INSPECTOR 2
2018-08-09,INGOMAR @ BABCOCK,MCCANDLESS,PA,PAM615000751,1,,,,,,8.0,0.0,INSPECTOR 1
2018-08-09,E INGOMAR @ BABCOCK BLVD,MC CANDLESS,PA,PAM628000734,2,,,,,,5.0,0.0,INSPECTOR 4
2018-08-09,E INGOMAR @ BABCOCK BLVD,MC CANDLESS,PA,PAM628000735,1,,,,,,3.0,0.0,INSPECTOR 4
2018-08-08,600 BLK E 8TH AVE,HOMESTEAD,PA,PAM584000527,1,Y,,,,,28.0,8174.94,INSPECTOR 2
2018-08-08,NOBLESTOWN @ I79,COLLIER,PA,PAM615000748,3,,,,,,,0.0,INSPECTOR 1
2018-08-08,NOBLESTOWN @ I79,COLLIER,PA,PAM615000749,3,,,,,,,0.0,INSPECTOR 1
2018-08-08,RT30 @ STEUBEN ST,OAKDALE,PA,PAM615000750,1,,,Y,,,12.0,0.0,INSPECTOR 1
2018-08-08,WEST MAIN @ I79,COLLIER,PA,PAM628000731,1,,,,,,3.0,0.0,INSPECTOR 4
2018-08-08,W STEUBEN ST @ RT 30,OAKDALE,PA,PAM628000732,3,,,,,,,0.0,INSPECTOR 4
2018-08-08,W STEUBEN ST @ RT 30,OAKDALE,PA,PAM628000733,3,,,,,,,0.0,INSPECTOR 4
2018-08-07,WASHINGTON PIKE & DANIELL DR,S. FAYETTE,PA,PAM584000525,2,,,,,,6.0,1193.5,INSPECTOR 2
2018-08-07,WASHINGTON PIKE & DANIELL DR,S. FAYETTE,PA,PAM584000526,3,,,,,,1.0,0.0,INSPECTOR 2
2018-08-07,WASHINGTON PIKE @ DANIEL DR,BRIDGEVILLE,PA,PAM615000745,3,,,,,,,0.0,INSPECTOR 1
2018-08-07,WASHINGTON PIKE @ DANELL DR,S FAYETTE,PA,PAM628000729,3,,,,,,1.0,0.0,INSPECTOR 4
2018-08-07,WASHINGTON PIKE @ DANELL DR,S FAYETTE,PA,PAM628000730,2,,,,,,1.0,0.0,INSPECTOR 4
2018-08-06,UNIVERSITY @ THORNRUN,MOON,PA,PAM615000746,3,,,,,,1.0,0.0,INSPECTOR 1
2018-08-06,UNIVERSITY @ THORNRUN,MOON,PA,PAM615000747,3,,,,,,,0.0,INSPECTOR 1
2018-08-06,UNIVERSITY BLVD @ THORN RUN,MOON,PA,PAM628000727,2,,,,,,1.0,0.0,INSPECTOR 4
2018-08-06,UNIVERSITY BLVD @ THORN RUN,MOON,PA,PAM628000728,3,,,,,,,0.0,INSPECTOR 4
2018-08-03,I79 @ BRIDGEVILLE REST AREA,BRIDGEVILLE,PA,PAM615000742,1,Y,,,,,7.0,216.97,INSPECTOR 1
2018-08-03,I79 @ BRIDGEVILLE REST AREA,BRIDGEVILLE,PA,PAM615000743,1,,,,,,3.0,0.0,INSPECTOR 1
2018-08-03,I79 @ BRIDGEVILLE REST AREA,BRIDGEVILLE,PA,PAM615000744,3,,,,,,2.0,141.5,INSPECTOR 1
2018-08-03,I79 @ BRIDGEVILLE REST,BRIDGEVILLE,PA,PAM628000724,1,,,,,,6.0,141.5,INSPECTOR 4
2018-08-03,I79 @ BRIDGEVILLE REST,BRIDGEVILLE,PA,PAM628000725,1,,,,,,3.0,0.0,INSPECTOR 4
2018-08-03,I79 @ BRIDGEVILLE REST,BRIDGEVILLE,PA,PAM628000726,2,,,,,,2.0,0.0,INSPECTOR 4
2018-08-03,79 S WEIGHSTATION,S. FAYETTE,PA,PAM637000430,1,,,,,,0.0,0.0,INSPECTOR 3
2018-08-03,79 S WEIGHSTATION,S. FAYETTE,PA,PAM637000432,1,Y,,,,,3.0,0.0,INSPECTOR 3
2018-08-03,79 S WEIGHSTATION,S. FAYETTE,PA,PAM637000433,1,,,,,,1.0,0.0,INSPECTOR 3
2018-08-02,BRADDOCK @ 6TH,BRADDOCK,PA,PAM615000741,1,Y,,,,,21.0,1647.97,INSPECTOR 1
2018-08-02,6TH @ BRADDOCK AVE,BRADDOCK,PA,PAM628000722,1,,,,,,2.0,0.0,INSPECTOR 4
2018-08-02,6TH @ BRADDOCK AVE,BRADDOCK,PA,PAM628000723,1,,,Y,,,3.0,316.5,INSPECTOR 4
2018-08-02,BRADDOCK AVE @ 6TH ST,BRADDOCK,PA,PAM637000429,1,Y,,,,Y,33.0,5420.94,INSPECTOR 3
2018-08-01,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000739,1,,,,,,,0.0,INSPECTOR 1
2018-08-01,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000740,1,,,,,,,0.0,INSPECTOR 1
2018-08-01,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000720,1,,,,,,4.0,0.0,INSPECTOR 4
2018-08-01,GRAND AVE @ HUBERT ST,NEVILLE ISLAND,PA,PAM628000721,1,Y,,Y,,,4.0,216.97,INSPECTOR 4
2018-08-01,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000427,1,,,,,,0.0,0.0,INSPECTOR 3
2018-08-01,GRAND AVE @ HUBERT ST,NEVILLE,PA,PAM637000428,1,Y,,,,,6.0,0.0,INSPECTOR 3
2018-07-31,MILLERS RUN @ HICKORY GRADE,S. FAYETTE,PA,PAM615000737,2,Y,Y,,,,3.0,0.0,INSPECTOR 1
2018-07-31,MILLERS RUN @ HICKORY GRADE,S. FAYETTE,PA,PAM615000738,3,,,,,,,0.0,INSPECTOR 1
2018-07-31,MILLERS RUN @ HICKORY GRADE,S. FAYETTE,PA,PAM628000717,2,,,,,,3.0,0.0,INSPECTOR 4
2018-07-31,MILLERS RUN @ HICKORY GRADE,S. FAYETTE,PA,PAM628000718,3,,,,,,,0.0,INSPECTOR 4
2018-07-31,MILLERS RUN @ HICKORY GRADE,S. FAYETTE,PA,PAM628000719,1,Y,,,,,8.0,216.97,INSPECTOR 4
2018-07-31,MILLERS RUN RD @ HICKORY GRADE,S. FAYETTE,PA,PAM637000426,1,,,,,,3.0,0.0,INSPECTOR 3
2018-07-31,MILLERS RUN RD @ HICKORY GRADE,S. FAYETTE,PA,PAM637000431,1,,,,,,1.0,0.0,INSPECTOR 3
2018-07-30,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000735,1,Y,,,,,12.0,1520.97,INSPECTOR 1
2018-07-30,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000736,,,,,,,,0.0,INSPECTOR 1
2018-07-30,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000716,1,Y,,,,,10.0,216.97,INSPECTOR 4
2018-07-25,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000523,1,,,,,,3.0,0.0,INSPECTOR 2
2018-07-25,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000524,1,Y,,,,,23.0,2516.95,INSPECTOR 2
2018-07-25,GRAND @ HUBERT,NEVILLE TWP,PA,PAM615000734,3,,,Y,,,1.0,0.0,INSPECTOR 1
2018-07-25,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000714,1,,,,,,3.0,0.0,INSPECTOR 4
2018-07-25,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000715,1,Y,,,,,7.0,216.97,INSPECTOR 4
2018-07-24,NOBLESTOWN RD & I79,COLLIER,PA,PAM584000520,1,,,,,,8.0,308.0,INSPECTOR 2
2018-07-24,NOBLESTOWN RD & I79,COLLIER,PA,PAM584000521,1,,,,,,0.0,0.0,INSPECTOR 2
2018-07-24,NOBLESTOWN RD & I79,COLLIER,PA,PAM584000522,2,,,,,,1.0,0.0,INSPECTOR 2
2018-07-24,NOBLESTOWN @ I79,COLLIER,PA,PAM615000733,1,Y,,,,,7.0,416.97,INSPECTOR 1
2018-07-24,WEST MAIN ST @ I79,COLLIER,PA,PAM628000712,1,,,,,,16.0,547.97,INSPECTOR 4
2018-07-24,WEST MAIN ST @ I79,COLLIER,PA,PAM628000713,2,,,,,,1.0,0.0,INSPECTOR 4
2018-07-23,3500 NEVILLE RD,NEVILLE TWP,PA,PAM615000732,1,Y,Y,,,,34.0,2424.97,INSPECTOR 1
2018-07-20,WASHINGTON PIKE & DANIELL DR,S FAYETTE,PA,PAM584000519,1,,,,,,5.0,166.5,INSPECTOR 2
2018-07-20,INGOMAR @ BABCOCK,MCCANDLESS,PA,PAM615000730,1,,Y,,,,10.0,141.5,INSPECTOR 1
2018-07-20,INGOMAR @ BABCOCK,MCCANDLESS,PA,PAM615000731,2,,Y,,,,5.0,216.97,INSPECTOR 1
2018-07-20,E INGOMAR @ BABCOCK BLVD,MCCANDLESS,PA,PAM628000711,1,Y,Y,,,,21.0,2224.97,INSPECTOR 4
2018-07-20,WASHINGTON PIKE @ DANIELL DR,S. FAYETTE,PA,PAM637000425,1,,,,,,5.0,197.97,INSPECTOR 3
2018-07-19,BROUGHTON RD & E PARK DR,BETHEL PARK,PA,PAM584000517,3,,,,,,2.0,0.0,INSPECTOR 2
2018-07-19,BROUGHTON RD & E PARK DR,BETHEL PARK,PA,PAM584000518,2,,,,,,2.0,0.0,INSPECTOR 2
2018-07-19,SWEANEY @ CLINTON,FINDLAY,PA,PAM615000729,1,Y,,,,,12.0,416.97,INSPECTOR 1
2018-07-19,CLINTON RD @ SWEENY BLVD,FINDLAY,PA,PAM628000709,2,,,,,,4.0,0.0,INSPECTOR 4
2018-07-19,CLINTON RD @ SWEENY BLVD,FINDLAY,PA,PAM628000710,1,,Y,,,,4.0,0.0,INSPECTOR 4
2018-07-19,EAST PARK DR @ BROUGHTON RD,BETHEL PARK,PA,PAM637000424,1,,,,,,1.0,0.0,INSPECTOR 3
2018-07-18,ISLAND @ ANGELINA,MCKEES ROCKS,PA,PAM615000727,1,,,Y,,,5.0,0.0,INSPECTOR 1
2018-07-18,ISLAND @ ANGELINA,MCKEES ROCKS,PA,PAM615000728,1,,,,,,2.0,0.0,INSPECTOR 1
2018-07-18,ISLAND AVE @ CUTLER ST,MCKEES ROCKS,PA,PAM628000707,3,,,,,,,0.0,INSPECTOR 4
2018-07-18,ISLAND AVE @ CUTLER ST,MCKEES ROCKS,PA,PAM628000708,1,,,,,,2.0,0.0,INSPECTOR 4
2018-07-18,500 BLOCK ISLAND AVE,MCKEES ROCKS,PA,PAM637000423,1,Y,,,,,8.0,343.0,INSPECTOR 3
2018-07-16,INGOMAR @ BABCOCK,MCCANDLESS,PA,PAM615000725,3,,,,,,,0.0,INSPECTOR 1
2018-07-16,INGOMAR @ BABCOCK,MCCANDLESS,PA,PAM615000726,1,Y,,,,,17.0,974.97,INSPECTOR 1
2018-07-16,E INGOMAR @ BABCOCK BLVD,MCCANDLESS,PA,PAM628000705,1,Y,,,,,9.0,616.97,INSPECTOR 4
2018-07-16,E INGOMAR @ BABCOCK BLVD,MCCANDLESS,PA,PAM628000706,1,Y,,,,,3.0,318.97,INSPECTOR 4
2018-07-13,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000514,2,,,,,,3.0,0.0,INSPECTOR 2
2018-07-13,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000515,1,,,,,,2.0,0.0,INSPECTOR 2
2018-07-13,GRAND AVE & HUBERT ST,NEVILLE,PA,PAM584000516,1,,,,,,2.0,0.0,INSPECTOR 2
2018-07-13,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000701,1,Y,,,,,6.0,416.97,INSPECTOR 4
2018-07-13,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000702,1,Y,,,,,4.0,416.97,INSPECTOR 4
2018-07-13,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000703,3,,,,,,,0.0,INSPECTOR 4
2018-07-13,GRAND @ HUBERT,NEVILLE ISLAND,PA,PAM628000704,1,Y,,,,,9.0,0.0,INSPECTOR 4
2018-07-13,GRAND AVE @ HUBERT STREET,NEVILLE ISLAND,PA,PAM637000420,1,,,,,,2.0,0.0,INSPECTOR 3
2018-07-13,GRAND AVE @ HUBERT STREET,NEVILLE ISLAND,PA,PAM637000421,1,,,,,,3.0,0.0,INSPECTOR 3
2018-07-13,GRAND AVE @ HUBERT STREET,NEVILLE ISLAND,PA,PAM637000422,1,,,,,,0.0,0.0,INSPECTOR 3
2018-07-12,200 OSBORNE ST,TURTLE CREEK,PA,PAM584000512,2,,,,,,3.0,0.0,INSPECTOR 2
2018-07-12,200 OSBORNE ST,TURTLE CREEK,PA,PAM584000513,3,,,,,,0.0,0.0,INSPECTOR 2
2018-07-12,MCMASTERS AVE @ OSBORNE ST,TURTLE CREEK,PA,PAM628000699,3,,,,,,,0.0,INSPECTOR 4
2018-07-12,MCMASTERS AVE @ OSBORNE ST,TURTLE CREEK,PA,PAM628000700,3,,,,,,,0.0,INSPECTOR 4
2018-07-10,WASHINGTON PIKE & DANIELL DR,S FAYETTE,PA,PAM584000509,2,,,,,,3.0,0.0,INSPECTOR 2
2018-07-10,WASHINGTON PIKE & DANIELL DR,S FAYETTE,PA,PAM584000510,1,,,,,,4.0,616.5,INSPECTOR 2
2018-07-10,WASHINGTON PIKE & DANIELL DR,S FAYETTE,PA,PAM584000511,3,,,,,,0.0,0.0,INSPECTOR 2
2018-07-10,WASHINGTON PK @ DANILLE DR,SOUTH FAYETTE,PA,PAM628000696,2,,,,,,,0.0,INSPECTOR 4
2018-07-10,WASHINGTON PK @ DANILLE DR,SOUTH FAYETTE,PA,PAM628000697,1,Y,,,,,4.0,0.0,INSPECTOR 4
2018-07-10,WASHINGTON PK @ DANILLE DR,SOUTH FAYETTE,PA,PAM628000698,1,,,,,,1.0,0.0,INSPECTOR 4
2018-07-05,1775 S BRADDOCK AVE,EDGEWOOD,PA,PAM584000507,2,Y,,,,Y,4.0,13196.5,INSPECTOR 2
2018-07-05,900 ARDMORE BLVD,FOREST HILLS,PA,PAM584000508,3,,,,,,0.0,0.0,INSPECTOR 2
2018-07-05,900 BLK ARDMORE,FOREST HILLS,PA,PAM615000724,3,,,Y,,,1.0,0.0,INSPECTOR 1
2018-07-05,900 BLOCK ARDMORE BLVD,FOREST HILLS,PA,PAM637000418,3,,,,,,0.0,0.0,INSPECTOR 3
2018-07-05,WASHINGTON PIKE @ DANIELL DR,S. FAYETTE,PA,PAM637000419,3,,,,,,1.0,0.0,INSPECTOR 3
2018-07-02,I376 BUS @ HANGAR RD,MOON,PA,PAM615000723,3,,,,,,,0.0,INSPECTOR 1
2018-06-15,BROWNSVILLE @ WILHELM,S.PARK,PA,PAM615000722,2,,Y,,,,9.0,166.97,INSPECTOR 1
2018-06-13,HICKORY GRADE @ MILLERS RUN,S.FAYETTE,PA,PAM615000720,1,Y,,,,,5.0,216.97,INSPECTOR 1
