OBJECTID,DBARC_COD,DIVIDE,AV_LEGEND,IMS_LEGEND,LENGTH_MI,SHAPE_Length
8458,3,Subregional drainage basin divide,Subregional,Subregional,1.06019997,5597.83953893889
8459,3,Subregional drainage basin divide,Subregional,Subregional,0.867787,4581.9139852146
8460,4,Local drainage basin divide,Local,Local,0.31598201,1668.38265631586
8461,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.77562999,4095.32597170808
8462,4,Local drainage basin divide,Local,Local,0.173628,916.754872594325
8463,3,Subregional drainage basin divide,Subregional,Subregional,0.29065498,1534.65775889594
8464,2,Regional drainage basin divide,Regional,Regional,0.72127598,3808.33781361119
8465,1,Major drainage basin divide,Major,Major,1.68269002,8884.59884839901
8466,5,Stream reach basin divide,Stream Reach,Reach,0.27555099,1454.91153868366
8467,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.77494001,9371.68511201602
8468,4,Local drainage basin divide,Local,Local,1.16152,6132.82542645287
8469,3,Subregional drainage basin divide,Subregional,Subregional,1.18138003,6237.6981653981
8470,3,Subregional drainage basin divide,Subregional,Subregional,0.385883,2037.4602538449
8471,4,Local drainage basin divide,Local,Local,0.75445801,3983.53727231971
8472,4,Local drainage basin divide,Local,Local,0.31376001,1656.65367065617
8473,3,Subregional drainage basin divide,Subregional,Subregional,0.77483099,4091.10750725309
8474,4,Local drainage basin divide,Local,Local,0.58599698,3094.0643166163
8475,4,Local drainage basin divide,Local,Local,0.88450402,4670.18350192318
8476,3,Subregional drainage basin divide,Subregional,Subregional,0.83272302,4396.77502516964
8477,5,Stream reach basin divide,Stream Reach,Reach,0.19979999,1054.94369674791
8478,3,Subregional drainage basin divide,Subregional,Subregional,0.0045822,24.1938770149526
8479,4,Local drainage basin divide,Local,Local,0.581128,3068.35674356217
8480,4,Local drainage basin divide,Local,Local,1.09361004,5774.25251882612
8481,5,Stream reach basin divide,Stream Reach,Reach,0.44322499,2340.22649522277
8482,4,Local drainage basin divide,Local,Local,0.282736,1492.84328721613
8483,4,Local drainage basin divide,Local,Local,1.38183999,7296.10007994454
8484,4,Local drainage basin divide,Local,Local,1.63979005,8658.10982286395
8485,5,Stream reach basin divide,Stream Reach,Reach,0.91455101,4828.82887879888
8486,4,Local drainage basin divide,Local,Local,1.05297005,5559.66799522775
8487,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.171762,906.90484307402
8488,4,Local drainage basin divide,Local,Local,0.11525899,608.56591050792
8489,5,Stream reach basin divide,Stream Reach,Reach,0.30002999,1584.15825745551
8490,3,Subregional drainage basin divide,Subregional,Subregional,1.17228996,6189.70972549308
8491,3,Subregional drainage basin divide,Subregional,Subregional,0.11025899,582.168407234527
8492,3,Subregional drainage basin divide,Subregional,Subregional,0.162419,857.572679654714
8493,4,Local drainage basin divide,Local,Local,1.08310997,5718.81946634908
8494,3,Subregional drainage basin divide,Subregional,Subregional,1.68901002,8917.94835943684
8495,3,Subregional drainage basin divide,Subregional,Subregional,0.88797301,4688.49544483165
8496,4,Local drainage basin divide,Local,Local,1.95541,10324.548511062
8497,5,Stream reach basin divide,Stream Reach,Reach,0.46461299,2453.15673252587
8498,4,Local drainage basin divide,Local,Local,0.88474202,4671.43612210182
8499,5,Stream reach basin divide,Stream Reach,Reach,1.26861,6698.2387382232
8500,3,Subregional drainage basin divide,Subregional,Subregional,1.85315001,9784.64380345699
8501,4,Local drainage basin divide,Local,Local,1.45062994,7659.32945396087
8502,5,Stream reach basin divide,Stream Reach,Reach,0.35546401,1876.8486924904
8503,4,Local drainage basin divide,Local,Local,0.343699,1814.73232292269
8504,4,Local drainage basin divide,Local,Local,1.00520002,5307.47365268444
8505,4,Local drainage basin divide,Local,Local,0.69807702,3685.84870652506
8506,5,Stream reach basin divide,Stream Reach,Reach,1.23216998,6505.83615202716
8507,3,Subregional drainage basin divide,Subregional,Subregional,1.65587997,8743.05003637775
8508,4,Local drainage basin divide,Local,Local,0.438519,2315.3786011561
8509,5,Stream reach basin divide,Stream Reach,Reach,0.19878199,1049.56698982799
8510,3,Subregional drainage basin divide,Subregional,Subregional,0.64486402,3404.88114942118
8511,4,Local drainage basin divide,Local,Local,0.972862,5136.7124275749
8512,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.48547995,7843.36058580029
8513,4,Local drainage basin divide,Local,Local,0.09460649,499.52245143761
8514,4,Local drainage basin divide,Local,Local,0.201827,1065.64457571234
8515,3,Subregional drainage basin divide,Subregional,Subregional,0.02334449,123.259175914815
8516,4,Local drainage basin divide,Local,Local,0.12671999,669.081207952492
8517,3,Subregional drainage basin divide,Subregional,Subregional,0.79709601,4208.66728523425
8518,4,Local drainage basin divide,Local,Local,0.72984099,3853.56160113188
8519,4,Local drainage basin divide,Local,Local,0.134515,710.236746653016
8520,4,Local drainage basin divide,Local,Local,0.157691,832.610329970586
8521,4,Local drainage basin divide,Local,Local,0.99202102,5237.87032278688
8522,3,Subregional drainage basin divide,Subregional,Subregional,2.2732501,12002.7712631311
8523,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.21924996,6437.66452435436
8524,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.853334,4505.60364915262
8525,4,Local drainage basin divide,Local,Local,1.95029997,10297.6075642727
8526,3,Subregional drainage basin divide,Subregional,Subregional,0.88563597,4676.15944211133
8527,5,Stream reach basin divide,Stream Reach,Reach,0.28936898,1527.86947786576
8528,3,Subregional drainage basin divide,Subregional,Subregional,0.51735198,2731.61981175878
8529,5,Stream reach basin divide,Stream Reach,Reach,0.77718198,4103.52246620432
8530,4,Local drainage basin divide,Local,Local,0.60573297,3198.26868902672
8531,4,Local drainage basin divide,Local,Local,1.01576995,5363.2628928586
8532,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.66955101,3535.22731541777
8533,1,Major drainage basin divide,Major,Major,0.442514,2336.47450316319
8534,4,Local drainage basin divide,Local,Local,1.13727998,6004.84961987651
8535,5,Stream reach basin divide,Stream Reach,Reach,0.816962,4313.55790668806
8536,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.57787001,8331.13909687299
8537,5,Stream reach basin divide,Stream Reach,Reach,1.25489997,6625.8813114513
8538,4,Local drainage basin divide,Local,Local,0.0255814,135.070040864873
8539,5,Stream reach basin divide,Stream Reach,Reach,0.45823198,2419.46467285656
8540,3,Subregional drainage basin divide,Subregional,Subregional,0.720941,3806.56790386164
8541,2,Regional drainage basin divide,Regional,Regional,0.637479,3365.88768503128
8542,4,Local drainage basin divide,Local,Local,0.89857697,4744.48817644524
8543,3,Subregional drainage basin divide,Subregional,Subregional,0.70708197,3733.39211905261
8544,3,Subregional drainage basin divide,Subregional,Subregional,0.291128,1537.15408286895
8545,5,Stream reach basin divide,Stream Reach,Reach,0.463649,2448.06899607546
8546,4,Local drainage basin divide,Local,Local,0.81227999,4288.84035489103
8547,3,Subregional drainage basin divide,Subregional,Subregional,0.26846399,1417.4920385109
8548,3,Subregional drainage basin divide,Subregional,Subregional,0.96082097,5073.13763152187
8549,3,Subregional drainage basin divide,Subregional,Subregional,0.57235497,3022.03347096342
8550,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.87403702,4614.91622836671
8551,2,Regional drainage basin divide,Regional,Regional,1.27555,6734.87870061571
8552,4,Local drainage basin divide,Local,Local,0.273754,1445.4215727904
8553,3,Subregional drainage basin divide,Subregional,Subregional,0.86225301,4552.69333226139
8554,3,Subregional drainage basin divide,Subregional,Subregional,1.06506001,5623.51846280325
8555,5,Stream reach basin divide,Stream Reach,Reach,0.49729099,2625.69982941057
8556,4,Local drainage basin divide,Local,Local,0.281513,1486.38914756316
8557,4,Local drainage basin divide,Local,Local,0.628717,3319.62661453866
8558,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.02322995,5402.67614811941
8559,4,Local drainage basin divide,Local,Local,0.27580699,1456.26338059523
8560,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.80422997,4246.33237171187
8561,4,Local drainage basin divide,Local,Local,0.171259,904.248729271488
8562,3,Subregional drainage basin divide,Subregional,Subregional,0.60203701,3178.75473835611
8563,3,Subregional drainage basin divide,Subregional,Subregional,3.26882004,17259.3806667799
8564,3,Subregional drainage basin divide,Subregional,Subregional,1.29104995,6816.73188119653
8565,5,Stream reach basin divide,Stream Reach,Reach,0.43328899,2287.76816806589
8566,3,Subregional drainage basin divide,Subregional,Subregional,0.111414,588.265101374664
8567,3,Subregional drainage basin divide,Subregional,Subregional,0.45706298,2413.29563221662
8568,3,Subregional drainage basin divide,Subregional,Subregional,0.05915129,312.31902331915
8569,2,Regional drainage basin divide,Regional,Regional,1.19295001,6298.78348602511
8570,4,Local drainage basin divide,Local,Local,1.18787002,6271.94511606359
8571,5,Stream reach basin divide,Stream Reach,Reach,0.59129297,3122.02781458816
8572,5,Stream reach basin divide,Stream Reach,Reach,0.12272699,647.996291388497
8573,4,Local drainage basin divide,Local,Local,0.64521002,3406.70663704864
8574,4,Local drainage basin divide,Local,Local,0.0346102,182.74189988962
8575,4,Local drainage basin divide,Local,Local,1.69292998,8938.68135751321
8576,5,Stream reach basin divide,Stream Reach,Reach,0.50709402,2677.45820234891
8577,3,Subregional drainage basin divide,Subregional,Subregional,0.842552,4448.6711815276
8578,3,Subregional drainage basin divide,Subregional,Subregional,0.43130698,2277.30196192296
8579,4,Local drainage basin divide,Local,Local,1.44474005,7628.25319497776
8580,4,Local drainage basin divide,Local,Local,0.44532701,2351.32946403969
8581,3,Subregional drainage basin divide,Subregional,Subregional,0.24468399,1291.92962144667
8582,4,Local drainage basin divide,Local,Local,0.0234466,123.797918707654
8583,5,Stream reach basin divide,Stream Reach,Reach,0.77537399,4093.97382038754
8584,3,Subregional drainage basin divide,Subregional,Subregional,0.63265597,3340.4256308232
8585,5,Stream reach basin divide,Stream Reach,Reach,0.163622,863.924948795836
8586,5,Stream reach basin divide,Stream Reach,Reach,0.79577702,4201.70084718485
8587,3,Subregional drainage basin divide,Subregional,Subregional,0.44782799,2364.53228873265
8588,4,Local drainage basin divide,Local,Local,1.97063994,10404.9587673834
8589,4,Local drainage basin divide,Local,Local,0.36852899,1945.83477923765
8590,4,Local drainage basin divide,Local,Local,0.66348302,3503.19133110073
8591,4,Local drainage basin divide,Local,Local,0.67256498,3551.14155260044
8592,4,Local drainage basin divide,Local,Local,0.83067798,4385.97717982019
8593,3,Subregional drainage basin divide,Subregional,Subregional,0.70681202,3731.96746152692
8594,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.57387101,3030.03878369649
8595,5,Stream reach basin divide,Stream Reach,Reach,0.375,1979.99780360431
8596,5,Stream reach basin divide,Stream Reach,Reach,0.60663098,3203.0123768122
8597,2,Regional drainage basin divide,Regional,Regional,1.31219005,6928.38478821828
8598,4,Local drainage basin divide,Local,Local,0.38414698,2028.29835791439
8599,5,Stream reach basin divide,Stream Reach,Reach,0.09246859,488.234008076777
8600,10,Water diversion point divide,Water Diversion,Reach,0.50441199,2663.29679172413
8601,3,Subregional drainage basin divide,Subregional,Subregional,0.16624,877.747950976756
8602,4,Local drainage basin divide,Local,Local,1.41908001,7492.74003357702
8603,4,Local drainage basin divide,Local,Local,0.0635083,335.323633494625
8604,2,Regional drainage basin divide,Regional,Regional,0.22233399,1173.92166472256
8605,4,Local drainage basin divide,Local,Local,2.62814998,13876.647072879
8606,2,Regional drainage basin divide,Regional,Regional,0.57933098,3058.86920825417
8607,4,Local drainage basin divide,Local,Local,1.21890997,6435.86925508317
8608,3,Subregional drainage basin divide,Subregional,Subregional,0.31283,1651.74301582968
8609,4,Local drainage basin divide,Local,Local,1.82431995,9632.39617976192
8610,4,Local drainage basin divide,Local,Local,0.55664902,2939.10772754585
8611,5,Stream reach basin divide,Stream Reach,Reach,0.48250898,2547.64861832546
8612,2,Regional drainage basin divide,Regional,Regional,1.29489994,6837.05406355959
8613,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.33729499,1780.91510026504
8614,2,Regional drainage basin divide,Regional,Regional,0.39472898,2084.1701728279
8615,2,Regional drainage basin divide,Regional,Regional,0.71091401,3753.62909730653
8616,1,Major drainage basin divide,Major,Major,0.328922,1736.70774603137
8617,5,Stream reach basin divide,Stream Reach,Reach,1.30690002,6900.44577434548
8618,4,Local drainage basin divide,Local,Local,0.12544,662.322593895972
8619,3,Subregional drainage basin divide,Subregional,Subregional,0.38823598,2049.88538390028
8620,2,Regional drainage basin divide,Regional,Regional,1.25167,6608.83093405551
8621,3,Subregional drainage basin divide,Subregional,Subregional,0.41289201,2180.07066905544
8622,3,Subregional drainage basin divide,Subregional,Subregional,1.49125003,7873.82013681925
8623,5,Stream reach basin divide,Stream Reach,Reach,0.416911,2201.28732474032
8624,3,Subregional drainage basin divide,Subregional,Subregional,0.76099902,4018.07210963054
8625,4,Local drainage basin divide,Local,Local,0.61707097,3258.13623721594
8626,3,Subregional drainage basin divide,Subregional,Subregional,0.0997088,526.462916885773
8627,3,Subregional drainage basin divide,Subregional,Subregional,0.102557,541.500973899036
8628,3,Subregional drainage basin divide,Subregional,Subregional,0.330237,1743.65279074395
8629,2,Regional drainage basin divide,Regional,Regional,1.55436003,8207.02400932305
8630,2,Regional drainage basin divide,Regional,Regional,2.30960988,12194.7318991303
8631,4,Local drainage basin divide,Local,Local,0.59185898,3125.01833366772
8632,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.59399098,3136.27007523959
8633,4,Local drainage basin divide,Local,Local,1.04568994,5521.2244199029
8634,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.19902002,6330.82476379162
8635,3,Subregional drainage basin divide,Subregional,Subregional,0.47126799,2488.29471418287
8636,2,Regional drainage basin divide,Regional,Regional,0.71457701,3772.9651808988
8637,4,Local drainage basin divide,Local,Local,0.69863599,3688.79699049533
8638,1,Major drainage basin divide,Major,Major,0.61562597,3250.50584319231
8639,4,Local drainage basin divide,Local,Local,0.75177198,3969.3546864363
8640,5,Stream reach basin divide,Stream Reach,Reach,1.24985003,6599.22044084031
8641,5,Stream reach basin divide,Stream Reach,Reach,0.84707397,4472.5532069474
8642,5,Stream reach basin divide,Stream Reach,Reach,0.347128,1832.8336533543
8643,2,Regional drainage basin divide,Regional,Regional,0.39331001,2076.67376073321
8644,4,Local drainage basin divide,Local,Local,0.39466801,2083.84699672169
8645,4,Local drainage basin divide,Local,Local,0.99448502,5250.87987694801
8646,4,Local drainage basin divide,Local,Local,1.54429996,8153.89056554991
8647,3,Subregional drainage basin divide,Subregional,Subregional,0.99550598,5256.27196510958
8648,4,Local drainage basin divide,Local,Local,1.11845004,5905.40235214673
8649,2,Regional drainage basin divide,Regional,Regional,0.173932,918.363314327717
8650,2,Regional drainage basin divide,Regional,Regional,0.83324199,4399.51904562693
8651,3,Subregional drainage basin divide,Subregional,Subregional,1.26649999,6687.10166418447
8652,4,Local drainage basin divide,Local,Local,0.55810701,2946.80632271374
8653,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.64971202,3430.47870227677
8654,4,Local drainage basin divide,Local,Local,0.75690799,3996.47359157404
8655,4,Local drainage basin divide,Local,Local,1.62752997,8593.33383267537
8656,4,Local drainage basin divide,Local,Local,0.39984101,2111.16156841139
8657,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.97717899,5159.5051233126
8658,4,Local drainage basin divide,Local,Local,1.12876999,5959.89209083849
8659,3,Subregional drainage basin divide,Subregional,Subregional,1.21147,6396.56041281583
8660,3,Subregional drainage basin divide,Subregional,Subregional,0.98121398,5180.80812080934
8661,4,Local drainage basin divide,Local,Local,0.77446997,4089.20111903552
8662,4,Local drainage basin divide,Local,Local,1.25871002,6645.97945851495
8663,4,Local drainage basin divide,Local,Local,0.46033498,2430.56628570381
8664,4,Local drainage basin divide,Local,Local,1.02189004,5395.59088596256
8665,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.321323,1696.58744379857
8666,4,Local drainage basin divide,Local,Local,0.82471597,4354.49804187252
8667,4,Local drainage basin divide,Local,Local,0.45229598,2388.12265240473
8668,4,Local drainage basin divide,Local,Local,0.396748,2094.82935637959
8669,5,Stream reach basin divide,Stream Reach,Reach,0.308546,1629.1215570276
8670,3,Subregional drainage basin divide,Subregional,Subregional,1.52183997,8035.33501190428
8671,4,Local drainage basin divide,Local,Local,1.1631,6141.15968189849
8672,4,Local drainage basin divide,Local,Local,0.86315101,4557.43633095408
8673,4,Local drainage basin divide,Local,Local,0.81141197,4284.25681155077
8674,4,Local drainage basin divide,Local,Local,0.84693801,4471.83482266953
8675,1,Major drainage basin divide,Major,Major,0.13343,704.512528561695
8676,2,Regional drainage basin divide,Regional,Regional,0.20803999,1098.45164621299
8677,4,Local drainage basin divide,Local,Local,1.00276005,5294.55217909384
8678,4,Local drainage basin divide,Local,Local,0.88467299,4671.07342149303
8679,3,Subregional drainage basin divide,Subregional,Subregional,0.02716279,143.419861353653
8680,4,Local drainage basin divide,Local,Local,0.26979801,1424.53498046189
8681,3,Subregional drainage basin divide,Subregional,Subregional,0.58700197,3099.36760101219
8682,4,Local drainage basin divide,Local,Local,0.561477,2964.59580449769
8683,4,Local drainage basin divide,Local,Local,0.48607799,2566.49156274942
8684,3,Subregional drainage basin divide,Subregional,Subregional,1.12996995,5966.22381776611
8685,4,Local drainage basin divide,Local,Local,0.276315,1458.94074087437
8686,4,Local drainage basin divide,Local,Local,0.96277797,5083.46651412052
8687,5,Stream reach basin divide,Stream Reach,Reach,0.66654002,3519.32848728364
8688,4,Local drainage basin divide,Local,Local,1.42115998,7503.74785839727
8689,3,Subregional drainage basin divide,Subregional,Subregional,0.23732799,1253.09207799646
8690,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.54086101,2855.74673536708
8691,4,Local drainage basin divide,Local,Local,0.448244,2366.72868270295
8692,4,Local drainage basin divide,Local,Local,0.49053299,2590.0159934897
8693,3,Subregional drainage basin divide,Subregional,Subregional,0.29085099,1535.69324061192
8694,4,Local drainage basin divide,Local,Local,1.24064004,6550.59352235639
8695,4,Local drainage basin divide,Local,Local,0.95633399,5049.44445705759
8696,4,Local drainage basin divide,Local,Local,0.42193698,2227.83087698484
8697,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.76210802,4023.92958969649
8698,3,Subregional drainage basin divide,Subregional,Subregional,1.42484998,7523.21274256643
8699,3,Subregional drainage basin divide,Subregional,Subregional,0.51196998,2703.20171300687
8700,3,Subregional drainage basin divide,Subregional,Subregional,0.26622399,1405.663385159
8701,3,Subregional drainage basin divide,Subregional,Subregional,2.17992997,11510.034492782
8702,3,Subregional drainage basin divide,Subregional,Subregional,0.01100429,58.1018416524857
8703,4,Local drainage basin divide,Local,Local,0.302019,1594.65816908811
8704,3,Subregional drainage basin divide,Subregional,Subregional,0.38610601,2038.64174117857
8705,2,Regional drainage basin divide,Regional,Regional,0.220188,1162.59401389734
8706,4,Local drainage basin divide,Local,Local,0.88799399,4688.610549798
8707,2,Regional drainage basin divide,Regional,Regional,0.50786697,2681.54019253757
8708,2,Regional drainage basin divide,Regional,Regional,0.284056,1499.8168199412
8709,4,Local drainage basin divide,Local,Local,0.93630999,4943.71537818661
8710,4,Local drainage basin divide,Local,Local,0.237819,1255.68523436886
8711,2,Regional drainage basin divide,Regional,Regional,1.21742999,6428.00586996358
8712,4,Local drainage basin divide,Local,Local,0.69356501,3662.0222400423
8713,3,Subregional drainage basin divide,Subregional,Subregional,1.20852005,6381.0103438535
8714,4,Local drainage basin divide,Local,Local,0.90135902,4759.1762316445
8715,4,Local drainage basin divide,Local,Local,0.14213,750.446960673947
8716,4,Local drainage basin divide,Local,Local,0.21819099,1152.04677827382
8717,5,Stream reach basin divide,Stream Reach,Reach,0.72513198,3828.69731384594
8718,4,Local drainage basin divide,Local,Local,0.26642799,1406.74222767243
8719,2,Regional drainage basin divide,Regional,Regional,0.04612559,243.543180287208
8720,3,Subregional drainage basin divide,Subregional,Subregional,1.38347995,7304.78571584607
8721,3,Subregional drainage basin divide,Subregional,Subregional,0.494807,2612.58273870966
8722,5,Stream reach basin divide,Stream Reach,Reach,0.55470502,2928.84237743679
8723,5,Stream reach basin divide,Stream Reach,Reach,0.13082699,690.7681537347
8724,5,Stream reach basin divide,Stream Reach,Reach,0.38946598,2056.38148406142
8725,2,Regional drainage basin divide,Regional,Regional,2.63063001,13889.7463086471
8726,4,Local drainage basin divide,Local,Local,1.8183,9600.60204692948
8727,4,Local drainage basin divide,Local,Local,0.45133501,2383.04753246212
8728,4,Local drainage basin divide,Local,Local,0.44198098,2333.65873798549
8729,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.448538,2368.28005292784
8730,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.50176101,2649.29574796299
8731,3,Subregional drainage basin divide,Subregional,Subregional,1.53392994,8099.15336834821
8732,4,Local drainage basin divide,Local,Local,1.28117001,6764.56586492672
8733,1,Major drainage basin divide,Major,Major,0.17468099,922.313899361864
8734,3,Subregional drainage basin divide,Subregional,Subregional,0.49991101,2639.52998227009
8735,4,Local drainage basin divide,Local,Local,0.08132559,429.398709763115
8736,4,Local drainage basin divide,Local,Local,0.78862899,4163.96175763258
8737,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.26059699,1375.95161004193
8738,3,Subregional drainage basin divide,Subregional,Subregional,0.65675497,3467.66770847893
8739,3,Subregional drainage basin divide,Subregional,Subregional,0.77322,4082.60189408778
8740,5,Stream reach basin divide,Stream Reach,Reach,0.92228698,4869.67253760151
8741,4,Local drainage basin divide,Local,Local,0.98054999,5177.30438846803
8742,3,Subregional drainage basin divide,Subregional,Subregional,0.91259902,4818.52499578835
8743,5,Stream reach basin divide,Stream Reach,Reach,0.51786899,2734.34582863274
8744,4,Local drainage basin divide,Local,Local,1.33521997,7049.98609862522
8745,4,Local drainage basin divide,Local,Local,0.302423,1596.79635301466
8746,3,Subregional drainage basin divide,Subregional,Subregional,0.24264499,1281.16651952452
8747,3,Subregional drainage basin divide,Subregional,Subregional,0.162349,857.204425436678
8748,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.00346994,5298.3465925965
8749,4,Local drainage basin divide,Local,Local,0.67005199,3537.8764942661
8750,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.76723802,4051.01666281462
8751,4,Local drainage basin divide,Local,Local,0.13003,686.558349223628
8752,5,Stream reach basin divide,Stream Reach,Reach,0.65785902,3473.49325836967
8753,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.53683102,2834.47033918484
8754,3,Subregional drainage basin divide,Subregional,Subregional,0.48093,2539.31077543076
8755,4,Local drainage basin divide,Local,Local,0.50885301,2686.74181097416
8756,4,Local drainage basin divide,Local,Local,2.42779994,12818.7800028711
8757,5,Stream reach basin divide,Stream Reach,Reach,0.51315099,2709.4394348762
8758,4,Local drainage basin divide,Local,Local,0.74994701,3959.71820467564
8759,4,Local drainage basin divide,Local,Local,0.353688,1867.4723299354
8760,2,Regional drainage basin divide,Regional,Regional,0.23904499,1262.15848847187
8761,4,Local drainage basin divide,Local,Local,0.14665299,774.326851924924
8762,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.33594098,1773.77027444118
8763,5,Stream reach basin divide,Stream Reach,Reach,0.45764601,2416.36906027181
8764,4,Local drainage basin divide,Local,Local,0.44869801,2369.12833399934
8765,5,Stream reach basin divide,Stream Reach,Reach,0.64046597,3381.65926153951
8766,3,Subregional drainage basin divide,Subregional,Subregional,0.25694599,1356.67618283675
8767,4,Local drainage basin divide,Local,Local,0.90265798,4766.03542990879
8768,5,Stream reach basin divide,Stream Reach,Reach,0.42594599,2248.99263392063
8769,4,Local drainage basin divide,Local,Local,0.440663,2326.698729117
8770,4,Local drainage basin divide,Local,Local,0.52891802,2792.68563927333
8771,4,Local drainage basin divide,Local,Local,0.58648502,3096.64253437799
8772,4,Local drainage basin divide,Local,Local,0.0833012,439.829839124545
8773,4,Local drainage basin divide,Local,Local,0.280925,1483.28342410789
8774,5,Stream reach basin divide,Stream Reach,Reach,0.331822,1752.01886659362
8775,4,Local drainage basin divide,Local,Local,1.32677996,7005.39581996616
8776,4,Local drainage basin divide,Local,Local,0.885324,4674.51173092833
8777,4,Local drainage basin divide,Local,Local,0.93993198,4962.84084800911
8778,2,Regional drainage basin divide,Regional,Regional,0.59845,3159.81598228008
8779,4,Local drainage basin divide,Local,Local,1.37111997,7239.52194093123
8780,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.17996001,6230.17070094074
8781,1,Major drainage basin divide,Major,Major,0.476381,2515.29352690262
8782,4,Local drainage basin divide,Local,Local,1.85188996,9777.99636456045
8783,5,Stream reach basin divide,Stream Reach,Reach,1.15130996,6078.9178689571
8784,3,Subregional drainage basin divide,Subregional,Subregional,0.83647698,4416.59929049872
8785,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.23403,6515.68925622547
8786,4,Local drainage basin divide,Local,Local,0.37228998,1965.69109100808
8787,5,Stream reach basin divide,Stream Reach,Reach,0.144323,762.028101999422
8788,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.31721699,1674.90598295019
8789,4,Local drainage basin divide,Local,Local,0.262474,1385.8635333729
8790,3,Subregional drainage basin divide,Subregional,Subregional,0.61144602,3228.43251909085
8791,4,Local drainage basin divide,Local,Local,0.17133599,904.653391216527
8792,4,Local drainage basin divide,Local,Local,0.139476,736.432820260584
8793,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.27526599,1453.40391619449
8794,2,Regional drainage basin divide,Regional,Regional,0.47609201,2513.76541004621
8795,4,Local drainage basin divide,Local,Local,1.20682001,6372.02582990426
8796,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.09285459,490.272220640528
8797,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.45882999,2422.6232911299
8798,4,Local drainage basin divide,Local,Local,1.05119001,5550.27005541607
8799,5,Stream reach basin divide,Stream Reach,Reach,0.55961799,2954.78336747207
8800,4,Local drainage basin divide,Local,Local,1.47502005,7788.12710711236
8801,3,Subregional drainage basin divide,Subregional,Subregional,0.77339702,4083.53612399861
8802,5,Stream reach basin divide,Stream Reach,Reach,0.53211599,2809.57199203306
8803,4,Local drainage basin divide,Local,Local,1.89128994,9986.0226229992
8804,3,Subregional drainage basin divide,Subregional,Subregional,0.76792198,4054.63074343336
8805,3,Subregional drainage basin divide,Subregional,Subregional,1.00616002,5312.50610764047
8806,4,Local drainage basin divide,Local,Local,0.26137098,1380.0383221566
8807,4,Local drainage basin divide,Local,Local,0.0615396,324.928754396403
8808,3,Subregional drainage basin divide,Subregional,Subregional,1.14961004,6069.92918861532
8809,2,Regional drainage basin divide,Regional,Regional,0.50235801,2652.44719528259
8810,4,Local drainage basin divide,Local,Local,0.97286099,5136.7064757756
8811,4,Local drainage basin divide,Local,Local,0.86103802,4546.28224478854
8812,4,Local drainage basin divide,Local,Local,0.14498199,765.503281150457
8813,5,Stream reach basin divide,Stream Reach,Reach,0.494253,2609.65373892518
8814,4,Local drainage basin divide,Local,Local,0.68171298,3599.44559944998
8815,3,Subregional drainage basin divide,Subregional,Subregional,0.43948701,2320.48849243801
8816,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.09540998,5783.7752261988
8817,3,Subregional drainage basin divide,Subregional,Subregional,0.562756,2971.35196247589
8818,5,Stream reach basin divide,Stream Reach,Reach,0.03318459,175.214592218446
8819,5,Stream reach basin divide,Stream Reach,Reach,0.62699198,3310.51694495086
8820,4,Local drainage basin divide,Local,Local,1.09327995,5772.51633109881
8821,4,Local drainage basin divide,Local,Local,1.59646999,8429.35054738055
8822,3,Subregional drainage basin divide,Subregional,Subregional,0.29793399,1573.09336309032
8823,5,Stream reach basin divide,Stream Reach,Reach,0.563313,2974.29495317497
8824,4,Local drainage basin divide,Local,Local,0.32241499,1702.35021387986
