State,Zip Code,2017,2018,2019,2020,2021,2022,2023,Unnamed: 9
Arkansas (AR),72529,52,59,53,47,39,30,26,
Arkansas (AR),72530,13,22,15,20,12,11,14,
Arkansas (AR),72531,15,*,11,*,*,*,*,
Arkansas (AR),72532,25,23,21,11,12,16,12,
Arkansas (AR),72533,*,*,*,*,*,*,*,
Arkansas (AR),72534,18,12,12,12,*,*,*,
Arkansas (AR),72536,*,*,*,*,*,*,*,
Arkansas (AR),72537,12,*,14,*,*,*,*,
Arkansas (AR),72538,*,*,*,*,*,*,*,
Arkansas (AR),72539,*,*,*,*,*,*,*,
Arkansas (AR),72540,*,*,*,*,*,*,*,
Arkansas (AR),72542,47,61,31,30,26,25,31,
Arkansas (AR),72543,151,151,137,132,102,92,71,
Arkansas (AR),72544,*,*,*,*,*,*,*,
Arkansas (AR),72545,*,*,*,*,*,*,*,
Arkansas (AR),72546,*,*,*,*,*,*,*,
Arkansas (AR),72550,*,*,*,*,*,*,*,
Arkansas (AR),72553,*,*,*,*,*,*,*,
Arkansas (AR),72554,33,42,26,27,18,32,24,
Arkansas (AR),72555,*,*,*,*,*,*,*,
Arkansas (AR),72556,33,36,30,34,24,22,27,
Arkansas (AR),72560,117,141,92,116,81,75,75,
Arkansas (AR),72561,13,*,*,*,*,*,*,
Arkansas (AR),72562,13,*,14,17,18,*,*,
Arkansas (AR),72564,*,*,*,*,*,*,*,
Arkansas (AR),72565,*,13,*,*,*,*,*,
Arkansas (AR),72566,*,*,*,*,*,*,*,
Arkansas (AR),72567,*,*,*,*,*,*,*,
Arkansas (AR),72568,*,20,*,16,*,*,13,
Arkansas (AR),72569,*,*,*,*,*,*,*,
Arkansas (AR),72571,*,*,*,*,*,*,*,
Arkansas (AR),72572,*,*,*,*,*,*,*,
Arkansas (AR),72573,*,*,*,*,*,*,*,
Arkansas (AR),72575,*,*,*,*,*,*,*,
Arkansas (AR),72576,49,43,37,17,25,30,26,
Arkansas (AR),72577,*,*,*,*,*,*,*,
Arkansas (AR),72578,*,*,*,*,*,*,*,
Arkansas (AR),72579,15,16,11,12,*,11,*,
Arkansas (AR),72581,12,16,16,16,*,*,11,
Arkansas (AR),72583,24,28,12,20,14,17,25,
Arkansas (AR),72584,*,*,*,*,*,*,*,
Arkansas (AR),72585,*,*,*,*,*,*,*,
Arkansas (AR),72587,*,*,*,*,*,*,*,
Arkansas (AR),72601,281,282,245,214,215,177,172,
Arkansas (AR),72602,25,16,22,13,12,12,*,
Arkansas (AR),72611,16,20,18,18,*,13,14,
Arkansas (AR),72613,*,*,*,*,*,*,*,
Arkansas (AR),72615,*,*,*,*,*,*,*,
Arkansas (AR),72616,103,109,88,62,70,60,57,
Arkansas (AR),72617,*,*,*,*,*,*,*,
Arkansas (AR),72619,25,30,23,20,27,12,24,
Arkansas (AR),72623,15,*,*,*,*,*,*,
Arkansas (AR),72624,*,*,*,*,*,*,*,
Arkansas (AR),72626,16,*,14,12,11,*,*,
Arkansas (AR),72628,*,*,*,*,*,*,*,
Arkansas (AR),72629,*,*,*,*,*,*,*,
Arkansas (AR),72630,*,*,*,*,*,*,*,
Arkansas (AR),72631,60,68,61,46,45,43,30,
Arkansas (AR),72632,43,58,44,48,39,29,37,
Arkansas (AR),72633,13,17,13,*,11,12,12,
Arkansas (AR),72634,43,41,39,33,40,25,23,
Arkansas (AR),72635,43,23,28,28,25,25,*,
Arkansas (AR),72636,*,*,*,*,*,*,*,
Arkansas (AR),72638,49,54,50,24,31,19,32,
Arkansas (AR),72639,*,*,*,*,*,*,*,
Arkansas (AR),72640,*,*,*,*,*,*,*,
Arkansas (AR),72641,19,38,36,18,18,12,25,
Arkansas (AR),72642,37,42,47,23,24,18,18,
Arkansas (AR),72644,48,30,26,24,17,22,17,
Arkansas (AR),72645,17,24,20,27,20,11,15,
Arkansas (AR),72648,*,*,*,*,*,*,*,
Arkansas (AR),72650,56,64,44,40,23,33,36,
Arkansas (AR),72651,20,14,12,14,12,12,*,
Arkansas (AR),72653,425,388,378,321,278,262,212,
Arkansas (AR),72654,21,19,21,14,14,11,*,
Arkansas (AR),72655,*,*,*,*,*,*,*,
Arkansas (AR),72657,*,*,*,*,*,*,*,
Arkansas (AR),72658,26,22,16,18,21,17,*,
Arkansas (AR),72659,*,*,*,*,*,*,*,
Arkansas (AR),72660,*,*,*,*,*,*,*,
Arkansas (AR),72661,*,*,13,*,*,*,*,
Arkansas (AR),72662,30,28,18,29,28,20,18,
Arkansas (AR),72663,*,*,*,*,*,*,*,
Arkansas (AR),72666,*,*,*,*,*,*,*,
Arkansas (AR),72668,*,*,*,*,*,*,*,
Arkansas (AR),72669,*,*,*,*,*,*,*,
Arkansas (AR),72670,*,*,*,*,*,*,*,
Arkansas (AR),72672,*,*,*,*,*,*,*,
Arkansas (AR),72675,15,22,13,12,11,*,13,
Arkansas (AR),72677,*,*,*,*,*,*,*,
Arkansas (AR),72679,*,*,*,*,*,*,*,
Arkansas (AR),72680,*,16,*,*,12,*,12,
Arkansas (AR),72682,*,*,*,*,*,*,*,
Arkansas (AR),72683,*,*,*,*,*,*,*,
Arkansas (AR),72685,15,11,12,*,*,*,*,
Arkansas (AR),72686,*,*,*,*,*,*,*,
Arkansas (AR),72687,72,69,56,40,49,50,40,
Arkansas (AR),72701,184,162,155,122,125,126,93,
Arkansas (AR),72702,17,*,*,*,*,*,*,
Arkansas (AR),72703,161,133,135,122,101,106,64,
Arkansas (AR),72704,95,86,84,84,73,69,62,
Arkansas (AR),72711,*,*,*,*,*,*,*,
Arkansas (AR),72712,185,178,139,95,91,90,67,
Arkansas (AR),72713,*,*,30,32,40,22,31,
Arkansas (AR),72714,131,105,119,77,77,91,53,
Arkansas (AR),72715,291,235,210,193,175,173,125,
Arkansas (AR),72716,*,*,*,*,*,*,*,
Arkansas (AR),72717,11,*,*,*,*,*,*,
Arkansas (AR),72718,13,15,*,*,12,11,*,
Arkansas (AR),72719,24,21,32,18,21,20,14,
Arkansas (AR),72721,*,*,*,*,*,*,*,
Arkansas (AR),72722,17,16,27,15,12,12,*,
Arkansas (AR),72727,43,47,40,30,30,27,23,
Arkansas (AR),72728,*,*,*,*,*,*,*,
Arkansas (AR),72729,*,*,*,*,*,*,*,
Arkansas (AR),72730,49,54,58,51,52,40,27,
Arkansas (AR),72732,56,42,37,32,30,37,23,
Arkansas (AR),72733,*,*,*,*,*,*,*,
Arkansas (AR),72734,53,42,43,34,31,33,24,
Arkansas (AR),72735,*,*,*,*,*,*,*,
Arkansas (AR),72736,36,36,41,41,25,25,21,
Arkansas (AR),72737,*,*,*,*,*,*,*,
Arkansas (AR),72738,24,24,19,15,21,14,18,
Arkansas (AR),72739,*,*,*,*,*,*,*,
Arkansas (AR),72740,87,89,63,72,67,54,46,
Arkansas (AR),72741,*,*,*,*,*,*,*,
Arkansas (AR),72742,*,12,*,15,*,*,*,
Arkansas (AR),72744,42,31,39,38,40,28,25,
Arkansas (AR),72745,65,53,60,45,48,38,31,
Arkansas (AR),72747,*,*,*,*,*,*,*,
Arkansas (AR),72749,*,*,*,*,*,*,*,
Arkansas (AR),72751,51,45,48,45,42,28,32,
Arkansas (AR),72752,*,*,*,*,*,*,*,
Arkansas (AR),72753,77,66,59,59,49,55,42,
Arkansas (AR),72756,230,247,206,161,136,139,130,
Arkansas (AR),72757,15,*,*,*,*,11,*,
Arkansas (AR),72758,169,177,157,126,132,128,114,
Arkansas (AR),72760,*,*,*,*,*,*,*,
Arkansas (AR),72761,124,133,115,129,91,73,75,
Arkansas (AR),72762,182,213,192,150,137,119,114,
Arkansas (AR),72764,211,187,185,126,129,128,104,
Arkansas (AR),72765,17,*,12,*,*,*,*,
Arkansas (AR),72766,14,*,13,*,*,*,*,
Arkansas (AR),72768,15,*,12,*,*,*,*,
Arkansas (AR),72769,*,*,11,*,*,*,*,
Arkansas (AR),72770,*,*,*,*,*,*,*,
Arkansas (AR),72773,12,12,15,*,*,*,*,
Arkansas (AR),72774,55,43,34,36,41,33,26,
Arkansas (AR),72776,*,*,*,*,*,*,*,
Arkansas (AR),72801,74,88,69,56,57,50,51,
Arkansas (AR),72802,146,130,131,115,104,114,91,
Arkansas (AR),72811,11,18,*,14,*,*,*,
Arkansas (AR),72812,*,*,*,*,*,*,*,
Arkansas (AR),72820,*,*,*,*,*,*,*,
Arkansas (AR),72821,*,13,11,*,12,*,*,
Arkansas (AR),72823,46,45,40,38,42,25,24,
Arkansas (AR),72824,12,*,15,*,*,*,*,
Arkansas (AR),72826,*,*,*,*,*,*,*,
Arkansas (AR),72827,*,*,*,*,*,*,*,
Arkansas (AR),72828,*,*,*,*,*,*,*,
Arkansas (AR),72829,*,*,*,*,*,*,*,
Arkansas (AR),72830,109,111,96,86,62,63,61,
Arkansas (AR),72832,*,*,*,*,*,*,*,
Arkansas (AR),72833,25,35,24,20,22,16,20,
Arkansas (AR),72834,76,79,60,47,43,44,39,
Arkansas (AR),72835,*,*,*,*,*,*,*,
Arkansas (AR),72837,70,66,58,51,51,42,38,
Arkansas (AR),72838,*,*,*,*,*,*,*,
Arkansas (AR),72839,*,*,*,*,*,*,*,
Arkansas (AR),72840,19,17,20,*,16,11,*,
Arkansas (AR),72841,*,*,*,*,*,*,*,
Arkansas (AR),72842,16,13,11,14,11,*,*,
Arkansas (AR),72843,18,20,21,18,19,*,12,
Arkansas (AR),72845,12,14,*,*,*,*,*,
Arkansas (AR),72846,29,24,28,18,19,11,16,
Arkansas (AR),72847,31,24,15,16,*,20,13,
Arkansas (AR),72851,*,*,*,*,*,*,*,
Arkansas (AR),72852,*,*,*,*,*,*,*,
Arkansas (AR),72853,14,16,18,*,16,*,11,
Arkansas (AR),72854,*,11,12,*,*,*,*,
Arkansas (AR),72855,60,56,55,39,35,33,32,
Arkansas (AR),72856,*,*,*,*,*,*,*,
Arkansas (AR),72857,20,11,*,11,14,*,*,
Arkansas (AR),72858,22,20,14,15,19,12,*,
Arkansas (AR),72860,*,*,*,*,*,*,*,
Arkansas (AR),72863,14,*,*,12,12,*,*,
Arkansas (AR),72865,11,18,*,*,*,*,*,
Arkansas (AR),72901,84,100,100,54,73,42,51,
Arkansas (AR),72902,*,*,*,*,*,*,*,
Arkansas (AR),72903,182,182,144,132,119,119,96,
Arkansas (AR),72904,65,75,74,65,51,41,45,
Arkansas (AR),72905,*,*,*,*,*,*,*,
Arkansas (AR),72906,*,*,*,*,*,*,*,
Arkansas (AR),72908,79,97,82,67,59,50,54,
Arkansas (AR),72913,*,*,*,*,*,*,*,
Arkansas (AR),72914,*,*,*,*,*,*,*,
Arkansas (AR),72916,69,66,58,52,42,44,38,
Arkansas (AR),72917,*,*,11,*,*,*,*,
Arkansas (AR),72918,*,*,*,*,*,*,*,
Arkansas (AR),72919,*,*,*,*,*,*,*,
Arkansas (AR),72921,107,96,79,89,63,69,59,
Arkansas (AR),72923,24,36,26,26,28,16,24,
Arkansas (AR),72926,*,*,*,*,*,*,*,
Arkansas (AR),72927,64,61,61,56,51,45,43,
Arkansas (AR),72928,*,*,*,*,*,*,*,
Arkansas (AR),72930,*,*,*,*,*,*,*,
Arkansas (AR),72932,12,13,*,11,*,*,*,
Arkansas (AR),72933,34,46,34,25,23,21,33,
Arkansas (AR),72934,*,*,*,*,*,*,*,
Arkansas (AR),72935,*,*,*,*,*,*,*,
Arkansas (AR),72936,88,108,84,82,75,64,68,
Arkansas (AR),72937,29,37,25,23,13,22,17,
Arkansas (AR),72938,15,*,*,*,*,*,*,
Arkansas (AR),72940,23,23,13,14,15,*,17,
Arkansas (AR),72941,36,41,34,31,24,25,30,
Arkansas (AR),72943,31,27,19,15,20,19,13,
Arkansas (AR),72944,32,39,26,23,13,18,20,
Arkansas (AR),72945,*,*,*,*,*,*,*,
Arkansas (AR),72946,22,34,24,24,30,15,17,
Arkansas (AR),72947,35,41,28,36,31,23,20,
Arkansas (AR),72948,*,*,*,*,*,*,*,
Arkansas (AR),72949,93,64,66,79,53,63,29,
Arkansas (AR),72950,*,*,*,*,*,*,*,
Arkansas (AR),72951,*,15,*,*,*,*,*,
Arkansas (AR),72952,21,27,18,13,19,19,14,
Arkansas (AR),72955,*,*,*,*,*,*,*,
Arkansas (AR),72956,231,188,199,152,149,147,108,
Arkansas (AR),72957,*,*,*,*,*,*,*,
Arkansas (AR),72958,60,76,59,50,44,41,49,
Arkansas (AR),72959,28,26,22,22,28,14,13,
Arkansas (AR),TOTAL,"20,072","19,443","17,447","14,939","13,744","12,264","10,640",
California (CA),90001,97,98,66,72,76,55,51,
California (CA),90002,75,73,59,50,56,47,43,
California (CA),90003,90,85,90,68,75,64,43,
California (CA),90004,161,176,163,138,99,90,89,
California (CA),90005,84,68,64,50,49,50,41,
California (CA),90006,87,93,107,72,59,64,62,
California (CA),90007,53,54,40,36,45,37,41,
California (CA),90008,191,189,163,160,137,132,99,
California (CA),90009,15,*,13,12,*,*,*,
California (CA),90010,18,16,18,11,12,*,11,
California (CA),90011,118,106,95,81,108,75,62,
California (CA),90012,85,82,70,63,54,44,49,
California (CA),90013,34,30,25,20,17,23,22,
California (CA),90014,*,11,13,*,18,*,*,
California (CA),90015,35,21,38,22,26,29,12,
California (CA),90016,181,175,155,142,101,125,117,
California (CA),90017,23,25,30,25,16,16,18,
California (CA),90018,149,122,137,95,106,91,83,
California (CA),90019,237,229,171,170,174,131,119,
California (CA),90020,93,91,73,53,55,63,59,
California (CA),90021,*,*,*,*,*,*,*,
California (CA),90022,184,199,167,131,157,125,108,
California (CA),90023,104,82,84,77,89,52,51,
California (CA),90024,231,234,188,164,145,157,123,
California (CA),90025,201,196,173,154,125,120,108,
California (CA),90026,196,189,185,137,108,119,93,
California (CA),90027,155,170,129,132,116,94,85,
California (CA),90028,52,51,61,36,36,27,27,
California (CA),90029,82,74,87,64,60,45,49,
California (CA),90030,*,*,*,*,*,*,*,
California (CA),90031,108,106,73,78,79,75,57,
California (CA),90032,184,176,170,128,137,109,109,
California (CA),90033,118,99,94,74,82,68,56,
California (CA),90034,172,162,147,127,104,100,97,
California (CA),90035,145,154,146,105,95,83,92,
California (CA),90036,160,132,118,105,92,96,74,
California (CA),90037,107,86,98,73,74,62,49,
California (CA),90038,52,42,41,34,26,28,33,
California (CA),90039,149,158,137,123,100,92,90,
California (CA),90040,51,33,39,39,30,29,25,
California (CA),90041,157,133,108,99,102,92,79,
California (CA),90042,208,211,192,140,137,137,106,
California (CA),90043,263,253,255,230,187,168,130,
California (CA),90044,209,212,200,132,137,133,130,
California (CA),90045,209,189,173,123,121,106,101,
California (CA),90046,184,150,157,144,91,98,95,
California (CA),90047,254,302,247,242,188,158,165,
California (CA),90048,117,129,107,96,92,63,72,
California (CA),90049,260,256,263,203,170,162,149,
California (CA),90050,*,*,*,*,*,*,*,
California (CA),90051,*,*,*,*,*,*,*,
California (CA),90052,*,*,*,*,*,*,*,
California (CA),90053,*,*,*,*,*,*,*,
California (CA),90054,*,*,*,*,*,*,*,
California (CA),90055,*,*,*,*,*,*,*,
California (CA),90056,78,96,84,68,65,52,59,
California (CA),90057,61,65,54,46,37,49,35,
California (CA),90058,*,*,*,*,*,*,*,
California (CA),90059,73,88,56,57,52,50,53,
California (CA),90060,*,*,*,*,*,*,*,
California (CA),90061,79,76,52,52,49,41,48,
California (CA),90062,97,93,90,86,69,61,51,
California (CA),90063,144,152,125,115,101,92,87,
California (CA),90064,216,161,147,142,126,145,99,
California (CA),90065,215,191,186,146,140,142,107,
California (CA),90066,286,267,264,210,181,162,137,
California (CA),90067,43,51,39,50,34,34,25,
California (CA),90068,90,85,77,61,56,54,33,
California (CA),90069,107,91,107,79,66,58,44,
California (CA),90070,*,*,*,*,*,*,*,
California (CA),90071,*,*,*,*,*,*,*,
California (CA),90072,*,*,*,*,*,*,*,
California (CA),90073,*,*,*,*,*,*,*,
California (CA),90074,*,*,*,*,*,*,*,
California (CA),90075,*,*,*,*,*,*,*,
California (CA),90076,*,*,*,*,*,*,*,
California (CA),90077,76,77,69,53,47,43,43,
California (CA),90078,*,*,*,*,*,*,*,
California (CA),90079,*,*,*,*,*,*,*,
California (CA),90080,*,*,*,*,*,*,*,
California (CA),90081,*,*,*,*,*,*,*,
California (CA),90082,*,*,*,*,*,*,*,
California (CA),90083,*,*,*,*,*,*,*,
California (CA),90084,*,*,*,*,*,*,*,
California (CA),90086,*,*,*,*,*,*,*,
California (CA),90087,*,*,*,*,*,*,*,
California (CA),90088,*,*,*,*,*,*,*,
California (CA),90089,*,*,*,*,*,*,*,
California (CA),90090,*,*,*,*,*,*,*,
California (CA),90091,*,*,*,*,*,*,*,
California (CA),90093,*,*,*,*,*,*,*,
California (CA),90094,21,35,23,29,30,20,15,
California (CA),90095,*,*,*,*,*,*,*,
California (CA),90096,*,*,*,*,*,*,*,
California (CA),90099,*,*,*,*,*,*,*,
California (CA),90101,*,*,*,*,*,*,*,
California (CA),90189,*,*,*,*,*,*,*,
California (CA),90201,132,152,134,113,99,92,97,
California (CA),90202,*,*,*,*,*,*,*,
California (CA),90209,*,11,*,*,*,*,*,
California (CA),90210,153,180,163,138,122,103,98,
California (CA),90211,55,63,70,53,36,33,31,
California (CA),90212,93,100,77,56,54,54,56,
California (CA),90213,*,17,*,*,*,*,*,
California (CA),90220,173,158,149,138,117,106,80,
California (CA),90221,102,100,90,103,85,71,57,
California (CA),90222,85,84,80,61,57,44,45,
California (CA),90223,*,*,*,*,*,*,*,
California (CA),90224,*,*,*,*,*,*,*,
California (CA),90230,205,182,164,149,131,135,113,
California (CA),90231,*,*,*,*,*,*,*,
California (CA),90232,90,112,65,74,41,68,54,
California (CA),90233,*,*,*,*,*,*,*,
California (CA),90239,*,*,*,*,*,*,*,
California (CA),90240,116,106,95,88,76,68,57,
California (CA),90241,162,183,155,139,122,89,112,
California (CA),90242,117,145,126,109,94,70,68,
California (CA),90245,64,68,55,46,40,40,40,
California (CA),90247,197,191,186,143,138,127,104,
California (CA),90248,68,94,77,54,48,48,50,
California (CA),90249,123,122,113,89,81,78,78,
California (CA),90250,201,244,234,158,171,120,122,
California (CA),90251,*,*,*,*,*,*,*,
California (CA),90254,60,74,83,52,57,38,40,
California (CA),90255,145,149,139,116,118,98,84,
California (CA),90260,75,88,97,73,63,43,37,
California (CA),90261,*,*,*,*,*,*,*,
California (CA),90262,103,115,97,100,93,66,69,
California (CA),90263,*,*,*,*,*,*,*,
California (CA),90264,*,*,*,*,*,*,*,
California (CA),90265,155,114,89,87,89,80,60,
California (CA),90266,225,196,190,166,117,124,122,
California (CA),90267,*,*,*,*,*,*,*,
California (CA),90270,61,44,44,39,38,49,32,
California (CA),90272,192,183,186,134,143,139,104,
California (CA),90274,254,284,258,203,189,170,180,
California (CA),90275,393,380,379,333,307,249,227,
California (CA),90277,208,210,176,189,149,143,139,
California (CA),90278,155,154,151,110,100,95,85,
California (CA),90280,190,232,176,148,160,130,135,
California (CA),90290,36,41,28,22,32,23,22,
California (CA),90291,121,101,113,82,84,71,67,
California (CA),90292,119,114,108,73,88,75,49,
California (CA),90293,53,48,55,43,43,40,33,
California (CA),90294,*,*,*,*,*,*,*,
California (CA),90295,14,*,*,*,*,*,*,
California (CA),90296,*,*,*,*,*,*,*,
California (CA),90301,103,120,87,86,62,85,67,
California (CA),90302,74,68,62,57,44,40,51,
California (CA),90303,92,64,58,77,57,58,42,
California (CA),90304,35,52,53,36,31,32,24,
California (CA),90305,118,126,116,118,94,76,74,
California (CA),90306,*,*,*,*,*,*,*,
California (CA),90307,*,*,*,*,*,*,*,
California (CA),90308,*,*,*,*,*,*,*,
California (CA),90309,*,*,*,*,*,*,*,
California (CA),90310,*,*,*,*,*,*,*,
California (CA),90311,*,*,*,*,*,*,*,
California (CA),90312,*,*,*,*,*,*,*,
California (CA),90401,30,33,29,24,20,22,14,
California (CA),90402,108,99,99,80,84,68,54,
California (CA),90403,167,152,140,109,97,107,92,
California (CA),90404,94,85,79,76,56,65,55,
California (CA),90405,167,169,158,112,122,111,86,
California (CA),90406,13,*,*,*,*,*,*,
California (CA),90407,*,*,*,*,*,*,*,
California (CA),90408,*,*,*,*,*,*,*,
California (CA),90409,*,*,*,*,*,*,*,
California (CA),90410,*,*,*,*,*,*,*,
California (CA),90411,*,*,*,*,*,*,*,
California (CA),90501,170,198,162,113,127,106,121,
California (CA),90502,87,78,94,76,61,56,42,
California (CA),90503,246,204,215,190,163,142,111,
California (CA),90504,170,183,143,165,125,101,107,
California (CA),90505,254,243,278,201,199,163,147,
California (CA),90506,*,*,*,*,*,*,*,
California (CA),90507,*,*,*,*,*,*,*,
California (CA),90508,*,*,*,*,*,*,*,
California (CA),90509,*,*,*,*,*,*,*,
California (CA),90510,*,*,*,*,*,*,*,
California (CA),90601,164,168,163,152,111,95,94,
California (CA),90602,67,62,56,56,58,46,33,
California (CA),90603,119,105,98,109,79,78,58,
California (CA),90604,176,187,154,91,116,99,103,
California (CA),90605,150,132,149,119,94,99,86,
California (CA),90606,112,115,114,110,100,65,61,
California (CA),90607,*,*,*,*,*,*,*,
California (CA),90608,*,*,*,*,*,*,*,
California (CA),90609,*,*,*,*,*,*,*,
California (CA),90610,*,*,*,*,*,*,*,
California (CA),90620,210,188,183,145,143,116,101,
California (CA),90621,93,70,86,88,81,62,52,
California (CA),90622,*,*,*,*,*,*,*,
California (CA),90623,117,109,107,90,84,74,52,
California (CA),90624,*,*,*,*,*,*,*,
California (CA),90630,270,276,249,192,171,163,171,
California (CA),90631,303,336,268,232,208,172,180,
California (CA),90632,*,*,*,*,*,*,*,
California (CA),90633,*,*,*,*,*,*,*,
California (CA),90637,*,*,*,*,*,*,*,
California (CA),90638,301,305,270,201,221,193,165,
California (CA),90639,*,*,*,*,*,*,*,
California (CA),90640,318,336,277,224,246,227,200,
California (CA),90650,320,332,347,273,214,187,185,
California (CA),90651,*,*,*,*,*,*,*,
California (CA),90652,*,*,*,*,*,*,*,
California (CA),90660,296,292,260,220,196,186,170,
California (CA),90661,*,*,*,*,*,*,*,
California (CA),90662,*,*,*,*,*,*,*,
California (CA),90670,79,57,82,51,51,52,39,
California (CA),90671,*,*,*,*,*,*,*,
California (CA),90680,94,83,91,64,64,55,41,
California (CA),90701,66,81,71,48,57,56,44,
California (CA),90702,*,*,*,*,*,*,*,
California (CA),90703,398,392,376,343,302,282,254,
California (CA),90704,14,18,20,19,*,*,12,
California (CA),90706,216,201,180,144,139,137,124,
California (CA),90707,*,*,*,*,*,*,*,
California (CA),90710,114,120,119,87,76,74,78,
California (CA),90711,*,*,*,*,*,*,*,
California (CA),90712,145,123,103,117,85,84,62,
California (CA),90713,149,139,112,97,87,103,71,
California (CA),90714,*,*,*,*,*,*,*,
California (CA),90715,65,65,55,47,51,44,41,
California (CA),90716,31,32,37,30,21,18,20,
California (CA),90717,108,82,83,60,80,67,61,
California (CA),90720,140,137,141,128,91,105,96,
California (CA),90721,*,*,*,*,*,*,*,
California (CA),90723,96,102,102,91,84,57,51,
California (CA),90731,233,221,222,190,147,155,114,
California (CA),90732,186,185,167,143,110,101,96,
California (CA),90733,*,*,*,*,*,*,*,
California (CA),90734,*,*,*,*,*,*,*,
California (CA),90740,448,447,448,341,365,278,254,
California (CA),90742,*,*,*,11,*,*,*,
California (CA),90743,*,*,*,*,*,*,*,
California (CA),90744,119,132,120,117,103,73,62,
California (CA),90745,278,262,268,205,218,172,156,
California (CA),90746,211,187,181,165,159,136,118,
California (CA),90747,*,*,*,*,*,*,*,
California (CA),90748,*,*,*,*,*,*,*,
California (CA),90749,*,*,*,*,*,*,*,
California (CA),90755,36,37,36,23,31,22,19,
California (CA),90801,13,*,*,12,12,*,*,
California (CA),90802,82,94,89,67,59,42,59,
California (CA),90803,204,210,176,177,152,126,117,
California (CA),90804,56,60,71,60,37,33,22,
California (CA),90805,169,160,137,122,118,107,100,
California (CA),90806,94,101,67,60,55,56,66,
California (CA),90807,133,154,130,102,109,74,85,
California (CA),90808,224,248,206,174,170,155,119,
California (CA),90809,*,*,*,*,*,*,*,
California (CA),90810,98,106,104,105,64,67,59,
California (CA),90813,61,36,36,41,34,41,18,
California (CA),90814,86,89,71,58,65,51,44,
California (CA),90815,234,222,212,190,181,125,111,
California (CA),90822,*,*,*,*,*,*,*,
California (CA),90831,*,*,*,*,*,*,*,
California (CA),90832,*,*,*,*,*,*,*,
California (CA),90833,*,*,*,*,*,*,*,
California (CA),90834,*,*,*,*,*,*,*,
California (CA),90835,*,*,*,*,*,*,*,
California (CA),90840,*,*,*,*,*,*,*,
California (CA),90842,*,*,*,*,*,*,*,
California (CA),90844,*,*,*,*,*,*,*,
California (CA),90846,*,*,*,*,*,*,*,
California (CA),90847,*,*,*,*,*,*,*,
California (CA),90848,*,*,*,*,*,*,*,
California (CA),90853,*,*,*,*,*,*,*,
California (CA),90895,*,*,*,*,*,*,*,
California (CA),90899,*,*,*,*,*,*,*,
California (CA),91001,279,287,213,186,152,178,168,
California (CA),91003,*,*,*,*,*,*,*,
California (CA),91006,191,219,169,164,143,143,119,
California (CA),91007,212,202,179,149,155,146,117,
California (CA),91008,*,*,*,*,*,*,*,
California (CA),91009,*,*,*,*,*,*,*,
California (CA),91010,110,129,103,108,120,71,67,
California (CA),91011,134,137,108,90,93,87,67,
California (CA),91012,*,*,*,*,*,*,*,
California (CA),91016,192,219,171,135,168,113,118,
California (CA),91017,*,12,*,*,*,*,*,
California (CA),91020,29,29,25,24,15,20,22,
California (CA),91021,*,*,*,*,*,*,*,
California (CA),91023,*,*,*,*,*,*,*,
California (CA),91024,86,79,88,70,58,46,47,
California (CA),91025,*,*,*,*,*,*,*,
California (CA),91030,170,174,129,130,111,115,100,
California (CA),91031,*,*,*,*,12,*,*,
California (CA),91040,108,107,108,70,48,53,56,
California (CA),91041,*,*,*,*,*,*,*,
California (CA),91042,89,90,102,81,75,56,46,
California (CA),91043,*,*,*,*,*,*,*,
California (CA),91046,*,*,*,*,*,*,*,
California (CA),91066,*,*,*,*,*,*,*,
California (CA),91077,*,*,*,*,*,*,*,
California (CA),91101,69,67,53,55,56,44,44,
California (CA),91102,*,*,*,*,*,*,*,
California (CA),91103,93,80,93,76,69,68,46,
California (CA),91104,156,154,156,122,112,105,89,
California (CA),91105,97,117,113,92,85,65,52,
California (CA),91106,95,112,95,77,64,63,57,
California (CA),91107,216,219,187,200,150,120,142,
California (CA),91108,115,127,104,92,89,78,88,
California (CA),91109,14,*,*,*,13,*,*,
California (CA),91110,*,*,*,*,*,*,*,
California (CA),91114,*,*,*,*,*,*,*,
California (CA),91115,*,*,*,*,*,*,*,
California (CA),91116,*,*,*,*,*,*,*,
California (CA),91117,*,*,*,*,*,*,*,
California (CA),91118,*,*,*,*,*,*,*,
California (CA),91121,*,*,*,*,*,*,*,
California (CA),91123,*,*,*,*,*,*,*,
California (CA),91124,*,*,*,*,*,*,*,
California (CA),91125,*,*,*,*,*,*,*,
California (CA),91126,*,*,*,*,*,*,*,
California (CA),91129,*,*,*,*,*,*,*,
California (CA),91182,*,*,*,*,*,*,*,
California (CA),91184,*,*,*,*,*,*,*,
California (CA),91185,*,*,*,*,*,*,*,
California (CA),91188,*,*,*,*,*,*,*,
California (CA),91189,*,*,*,*,*,*,*,
California (CA),91199,*,*,*,*,*,*,*,
California (CA),91201,76,74,66,46,43,49,36,
California (CA),91202,111,117,113,81,61,65,61,
California (CA),91203,33,32,44,34,23,16,18,
California (CA),91204,35,35,32,23,28,23,21,
California (CA),91205,77,98,91,70,76,40,66,
California (CA),91206,179,149,141,120,92,114,84,
California (CA),91207,60,79,68,60,50,40,42,
California (CA),91208,104,107,81,70,71,53,71,
California (CA),91209,*,13,*,*,*,*,*,
California (CA),91210,*,*,*,*,*,*,*,
California (CA),91214,166,154,152,109,114,113,92,
California (CA),91221,*,*,*,*,*,*,*,
