OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
3816,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,RECSITE,,,0.0045984633722801,6.40337356323846e-07
3817,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0172020464655817,1.80231223128251e-05
3818,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0172012001328769,1.79937131044551e-05
3819,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0343452318123168,5.35012465743395e-05
3820,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0345732638764398,5.5447253298311e-05
3821,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0677070753543049,0.0002786896890314
3822,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.058225203799317,0.0001593984502373
3823,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0473392804411707,9.97892231729456e-05
3824,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0683811746996769,0.0002671463269132
3825,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0481117506008151,7.39248266876935e-05
3826,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0722893431028525,0.0001360895265465
3827,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.255483321166385,0.0013595400396447
3828,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,4.25027447067971e-05,1.05012396948293e-10
3829,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0674828641911105,0.0002750589967537
3830,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,7.25735727638176e-05,1.58752669921865e-10
3831,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0691451955130605,0.0001454423363254
3832,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0161343681706423,1.37524129038805e-05
3833,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.174301380605205,0.0007184587815353
3834,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0171772078322685,1.78268397514806e-05
3835,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0099838222975676,1.74682654087264e-06
3836,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0173012761024111,1.8249498751334e-05
3837,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0172712687662922,1.81092855069077e-05
3838,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.016936424845195,1.74747744506637e-05
3839,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0264125282835635,3.39133338478729e-05
3840,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.105973990622801,0.0005243023106345
3841,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0213163754799454,1.79797331748272e-05
3842,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0123722354277872,5.21610094580103e-06
3843,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0013623210409564,6.80438023734785e-08
3844,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0173124567838104,1.82481551417137e-05
3845,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0169272762373063,1.73781730683881e-05
3846,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0415584043918257,7.16972069901583e-05
3847,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0628827179255743,0.0001796642446016
3848,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0264261903272248,3.45092547206352e-05
3849,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0684742729374866,0.0002855092266822
3850,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,6.58050922373982e-05,2.00348133011129e-10
3851,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.150338511065497,0.0004959789199802
3852,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0688903942254691,0.0002894778262644
3853,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0673442329946487,0.0002787567442386
3854,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0348754871167446,5.55950003786293e-05
3855,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0596527558413992,0.0001377657875488
3856,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0169593438682834,1.76448046273053e-05
3857,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0242275450817932,3.55697749659609e-05
3858,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0186988491271726,1.10274556420025e-05
3859,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0172247541901353,1.44696443942705e-05
3860,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0481534464192578,5.12435860798413e-05
3861,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.228466902305109,0.0011000062949186
3862,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0260749897668842,3.28426329839548e-05
3863,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.069274139148506,0.0002746604091258
3864,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0269684092415768,3.57361972257697e-05
3865,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0707933108676331,0.0001478140144478
3866,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.015311648254351,2.26347505006207e-06
3867,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,SRMA,,,0.005228256852366,1.42194891228272e-06
3868,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0172676822418658,8.16665614230509e-06
3869,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0078465189953549,1.25732797917173e-06
3870,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0057044002958812,8.57828123307499e-07
3871,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.266254000807311,-0.0009890004884311
3872,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0009551160840798,-1.65951672210329e-08
3873,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.31228991374893,0.0018812008774574
3874,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0032260575962913,2.40652151122389e-07
3875,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0259297801733208,4.13034082568939e-05
3876,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.0585954426592464,0.0001072572951167
3877,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0245825583382755,3.66310417994389e-05
3878,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Multi-use shared facilities,0.297638256517507,0.0019607661737175
3879,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.866244712227139,0.0060201659205935
3880,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0167439454668688,1.65539388350364e-05
3881,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Non-motorized recreation emphasis,0.224295448609116,0.0008361585986701
3882,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.494357616384881,0.0033694477591981
3883,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0315166643302996,5.25878847978766e-05
3884,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.080047484214084,0.0001562493475582
3885,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,4.35768108933889e-05,1.04492399008345e-10
3886,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0683731318571511,0.000211417611096
3887,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0687275307703462,0.0002872268944362
3888,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0424930935033295,8.40251810735641e-05
3889,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0686629204447514,0.0002837859209626
3890,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0489427764505199,0.0001444341815972
3891,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0195308834996636,2.22438661631445e-05
3892,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0413596103232677,8.89381808839582e-05
3893,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0896205474611053,0.0002217714863488
3894,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0671373119915564,0.0002773018149293
3895,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0349225181335225,7.42436055084727e-05
3896,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0697050426581252,0.0001703388585033
3897,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0594350863181975,0.0001183566113347
3898,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0168084504256663,1.70533176795357e-05
3899,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0697393045728188,0.0002017390505379
3900,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0522657707103587,0.0001274444929489
3901,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0270322255813548,3.58036660546253e-05
3902,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0545343925886932,0.0001292105885336
3903,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0161729866069253,-1.00164430560873e-05
3904,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0135549243103917,-2.04022157185403e-06
3905,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0134256592103557,8.99857496474876e-06
3906,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0169870413117048,1.5293053751548e-05
3907,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0043737126000672,-6.32623356915377e-07
3908,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0031340735958842,-4.06703037836949e-07
3909,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.02581170195035,-3.2054132007462e-05
3910,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0324237464603922,4.46540911904622e-05
3911,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0687026947930593,0.0002869414236482
3912,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.069306760112396,0.0002388790596832
3913,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0936390513902681,0.0001788614535855
3914,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0350912445718224,4.13080761830779e-05
3915,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0538647844083616,8.65642101647447e-05
3916,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0511897348943713,8.93511519218159e-05
3917,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0680952086603019,0.0002804626192827
3918,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0698273060743665,0.0002998539092448
3919,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0096513655310163,1.40212678655986e-06
3920,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0691274545045633,0.0002903518236215
3921,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0357259817369174,5.9221103696726e-05
3922,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,,,,0.0177087232955869,1.07696280703298e-05
3923,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0174669688782869,1.86234088712544e-05
3924,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0373452723257924,7.29145995102621e-05
3925,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.0578061916237459,0.0001662617067737
3926,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.0091394295366178,3.19797249468063e-06
3927,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0650122273358435,0.0001643811082374
3928,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0187678430400256,1.90048346671892e-05
3929,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0261654210486844,1.74380264332149e-05
3930,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0112165809312956,-1.67637224636997e-06
3931,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0078196713215186,-1.30948680826716e-06
3932,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0097779355035951,-5.6208082543084e-06
3933,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.054057759733096,-8.77706095937958e-05
3934,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0272313156408173,3.61778789710802e-05
3935,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0175366476310133,1.86326633464908e-05
3936,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0276679790477293,3.70055596721944e-05
3937,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0274316940825854,3.72524969199758e-05
3938,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,SRMA,,,0.209624823811211,0.0005232109756023
3939,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0169720457783794,1.75491966429147e-05
3940,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0270338701829361,3.5498672186032e-05
3941,Northwestern and Coastal Oregon RMP 2016,ORN05,Closed,ERMA,,,0.0098228277824249,2.96804115666165e-06
3942,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0640582250047895,0.0001747783778178
3943,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.14113358046724,0.000383579000446
3944,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0491885779201788,0.0001460604144434
3945,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0681234368217122,0.0002800159364333
3946,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0245018000870878,3.62165393797192e-05
3947,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.163074724202243,0.0004209536545508
3948,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0446531197883161,3.85572336533038e-05
3949,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0669780176506037,0.0002749139435687
3950,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0173476321552245,1.82492662307286e-05
3951,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0675535293243807,0.0002775523856616
3952,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0540250055263587,0.0001077690569672
3953,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0707364364534439,0.0002154426981361
3954,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0684705612390814,0.0002890354242246
3955,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.129656138231576,0.0004752388362568
3956,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.137656419762329,0.0007107589871744
3957,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0246298539539806,3.65365335047315e-05
3958,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0530997820610264,0.0001040934400008
3959,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0544632077899399,0.0001232244720898
3960,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0165785694282695,1.68205568026348e-05
3961,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0243424293595252,3.57357510553424e-05
3962,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0239669048331844,3.47277831490828e-05
3963,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0339726396358158,5.28732018719309e-05
3964,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.0241975594951897,3.51726258471582e-05
3965,Northwestern and Coastal Oregon RMP 2016,ORC03,Limited to Existing,BLM,,,0.0188977558411635,2.20397208725785e-05
3966,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.0333523578947697,4.18502977249287e-05
3967,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0663582933148698,0.000249304360954
3968,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.017388712792289,1.84018019293729e-05
3969,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0169676164246541,1.75577989799578e-05
3970,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.0507054513180892,0.0001396242686209
3971,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.14579292740275,0.0005508924649298
3972,Northwestern and Coastal Oregon RMP 2016,ORR04,Limited to Existing,BLM,,,0.0170539490747777,1.7724938938862e-05
3973,Three Rivers Resource Area RMP 2015,ORB05,Limited to Existing,SGHAB,,,0.631680860242927,0.0050189993118904
3974,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0296910144660657,2.94013497377457e-05
3975,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0010238921024456,1.43336658826598e-08
3976,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0002041849050684,1.7458494235422502e-09
3977,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0307555931076987,4.87418220597856e-05
3978,Three Rivers Resource Area RMP 2015,ORB05,Open,BLMOPEN,,,0.0335044916835811,1.97165461483297e-05
