OBJECTID,OHV_AREA_ID,OHV_AREA_NM,OHV_AREA_NR,ADMIN_ST,ADM_UNIT_CD,ADMU_NM,LUPA_ID,LUP_NM,ROD_DT,LUP_OHV_DSGNTN,OHV_LMTN_CD,OHV_LMTN_TX,LUP_DCLR_ACRES,GIS_ACRES,BLM_ACRES,GlobalID,SHAPE_Length,SHAPE_Area
1877, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.19140387,,{AB2F9F4C-2881-492C-886D-1D189AAEFEAF},129.846700804428,774.58398748688
1878, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.05551156,,{3A66361E-9749-4C82-A567-B4D61A95540F},106.381702895206,224.649687965022
1879, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,900691.7845048,,{15AECE86-49B7-4A50-A453-6DBC93188DD8},698.070620970994,7530.82624200493
1880, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.5013738,,{CC29F713-4DDF-4064-9598-501FAF9A92BB},485.785826629141,6075.83492047611
1881, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,79.75870705,,{D43A5FD8-2675-42CA-9880-A745903A9DAF},2410.61757176537,322772.035874742
1882, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{CCF661F4-D80D-48FD-945B-3DA9C368635F},14.9001205149192,3.35230072876324
1883, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2835.05283365,,{8C8A0347-4964-4493-8AC3-1983CD3A852B},34028.6810201513,11473051.6812557
1884, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,63.48626136,,{910B6865-CFC0-47EF-8324-9EF495929C9D},2303.38790649392,255214.558596333
1885, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01951856,,{ECC2D347-6A16-40CB-81C5-2D44F74D1532},49.8297395158559,78.9883949438017
1886, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01446645,,{ED11790C-D3C5-4DC3-A858-D5801ED1052B},79.0176461101188,58.5436268452301
1887, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.32590227,,{0A66CDB1-B868-4D1B-9A51-0B7B0409DD63},542.360954754586,1318.87969527439
1888, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{D03CCEB4-4DD1-4769-B964-3BA650D95872},5.1192503733524,0.0097872489043101
1889, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,22647.27927718,,{565A0B58-7972-4DE8-BB19-B46B5DA21CE7},604.534820376991,1769.54194959515
1890, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.43260813,,{A5656BD9-FF62-43F0-851C-5D4F2641CB74},386.431196378938,5797.55915806981
1891, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.39446815,,{3CBC3F63-F36B-4D9B-B054-A3D87ED5B9BC},238.26571634899,1596.35596921999
1892, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,289.27279312,,{98E81498-3942-45CD-B727-8D8D2A67835E},5121.24943816389,1170645.47085036
1893, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.23200162,,{B4F9B509-0F95-4012-879F-4B8EBD455373},152.734095049789,938.877246548966
1894, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,148.35000277,,{BD3F71A0-9BB1-43F1-A464-F9EFDE67D41E},3427.80249822431,600351.159742244
1895, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01690798,,{238D6B8C-B3CD-44C3-9B50-3B4ACF92DEAB},52.2129391951711,68.4235437044427
1896, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,900691.7845048,,{716B7288-01F4-47C0-8789-E85F96DC4EB2},86.7184162677597,131.390610695974
1897, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,5.75732277,,{B2E4E226-8B7C-481F-A5E1-DCADF821AE77},1462.21314443991,23299.0777652551
1898, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,5.42778625,,{B583673A-C6CC-48DE-A54A-B39A0CCBDC5C},909.913912610039,21965.4517635022
1899, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.05323988,,{7B99F56B-9E4B-4899-8BD3-A5437277BA6B},72.9252662483267,215.453754608819
1900, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.19706536,,{B43D5427-856E-4540-B7A9-6BF1FEE404FA},233.565271209504,797.492295041971
1901, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,34.64829045,,{9FF7F443-E45C-4586-A96C-EE32CD66226D},4073.59213977305,140216.645711846
1902, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,7.08483286,,{A637C65B-92E9-491F-9B5C-0C7193D8ED97},966.471820405598,28671.2779950165
1903, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{AC1AAF83-52C8-4AB6-B552-C42F82373453},120.273865316311,0.137869467470807
1904, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.10049964,,{3254A41C-982C-4FBD-9556-AFCAE1D52C3F},297.001575699992,406.710562358136
1905, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0584972,,{F75509C4-0767-45E6-B742-90B91EE752E7},105.716051346236,236.72816936911
1906, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.70225637,,{B9D1E007-F18F-45BE-BB1F-29726892C625},1623.56217572701,164716.208318023
1907, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.4607999,,{65F72C35-66DF-4E7E-A3B6-A3A593B06C0B},215.649951856231,1864.79149345184
1908, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.31509832,,{8A4192E9-B744-4137-AC58-F80E3D1E94B8},541.622599856236,9368.86099623694
1909, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.02212812,,{B0BE0650-7571-4061-84D7-F39E65FDA9E8},56.8876472718417,89.5484618650348
1910, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.04261263,,{B3AF95D7-5504-42EB-8A06-6C502D30133C},64.8283792864495,172.447176308034
1911, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,967.57793129,,{C5F34199-5BC1-4587-93D6-8C6EDCDF2AA6},81.5020441180149,223.855715064821
1912, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00250043,,{78F4E1FA-48B5-4409-99C9-F9C42A6FA936},15.7084774370413,10.1188915812609
1913, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.61068923,,{2979DEEF-2640-496E-8CEF-27759EA6E47D},2215.1009525471,10565.110890636
1914, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.31768772,,{79691B79-9253-467D-AABA-FD818C0A617A},211.563388350252,1285.63657123676
1915, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.43672511,,{610C505A-D5A7-4C9F-84CF-0AAEC05D939F},594.442565341725,9861.07627877048
1916, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,5.86212184,,{819154F1-F378-49B5-BE53-D42FC7E373CC},1388.82210585978,23723.1810488743
1917, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,37.53423529,,{C4F3FC5D-1ADB-4902-91DC-22E3BEC1AC3E},1559.2607300456,151895.661141463
1918, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.09771649,,{EC05634D-6CFC-49CA-A900-97DDF48FE8CE},125.379972960858,395.442451804269
1919, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,79.68814534,,{30FAF873-E757-44B0-9EEE-E1D3C71629DD},2408.32722100443,322486.482668747
1920, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.46566552,,{225CF7A8-A38F-49E9-AFB6-5FAEB1B82E42},290.653194438405,1884.47591441231
1921, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,22647.27927718,,{E81365F7-AA88-457F-AB62-0B8AD20B942E},43.230187680521,58.8189520585033
1922, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.96000763,,{287F6E5E-FBF0-4AB2-ABEC-30C808F90976},765.742443480637,11978.7293258951
1923, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{283A9DE1-8DB6-426E-AE20-338CF6E57846},65.5882183312454,0.0744684985526476
1924, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.30364077,,{FCF43357-7A75-4937-9CEC-98953FC4DD96},299.172571905888,5275.6519735464
1925, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,38.55733304,,{DC68F3E4-E8F3-4BF9-8F68-F7F6A3729ED8},1580.13126871827,156036.011948935
1926, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.49468213,,{778C4C82-9F52-4E4E-ABF0-CD462936ACB1},390.479868994066,6048.77583093442
1927, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,900691.7845048,,{2DBA6858-65CC-48D4-A1C6-6D32551608D0},1385.85678340747,13389.5081463183
1928, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,39.50795862,,{F289EE7A-5E1B-4866-B5B0-59FB87396D9E},2999.91536010902,159883.032257876
1929, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0061414,,{168F84EB-8F06-4EF1-A584-1C0F1219603E},95.700829643008,24.8533486092583
1930, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,520.93377236,,{418146DF-E340-4E00-94F3-DC0630A6CD78},8204.22961741777,2108144.29344311
1931, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.02329607,,{7644141E-DC1F-4104-8169-39EDE0E73A90},74.0152493883517,94.2758579552383
1932, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,5.07003812,,{F1FF1334-C3DA-4C3B-AEA0-A65C132420B4},941.277945826718,20517.7360217327
1933, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,15.36420175,,{C5436B9C-0E52-4A86-A29D-33FC04B0990A},1124.25326064063,62176.7208197075
1934, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,35.33558477,,{2CBC10EA-6C6E-44A3-9566-4546A17913A5},1917.36182841092,142998.034724671
1935, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{4C20F995-CBF1-4437-80D2-814DD493F3E8},130422.644537006,99595281.9173779
1936, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.18237789,,{7EF264A9-87DE-4649-B8A3-B99AD9034068},220.081884843206,738.056064146905
1937, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,41.61922752,,{4D409A04-C153-4792-9FA9-6051BA7B821A},1641.99768784543,168427.037807422
1938, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,3.71858156,,{BD19CED2-1047-4F3E-A359-BC79B15082CB},918.810933792742,15048.5667500321
1939, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.19601262,,{8F649976-5EBB-4077-BC04-3CC84B0F26FB},481.118686585906,793.249554600189
1940, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{23EB5D63-C2F6-4D94-8CEB-4AF7E270DE7F},89.3231922468352,0.161788742017791
1941, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.03063938,,{88ED8FC7-F264-49B1-926D-C502098C9E7E},59.3189876504172,123.993705000926
1942, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.27344992,,{431EAEFF-19E6-46D5-BE73-DA18908BEC7D},579.864051944605,5153.46747932437
1943, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00666809,,{B664A83F-2C7B-47F9-B24A-6AC2EB35C0C9},25.0932253330599,26.9850693509662
1944, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.53249132,,{68CC26AD-6232-4631-96C8-590B22A20A40},223.640704799318,2154.91805121964
1945, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01550024,,{3FF7D949-21CB-4EA5-AA60-774205EFB7D1},77.6864302399425,62.7272673629963
1946, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,22647.27927718,,{7C60A087-32DF-46D1-A61D-C2FE34B51FE6},2428.42022717477,324887.306050102
1947, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,655.97819437,,{C6286194-7B37-4761-8AA6-B8C0AEAE8AC8},6525.45681210483,1995212.76229283
1948, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.03528886,,{2F5EE838-5763-4764-BAB8-25D8E83144E3},67.501641941806,142.809475903867
1949, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,4.55482356,,{CED6D9F6-C897-4863-B160-851E18B48566},1365.2111728647,18432.7329066892
1950, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,79.63287534,,{E6256F29-CB08-4E74-90C0-5AF1DD6966DD},2407.65716704127,322262.771254523
1951, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00025274,,{7D0A5657-6710-4AC2-B414-B7B95A27F476},9.32361500053029,1.02260190119784
1952, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.14897264,,{E8715C44-CE6E-47ED-88CA-CC98DAB78629},120.001594024762,602.869715323629
1953, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00060103,,{B5FE6FE3-B4E0-42F5-AE0F-76BD61953F3A},7.65811272873769,2.43227888566876
1954, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.21903492,,{17BCA6FB-F652-4D53-B2A6-FEA6D3E44BEE},140.76358572604,886.399194501938
1955, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.022e-05,,{7AB13CA1-2661-4837-87EE-25B253FE3075},1.95365694975589,0.0818070251884278
1956, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,19.57855814,,{049EC88C-D3B6-4808-A348-B1AF5C4D8140},2212.5203299387,79231.6079310973
1957, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,4.75537201,,{5D74EC2E-0223-4283-91EA-43EF28980355},647.719243280762,19244.3104425639
1958, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,19.98247028,,{4ACA8E29-E54E-4F0B-8109-1AACE4C10F63},1211.81071671667,80866.1535007039
1959, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,80.06762417,,{2D64B220-7250-44E8-AE8B-42C152542A18},2415.48191476873,324022.179084796
1960, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.05939605,,{92786577-1E75-4BF4-923E-CBB43EC24DCB},75.4580116590081,240.366786896491
1961, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,337.23862028,,{CD5C2715-D11B-48E5-A8C4-D8B3DD15227A},40.0382859418669,65.1158686631747
1962, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,5.43203391,,{0CCED07C-A895-430F-B6D9-B31F55E48B76},751.784233454911,21982.6613110216
1963, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.1733498,,{E6D2B7EA-EFAC-427B-BE3C-10A6A815EB1C},1597.14310251835,159398.852474736
1964, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,95.96064553,,{9340F266-927E-49A6-B371-2D5C592A9500},5620.23915503958,388338.949247599
1965, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{092083E0-2F1F-494A-8D57-3DAEE131EE6B},265.849676592459,0.453672962255566
1966, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.04384691,,{59B324A7-CFF0-4FAA-9D6C-1BF455038A45},1610.63775548831,162051.701900899
1967, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{C1AB30C4-826C-4E2B-8AE5-513CAB763C18},189.214772318314,0.26206295351505
1968, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00040187,,{5E07D916-65D7-4ACC-BF9C-5C7DA544638E},6.88288538565739,1.62630586944417
1969, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,5.55363852,,{4E102313-BDA6-40CE-83DA-F36578689401},1177.15906540952,22474.7760564874
1970, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,3.18502042,,{20106086-B802-4404-B98E-6128B988DF3A},534.254841059533,12889.31506567
1971, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.40018231,,{A631F1EB-BF2C-45C1-95D1-09C23B119713},1049.29833148113,5666.33688040652
1972, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00840925,,{0038ED37-3E5C-4088-9062-12132C45262C},35.1845881882204,34.0310283906033
1973, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.10050294,,{A10E3923-F2D9-423E-AA8D-0D3CEF299B1A},93.0818543154904,406.722538918004
