OBJECTID,AV_LEGEND,IMS_LEGEND,COASTP_COD,COAST_POLY,NAMEDP_COD,NAMED_POLY,SCALELEVEL,STREAM_NO,STREAM,LAKE_NO,LAKE,BAY_NO,BAY,HARBOR_NO,HARBOR,SOUND_NO,SOUND,ACREAGE,Shape__Area,Shape__Length
5715,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,3321,Upper Pond,0, ,0, ,0, ,6.30276012,274548.06262207,2008.76477488812
5716,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2507,Salisbury School Pond,0, ,0, ,0, ,0.43277299,18851.6019897461,529.536776050883
5717,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,725,Deweys Ice Pond,0, ,0, ,0, ,0.73398399,31972.3643798828,757.487336147536
5718,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,0, ,0, ,0, ,0, ,0.21062399,9174.79455566406,389.805234144577
5719,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1623,Spaulding Brook,2762,Stoeckels Pond,0, ,0, ,0, ,1.40415,61164.6143188477,1280.37020223427
5720,Water,Water,1,Inland Polygons,2,Named Waterbody,4,649,Gillettes Brook,0, ,0, ,0, ,0, ,0.44266599,19282.4981079102,640.639742058946
5721,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1160,Muddy Brook,0, ,0, ,0, ,0, ,0.50092399,21820.301574707,914.046068884184
5722,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,78,Auger Pond,0, ,0, ,0, ,14.94060039,650813.046264648,5346.1033836807
5723,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1471,Rocky Gutter,0, ,0, ,0, ,0, ,0.20671999,9004.72552490234,420.834570181206
5724,Water,Water,1,Inland Polygons,2,Named Waterbody,1,1866,West Branch Farmington River,0, ,0, ,0, ,0, ,190.90100097,8315646.68353271,144457.775289415
5725,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2281,Pond Hill Pond,0, ,0, ,0, ,10.01039981,436054.789245605,2621.34611245363
5726,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1150,Mountain Brook,0, ,0, ,0, ,0, ,0.14393399,6269.68713378906,393.331361876873
5727,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2013,Nipmuck Pond,0, ,0, ,0, ,6.50700998,283445.202880859,3144.56143323996
5728,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3495,Whites Pond No 1,0, ,0, ,0, ,3.96020007,172506.215270996,1954.70566644466
5729,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1664,Stickney Hill Brook,0, ,0, ,0, ,0, ,0.59281599,25823.0677490234,848.668188035531
5730,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,0, ,0, ,0, ,0, ,0.44646799,19448.130065918,808.135018781517
5731,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1831,Metro Pond,0, ,0, ,0, ,1.35848999,59176.0100097656,990.2098962727
5732,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1162,Muddy Brook,1876,Miner Morse Pond Upper,0, ,0, ,0, ,2.56387996,111682.518432617,2193.57265820237
5733,Water,Water,1,Inland Polygons,2,Named Waterbody,5,940,Kraniski Brook,0, ,0, ,0, ,0, ,0.080508,3506.90881347656,223.932990242045
5734,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,607,Copse Pond,0, ,0, ,0, ,0.63150799,27508.5178222656,725.847393603848
5735,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1623,Lily Pond,0, ,0, ,0, ,2.00771999,87456.0841674805,1119.66543894099
5736,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1990,New Pond,0, ,0, ,0, ,11.67560005,508587.350830078,3700.91429888075
5737,Water,Water,1,Inland Polygons,2,Named Waterbody,3,630,Furnace Brook,2431,Riverside Pond,0, ,0, ,0, ,6.87091016,299296.869812012,4408.33749760579
5738,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1826,Wachocastinook Creek,2504,Salisbury Cutlery Pond No 1,0, ,0, ,0, ,1.27546,55559.0037231445,973.438169428118
5739,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2820,Swans Pond,0, ,0, ,0, ,0.16900399,7361.82629394531,336.954644327233
5740,Water,Water,1,Inland Polygons,2,Named Waterbody,5,44,Backwater Brook,2229,Phelps Pond,0, ,0, ,0, ,1.00454998,43758.0006103516,1232.87188335699
5741,Water,Water,1,Inland Polygons,2,Named Waterbody,4,0, ,1543,Lake Wangum,0, ,0, ,0, ,177.8809967,7748482.465271,16120.0329436818
5742,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2616,Sider Pond,0, ,0, ,0, ,0.81660401,35571.2881469727,950.762654553356
5743,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,2118,Orcutts Pond,0, ,0, ,0, ,23.38059997,1018457.11474609,9854.91743820524
5744,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1506,Sandy Brook,0, ,0, ,0, ,0, ,11.19950008,487848.588684082,17392.2624457467
5745,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,531,Clark Pond,0, ,0, ,0, ,1.22728002,53460.2891235352,994.400492271463
5746,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1162,Muddy Brook,1875,Miner Morse Pond Lower,0, ,0, ,0, ,3.37983989,147225.825683594,1819.4034949138
5747,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2841,Taitro Pond,0, ,0, ,0, ,2.03958988,88844.765625,1918.14112456875
5748,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1526,Scantic River,2674,Somersville Pond,0, ,0, ,0, ,40.97259902,1784767.08276367,23848.8383348715
5749,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1426,Redhead Meadows Brook,0, ,0, ,0, ,0, ,0.28749498,12523.28515625,438.571477231089
5750,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1586,Simason Brook,1189,Hayes Road Pond,0, ,0, ,0, ,0.79451,34608.9789428711,793.296470418802
5751,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1207,Norfolk Brook,0, ,0, ,0, ,0, ,1.11995995,48785.4452514648,1209.90462359556
5752,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2760,Stillwater Farm Pond,0, ,0, ,0, ,0.81024599,35294.2778930664,907.855209517281
5753,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1766,Tobey Pond Brook,0, ,0, ,0, ,0, ,0.64912301,28275.8172607422,689.215740414245
5754,Water,Water,1,Inland Polygons,2,Named Waterbody,3,623,French River,0, ,0, ,0, ,0, ,13.12040042,571526.74987793,15365.0361618971
5755,Water,Water,1,Inland Polygons,2,Named Waterbody,5,287,Cedar Swamp Brook,0, ,0, ,0, ,0, ,0.100629,4383.37329101563,266.326372887284
5756,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1452,Roaring Brook,2395,Res No 3,0, ,0, ,0, ,9.44342994,411355.704406738,4058.0343799257
5757,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1207,Norfolk Brook,0, ,0, ,0, ,0, ,0.20163999,8783.46502685547,353.925456152198
5758,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1826,Wachocastinook Creek,2505,Salisbury Cutlery Pond No 3,0, ,0, ,0, ,0.20815399,9067.19830322266,426.399097574485
5759,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1462,Robbins Brook,3502,Whitmans Pond,0, ,0, ,0, ,17.97660064,783060.157958984,5873.2567926891
5760,Water,Water,1,Inland Polygons,2,Named Waterbody,5,249,Burton Brook,1557,Lakeville Reservoir No 3,0, ,0, ,0, ,0.72062098,31390.2841186523,659.229566256331
5761,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1760,Manitook Lake,0, ,0, ,0, ,56.88650131,2477973.75457764,15408.9027183473
5762,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1922,Morses Pond,0, ,0, ,0, ,2.39277005,104229.231445313,1485.78851998033
5763,Water,Water,1,Inland Polygons,2,Named Waterbody,5,873,Janson Brook,762,Douglas Road Pond,0, ,0, ,0, ,1.76961004,77084.1612548828,1482.71510969637
5764,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1433,Kents Pond,0, ,0, ,0, ,0.479256,20876.388671875,583.918712546763
5765,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1452,Roaring Brook,2391,Res No 2,0, ,0, ,0, ,39.69910049,1729291.79675293,10741.0939313645
5766,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1692,Stoud Brook,2698,Sportsmans Pond,0, ,0, ,0, ,3.11304998,135604.391357422,1588.95854682226
5767,Water,Water,1,Inland Polygons,2,Named Waterbody,5,254,Bush Meadow Brook,0, ,0, ,0, ,0, ,0.602005,26223.4027099609,990.565043230198
5768,Water,Water,1,Inland Polygons,2,Named Waterbody,5,468,Devine Brook,0, ,0, ,0, ,0, ,0.264173,11507.3633422852,442.431554713132
5769,Water,Water,1,Inland Polygons,2,Named Waterbody,4,710,Gulf Stream,2572,Shady Lake,0, ,0, ,0, ,3.22482991,140473.891296387,1645.88318619703
5770,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1526,Scantic River,2776,Stowes Pond,0, ,0, ,0, ,3.00338006,130827.237609863,3646.25848494383
5771,Water,Water,1,Inland Polygons,2,Named Waterbody,2,1526,Scantic River,0, ,0, ,0, ,0, ,21.55649948,939002.106018066,35694.4296245225
5772,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1680,Stony Brook,0, ,0, ,0, ,0, ,0.61587297,26827.4921875,670.76904094678
5773,Water,Water,1,Inland Polygons,2,Named Waterbody,5,977,Lievre Brook,0, ,0, ,0, ,0, ,0.27727299,12078.0557861328,407.029886297804
5774,Water,Water,1,Inland Polygons,2,Named Waterbody,3,517,East Branch Salmon Brook,0, ,0, ,0, ,0, ,5.19457006,226275.477783203,5209.70080657353
5775,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1279,Patten Brook,3061,Kent Hollow Dam,0, ,0, ,0, ,1.65059995,71900.1935424805,1107.58301778143
5776,Water,Water,1,Inland Polygons,2,Named Waterbody,5,254,Bush Meadow Brook,0, ,0, ,0, ,0, ,0.64878702,28261.1270141602,720.463367509476
5777,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2409,Richardson Pond,0, ,0, ,0, ,1.93395996,84243.4375,1464.03767629257
5778,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,462,Cedar Swamp Pond,0, ,0, ,0, ,0.992298,43224.5086669922,988.146314481754
5779,Water,Water,1,Inland Polygons,2,Named Waterbody,4,558,Ellis Brook,0, ,0, ,0, ,0, ,1.25118005,54501.3413085938,1196.03497967645
5780,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2332,Pupins Pond,0, ,0, ,0, ,0.35666,15536.1176147461,558.340569847183
5781,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2309,Powder Mill Ponds,0, ,0, ,0, ,0.33138298,14435.0338134766,504.020254848426
5782,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1066,McDuffee Brook,1556,Lakeville Reservoir No 2,0, ,0, ,0, ,8.2667303,360098.920288086,3162.23179167708
5783,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1964,Wright Brook,246,Blake Pond,0, ,0, ,0, ,0.37523999,16345.4906005859,558.4041007116
5784,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,378,Bunnells Pond,0, ,0, ,0, ,2.0785799,90542.8591918945,1230.09835761287
5785,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2510,Sampson Pond,0, ,0, ,0, ,6.41095018,279261.141845703,2551.14972702513
5786,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1964,Wright Brook,2874,Thomas Pond,0, ,0, ,0, ,5.59703016,243806.489807129,2023.37141500931
5787,Water,Water,1,Inland Polygons,2,Named Waterbody,4,558,Ellis Brook,2808,Sun Valley Lake,0, ,0, ,0, ,8.7708702,382059.159179688,3326.90433061697
5788,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1692,Stoud Brook,2879,Thompson Water Co Pond No 2,0, ,0, ,0, ,4.12584018,179721.594726563,1853.24833149256
5789,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2309,Powder Mill Ponds,0, ,0, ,0, ,0.192998,8406.99291992188,401.907480163031
5790,Water,Water,1,Inland Polygons,2,Named Waterbody,5,287,Cedar Swamp Brook,0, ,0, ,0, ,0, ,0.148934,6487.56671142578,297.489712934739
5791,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1160,Muddy Brook,0, ,0, ,0, ,0, ,1.63499999,71220.3905639648,3809.67923389681
5792,Water,Water,1,Inland Polygons,2,Named Waterbody,5,404,Crissey Pond Brook,2906,Tobey Pond,0, ,0, ,0, ,49.72309875,2165938.82623291,7077.20502925585
5793,Water,Water,1,Inland Polygons,2,Named Waterbody,3,630,Furnace Brook,1023,Glenville Pond,0, ,0, ,0, ,11.23729991,489495.803344727,9369.2320292264
5794,Water,Water,1,Inland Polygons,2,Named Waterbody,3,802,Hollenbeck River,0, ,0, ,0, ,0, ,18.09720039,788316.002319336,47000.2261001587
5795,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2309,Powder Mill Ponds,0, ,0, ,0, ,0.12529,5457.59112548828,326.416510797011
5796,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,411,Camp Pond,0, ,0, ,0, ,11.77750015,513025.80847168,3949.26252135422
5797,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1085,Mill Brook,0, ,0, ,0, ,0, ,0.14179499,6176.59289550781,359.403871792741
5798,Water,Water,1,Inland Polygons,2,Named Waterbody,5,254,Bush Meadow Brook,3373,Walker Pond,0, ,0, ,0, ,0.92202198,40163.3426513672,1092.74993761349
5799,Water,Water,1,Inland Polygons,2,Named Waterbody,5,254,Bush Meadow Brook,1456,Kinney Pond,0, ,0, ,0, ,6.26664018,272974.966674805,2783.57953285992
5800,Water,Water,1,Inland Polygons,2,Named Waterbody,5,779,Herridean Brook,1405,Keach Pond,0, ,0, ,0, ,29.69039916,1293313.00262451,7086.96867299114
5801,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1712,Sunset Hill Brook,560,Coderre Pond,0, ,0, ,0, ,5.19764995,226409.51550293,2139.16615129589
5802,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,344,Brookside Pond,0, ,0, ,0, ,3.71690988,161908.50592041,1684.11019338335
5803,Water,Water,1,Inland Polygons,2,Named Waterbody,4,558,Ellis Brook,0, ,0, ,0, ,0, ,0.17151799,7471.30517578125,325.255935350286
5804,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2565,Seldom Seen Pond,0, ,0, ,0, ,1.14240002,49763.0098876953,836.96362584029
5805,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1634,Spring Brook,2712,Spring Pond,0, ,0, ,0, ,1.08684003,47342.9326782227,1090.84793942129
5806,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,785,Dunning Pond,0, ,0, ,0, ,1.48268997,64586.0767822266,1599.63486071825
5807,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1130,Moosehorn Brook,0, ,0, ,0, ,0, ,0.231009,10062.7038574219,544.692286129268
5808,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1680,Stony Brook,403,Cains Pond,0, ,0, ,0, ,3.4885199,151959.813171387,4274.1732447274
5809,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,236,Black Pond,0, ,0, ,0, ,71.87689971,3130955.37609863,8213.53721900996
5810,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1680,Stony Brook,0, ,0, ,0, ,0, ,8.6137104,375213.467773438,16758.5852313929
5811,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,705,Deer Hill Pond,0, ,0, ,0, ,0.68914598,30019.2966918945,738.842579687012
5812,Water,Water,1,Inland Polygons,2,Named Waterbody,5,891,Johnston Brook,1378,Johnstone Pond,0, ,0, ,0, ,8.34724044,363605.844970703,4157.66581723505
5813,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1130,Moosehorn Brook,0, ,0, ,0, ,0, ,0.0967501,4214.46307373047,296.35795189841
5814,Water,Water,1,Inland Polygons,2,Named Waterbody,5,286,Cedar Swamp Brook,0, ,0, ,0, ,0, ,0.12696599,5530.66467285156,288.601994562009
5815,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1712,Sunset Hill Brook,1356,Jacobs Pond,0, ,0, ,0, ,0.21808999,9499.98669433594,490.010775826528
5816,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1634,Spring Brook,0, ,0, ,0, ,0, ,0.62082701,27043.2138061523,876.404261159954
5817,Water,Water,1,Inland Polygons,2,Named Waterbody,5,398,Creamery Brook,0, ,0, ,0, ,0, ,0.99254298,43235.2028808594,964.424925732776
5818,Water,Water,1,Inland Polygons,2,Named Waterbody,3,595,Fivemile River,2337,Quaddick Reservoir,0, ,0, ,0, ,202.82099914,8834875.17285156,29904.0392780074
5819,Water,Water,1,Inland Polygons,2,Named Waterbody,5,469,Diamond Ledge Brook,0, ,0, ,0, ,0, ,0.264586,11525.3675537109,508.895272471348
5820,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1712,Sunset Hill Brook,1103,Grosvenordale Pond,0, ,0, ,0, ,3.28432989,143065.124755859,2144.58557271178
5821,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1068,McIntyres Brook,0, ,0, ,0, ,0, ,3.61297011,157380.875793457,1555.38982097335
5822,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1680,Stony Brook,0, ,0, ,0, ,0, ,3.96755003,172826.62286377,8723.17660031248
5823,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,0, ,0, ,0, ,0, ,0.25790798,11234.4468383789,441.114906576901
5824,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,895,Fenners Pond,0, ,0, ,0, ,3.81351995,166116.957763672,1636.74437115982
5825,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1712,Sunset Hill Brook,1765,Mansonville Pond,0, ,0, ,0, ,0.89312398,38904.3072509766,943.219171866427
5826,Water,Water,1,Inland Polygons,2,Named Waterbody,5,787,Higley Brook,0, ,0, ,0, ,0, ,0.63523197,27670.6638793945,629.097714451685
5827,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,0, ,0, ,0, ,0, ,0.141901,6181.16235351563,336.14299144648
5828,Water,Water,1,Inland Polygons,2,Named Waterbody,3,623,French River,0, ,0, ,0, ,0, ,10.57520008,460653.126464844,15240.849961939
5829,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1671,Still River,0, ,0, ,0, ,0, ,45.89339828,1999117.46984863,61717.3679811248
5830,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,2688,Spaulding Pond,0, ,0, ,0, ,12.76799964,556174.592407227,4138.48315687204
5831,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,994,Gaylord Pond,0, ,0, ,0, ,42.33309936,1844029.51544189,7685.6180538402
5832,Water,Water,1,Inland Polygons,2,Named Waterbody,5,106,Beckley Pond Brook,165,Beckley Pond,0, ,0, ,0, ,17.50320053,762440.03338623,8645.06344476399
5833,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,476,Center Road Pond,0, ,0, ,0, ,1.00528001,43790.1402587891,879.758430222214
5834,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,3043,Schwartz Dam,0, ,0, ,0, ,7.29927015,317956.184082031,2720.50500203454
5835,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1,Abbey Brook,0, ,0, ,0, ,0, ,0.257898,11234.0072631836,493.140735425533
5836,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,3048,Elmer Beebe Dam,0, ,0, ,0, ,0.14207999,6188.98553466797,340.104210480986
5837,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,669,Currier Pond,0, ,0, ,0, ,2.19116997,95447.3758544922,1324.65556360879
5838,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,939,Forestville Pond,0, ,0, ,0, ,0.87530601,38128.3823852539,1325.13376510505
5839,Water,Water,1,Inland Polygons,2,Named Waterbody,4,416,Crystal Lake Brook,3454,West Pond,0, ,0, ,0, ,0.61536902,26805.4749755859,982.571038617862
5840,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,18,Alcorn Pond,0, ,0, ,0, ,0.14122399,6151.73248291016,293.028542594171
5841,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1232,North Running Brook,0, ,0, ,0, ,0, ,0.0959125,4177.92578125,280.644825194557
5842,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1018,Lost Pond Brook,3359,Vintons Mill Pond,0, ,0, ,0, ,0.434156,18911.8980102539,551.579841227905
5843,Water,Water,1,Inland Polygons,2,Named Waterbody,5,891,Johnston Brook,0, ,0, ,0, ,0, ,0.08451929,3681.67919921875,222.313546495683
5844,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1862,Miller Pond,0, ,0, ,0, ,0.127329,5546.41290283203,280.639381542375
5845,Water,Water,1,Inland Polygons,2,Named Waterbody,5,49,Baker Brook,0, ,0, ,0, ,0, ,0.71385997,31095.7098388672,931.516539818658
5846,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,97,Bald Pond,0, ,0, ,0, ,1.24809002,54367.0081176758,1103.20802323778
5847,Water,Water,1,Inland Polygons,2,Named Waterbody,4,416,Crystal Lake Brook,2797,Sturtevants Pond,0, ,0, ,0, ,2.95264005,128616.953857422,1669.69900626515
5848,Water,Water,1,Inland Polygons,2,Named Waterbody,3,630,Furnace Brook,3397,Warren Pond,0, ,0, ,0, ,11.20540046,488107.815246582,6494.89491373998
5849,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2350,Radwilowicz Pond,0, ,0, ,0, ,0.225711,9831.97125244141,379.003206148382
5850,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1672,Still River,0, ,0, ,0, ,0, ,0.65615499,28582.0820922852,769.635131843832
5851,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1232,North Running Brook,0, ,0, ,0, ,0, ,0.18295499,7969.50854492188,486.304937261159
5852,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1909,Morey Pond,0, ,0, ,0, ,16.84539985,733784.823425293,5748.68421759018
5853,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,515,Childs Pond,0, ,0, ,0, ,3.26052999,142028.717956543,1688.02270228262
5854,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1232,North Running Brook,0, ,0, ,0, ,0, ,0.18003,7842.14758300781,387.119572814257
5855,Water,Water,1,Inland Polygons,2,Named Waterbody,5,1730,Taylor Brook,0, ,0, ,0, ,0, ,0.07636149,3326.29205322266,229.799564834635
5856,Water,Water,1,Inland Polygons,2,Named Waterbody,3,517,East Branch Salmon Brook,0, ,0, ,0, ,0, ,15.79790019,688158.410583496,33629.6862091406
5857,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,2858,Taylor Pond,0, ,0, ,0, ,0.26810899,11678.8155517578,423.087461335502
5858,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1082,Middle River,0, ,0, ,0, ,0, ,1.33317995,58073.4916381836,2628.90760421472
5859,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,1981,New Gate Pond,0, ,0, ,0, ,2.60452008,113452.921630859,1379.66372237435
5860,Water,Water,1,Inland Polygons,2,Named Waterbody,4,226,Buckhorn Brook,0, ,0, ,0, ,0, ,0.27904799,12155.3640136719,406.035827857813
5861,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1680,Stony Brook,0, ,0, ,0, ,0, ,5.35369014,233206.798217773,10350.2557783683
5862,Water,Water,1,Inland Polygons,2,Named Waterbody,5,0, ,1917,Morse Meadow Pond,0, ,0, ,0, ,12.97319984,565114.773071289,4317.54719332484
5863,Water,Water,1,Inland Polygons,2,Named Waterbody,5,294,Cemetery Brook,0, ,0, ,0, ,0, ,0.43617299,18999.7272949219,524.760509864076
5864,Water,Water,1,Inland Polygons,2,Named Waterbody,6,0, ,465,Cemetery Pond,0, ,0, ,0, ,0.85701501,37331.5194091797,921.448440433954
5865,Water,Water,1,Inland Polygons,2,Named Waterbody,4,1874,West Branch Salmon Brook,0, ,0, ,0, ,0, ,0.14730399,6416.62292480469,462.574237479912
5866,Water,Water,1,Inland Polygons,2,Named Waterbody,3,1680,Stony Brook,2546,Schwartz Pond,0, ,0, ,0, ,4.45941019,194251.632629395,3593.01304274428
