OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,Shape_Length,Shape_Area
316,OR2,OFFICE/RES,OFFICE,628.577482263901,22830.7998146277
317,R5A,RES MULTI FAMILY,RESIDENTIAL,3011.19462900259,490411.265429908
318,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,534.216568041395,14184.8340450981
319,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2269.25309565763,181445.432601273
320,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2113.95839458826,257211.839144444
321,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4141.84150513633,617872.97609576
322,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,526.144872586994,14893.4566490319
323,OR3,OFFICE/RES,OFFICE,586.330231205971,18947.4934396792
324,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1497.99959554664,122203.606410946
325,R5,RES SINGLE FAMILY,RESIDENTIAL,1012.61068227319,63197.8573591634
326,OTF,OFFICE/TOURIST FACILITY,OFFICE,638.236137866701,25535.5063077054
327,OR3,OFFICE/RES,OFFICE,933.156333987193,48564.1423702261
328,OTF,OFFICE/TOURIST FACILITY,OFFICE,727.377329414546,32584.8081961216
329,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,756.859771568834,35784.2985859684
330,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,758.239763387882,34232.1205259897
331,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,663.183812544096,17478.0110782811
332,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2403.35699284738,265848.298099637
333,OR1,OFFICE/RES,OFFICE,584.810365495345,20283.69791839
334,OR1,OFFICE/RES,OFFICE,516.101418180847,11197.8572260793
335,OR1,OFFICE/RES,OFFICE,746.807817596975,23830.2068160501
336,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,691.424659779622,29805.1621636304
337,OR2,OFFICE/RES,OFFICE,941.046668685924,37448.6499628904
338,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,568.573351940756,13252.7985333188
339,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,776.557013314639,36646.9802768658
340,OR3,OFFICE/RES,OFFICE,898.823289229549,44537.053753337
341,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,859.694023926911,23201.5914466137
342,R6,RES MULTI-FAMILY,RESIDENTIAL,737.537364593593,23978.3593915867
343,R6,RES MULTI-FAMILY,RESIDENTIAL,731.709769923536,32031.8473732999
344,OR3,OFFICE/RES,OFFICE,902.575265230595,44108.0078933177
345,R6,RES MULTI-FAMILY,RESIDENTIAL,1124.42667251826,74139.8849263925
346,M1,INDUSTRIAL,INDUSTRIAL,772.896052935806,37277.0389553349
347,R5B,RES TWO-FAMILY,RESIDENTIAL,674.721344439376,14306.8503671614
348,R8A,RES MULTI-FAMILY,RESIDENTIAL,800.417865187057,35358.1056239489
349,R5B,RES TWO-FAMILY,RESIDENTIAL,678.011006060975,14446.516740417
350,R6,RES MULTI-FAMILY,RESIDENTIAL,624.679279733245,6603.04134900888
351,R6,RES MULTI-FAMILY,RESIDENTIAL,655.306524015049,11417.5187379235
352,R6,RES MULTI-FAMILY,RESIDENTIAL,1659.37411374757,139890.902825254
353,M2,INDUSTRIAL,INDUSTRIAL,579.848010138258,20178.0859637695
354,R7,RES MULTI-FAMILY,RESIDENTIAL,955.666090018055,34351.4045734193
355,R6,RES MULTI-FAMILY,RESIDENTIAL,513.083119198976,16501.6452836364
356,R6,RES MULTI-FAMILY,RESIDENTIAL,556.778621220762,15223.1408173727
357,R6,RES MULTI-FAMILY,RESIDENTIAL,886.017302290862,45779.0536506732
358,OR2,OFFICE/RES,OFFICE,1799.92731564718,117711.503634339
359,R1,RES SINGLE FAMILY,RESIDENTIAL,225.785364492453,2659.11245145957
360,R7,RES MULTI-FAMILY,RESIDENTIAL,816.40017965245,39234.2387555357
361,R7,RES MULTI-FAMILY,RESIDENTIAL,1027.80141435115,41794.6963875894
362,R6,RES MULTI-FAMILY,RESIDENTIAL,932.423052607113,54287.9417749425
363,OTF,OFFICE/TOURIST FACILITY,OFFICE,943.102973151183,55310.1976057148
364,OR1,OFFICE/RES,OFFICE,558.627187229216,14537.1283407093
365,R7,RES MULTI-FAMILY,RESIDENTIAL,857.341522313028,35961.5903818597
366,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,687.202752989738,28852.9013752948
367,R6,RES MULTI-FAMILY,RESIDENTIAL,577.230313289658,19549.5559163256
368,R6,RES MULTI-FAMILY,RESIDENTIAL,3338.30833129349,651021.057567437
369,M3,INDUSTRIAL,INDUSTRIAL,957.721097525792,54056.1280004408
370,OR2,OFFICE/RES,OFFICE,332.711413657293,5806.03911688288
371,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,611.480543446608,22377.3689034882
372,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,529.479753862113,12827.2415109295
373,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,423.929919827579,9532.9910120684
374,OR2,OFFICE/RES,OFFICE,1098.42261107411,70745.1263545487
375,OR1,OFFICE/RES,OFFICE,368.111154079665,5794.55788817844
376,OR2,OFFICE/RES,OFFICE,1138.59157868951,72265.8590581575
377,R7,RES MULTI-FAMILY,RESIDENTIAL,672.907120441692,23669.545248003
378,R6,RES MULTI-FAMILY,RESIDENTIAL,979.078826311923,58812.883548231
379,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,301.727231145399,4319.72203794079
380,M1,INDUSTRIAL,INDUSTRIAL,905.002010166666,50514.4321213139
381,M2,INDUSTRIAL,INDUSTRIAL,692.612729120113,22999.9080585388
382,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1183.88728466143,85655.6812727534
383,R6,RES MULTI-FAMILY,RESIDENTIAL,587.722679667472,18106.836424699
384,OR3,OFFICE/RES,OFFICE,692.054293438968,26059.1363161374
385,R7,RES MULTI-FAMILY,RESIDENTIAL,2559.52184061033,264079.3276194
386,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,671.381531125294,17576.9982287488
387,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4185.81427990374,592105.658446283
388,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,428.590856457169,6123.9706172935
389,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2150.69164586391,104925.408865901
390,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1296.23402190016,75392.3683880937
391,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3373.16040235296,401060.035336729
392,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,753.755812950434,32105.9978272983
393,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,744.650855631808,33299.6889432754
394,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,562.398960469571,9669.52632478048
395,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1196.9121650684,74510.2138539982
396,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,510.836015538649,15466.4839435287
397,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,951.902691273551,46982.3279541135
398,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,675.044173020193,28068.7697274217
399,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1384.25341262638,111916.347622953
400,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1924.16758539089,132323.41554031
401,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,508.21608731434,11862.4135722393
402,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2285.30742976712,247449.154906072
403,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1282.23069091093,79528.8030661256
404,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,591.16445215699,17995.5573281723
405,R3,RES SINGLE FAMILY,RESIDENTIAL,9467.00619846988,3188021.71357398
406,R6,RES MULTI-FAMILY,RESIDENTIAL,9870.38646194711,1726523.94523981
407,R6,RES MULTI-FAMILY,RESIDENTIAL,3540.74745948343,346820.4741055
408,R5A,RES MULTI FAMILY,RESIDENTIAL,859.133221416628,44101.9857402599
409,R7,RES MULTI-FAMILY,RESIDENTIAL,1413.67979736167,119989.387293713
410,R7,RES MULTI-FAMILY,RESIDENTIAL,875.404601719822,46419.124180106
411,R5A,RES MULTI FAMILY,RESIDENTIAL,2934.36727822615,354840.297691578
412,R4,RES SINGLE FAMILY,RESIDENTIAL,639.630843673437,24873.4645487732
413,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,844.312027425517,44165.6796915285
414,R5A,RES MULTI FAMILY,RESIDENTIAL,4850.92673480821,1296426.8883002
415,R5A,RES MULTI FAMILY,RESIDENTIAL,1496.26117753167,114258.37368866
416,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1541.9341972615,82054.9889827497
417,R4,RES SINGLE FAMILY,RESIDENTIAL,956.902136044699,54460.967711379
418,R6,RES MULTI-FAMILY,RESIDENTIAL,1569.31178702384,153391.09879457
419,R5A,RES MULTI FAMILY,RESIDENTIAL,670.549322778891,24574.7184110588
420,R7,RES MULTI-FAMILY,RESIDENTIAL,671.256128261841,14274.6132240035
421,R7,RES MULTI-FAMILY,RESIDENTIAL,730.550940745434,26407.0789670646
422,R6,RES MULTI-FAMILY,RESIDENTIAL,666.745208003432,13652.9813628811
423,R7,RES MULTI-FAMILY,RESIDENTIAL,1509.23712054131,119289.122339521
424,R6,RES MULTI-FAMILY,RESIDENTIAL,599.343887959408,20840.5021597168
425,OR1,OFFICE/RES,OFFICE,974.637569426004,45724.2446591918
426,R4,RES SINGLE FAMILY,RESIDENTIAL,1022.13588536121,46175.0529262394
427,OR1,OFFICE/RES,OFFICE,510.462173422717,14102.9397587809
428,R6,RES MULTI-FAMILY,RESIDENTIAL,677.288341323982,21234.0392488717
429,R7,RES MULTI-FAMILY,RESIDENTIAL,902.865075625803,50540.1931123669
430,R7,RES MULTI-FAMILY,RESIDENTIAL,877.590702202352,31639.0223117917
431,OR1,OFFICE/RES,OFFICE,333.545624132315,4684.6587513261
432,R5A,RES MULTI FAMILY,RESIDENTIAL,3967.24162438113,835599.866597972
433,R4,RES SINGLE FAMILY,RESIDENTIAL,1691.26296386182,124384.274150558
434,R5A,RES MULTI FAMILY,RESIDENTIAL,1461.81720626484,115378.655217857
435,R5,RES SINGLE FAMILY,RESIDENTIAL,2394.62943809791,265845.674274609
436,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,437.368524226236,11564.0388654726
437,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,796.248245339012,39429.1554313791
438,R4,RES SINGLE FAMILY,RESIDENTIAL,1021.16995888121,56352.3237017252
439,OR1,OFFICE/RES,OFFICE,391.114617886531,9088.94695459781
440,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,636.125818944647,21955.5467856962
441,R5B,RES TWO-FAMILY,RESIDENTIAL,526.030949073632,16163.2270530763
442,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1662.95411106866,96241.9861439228
443,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1112.49309152468,60492.1917666397
444,R6,RES MULTI-FAMILY,RESIDENTIAL,743.164476863739,31103.2588603038
445,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2765.13257550557,469680.996917126
446,R4,RES SINGLE FAMILY,RESIDENTIAL,827.618523133031,41854.4643264749
447,OR1,OFFICE/RES,OFFICE,628.562837126177,21913.6412071886
448,OR1,OFFICE/RES,OFFICE,621.985695600827,21401.9608567594
449,R6,RES MULTI-FAMILY,RESIDENTIAL,634.928258875677,22353.9302019433
450,R7,RES MULTI-FAMILY,RESIDENTIAL,2010.86611179502,176936.286389138
451,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4031.54162393767,950928.064040136
452,R4,RES SINGLE FAMILY,RESIDENTIAL,467.284346469079,10340.755836153
453,OR1,OFFICE/RES,OFFICE,1199.40881367362,77627.275535379
454,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,205.998344472254,2231.95678843782
455,R6,RES MULTI-FAMILY,RESIDENTIAL,785.68306920684,34317.7152689332
456,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,882.334828488888,25374.4983560358
457,R6,RES MULTI-FAMILY,RESIDENTIAL,6737.12115252673,1119033.3565502
458,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2155.66143837788,267948.744524363
459,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1830.39340994655,187031.614856096
460,R4,RES SINGLE FAMILY,RESIDENTIAL,876.668319225154,23167.3639452837
461,R4,RES SINGLE FAMILY,RESIDENTIAL,726.557920868816,28139.7172851562
462,R4,RES SINGLE FAMILY,RESIDENTIAL,1181.65257436032,52405.7177734375
463,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1117.871159967,77354.5470992461
464,R4,RES SINGLE FAMILY,RESIDENTIAL,1091.05038750694,68676.2239689948
465,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,798.904699965759,30963.8082990656
466,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,384.445265293224,6472.15656882871
467,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2205.48206840163,169064.181526082
468,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,666.66712311455,17162.3888315091
469,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,905.447783377362,49825.1637556668
470,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1267.05577993556,97565.3905087676
471,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1466.03958900111,118364.684576108
472,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,545.109057411462,14122.2805161757
473,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,792.97630644237,38316.1366897209
474,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3358.89678791217,469296.611890996
475,R4,RES SINGLE FAMILY,RESIDENTIAL,9343.14631872518,3397305.41919925
476,R1,RES SINGLE FAMILY,RESIDENTIAL,1964.76675776495,254814.736847903
477,R4,RES SINGLE FAMILY,RESIDENTIAL,1453.36290966755,121830.078105017
478,R5A,RES MULTI-FAMILY,RESIDENTIAL,2447.35426633226,245504.667044056
479,R4,RES SINGLE FAMILY,RESIDENTIAL,2761.52329071187,456802.726742216
480,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1917.64588947316,144900.360197972
481,R4,RES SINGLE FAMILY,RESIDENTIAL,1985.5062065709,216079.935145867
482,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,874.873054650558,37370.8347394315
483,R4,RES SINGLE FAMILY,RESIDENTIAL,439.955778644321,8333.81303900157
484,OR1,OFFICE/RES,OFFICE,722.909923401102,32197.7581740853
485,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,546.131115142169,16518.2015432495
486,R7,RES MULTI-FAMILY,RESIDENTIAL,1825.85267980575,191478.805844277
487,OR1,OFFICE/RES,OFFICE,554.321385886719,9359.81280776822
488,R8A,RES MULTI-FAMILY,RESIDENTIAL,689.958370578504,24988.6848638154
489,R6,RES MULTI-FAMILY,RESIDENTIAL,1042.19234758483,67373.424930133
490,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,618.798540977352,16851.1664725702
491,R6,RES MULTI-FAMILY,RESIDENTIAL,1858.71751898304,144846.496043958
492,M2,INDUSTRIAL,INDUSTRIAL,813.06082679693,41260.4655198293
493,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4214.61040071867,586276.403341354
494,R5,RES SINGLE FAMILY,RESIDENTIAL,3959.04778464627,433774.013260238
495,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,543.204321494424,13403.9863121568
496,OR3,OFFICE/RES,OFFICE,525.262325936428,11559.3648137559
497,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,508.248193027195,15945.9671627006
498,R6,RES MULTI-FAMILY,RESIDENTIAL,2166.54183421589,213250.092691423
499,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,574.34502510751,16866.9737320535
500,PD,PLANNED DEVELOPMENT,SPECIAL,5624.25709648283,1322561.45212103
501,R6,RES MULTI-FAMILY,RESIDENTIAL,841.038961821616,44115.4271124686
502,R7,RES MULTI-FAMILY,RESIDENTIAL,885.834401338739,48884.1877048372
503,R5A,RES MULTI FAMILY,RESIDENTIAL,2417.23692645079,322069.838040868
504,R7,RES MULTI-FAMILY,RESIDENTIAL,467.775869510981,6550.78769776514
505,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,432.713403708062,10204.7241564856
506,R5,RES SINGLE FAMILY,RESIDENTIAL,765.856911191534,34776.4603555212
507,OR3,OFFICE/RES,OFFICE,1814.03715659211,131986.656172524
508,OR1,OFFICE/RES,OFFICE,339.766958520258,6889.68541669367
509,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,883.407506495346,29423.9458429162
510,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,529.343351867521,12938.5074429526
511,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,943.760491467488,55576.7514569671
512,M1,INDUSTRIAL,INDUSTRIAL,913.097032072276,51972.3783549735
513,R6,RES MULTI-FAMILY,RESIDENTIAL,1581.80774429847,138219.158151973
514,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1283.6010929256,80245.2197456353
515,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1282.18698422505,84586.6414913586
516,OR3,OFFICE/RES,OFFICE,559.75664052655,15042.7299397747
517,R2,RES SINGLE FAMILY,RESIDENTIAL,3575.2778668309,311765.33417753
518,R8A,RES MULTI-FAMILY,RESIDENTIAL,1676.66899940597,70733.3968186597
519,M2,INDUSTRIAL,INDUSTRIAL,684.39676625056,27103.2010780099
520,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2868.12482279911,309000.149450751
521,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3250.57317468651,393024.097522409
522,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,3888.69553318953,757497.653127023
523,R7,RES MULTI-FAMILY,RESIDENTIAL,5944.70268480211,1192055.03651999
524,R7,RES MULTI-FAMILY,RESIDENTIAL,4181.62398655826,948624.033856021
525,M2,INDUSTRIAL,INDUSTRIAL,2262.29520919918,297414.652400683
526,R6,RES MULTI-FAMILY,RESIDENTIAL,10649.0045159088,1455090.09339313
527,R3,RES SINGLE FAMILY,RESIDENTIAL,2802.57795134485,361499.964877861
528,OR1,OFFICE/RES,OFFICE,822.466299111455,36732.6793036375
529,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,723.705790841186,27019.4442637665
530,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,634.011936613709,14120.6736056966
531,OR1,OFFICE/RES,OFFICE,757.765177994648,23926.6541741088
532,R5A,RES MULTI FAMILY,RESIDENTIAL,1139.30486206307,75761.0136433186
533,M2,INDUSTRIAL,INDUSTRIAL,2177.76039870297,212222.106620498
534,(C3),CENTRAL BUSINESS OVERLAY,COMMERCIAL-INDUSTRIAL,898.579239764074,47345.1186748732
535,(C3),CENTRAL BUSINESS OVERLAY,COMMERCIAL-INDUSTRIAL,14902.0925833169,1988171.19610342
536,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1070.45799375696,56272.0543561404
537,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,945.664589061027,47486.5597605754
538,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,511.745444872526,15793.2928815043
539,R5,RES SINGLE FAMILY,RESIDENTIAL,11254.3062034521,3735183.76199647
540,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3781.15216485507,517100.936623619
541,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,890.553017820528,43584.4817890567
542,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2713.43759776706,284821.210500222
543,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7797.23352945452,2036547.36950645
544,OTF,OFFICE/TOURIST FACILITY,OFFICE,3484.08217643157,639905.184216977
545,OR3,OFFICE/RES,OFFICE,1522.67978536212,125999.773488213
546,PD,PLANNED DEVELOPMENT,SPECIAL,2872.55266852734,399937.544819346
547,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4043.57709737928,915458.829848609
548,R5,RES SINGLE FAMILY,RESIDENTIAL,23213.2176829246,7339539.32079789
549,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1645.83542961686,124296.035150284
550,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4781.09346037084,622358.194868033
551,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2661.66242289366,376575.010716922
552,R4,RES SINGLE FAMILY,RESIDENTIAL,962.985795985505,55301.4610187699
553,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,863.373781611854,47382.6852381568
554,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,953.03575362788,48123.4454739171
555,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,29950.0074361309,16277095.7716077
556,R6,RES MULTI-FAMILY,RESIDENTIAL,1796.50795860878,185934.443178302
557,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,15520.7882279591,2933032.23984692
558,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,875.50535819388,47035.2249260506
559,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1290.22893643502,36958.8682038312
560,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2349.13571259213,186010.358832999
561,M2,INDUSTRIAL,INDUSTRIAL,8869.35704359034,1647718.82642191
562,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,17861.8672424331,2121785.98737206
563,R5,RES SINGLE FAMILY,RESIDENTIAL,3567.6457344101,692924.924753843
564,R5A,RES MULTI FAMILY,RESIDENTIAL,4535.25804004816,561455.339536368
565,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,743.557055397593,31198.2636095177
566,R7,RES MULTI-FAMILY,RESIDENTIAL,5471.13996893323,582593.588472386
567,R4,RES SINGLE FAMILY,RESIDENTIAL,1059308.63573049,1516759986.77874
568,R6,RES MULTI-FAMILY,RESIDENTIAL,1134.27346341393,71176.3096721551
569,R5A,RES MULTI FAMILY,RESIDENTIAL,5585.89931966685,1307354.51751029
570,OR1,OFFICE/RES,OFFICE,898.666184839208,40957.8566445235
571,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3599.86186464037,412450.314630538
572,R4,RES SINGLE FAMILY,RESIDENTIAL,574191.237366951,535109416.147805
573,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,960.752963085892,43633.2208807323
574,M2,INDUSTRIAL,INDUSTRIAL,967.605903703426,55393.8767204909
575,OR,OFFICE/RESIDENTIAL,OFFICE,1760.95770576166,152715.365257738
576,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,10404.9242008911,1659934.94337965
577,R5A,RES MULTI FAMILY,RESIDENTIAL,5799.05404547917,1226463.03874035
578,OR3,OFFICE/RES,OFFICE,5697.43426431549,570164.995633213
579,OR3,OFFICE/RES,OFFICE,979.144727694333,49739.5623442532
580,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1326.30474338688,90016.0319294826
581,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1254.0186123394,64760.1856356949
582,R4,RES SINGLE FAMILY,RESIDENTIAL,1708.22688500078,108646.78166546
583,R4,RES SINGLE FAMILY,RESIDENTIAL,3539.61454064163,391191.218017789
584,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,838.172240098842,26333.0689708033
585,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1338.10079944046,89458.5920233064
586,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1167.52140584439,74137.9735818115
587,CTC1,COMM TOWN CENTER,COMMERCIAL-INDUSTRIAL,1421.18903547371,112775.854882178
588,OR1,OFFICE/RES,OFFICE,2010.1959847702,120739.362542609
589,R4,RES SINGLE FAMILY,RESIDENTIAL,16248.5204618724,13464135.0160242
590,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,317.145917456666,5865.35003663742
591,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3492.45188366183,330792.568439444
592,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,804.256282564611,21284.0565627072
593,R7,RES MULTI-FAMILY,RESIDENTIAL,4938.57465935803,672712.706049814
594,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,11669.6765080794,2686025.47119114
595,R5,RES SINGLE FAMILY,RESIDENTIAL,3978.47523444133,827167.310663253
596,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,747.736526380315,33496.224800663
597,M3,INDUSTRIAL,INDUSTRIAL,559.03184217562,19192.9431064633
598,R5A,RES MULTI FAMILY,RESIDENTIAL,1891.76960091512,70003.2446446141
599,R5,RES SINGLE FAMILY,RESIDENTIAL,8420.76257650257,2373145.90176756
600,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4174.67945558145,614480.612675261
601,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,10882.1922443383,1612527.11189682
602,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1188.90377786442,73362.1840843011
603,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,977.399036406537,48768.7776333014
604,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5520.59101605689,1412333.18468604
605,OR3,OFFICE/RES,OFFICE,812.575785747553,41076.9917286374
606,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1223.00970344551,80106.6171256644
607,M2,INDUSTRIAL,INDUSTRIAL,1442.48596249148,119349.043256794
608,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1563.15305683011,97402.4211252487
609,R5,RES SINGLE FAMILY,RESIDENTIAL,11685.2515123743,5205258.53370962
610,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7705.50833036444,1467803.01278012
611,R5A,RES MULTI FAMILY,RESIDENTIAL,3743.04976782919,644293.4663518
612,R5A,RES MULTI FAMILY,RESIDENTIAL,8083.71776491033,2048174.35030729
613,OR3,OFFICE/RES,OFFICE,2225.43936590316,182009.921164875
614,R7,RES MULTI-FAMILY,RESIDENTIAL,4729.87781770753,1196177.62713742
615,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,644.175393148791,17917.9970297137
616,M2,INDUSTRIAL,INDUSTRIAL,947.552521609971,53291.3081730048
617,R5,RES SINGLE FAMILY,RESIDENTIAL,2939.49729665306,403562.349390251
618,M2,INDUSTRIAL,INDUSTRIAL,5523.53024724298,925751.83018461
619,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6335.14909553108,1446771.98529827
620,R4,RES SINGLE FAMILY,RESIDENTIAL,971.459736719577,40130.7348404385
621,R5A,RES MULTI FAMILY,RESIDENTIAL,2180.16312889069,205262.919638285
622,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,424.261886795978,4483.18469908737
623,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,622.357012981038,19345.3802496038
624,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1531.37149558795,71885.0727973618
625,R7,RES MULTI-FAMILY,RESIDENTIAL,932.581186267207,28551.2068763295
626,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1462.27896983108,111373.161814834
627,PD,PLANNED DEVELOPMENT,SPECIAL,6805.9330371677,450701.79170602
