OBJECTID,ESMTROW_NM,ESMTROW_TP,ESMTROW_FTR,AUTH_USE,RGT_HOLDER,GRANTOR,ACCESS_ESMTROW,CASEFILE,BLM_ORG_CD,CASETP,LOCAL_ID,COORD_SRC,ACCURACY_FT,EXCL_TP,GIS_ACRES,GLOBALID,CASE_NR,SHAPE_Length,SHAPE_Area
110,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012141,ORB05,210006,,UNK,40.0,,0.56868066,{30D214EC-5CBF-4274-8ED1-F4447A839B27},,0.0043144944052412,2.57457663659169e-07
111,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,38.52628453,{919EB054-A2D3-41A3-BA18-16A6AC115CEF},,0.0170195593632427,1.7660037906452e-05
112,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012144,ORB05,210006,,UNK,40.0,,2.85635016,{C94DE7FF-0DAB-46C3-8D65-B5C17A1B409A},,0.0150205014422119,1.29282841910143e-06
113,Doverspike,ESMT,ROAD,Crossing Access,BL,PV,ADMIN,OROR   012141,ORB05,210006,,UNK,40.0,,10.53675887,{ADDDBA7B-5641-49D7-86D6-A9364FE8C952},,0.0570997481000162,4.77104825979427e-06
114,Hammond Water Pipeline,ROW,PIPELINE,Water Transportation,PV,BL,PUBLIC,OROR   046277,ORB06,288001,,UNK,40.0,,0.49016401,{9BAE4D5E-D8AA-47D5-8396-69DD7F1F16D5},,0.0075360602532864,2.18747202413303e-07
115,Steens Loop Road ROW,ROW,ROAD,Crossing Access,BL,BL,PUBLIC,ORORE 0017750,ORB06,281008,,UNK,40.0,,3.45138524,{3AB2FCFA-3AB1-4940-B444-D99219C5BE6C},,0.0092417140042071,1.53548833749512e-06
116,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,38.80396351,{018A74FB-B9ED-43B4-A29F-7AA64D2C1E0F},,0.0171453039358869,1.77871206505614e-05
117,Dixon Ditch/Canal ROW,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   039654,ORB06,287400,,DOQ,0.0,,6.67910327,{885C31BE-0B45-4A55-B50A-AABC500BD818},,0.021444430694052,2.947405122901e-06
118,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,126.53124253,{47903701-0E06-4284-BB26-D8B4E592469A},,0.0323021200502719,5.7965907091575e-05
119,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,1788.99777212,{89DE328E-C5FD-4BC3-802F-D31C9B30B5C3},,0.160280736508588,0.0008199299688463
120,Barrel Springs Pipeline,ESMT,PIPELINE,Water Transportation,BL,PV,ADMIN,OROR   066015,ORB06,210013,,UNK,40.0,,0.16178382,{D7770706-433E-4349-8843-EDEFFFDDECB9},,0.0053015741329233,7.2131101781023e-08
121,BURNT RIVER,ROW,WINDTOWER,Windpower Testing,BL,BL,ADMIN,OROR   061281,ORV00,283002,,CADNSDI,0.0,,7267.15613812,{3F8AD809-E15F-4D90-8020-3C3264D829AC},,0.62372989476063,0.0033305983193717
122,LIME WIND POWER ROW,ROW,PARCEL,Windpower Development,PVI,BL,ADMIN,OROR   064395,ORV00,283003,,CADNSDI,0.0,,107.18664865,{0AD61B5E-A1D4-41D2-AD28-3E0E6D80ED15},,0.0425819942385323,4.90370788557587e-05
123,enXco -  RED MTN WIND ENERGY,ROW,WINDTOWER,Windpower Testing,PV,BL,PUBLIC,OROR   066278,ORB06,283002,,,40.0,,14500.7590461,{F2C7B1E4-BF0A-4195-A868-0CAF83EACC0E},,0.521367340773148,0.0064095354922262
124,Fields Switching Station,ROW,POWER_STORAGE,Power Transportation,PVI,BL,PUBLIC,OROR   066818,ORB06,285003,,SOURCEL,40.0,,0.98568014,{6D4ED44D-03E4-407F-BCE4-4DA2877109DC},,0.0026755419392364,4.35562712437059e-07
125,Pritchard Creek,ROW,WINDTOWER,Windpower Testing,PVI,BL,ADMIN,OROR   066235,ORV05,283002,,,0.0,,15702.67240382,{86BF18AF-D9B4-42FC-98B1-84733641D143},,0.798320727834986,0.0072181714833155
126,Adobe Flat 120 Mineral Site,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,PUBLIC,OROR   066496,ORB05,282103,,CADNSDI,40.0,,119.97252817,{0A038064-1A16-4DA9-A225-384CC8D34547},,0.0343013079525973,5.38055143209809e-05
127,Hendrick Ditch/Canal ROW,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   039653,ORB06,287400,,UNK,40.0,,89.2231875,{707961BD-6E8A-4AE9-B67E-F66AB80762E5},,0.262053286763572,3.92955755329103e-05
128,WassomEasement/Reciprocal ROW,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   063685PT,ORB05,210013,,UNK,40.0,,1.74040012,{697B1242-4E88-46D1-9A57-BFE20CA01E32},,0.0182807994421214,7.78931088135927e-07
129,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORV04,286203,,,40.0,,9.00847324,{B82AE54F-FC61-4AC4-8DBE-33689192F3A6},,0.170689035760916,4.02707106696492e-06
130,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORB06,286203,,UNK,40.0,,14.4654399,{B03D507C-7BD1-4B5F-A9AA-838C336A1817},,0.257604097235835,6.46471219923615e-06
131,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORV00,286203,,,40.0,,31.44638288,{CCCBC287-5082-4CE2-8E57-7AB33BFFC5B8},,0.573617333201261,1.40290832992237e-05
132,Weed Lake Powerline,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   019400,ORB05,285003,,UNK,40.0,,1.28842195,{5757CEA3-C47A-4E18-BF47-C204FEC4202E},,0.0123827374583987,5.77041983319822e-07
133,Weed Lake Powerline,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   019400,ORB05,285003,,UNK,40.0,,20.59832383,{7A9B7F86-CD9E-4FBB-94CE-4C483D99C3B2},,0.223319637495881,9.22746408771603e-06
134,Weed Lake Powerline,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   019400,ORB05,285003,,UNK,40.0,,9.03412804,{14636464-8F5F-4A8E-963D-DF8DE3D04973},,0.0940624369970931,4.04738566423495e-06
135,Crowley Oregon Project,ROW,TELEPHONE,Communication Facility,PV,BL,PUBLIC,OROR   064292,ORV00,286203,,,40.0,,5.69089818,{6E0F175E-5E5F-469A-93B0-994A1F980865},,0.118544334552977,2.54410151034465e-06
136,Saunders  Distribution Line,ROW,POWERLINE,Power Transportation,PVI,BL,PUBLIC,OROR   023988,ORB05,285003,,UNK,40.0,,4.11469303,{5A5A16BA-19EF-4C09-99BF-D43152B362E5},,0.0354341614268581,1.85855000172009e-06
137,Shurtz Field Pipline,ESMT,PIPELINE,Water Transportation,BL,PV,ADMIN,OROR   066188,ORB05,210013,,WOD,40.0,,2.3679699,{7F33F932-35C7-4138-92A8-30E84C6649BB},,0.0226833087971543,1.07121456353631e-06
138,Oregon End Reservoir Ditch,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   039655,ORB06,287400,,UNK,40.0,,56.58636344,{D39C230F-9260-4B2C-875B-6A8AB0556C80},,0.170470104755905,2.49125756612925e-05
139,BEAR RIDGE WELL EASEMENT,ESMT,ADMIN_SITE,Crossing Access,BL,PV,ADMIN,OROR   009554,ORP06,210020,,TRS,30.0,,0.99999506,{4F21FB5A-5ADE-4EF4-AF94-EB79AD77BF4A},,0.0027130754965265,4.53449852547439e-07
140,MILLER AND GETZ ROAD EASEMENT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   004078,ORP06,210020,,TRS,30.0,,3.84387115,{8C32CE1F-1968-4C01-90AD-D0BB0686EE51},,0.0105552504842933,1.78046156672332e-06
141,Hendrick Ditch/Canal ROW,ROW,DITCH_CANAL,Water Transportation,PV,BL,PUBLIC,OROR   039653,ORB06,287400,,UNK,40.0,,11.10130955,{16C320C6-3545-4262-93AC-D88067FA8DC7},,0.0283820105421339,4.89080833951049e-06
142,MILLICAN BASIN LIVESTOCK FENCE,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   040793,ORP06,210020,,TRS,30.0,,161.74784241,{0C92F690-F829-478F-A1ED-42641AE689DC},,0.0419978930052452,7.33335656610288e-05
143,RANCHERIA ROCK COMM SITE,ESMT,PARCEL,Communication Facility,BL,PV,ADMIN,OROR   040795,ORP04,210020,,TRS,30.0,,0.02231394,{9CD084B3-E8DA-414E-B9AC-74DCE400AE34},,0.0004235526005486,1.02876254006502e-08
144,BASIN RESERVOIR,ESMT,PARCEL,Water Transportation,BL,PV,ADMIN,OROR   040794,ORP06,210020,,TRS,30.0,,39.37881357,{D210F8DF-E4B1-4953-B865-EDC65686F3B4},,0.0171170492040105,1.78587941172147e-05
145,MILLER WATER PIPELINE,ESMT,PIPELINE,Water Transportation,BL,PV,ADMIN,OROR   040798,ORP04,210020,,TRS,30.0,,40.67650448,{2612F3C6-ED7E-47E8-B239-3B41566EB7CF},,0.0173966968620293,1.84394787929365e-05
146,PORFILY FENCE EASEMENT,ESMT,FENCE,Crossing Access,BL,PV,ADMIN,OROR   066985,ORP06,210001,,TRS,30.0,,80.55885114,{AAE8B360-CBBF-44BE-8233-6BCC761E72E4},,0.0273501120679071,3.66898485753074e-05
147,BIRD SPRING DEVELOPMENT,ESMT,PIPELINE,Water Transportation,BL,PV,ADMIN,OROR   066983,ORP06,210001,,TRS,30.0,,9.52772764,{43022602-404F-4220-9434-FCB9DFEE3E5C},,0.0085149274145771,4.43223100453638e-06
148,STEWART LIVESTOCK COMPANY ESMT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   018409,ORP04,210001,,TRS,30.0,,157.53008228,{8A20179C-257C-4798-B558-630BD0A97604},,0.0474865212033427,7.1765967562365e-05
149,ANDERSON ROAD EASEMENT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   012142,ORP04,210001,,TRS,30.0,,163.76976762,{44D90F44-D5BB-4956-AF48-899F5277EBFA},,0.0351310034837272,7.50130581738671e-05
150,WEISE ROAD EASEMENT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   006305,ORP04,210001,,TRS,30.0,,123.63094015,{760F3C56-CECF-4D5D-961F-F60902318FAF},,0.0351659121920379,5.683798737752e-05
151,RIDGWAY ROAD EASEMENT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   008788,ORP04,210001,,TRS,30.0,,319.34854505,{603D1B73-39F5-422E-8E9E-3F3B2151823C},,0.0490695865181496,0.0001457770302448
152,HUDSPETH SAWMILL ROAD ESMT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   012156,ORP04,210006,,TRS,30.0,,643.69513288,{9441E945-5871-46D4-8509-B37B6F00E05B},,0.0696286092016162,0.0002940498968689
153,TITUS QUITCLAIM ROAD EASEMENT,ESMT,ROAD,Crossing Access,BL,PV,PUBLIC,OROR   012159,ORP04,210001,,TRS,30.0,,80.39662766,{BE4E5FA3-728B-4178-9B91-BDEB49790D9F},,0.0245928881852968,3.6836026331086e-05
154,KILBY ROAD EASEMENT,ESMT,ROAD,Forest Products Management and Removal,BL,PV,ADMIN,OROR   002239,ORP04,210001,,TRS,30.0,,0.67687971,{75466E89-C2A0-4B45-8070-9A08BEF542D4},,0.002291378382276,3.11222593110462e-07
155,ODOT MATERIAL SOURCE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,OR-013350,ORP00,282104,,TRS,30.0,,17.1922887,{0E717A6A-F927-4F0A-BD4A-18B56FD6081D},,0.0118270227117522,8.04481487726638e-06
156,IDLEWAY IMPROVEMENT WELL/RES.,ROW,PARCEL,Water Transportation,PVN,BL,MIXED,ORORE 0016525,ORP06,287300,,DOQ,30.0,,1.82541715,{4668C2A1-C01E-45F6-B5D3-3C7E62AF1EE7},,0.0037166938799475,8.31369202070145e-07
157,AIRPORT RUNWAY EXTENSION ROW,ROW,ROAD,Crossing Access,FS,BL,MIXED,OROR   017023,ORP04,289007,,DOQ,30.0,,4.73364479,{496D8530-3A4F-4897-B7DE-1A4679559628},,0.0077751156221169,2.15761983649831e-06
158,MIDSTATE ELEC. SUBSTATION ROW,ROW,POWER_STORAGE,Power Transportation,PVN,BL,MIXED,OROR   024420,ORP06,285003,,DOQ,30.0,,2.14293625,{7EB7B4E1-E406-41EC-AEED-2D3B3348600C},,0.0039440257057897,9.67782147762024e-07
159,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,672.14138744,{1BC4BCFB-10C5-4668-A4D9-06B63DB1BE3C},,0.0837799428861646,0.0003102658082029
160,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,39.38797969,{6B05558F-3FA7-428C-A017-B668152C8B96},,0.0173073818364683,1.8186843771094e-05
161,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,594.60039922,{9C36AD48-2ED8-4575-9310-369B2AF0ADE5},,0.0840152453427848,0.0002750545623965
162,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,157.24321427,{8DAC877A-3340-4088-A162-2D3A74374E09},,0.0389200124223289,7.25539799113964e-05
163,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,120.62307614,{C751E990-6299-4EF5-A179-B02D87DBB547},,0.0349178116070602,5.57086483397135e-05
164,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,236.77732048,{40E36A82-49B5-4FCC-AC51-247D66F28642},,0.0418326937886149,0.000109227487343
165,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,118.39758174,{637A1753-C21E-4E88-9343-051AFC589C36},,0.0346291685377374,5.45995348297861e-05
166,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,79.31459241,{3309738F-FAEB-4F3B-A83F-960A9BCD5B68},,0.0245961461923789,3.66263889042115e-05
167,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,3196.0255025,{19D04DD5-0B8D-4C78-A12C-ECD1DA36BE43},,0.309562329781223,0.0014753301439475
168,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,39.55203621,{9AB54493-F0EA-4D9B-84BD-8CCAABE528FB},,0.0173306378647401,1.82401033148898e-05
169,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,4229.47843376,{9DE78BED-D312-4527-934C-CBF2697FA5BC},,0.336035374901945,0.0019552083542561
170,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,159.14481878,{938DC627-901E-4811-A171-EC3E66A8C7D3},,0.0478054327706373,7.34565482792017e-05
171,NORTHPOLE RIDGE,ROW,WINDTOWER,Windpower Testing,PVI,BL,PUBLIC,OROR   066096,ORP04,283002,,,-1.0,,199.33221762,{9F94DC27-1D2E-4880-B945-6434DDD403E4},,0.0449388143739818,9.20160286424939e-05
172,US WEST TELEPHONE CABINET ROW,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   034464,ORP06,286203,,DOQ,100.0,,0.99448784,{1BF2454D-47EC-41B6-9C88-84CACB51FDED},,0.0030564194892045,4.5263163962528e-07
173,OREGON AERONAUTICS DIV. ESMT,ESMT,PARCEL,Crossing Access,SDT,BL,MIXED,OROR   036375,ORP04,264000,,TRS,30.0,,7.54302053,{AA4CFF9F-B09E-469B-A24F-C67F5B409014},,0.0074303127616573,3.44820398558858e-06
174,DESCHUTES VALLEY WATER DIST.,ROW,PARCEL,Water Testing,UN,BL,MIXED,OROR   037606,ORP00,281001,,DOQ,30.0,,0.35146139,{0D268583-94E5-44F1-8C16-5A2BB4B1C691},,0.0016269992287892,1.60895199582343e-07
175,QUAIL VALLEY RANCH DAM ROW,ROW,PARCEL,Water Testing,PV,BL,MIXED,OROR   043475,ORP06,287001,,DOQ,30.0,,0.15651605,{71BA4CB2-090B-4F2D-86D3-30269909BA9B},,0.0011659730701335,7.1316239869769e-08
176,COE-SEATTLE DIST EVAL. FACIL.,ROW,PARCEL,Crossing Access,CE,BL,MIXED,OROR   037391,ORP06,281007,,TRS,30.0,,160.52482006,{20456E09-3E64-4CF9-8802-50F8FB39572E},,0.034615429721704,7.29253433241442e-05
177,COE-SEATTLE DIST TEST FACIL.,ROW,PARCEL,Crossing Access,CE,BL,MIXED,OROR   037391,ORP06,281007,,TRS,30.0,,224.87049089,{09B49408-3010-4F23-B294-964A8D3032A7},,0.042823450413453,0.0001024928634972
178,FAA VORTAC SITE CLEAR ZONE ROW,ROW,PARCEL,Crossing Access,FA,BL,MIXED,OROR   042879,ORP06,281001,,DOQ,100.0,,115.07337895,{D47CA32A-2490-4790-AB21-550815FFC229},,0.0277340726883631,5.43884194732654e-05
179,DESCHUTES CNTY MONITORING WELL,ROW,PARCEL,Water Testing,LG,BL,MIXED,OROR   043591,ORP06,281001,,DOQ,30.0,,0.04270588,{1F496566-A28B-47BF-9DC7-FE4B1B8818FE},,0.0005550258683252,1.93226360631434e-08
180,enXco WIND TEST TOWERS/ACCESS,ROW,WINDTOWER,Windpower Testing,BL,BL,PUBLIC,OROR   066278,ORB06,283002,,,-1.0,,0.28384824,{B0DFAA6F-6434-4E6F-818A-77BEA34C434C},,0.0053011408795387,1.2541215045896e-07
181,enXco WIND TEST TOWERS/ACCESS,ROW,WINDTOWER,Windpower Testing,BL,BL,PUBLIC,OROR   066278,ORB06,283002,,,-1.0,,0.05833181,{CA6928C5-C04D-48DF-B772-7DFA846C02CA},,0.0011838396037392,2.57907184568621e-08
182,enXco WIND TEST TOWERS/ACCESS,ROW,WINDTOWER,Windpower Testing,BL,BL,PUBLIC,OROR   066278,ORB06,283002,,,-1.0,,0.11244819,{F071A0D7-8AF7-443C-9267-827CCAB9CFE8},,0.0024957554236088,4.96976565220135e-08
183,USFS LOG SCALE STATION ROW,ROW,PARCEL,Crossing Access,FS,BL,MIXED,OROR   045774,ORP06,281007,,DOQ,30.0,,0.6448111,{FA588258-14B9-4BF3-A15B-0BBE555D996B},,0.0023115735879029,2.91107672048171e-07
184,EAGLE CREST DOM.  WATER STOR.,ROW,PARCEL,Water Testing,PV,BL,MIXED,OROR   049350,ORP06,287001,,DOQ,30.0,,0.39643711,{71F27DAE-331B-4D98-BA61-EF23D99B09AA},,0.0016890556210187,1.8081276705575e-07
185,POWELL BUTTE VIEW ESTATES WELL,ROW,PARCEL,Water Testing,PV,BL,MIXED,OROR   051119,ORP06,288001,,DOQ,30.0,,0.31362936,{ACF9399F-EED1-4449-AB9D-8A751C2449E7},,0.0017163385202921,1.42848825050097e-07
186,ADMIN. SCHOOL DIST. #1 SIGN,ROW,PARCEL,Crossing Access,LG,BL,MIXED,OROR   052563,ORP06,289001,,DOQ,30.0,,0.00416005,{A9403F18-89C0-4087-A85A-3003E23CD929},,0.0003180207514108,1.87886274335078e-09
187,WHEELER CO. GRAVEL STOCKPILE,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,LG,BL,MIXED,OROR   061529,ORP04,282102,,DOQ,30.0,,52.25273026,{08932FE4-F553-47E4-9E67-C5A9DA704F39},,0.0216167135098047,2.40154573410347e-05
188,CENTURY TEL RADIO REPEATER,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   063976,ORP06,286203,,DOQ,30.0,,0.03902489,{33BED6A4-137F-47AE-B0A0-DA7B8B07D68D},,0.0005327574879911,1.76919677624877e-08
189,SCHWAB QUARRY SITE SECTION,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,OROR   066146,ORP04,282104,,TRS,30.0,,20.4304369,{BC3C0F44-7276-4D96-903F-D7EA2997C711},,0.0138026254493262,9.29588293808155e-06
190,ODOT QUARRY SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORE-0001227,ORP00,282104,,TRS,30.0,,112.56175958,{D295A151-9DB0-4641-B69E-5AC05F95AFF7},,0.0340233551780188,5.18437946082308e-05
191,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0001613,ORP06,282104,,DOQ,30.0,,1.9665535,{2890358F-1374-4AB7-ABFA-E24A1B51ACF0},,0.004013460241202,8.9790088162953e-07
192,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0001746,ORP06,282104,,TRS,30.0,,40.75467658,{1037113B-E2F0-4CC8-975C-A446FBD758A9},,0.017384805489262,1.84385756960601e-05
193,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0001795,ORP04,282104,,TRS,30.0,,38.84533783,{B6E96589-3BBF-4E5C-9DB4-7B235EA53755},,0.0172504104532993,1.80568068256878e-05
194,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0001953,ORP04,281008,,DOQ,30.0,,49.56132826,{BE6CF79C-FBB6-438A-8691-905BE9362374},,0.0227227632611158,2.32003222611356e-05
195,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0002018,ORP04,282106,,TRS,30.0,,161.08602314,{7A7298A7-31AF-466B-945F-9E12AA97B5BD},,0.0345265819316115,7.26985488258653e-05
196,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0002126,ORP04,282104,,TRS,30.0,,20.26601474,{1BE92CFD-F2EC-449F-8045-C21092DC1661},,0.012474312351283,9.43704374913132e-06
197,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORE-0002172,ORP00,282106,,TRS,30.0,,19.92585041,{AF1D199A-B1E1-4BA7-AD30-A58BC8DDB0B3},,0.0136796980660624,9.10167204247846e-06
198,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORE-0002246,ORP00,282104,,TRS,30.0,,41.26042314,{C60AF285-3974-4586-BC51-5CED665A4EC4},,0.0177256440914811,1.91135870907227e-05
199,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0002898,ORP06,282102,,TRS,30.0,,40.19681803,{622F8438-492A-49EB-ACF3-C80F5E782F55},,0.0237086721115897,1.81992061925265e-05
200,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORE-0003247,ORP00,282104,,TRS,30.0,,19.75614293,{03A3E504-DA20-4001-B719-B7F58F0FE51E},,0.0122639944004857,9.10028209669751e-06
201,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0004116,ORP06,282102,,TRS,30.0,,10.59016761,{931E6A78-3F74-4401-BB57-32DBDBB7D284},,0.0088889388017763,4.8307419793665e-06
202,ODOT FED AID HIGHWAY ROW,ROW,ROAD,Crossing Access,SDT,BL,MIXED,ORORE 0005137,ORP06,282101,,DOQ,30.0,,13.23136393,{8008C072-6A76-4A8E-898F-9090B9E2722F},,0.0121676077636548,6.0854092620114e-06
203,MCKENZIE CANYON RESERVIOR,ROW,WATER_GAP,Water Transportation,PVN,BL,MIXED,ORE-0005589,ORP00,287100,,DOQ,30.0,,18.17253048,{3801AFB3-11EE-4F77-B5C3-A1F07311E00E},,0.0168223104987777,8.29543502492449e-06
204,ODOT MATERIAL SITE ROW,ROW,MINMAT_SITE,Federal Aid to Highways Mineral Sites,SDT,BL,MIXED,ORORE 0005626,ORP06,282104,,DOQ,30.0,,21.49724391,{EB3BE663-F80F-4569-B678-762FC4045CAF},,0.0160953199312277,9.88534719893822e-06
205,TRANSCANADA GRIZZLY MTN SITE,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   011508,ORL04,286001,,DOQ,30.0,,0.07376776,{95D4BDE4-C3D3-407A-8135-5A9A8A3A238C},,0.0007493798473527,3.37496041069131e-08
206,T-NET GRIZZLY MTN COMM. SITE,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   068562,ORP06,286001,,DOQ,30.0,,0.03871905,{38ECEB16-7797-4FDD-B3FB-65C2523CB2DD},,0.0005375405276128,1.7711403932845e-08
207,GOSPEL ECHO GRIZZLY MTN TRANS.,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   025552,ORP06,286001,,DOQ,30.0,,0.08467719,{27736B7E-E67F-413C-916F-24523E6B7016},,0.0008154260224261,3.87329319763807e-08
208,OCHOCO NF GRIZZLY MTN SITE,ROW,COMM_SITE,Communication Facility,FS,BL,MIXED,OROR   026760,ORP06,286007,,DOQ,30.0,,0.04841024,{F6C5088A-5BF2-4DDE-A54C-1633B5513DE1},,0.0006295358551101,2.21446688417537e-08
209,OPB GRIZZLY MTN TRANSLATOR,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   036248,ORP06,286001,,DOQ,30.0,,0.01056569,{ADE5CC2E-C2AD-47F6-944C-499940A19A6F},,0.0002842968490915,4.8331201830013206e-09
210,DAY WIRELESS GRIZZLY MTN SITE,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   038256,ORP06,286001,,DOQ,30.0,,0.19414806,{CC68A0D0-43E4-4452-9297-C678C1E43AEB},,0.0012332691933052,8.88109653545614e-08
211,ESS/USGS GRIZZLY MTN SITE,ROW,COMM_SITE,Communication Facility,UN,BL,MIXED,OROR   043013,ORP06,286001,,DOQ,30.0,,0.09557602,{20E1C55D-05FF-4BC5-91FD-DCC2BFA89E69},,0.0011319800365189,4.37212337475664e-08
212,OR. DEPT. OF FORESTRY GRIZZLY,ROW,COMM_SITE,Communication Facility,STF,BL,MIXED,OROR   044466,ORP06,286203,,DOQ,30.0,,0.02116382,{642F14E2-F82D-47B8-94A4-E271F89D50EA},,0.0004138701957601,9.680931729259271e-09
213,KATU GRIZZLY MTN COMM. SITE,ROW,COMM_SITE,Communication Facility,PVN,BL,MIXED,OROR   046227,ORP06,286001,,DOQ,30.0,,0.04060989,{E591BE48-ADA0-4540-A9B5-0597AFC6808E},,0.0005646317686345,1.85768301491435e-08
