OBJECTID,DONUT,WETLANDS,ATTRIBUTE,DECODE,HGM_CODE,NAME,WETLAND_NAME,WETLAND_REPORT,CATEGORY,SOURCE,P_AREA,SHAPE_Length,SHAPE_Area
1321,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,12979.70011304,571.504729218085,12979.6930476194
1322,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,14670.80748709,978.47275014832,14670.81882709
1323,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5284.30173598,861.501893245448,5284.31712041297
1324,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,8127.55769833,1274.77445677652,8127.57118021845
1325,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,41948.81829521,896.262303224739,41948.7984587901
1326,,,PSS/FOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,189741.2968688,6647.31568168463,189741.4202317
1327,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,12512.34158763,1032.90104358772,12512.3270909399
1328,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,3465.21347294,486.849112587902,3465.21621116158
1329,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1600.43458636,245.586954272992,1600.43871965702
1330,,,PUBHh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,11497.0360377,661.848527171198,11497.036246446
1331,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,8575.64875421,1174.10840668601,8575.63399841528
1332,,,PUBHh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,2153.0800212,205.623344769989,2153.07543003709
1333,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1617.72924074,239.806813138658,1617.73217362664
1334,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,2853.58340736,228.763848288686,2853.57350304188
1335,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,9636.2204777,465.904098069368,9636.19288513184
1336,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,7468.79140632,332.964830983553,7468.80106522652
1337,,,PEM/SSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,16227.42393759,2270.09746456731,16227.4440123857
1338,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,56426.66797156,1827.87143018184,56426.6740627642
1339,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,13894.89896308,741.460597582271,13894.8836194984
1340,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3190.99872776,238.027978636824,3190.99850814134
1341,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,4613.54468461,643.151357556756,4613.53762154741
1342,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1590.45464292,242.94622491436,1590.44359427872
1343,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,2617.89569737,421.995763938026,2617.90205167947
1344,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2888.01144303,884.604075285507,2887.99917170444
1345,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,47811.90815405,7318.88322147352,47811.9290643694
1346,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,47978.30879438,14672.2208802493,47978.2584801247
1347,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3173.52571413,495.262136770262,3173.53355395154
1348,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2012.47697277,215.438707783718,2012.47478013449
1349,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1935.40482101,288.902311050161,1935.41053090047
1350,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3930.23990256,815.287589947507,3930.22890362603
1351,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,6822.06998654,855.28337496949,6822.06251171242
1352,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,2828.27248882,369.191273519343,2828.28256990498
1353,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,14183.3378006,1748.56582089199,14183.3404709841
1354,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,12479.75569992,2551.56370726965,12479.7791843181
1355,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,83083.16940552,2290.61616307006,83083.1504478642
1356,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4539.20962556,495.124526358766,4539.2278084001
1357,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,22639.10202122,2786.23608629908,22639.1245951058
1358,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,17303.94241605,2132.30171597727,17303.9473113012
1359,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,6265.78482837,661.761096087194,6265.796163213
1360,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,14027.01925743,4277.80822572664,14027.0305138507
1361,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5438.37936334,994.902936939555,5438.37056602699
1362,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,30833.00949452,3783.36443541066,30832.9797895241
1363,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4977.51409268,1528.95762727616,4977.52296554742
1364,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,19085.43938799,5856.54602904653,19085.4493875442
1365,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2829.57629851,287.701370952418,2829.57636228076
1366,,,PEMFh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1B,,,,,,2774.18784841,219.960997361776,2774.19374699769
1367,,,PSSCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3B,,,,,,1892.99876666,319.732878988253,1893.00378414382
1368,,,PSSCh,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3B,,,,,,1702.74510207,289.723070594255,1702.75082114042
1369,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1205.58759539,145.679332041469,1205.58221466245
1370,,,PEMFr,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,2320.33564512,203.633687090292,2320.34467120029
1371,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,45066.57393077,1641.52622248154,45066.5513898988
1372,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1203.56805623,164.266127775764,1203.5682660953
1373,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2252.96302936,238.935818172928,2252.96204958328
1374,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,683.70918064,155.303220392662,683.707405954023
1375,,,PEM/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,992.62652541,151.694618383431,992.626861687201
1376,,,PEM/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,888.46640045,271.947304175634,888.462590413623
1377,,,PEM/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1920.40361123,207.240797317723,1920.39740902624
1378,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,18291.50178873,2266.12785899871,18291.5160291581
1379,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,119883.7632386,14608.9314193092,119883.767671714
1380,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,6355.23283925,432.484234212597,6355.23091232325
1381,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,644.9410023,254.034078530944,644.935120733855
1382,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3547.51108884,420.030552405001,3547.50174414565
1383,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3246.30263781,523.069754648693,3246.28929199977
1384,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,590.23042433,142.985481010591,590.232896664735
1385,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,3421.0370849,568.974021439248,3421.04102256041
1386,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1872.41897462,311.587902575995,1872.41950072712
1387,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,681.85525602,128.895457290181,681.860266583063
1388,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,680.75465018,150.584229019229,680.755891758211
1389,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,767.96089515,178.786335440215,767.960980600483
1390,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,51663.19076663,1138.12757892787,51663.1874871031
1391,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,104190.65508112,4265.60985512737,104190.676093819
1392,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2B,,,,,,11101.22910401,1539.17605843461,11101.2255796927
1393,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3469.62606143,529.531323952044,3469.60843905642
1394,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,969.19781886,174.843853097888,969.194176133229
1395,,,R4SBCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,619.13559397,254.529301724472,619.132895727293
1396,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,603.06173616,129.710618946889,603.06090015924
1397,,,PEM/UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,674.37049977,97.6643614021637,674.369473874038
1398,,,PSSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,605.7267201,92.0182549226931,605.728446856846
1399,,,PUBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,35414.80719617,891.673517879838,35414.8075997613
1400,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,659.2531432,191.896579821788,659.260633024562
1401,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,884.2780277,356.104846425224,884.324084667304
1402,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,629.82496394,170.711672755418,629.841646650346
1403,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,732.20964698,296.252090673245,732.224091515936
1404,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,731.49910663,211.027646236424,731.501528785755
1405,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3260.02835986,459.249710365404,3260.0341136229
1406,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2772.74520362,393.981130745813,2772.740357969
1407,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2687.80381375,382.030276271242,2687.80409455139
1408,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,626.60250637,149.755547401595,626.601874366719
1409,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1400.22665391,560.896445031101,1400.23272494344
1410,,,PEMAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,911.10860793,465.21027611023,911.079153246441
1411,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1869.87115778,601.986788203622,1869.86188175935
1412,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3462.22263101,1070.33355837168,3462.23943703008
1413,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,201.9667681,88.2651146060933,201.964461118485
1414,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1619.9122946,241.049202949283,1619.91606012095
1415,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,592.57878737,156.866136878794,592.573268836395
1416,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,240.63131752,102.856056168578,240.628931216016
1417,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,925.76667284,156.703807723033,925.766729041775
1418,,,PSSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,642.95832035,205.749410748502,642.958203713362
1419,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1598.37077771,237.013167574147,1598.36751721658
1420,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,26650.06995163,3582.39431570168,26650.1115451549
1421,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1151.05503928,176.924617594417,1151.05594557296
1422,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,25004.98515319,4198.06906358225,25004.9708413886
1423,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,785.44368934,128.93433642019,785.445115114456
1424,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,694.14642024,116.657502378593,694.144318278679
1425,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,48007.98421148,8357.03881386712,48008.0106805128
1426,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,9359.85674172,1239.83214918371,9359.86071680624
1427,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,14997.90912325,909.000909285574,14997.9017481873
1428,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,4187.29001025,339.41466071013,4187.28456997788
1429,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,6523.61502428,485.89102212451,6523.60671328595
1430,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,29831.32221143,1501.33913379957,29831.3223559577
1431,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2A,,,,,,10423.19049712,426.801086146828,10423.1903533286
1432,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2A,,,,,,6990.43108288,314.440387827844,6990.42569098953
1433,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,2625.55670209,231.862703811903,2625.55636838445
1434,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2A,,,,,,53675.60441704,1736.23137624434,53675.616436012
1435,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,6269.48716647,318.915655886857,6269.48851857046
1436,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,46611.66653338,874.031135294235,46611.6683951095
1437,,,PEMF,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,L2A,,,,,,4150.38738308,802.613609038679,4150.37519290336
1438,,,PFOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,14768.71265523,1996.23432309086,14768.7078091563
1439,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,1393.22867217,141.622069139637,1393.23266048987
1440,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2184.21570683,315.405719653693,2184.20631359188
1441,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1563.89807186,232.600306516897,1563.89007084591
1442,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,6112.470308,839.52364448843,6112.48271856988
1443,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,948.33505777,150.646309001068,948.337006345807
1444,,,PFOCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2305.16971193,333.42842439601,2305.16270503662
1445,,,PEMB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,F2B,,,,,,16756.01715306,677.117358593448,16756.0161483867
1446,,,PSSAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2659.33796812,378.577860288751,2659.33279167038
1447,,,PSS/FOA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,5998.43661764,1055.55143394924,5998.41815521037
1448,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,7086.48917845,884.082380440972,7086.49372676287
1449,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,29156.29061038,834.061105115565,29156.3034430626
1450,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,8411.16140295,456.041146795205,8411.15414281716
1451,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,7970.20943173,587.497652309523,7970.22277417112
1452,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1912.46893875,190.042231612119,1912.46325842147
1453,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1074.0705146,549.477979608861,1074.04805765489
1454,,,PSSCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,624.82784168,121.353641206565,624.825236183266
1455,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,759.28748956,198.227745425871,759.298459582362
1456,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,831.25578326,185.449337921126,831.254204571707
1457,,,PFOAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,653.15081819,154.097212367668,653.14725019196
1458,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1035.55480614,297.281445167362,1035.55554526619
1459,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,9920.70052013,556.978581478302,9920.71125282264
1460,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,82894.73836882,25376.6684683602,82894.7266921442
1461,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,104317.10267482,12737.105381577,104317.149207724
1462,,,PFO/SSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,21003.75044668,1422.87403991673,21003.734146494
1463,,,PEMAx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1727.55383332,276.805425387879,1727.55418686239
1464,,,PSSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4006.98508915,602.619459085196,4006.97560923387
1465,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,593.98648877,211.406410578018,593.98413628064
1466,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,3888.52849753,505.193770061304,3888.53500226042
1467,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,611.6270044,110.639269601645,611.622976000593
1468,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,11478.79596671,929.709083334899,11478.7996628935
1469,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5856.83328692,683.753533224388,5856.81983602355
1470,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1739.39460142,256.763692394595,1739.39285941679
1471,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1515.09300695,226.225719738862,1515.09271791182
1472,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,2454.07410159,351.952314037378,2454.07577087758
1473,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1167.57954405,592.70786992002,1167.58476588991
1474,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,73715.97124162,9854.85560702065,73716.1186607425
1475,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,26842.10232859,2916.38518776647,26842.1459507768
1476,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,595.15565386,130.095638708909,595.16014258005
1477,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,9879.74860675,965.363090442543,9879.7555292011
1478,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3674.54751139,448.123763447339,3674.53413858974
1479,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,15403.34304239,2080.88928390977,15403.3385858318
1480,,,PEMHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,3655.06485951,223.144696952412,3655.07110991299
1481,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2C,,,,,,1503.44600746,327.983923454827,1503.44280216043
1482,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,7270.09508271,722.828974304155,7270.10530792264
1483,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,13321.60786515,918.063458520101,13321.6149211912
1484,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,5068.81156361,412.356571564717,5068.80451781424
1485,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,9847.94314528,1421.43042070049,9847.92182507265
1486,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,3894.03679202,397.966748248894,3894.03746731569
1487,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,1172.65647901,188.403168920778,1172.64897290629
1488,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,11935.50079434,843.912640516407,11935.4926122808
1489,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,11983.20156254,1623.61295957516,11983.2100221977
1490,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,6819.54568352,1054.17511175049,6819.57209361453
1491,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,930.33667067,186.33776071546,930.334363618666
1492,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,748.30127831,157.882556891385,748.298961849962
1493,,,PSSB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2760.82102574,407.910972023914,2760.81795691472
1494,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,2475.3334779,194.365549394982,2475.33456704395
1495,,,R3UBHx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,1177.3844528,255.551610920802,1177.38520207663
1496,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4419.49894282,560.197720256894,4419.50583986285
1497,,,R3UBH,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R1A,,,,,,16011.99713579,1980.03699687613,16012.0030845312
1498,,,PFOB,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,S2A,,,,,,8008.32717297,421.958036920922,8008.32220892111
1499,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3265.88235993,460.190461459834,3265.86858712511
1500,,,PSSC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,3413.98449901,483.063686181332,3413.96700056148
1501,,,PEM/SSA,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2D,,,,,,3231.78696164,251.465870497651,3231.79153271377
1502,,,PSS/FOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,13918.89217322,577.629694711608,13918.8716359865
1503,,,PEMC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,6360.87788873,419.994466493378,6360.89243298526
1504,,,PFOC,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,D2A,,,,,,3143.75714733,312.518742760963,3143.74812585038
1505,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,4437.99726732,701.240598247201,4437.99902482972
1506,,,PEMCx,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,R3A,,,,,,1084.52497966,268.730794135472,1084.52836420147
1507,,,E2EMN,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,E2A,,,,,,23676.66354363,2308.67621296944,23676.6996634779
1508,,,E2EMN,http://wetlandsfws.er.usgs.gov/NWI/webatx/atx.html,E2A,,,,,,22497.47529219,2354.86398022963,22497.4481457757
