X,Y,OBJECTID,DIRECTION_ANGLE,DIRECTION_TYPE,IN_CT,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR
973347.155708298,722742.808430567,1762,110,Outlet Direction,Yes,5200-15,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
1066032.42637414,837785.528147817,1763,300,Outlet Direction,Yes,4504-03,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1058574.09319372,838473.028413221,1764,315,Outlet Direction,Yes,4504-04,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1055303.25984038,836410.52827315,1765,0,Outlet Direction,Yes,4504-06,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1053011.59316389,839202.194933891,1766,20,Outlet Direction,Yes,4504-05,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1065555.57463755,839271.12491414,1767,225,Outlet Direction,Yes,4504-01,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1202347.79088198,834847.071754396,1768,100,Outlet Direction,Yes,3714-01,3714,Kitt Brook,37,Quinebaug,3,Thames
1204660.29085013,820076.238435224,1769,125,Outlet Direction,Yes,3714-04,3714,Kitt Brook,37,Quinebaug,3,Thames
1206306.12450072,819242.905128136,1770,105,Outlet Direction,Yes,3714-03,3714,Kitt Brook,37,Quinebaug,3,Thames
1208076.95757322,821576.238387972,1771,195,Outlet Direction,Yes,3714-02,3714,Kitt Brook,37,Quinebaug,3,Thames
1209493.62435931,812388.738390312,1772,220,Outlet Direction,Yes,3714-05,3714,Kitt Brook,37,Quinebaug,3,Thames
1212493.62426481,810722.071776137,1773,160,Outlet Direction,Yes,3714-06,3714,Kitt Brook,37,Quinebaug,3,Thames
1083432.10614164,837082.211312979,1774,190,Outlet Direction,Yes,4707-01,4707,Blackledge River,47,Salmon,4,Connecticut
1081848.77269414,832269.711095482,1775,135,Outlet Direction,Yes,4707-02,4707,Blackledge River,47,Salmon,4,Connecticut
1081932.10618889,821457.211066976,1776,105,Outlet Direction,Yes,4707-03,4707,Blackledge River,47,Salmon,4,Connecticut
1080994.60609539,819665.544374719,1777,105,Outlet Direction,Yes,4707-04,4707,Blackledge River,47,Salmon,4,Connecticut
1077807.1062368,807165.544440389,1778,120,Outlet Direction,Yes,4707-06,4707,Blackledge River,47,Salmon,4,Connecticut
1079661.27280405,807144.711148724,1779,280,Outlet Direction,Yes,4707-05,4707,Blackledge River,47,Salmon,4,Connecticut
1083744.6061728,801978.044644803,1780,170,Outlet Direction,Yes,4707-09,4707,Blackledge River,47,Salmon,4,Connecticut
1077494.60620564,803832.211212054,1781,90,Outlet Direction,Yes,4707-07,4707,Blackledge River,47,Salmon,4,Connecticut
1084994.60596938,794498.877844647,1782,125,Outlet Direction,Yes,4707-10,4707,Blackledge River,47,Salmon,4,Connecticut
1089327.9394943,788311.377752483,1783,240,Outlet Direction,Yes,4707-11,4707,Blackledge River,47,Salmon,4,Connecticut
1082765.43949597,790165.544647813,1784,55,Outlet Direction,Yes,4707-13,4707,Blackledge River,47,Salmon,4,Connecticut
1087536.27280205,783332.211201638,1785,140,Outlet Direction,Yes,4707-12,4707,Blackledge River,47,Salmon,4,Connecticut
1090869.60603039,777873.877958223,1786,225,Outlet Direction,Yes,4707-14,4707,Blackledge River,47,Salmon,4,Connecticut
1089286.27258289,774353.044448733,1787,155,Outlet Direction,Yes,4707-15,4707,Blackledge River,47,Salmon,4,Connecticut
1079688.27898364,803619.248055309,1788,205,Outlet Direction,Yes,4707-08,4707,Blackledge River,47,Salmon,4,Connecticut
894415.738768309,831652.95970431,1789,55,Outlet Direction,Yes,6906-02,6906,Spruce Brook,69,Naugatuck,6,Housatonic
898124.071902812,832132.126396894,1790,350,Outlet Direction,Yes,6906-03,6906,Spruce Brook,69,Naugatuck,6,Housatonic
898561.572012052,833236.293151811,1791,75,Outlet Direction,Yes,6906-01,6906,Spruce Brook,69,Naugatuck,6,Housatonic
1040108.38307796,828762.159711644,1792,285,Outlet Direction,Yes,4006-11,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1046254.21625872,833407.992939636,1793,300,Outlet Direction,Yes,4006-10,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1031858.38284571,826220.492878973,1794,195,Outlet Direction,Yes,4006-07,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1033920.8829858,825095.492832392,1795,230,Outlet Direction,Yes,4006-09,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1041879.21615048,823095.492895395,1796,230,Outlet Direction,Yes,4006-06,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1034420.88297005,821553.826359317,1797,135,Outlet Direction,Yes,4006-13,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1051879.21616356,823907.992910817,1798,240,Outlet Direction,Yes,4006-05,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1053879.21642864,822574.65961948,1799,35,Outlet Direction,Yes,4006-04,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1056170.88310514,822199.659713313,1800,315,Outlet Direction,Yes,4006-03,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1056858.38304247,823116.326187059,1801,305,Outlet Direction,Yes,4006-02,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
1060212.54956247,828012.15957123,1802,265,Outlet Direction,Yes,4006-01,4006,Salmon Brook,40,Connecticut Main Stem,4,Connecticut
929104.482054725,826781.864131555,1803,225,Outlet Direction,Yes,4313-01,4313,Poland River,43,Farmington,4,Connecticut
927521.148607224,822240.197361887,1804,105,Outlet Direction,Yes,4313-02,4313,Poland River,43,Farmington,4,Connecticut
929791.981992051,813969.364166066,1805,120,Outlet Direction,Yes,4313-03,4313,Poland River,43,Farmington,4,Connecticut
931833.648840472,811573.530703142,1806,220,Outlet Direction,Yes,4313-04,4313,Poland River,43,Farmington,4,Connecticut
937912.7383883,831565.429039478,1807,0,Outlet Direction,Yes,4314-02,4314,Copper Mine Brook,43,Farmington,4,Connecticut
944871.071584478,829898.762097225,1808,180,Outlet Direction,Yes,4314-03,4314,Copper Mine Brook,43,Farmington,4,Connecticut
949308.571567714,829419.59540464,1809,130,Outlet Direction,Yes,4314-05,4314,Copper Mine Brook,43,Farmington,4,Connecticut
946350.238245562,822690.428744897,1810,80,Outlet Direction,Yes,4314-07,4314,Copper Mine Brook,43,Farmington,4,Connecticut
949537.738104135,826023.762301311,1811,135,Outlet Direction,Yes,4314-01,4314,Copper Mine Brook,43,Farmington,4,Connecticut
950371.071411222,826419.595499143,1812,195,Outlet Direction,Yes,4314-04,4314,Copper Mine Brook,43,Farmington,4,Connecticut
953371.071644798,817982.095641896,1813,120,Outlet Direction,Yes,4314-06,4314,Copper Mine Brook,43,Farmington,4,Connecticut
954766.904811144,814877.928949982,1814,130,Outlet Direction,Yes,4314-08,4314,Copper Mine Brook,43,Farmington,4,Connecticut
956725.238164797,810357.095471978,1815,225,Outlet Direction,Yes,4314-09,4314,Copper Mine Brook,43,Farmington,4,Connecticut
956391.904841974,807419.595441476,1816,135,Outlet Direction,Yes,4314-10,4314,Copper Mine Brook,43,Farmington,4,Connecticut
837926.361917883,824112.209365889,1817,135,Outlet Direction,Yes,6502-03,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
837176.362105548,820549.709273055,1818,170,Outlet Direction,Yes,6502-04,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
837280.528563887,816987.209508315,1819,195,Outlet Direction,Yes,6502-01,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
841843.02862522,823487.209303558,1820,260,Outlet Direction,Yes,6502-02,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
832593.02875255,805758.042662233,1821,170,Outlet Direction,Yes,6502-05,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
832926.362075388,804195.542834476,1822,335,Outlet Direction,Yes,6502-06,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
830884.695226967,802237.209480807,1823,285,Outlet Direction,Yes,6502-07,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
827738.861951724,797487.209466398,1824,255,Outlet Direction,Yes,6502-08,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
824884.695415974,790424.709483817,1825,315,Outlet Direction,Yes,6502-09,6502,East Aspetuck River,65,Aspetuck,6,Housatonic
1070104.88378039,825704.234397054,1826,205,Outlet Direction,Yes,4009-02,4009,Roaring Brook,40,Connecticut Main Stem,4,Connecticut
1075563.21735188,827537.56767264,1827,295,Outlet Direction,Yes,4009-01,4009,Roaring Brook,40,Connecticut Main Stem,4,Connecticut
1066334.0504428,818120.901138559,1828,295,Outlet Direction,Yes,4009-03,4009,Roaring Brook,40,Connecticut Main Stem,4,Connecticut
1060834.05061606,816620.901185811,1829,170,Outlet Direction,Yes,4009-04,4009,Roaring Brook,40,Connecticut Main Stem,4,Connecticut
1061425.58814688,811319.488888398,1830,290,Outlet Direction,Yes,4009-06,4009,Roaring Brook,40,Connecticut Main Stem,4,Connecticut
1221516.45366006,865522.683303311,1831,120,Outlet Direction,Yes,3710-21,3710,Mashamoquet Brook,37,Quinebaug,3,Thames
1223349.78726372,870231.016734391,1832,15,Outlet Direction,Yes,3710-18,3710,Mashamoquet Brook,37,Quinebaug,3,Thames
894659.734343305,885357.46220322,1833,205,Outlet Direction,Yes,6905-01,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic
897743.067415476,873524.128914565,1834,220,Outlet Direction,Yes,6905-02,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic
899868.067430556,856024.128809646,1835,190,Outlet Direction,Yes,6905-03,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic
901722.234325886,854774.128684983,1836,250,Outlet Direction,Yes,6905-04,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic
900368.067414805,852128.295393974,1837,195,Outlet Direction,Yes,6905-00,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic
792284.242572382,804169.36965847,1838,80,Outlet Direction,Yes,6300-00,6300,Tenmile River,63,Tenmile,6,Housatonic
920565.106745049,893282.857769728,1839,165,Outlet Direction,Yes,4305-03,4305,Morgan Brook,43,Farmington,4,Connecticut
924877.606650218,892428.690842897,1840,135,Outlet Direction,Yes,4305-02,4305,Morgan Brook,43,Farmington,4,Connecticut
924898.439941883,889387.024025977,1841,340,Outlet Direction,Yes,4305-01,4305,Morgan Brook,43,Farmington,4,Connecticut
931898.440049469,890324.524119481,1842,55,Outlet Direction,Yes,4305-04,4305,Morgan Brook,43,Farmington,4,Connecticut
1110089.82644814,888614.89039965,1843,190,Outlet Direction,Yes,3106-02,3106,Skungamaug River,31,Willimantic,3,Thames
1108443.99312563,889552.39049314,1844,165,Outlet Direction,Yes,3106-01,3106,Skungamaug River,31,Willimantic,3,Thames
1108193.99329755,882823.223833397,1845,150,Outlet Direction,Yes,3106-03,3106,Skungamaug River,31,Willimantic,3,Thames
1106235.65994389,879198.223865554,1846,140,Outlet Direction,Yes,3106-04,3106,Skungamaug River,31,Willimantic,3,Thames
1110277.3267293,877781.557079479,1847,245,Outlet Direction,Yes,3106-05,3106,Skungamaug River,31,Willimantic,3,Thames
1103464.8265748,875719.057267472,1848,135,Outlet Direction,Yes,3106-06,3106,Skungamaug River,31,Willimantic,3,Thames
1101235.65977331,869927.390701219,1849,160,Outlet Direction,Yes,3106-09,3106,Skungamaug River,31,Willimantic,3,Thames
1101089.82673164,868864.890529647,1850,100,Outlet Direction,Yes,3106-07,3106,Skungamaug River,31,Willimantic,3,Thames
1106068.99328247,867052.390545726,1851,115,Outlet Direction,Yes,3106-10,3106,Skungamaug River,31,Willimantic,3,Thames
1097610.65980548,867781.557066396,1852,315,Outlet Direction,Yes,3106-08,3106,Skungamaug River,31,Willimantic,3,Thames
1109068.99318796,864989.89040564,1853,280,Outlet Direction,Yes,3106-11,3106,Skungamaug River,31,Willimantic,3,Thames
1108256.49317256,859010.723886311,1854,135,Outlet Direction,Yes,3106-13,3106,Skungamaug River,31,Willimantic,3,Thames
1107818.99339139,861760.723963723,1855,150,Outlet Direction,Yes,3106-12,3106,Skungamaug River,31,Willimantic,3,Thames
1108381.49325064,857073.223824307,1856,55,Outlet Direction,Yes,3106-14,3106,Skungamaug River,31,Willimantic,3,Thames
1110173.15994288,853073.223950312,1857,290,Outlet Direction,Yes,3106-15,3106,Skungamaug River,31,Willimantic,3,Thames
1109006.49331297,850198.223794803,1858,300,Outlet Direction,Yes,3106-16,3106,Skungamaug River,31,Willimantic,3,Thames
1107173.16003738,850510.723825976,1859,110,Outlet Direction,Yes,3106-17,3106,Skungamaug River,31,Willimantic,3,Thames
1106298.16014697,847385.723842397,1860,120,Outlet Direction,Yes,3106-18,3106,Skungamaug River,31,Willimantic,3,Thames
1105360.66005348,843635.723796472,1861,165,Outlet Direction,Yes,3106-20,3106,Skungamaug River,31,Willimantic,3,Thames
1106589.82655838,842677.390411317,1862,315,Outlet Direction,Yes,3106-19,3106,Skungamaug River,31,Willimantic,3,Thames
1101235.66010138,841802.3905209,1863,170,Outlet Direction,Yes,3106-21,3106,Skungamaug River,31,Willimantic,3,Thames
881434.226017475,881825.33081606,1864,135,Outlet Direction,Yes,6902-01,6902,Hart Brook,69,Naugatuck,6,Housatonic
885850.892380968,876429.49744764,1865,130,Outlet Direction,Yes,6902-00,6902,Hart Brook,69,Naugatuck,6,Housatonic
1254997.92213005,891441.935598567,1866,340,Outlet Direction,Yes,3403-05,3403,Cady Brook,34,Fivemile,3,Thames
1258714.46390955,889049.678900138,1867,15,Outlet Direction,Yes,3403-03,3403,Cady Brook,34,Fivemile,3,Thames
1257155.22523014,891676.889524981,1868,220,Outlet Direction,Yes,3403-04,3403,Cady Brook,34,Fivemile,3,Thames
1211871.67997064,881367.427204311,1869,90,Outlet Direction,Yes,3709-01,3709,Wappoquia Brook,37,Quinebaug,3,Thames
1216538.34649031,876659.09410131,1870,190,Outlet Direction,Yes,3709-02,3709,Wappoquia Brook,37,Quinebaug,3,Thames
1147441.8961008,877743.584714472,1871,105,Outlet Direction,Yes,3205-02,3205,Squaw Hollow Brook,32,Natchaug,3,Thames
1149962.72931372,872222.751596063,1872,40,Outlet Direction,Yes,3205-03,3205,Squaw Hollow Brook,32,Natchaug,3,Thames
1155733.5625883,870910.251596391,1873,50,Outlet Direction,Yes,3205-01,3205,Squaw Hollow Brook,32,Natchaug,3,Thames
971524.054367632,873476.223498553,1874,165,Outlet Direction,Yes,4318-04,4318,Hop Brook,43,Farmington,4,Connecticut
979107.387626141,876788.723763317,1875,25,Outlet Direction,Yes,4318-03,4318,Hop Brook,43,Farmington,4,Connecticut
973107.387815133,884892.890297726,1876,195,Outlet Direction,Yes,4318-01,4318,Hop Brook,43,Farmington,4,Connecticut
977690.721168131,884642.89046964,1877,190,Outlet Direction,Yes,4318-02,4318,Hop Brook,43,Farmington,4,Connecticut
981024.054396465,879601.223715723,1878,190,Outlet Direction,Yes,4318-05,4318,Hop Brook,43,Farmington,4,Connecticut
860362.620522976,870268.840805724,1879,170,Outlet Direction,Yes,6701-02,6701,Marshepaug River,67,Shepaug,6,Housatonic
862029.287465215,869998.007357895,1880,195,Outlet Direction,Yes,6701-01,6701,Marshepaug River,67,Shepaug,6,Housatonic
863258.453970134,848018.840686396,1881,305,Outlet Direction,Yes,6701-03,6701,Marshepaug River,67,Shepaug,6,Housatonic
998528.923914224,877148.497650057,1882,170,Outlet Direction,Yes,4404-01,4404,North Branch Park River,44,Park,4,Connecticut
1003049.75739223,872544.331005394,1883,195,Outlet Direction,Yes,4404-02,4404,North Branch Park River,44,Park,4,Connecticut
1008903.92383347,865690.164267555,1884,230,Outlet Direction,Yes,4404-10,4404,North Branch Park River,44,Park,4,Connecticut
1006278.92383415,858190.164503813,1885,195,Outlet Direction,Yes,4404-08,4404,North Branch Park River,44,Park,4,Connecticut
1007278.92380264,858190.164503813,1886,200,Outlet Direction,Yes,4404-09,4404,North Branch Park River,44,Park,4,Connecticut
1011445.59066615,850148.497844398,1887,225,Outlet Direction,Yes,4404-12,4404,North Branch Park River,44,Park,4,Connecticut
1008070.59052639,850481.831167221,1888,50,Outlet Direction,Yes,4404-11,4404,North Branch Park River,44,Park,4,Connecticut
1003883.0906993,856752.664426059,1889,35,Outlet Direction,Yes,4404-07,4404,North Branch Park River,44,Park,4,Connecticut
998466.424039215,854585.997827649,1890,115,Outlet Direction,Yes,4404-05,4404,North Branch Park River,44,Park,4,Connecticut
999633.09066914,861440.164237395,1891,120,Outlet Direction,Yes,4404-06,4404,North Branch Park River,44,Park,4,Connecticut
1002278.92396013,860460.997560561,1892,160,Outlet Direction,Yes,4404-04,4404,North Branch Park River,44,Park,4,Connecticut
1001112.25733022,867710.997824311,1893,55,Outlet Direction,Yes,4404-03,4404,North Branch Park River,44,Park,4,Connecticut
874029.818254143,865137.454414979,1894,155,Outlet Direction,Yes,6705-02,6705,Bantam River,67,Shepaug,6,Housatonic
877196.484821051,856429.121109888,1895,170,Outlet Direction,Yes,6705-01,6705,Bantam River,67,Shepaug,6,Housatonic
876883.985117972,855304.121063307,1896,70,Outlet Direction,Yes,6705-03,6705,Bantam River,67,Shepaug,6,Housatonic
879946.484898478,853533.28766273,1897,290,Outlet Direction,Yes,6705-04,6705,Bantam River,67,Shepaug,6,Housatonic
881946.484835476,844220.787915066,1898,240,Outlet Direction,Yes,6705-05,6705,Bantam River,67,Shepaug,6,Housatonic
875925.651732802,827699.954486981,1899,80,Outlet Direction,Yes,6705-08,6705,Bantam River,67,Shepaug,6,Housatonic
876738.151748225,829804.121210396,1900,165,Outlet Direction,Yes,6705-07,6705,Bantam River,67,Shepaug,6,Housatonic
878717.318393558,829324.954517812,1901,225,Outlet Direction,Yes,6705-06,6705,Bantam River,67,Shepaug,6,Housatonic
877279.818315804,824554.121211722,1902,335,Outlet Direction,Yes,6705-09,6705,Bantam River,67,Shepaug,6,Housatonic
867289.198205218,797750.744044304,1903,230,Outlet Direction,Yes,6804-05,6804,Weekeepeemee River,68,Pomperaug,6,Housatonic
869768.365162894,790084.077291057,1904,135,Outlet Direction,Yes,6804-04,6804,Weekeepeemee River,68,Pomperaug,6,Housatonic
871518.364943728,785917.410755649,1905,205,Outlet Direction,Yes,6804-06,6804,Weekeepeemee River,68,Pomperaug,6,Housatonic
869455.865131721,780688.24404864,1906,115,Outlet Direction,Yes,6804-07,6804,Weekeepeemee River,68,Pomperaug,6,Housatonic
863705.865148798,781854.910678566,1907,120,Outlet Direction,Yes,6804-09,6804,Weekeepeemee River,68,Pomperaug,6,Housatonic
1071820.9331698,798131.153060392,1908,105,Outlet Direction,Yes,4708-01,4708,Dickinson Creek,47,Salmon,4,Connecticut
1072445.93323214,796464.486446232,1909,50,Outlet Direction,Yes,4708-02,4708,Dickinson Creek,47,Salmon,4,Connecticut
1075070.93323147,783443.653235972,1910,120,Outlet Direction,Yes,4708-03,4708,Dickinson Creek,47,Salmon,4,Connecticut
1075925.09983023,781110.319648057,1911,55,Outlet Direction,Yes,4708-04,4708,Dickinson Creek,47,Salmon,4,Connecticut
980824.464900643,796328.751809567,1912,165,Outlet Direction,Yes,4602-01,4602,Willow Brook,46,Mattabesset,4,Connecticut
982657.798504308,795349.585132733,1913,300,Outlet Direction,Yes,4602-02,4602,Willow Brook,46,Mattabesset,4,Connecticut
986699.464961633,798266.251871556,1914,0,Outlet Direction,Yes,4602-04,4602,Willow Brook,46,Mattabesset,4,Connecticut
985886.964946225,800578.751839727,1915,135,Outlet Direction,Yes,4602-03,4602,Willow Brook,46,Mattabesset,4,Connecticut
991386.965101048,795912.085320055,1916,45,Outlet Direction,Yes,4602-05,4602,Willow Brook,46,Mattabesset,4,Connecticut
979450.108069301,767193.078125641,1917,35,Outlet Direction,Yes,4600-02,4600,Mattabesset River,46,Mattabesset,4,Connecticut
982783.441297635,774880.578170553,1918,345,Outlet Direction,Yes,4600-03,4600,Mattabesset River,46,Mattabesset,4,Connecticut
983345.941484973,775672.244894311,1919,0,Outlet Direction,Yes,4600-04,4600,Mattabesset River,46,Mattabesset,4,Connecticut
985450.107880309,780568.077950388,1920,45,Outlet Direction,Yes,4600-05,4600,Mattabesset River,46,Mattabesset,4,Connecticut
