ObjectId,incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
93,80-12-020381,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 22/22c (4,40C,2012/03/16 00:00:00+00,INTERSECTION,Bardstown Rd / Douglass Blvd,Louisville,KY,40205.0,White,M,22.0,Bardstown Rd / Douglass Blvd Louisville KY 40205,1225625.875,267111.9375,-85.6939429094948,38.2245707481677,,LOJIC
94,80-14-068818,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Bp9cc,9MM,2014/09/10 00:00:00+00,INTERSECTION,Bardstown Rd / Douglass Blvd,Louisville,KY,40205.0,White,M,45.0,Bardstown Rd / Douglass Blvd Louisville KY 40205,1225625.875,267111.9375,-85.6939429094948,38.2245707481677,,LOJIC
95,80-16-076219,Wpns Law Violation,"Pistol, Revolver                                       ",,,22C,2016/09/06 00:00:00+00,INTERSECTION,Bardstown Rd / Eastern Pky,Louisville,KY,40204.0,Black,M,21.0,Bardstown Rd / Eastern Pky Louisville KY 40204,1221252.25,269884.0,-85.7093184365801,38.2319926431246,,LOJIC
96,80-16-076219,Wpns Law Violation,"Pistol, Revolver                                       ",,,22C,2016/09/06 00:00:00+00,INTERSECTION,Bardstown Rd / Eastern Pky,Louisville,KY,40204.0,Black,M,21.0,Bardstown Rd / Eastern Pky Louisville KY 40204,1221252.25,269884.0,-85.7093184365801,38.2319926431246,,LOJIC
97,80-11-012584,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt111,9MM,2011/02/19 00:00:00+00,INTERSECTION,Bardstown Rd / Eastview Ave,Louisville,KY,40205.0,Black,M,33.0,Bardstown Rd / Eastview Ave Louisville KY 40205,1228946.25,265965.0,-85.6823240212678,38.2215639856995,,LOJIC
98,80-10-096682,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,,380C,2010/12/06 00:00:00+00,INTERSECTION,Bardstown Rd / Edenside Ave,Louisville,KY,40204.0,Black,M,22.0,Bardstown Rd / Edenside Ave Louisville KY 40204,1220849.375,270177.625,-85.7107370194162,38.2327813032835,,LOJIC
99,80-16-019156,Purse Snatch,"Pistol, Revolver                                       ",North American Arms,North American,17C,2016/03/06 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,White,M,61.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
100,80-10-027428,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sw40ve,40C,2010/04/16 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,Black,M,35.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
101,80-14-070144,Theft Fr Veh,"Pistol, Semi-automatic                                 ",Ruger,Handguns: Lcp S,9MM,2014/09/15 00:00:00+00,INTERSECTION,3rd Street Rd / Olde English Ct,Louisville,KY,40272.0,White,M,18.0,3rd Street Rd / Olde English Ct Louisville KY 40272,,,,,,
102,80-15-003773,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",,9MM,2015/01/16 00:00:00+00,INTERSECTION,3rd Street Rd / Wisertown Rd,Louisville,KY,40214.0,White,M,20.0,3rd Street Rd / Wisertown Rd Louisville KY 40214,1196721.75,233280.71875,-85.7925716256704,38.1303948423162,,LOJIC
103,80-16-055595,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016/07/04 00:00:00+00,INTERSECTION,41st / Larkwood,Louisville,KY,40212.0,Black,M,16.0,41st / Larkwood Louisville KY 40212,,,,,,
104,80-16-055595,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016/07/04 00:00:00+00,INTERSECTION,41st / Larkwood,Louisville,KY,40212.0,Black,M,16.0,41st / Larkwood Louisville KY 40212,,,,,,
105,80-13-097368,Robbery,"Pistol, Semi-automatic                                 ",Hipoint,Cf380,380C,2013/12/21 00:00:00+00,INTERSECTION,4908 Darnton Ln / Rear Rr Tracks,Louisville,KY,40216.0,Black,M,22.0,4908 Darnton Ln / Rear Rr Tracks Louisville KY 40216,,,,,,
106,80-13-006871,Burglary,"Rifle, Percussion                                      ",Thompson Center Arms Co.,,50C,2013/01/29 00:00:00+00,INTERSECTION,7th / Noble,Louisville,KY,40210.0,Black,M,18.0,7th / Noble Louisville KY 40210,,,,,,
107,80-16-109281,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2016/12/23 00:00:00+00,INTERSECTION,7th Street Rd / Arcade Ave,Louisville,KY,40215.0,Black,M,22.0,7th Street Rd / Arcade Ave Louisville KY 40215,,,,,,
108,80-10-070430,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,C,9MM,2010/09/08 00:00:00+00,INTERSECTION,7th Street Rd / Arcade Ave,Shv,KY,,Black,M,41.0,7th Street Rd / Arcade Ave Shv KY ,,,,,,
109,80-12-101184,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jh-45,4570,2012/12/21 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,43.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
110,80-12-014606,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Tanfoglio Giuseppe,,32C,2012/02/24 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,26.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
111,80-14-053532,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,32C,2014/07/19 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,22.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
112,80-10-088049,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,,380C,2010/11/05 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
113,80-14-000516,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,38C,2014/01/02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
114,80-14-000516,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,38C,2014/01/02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
115,80-14-000516,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,38C,2014/01/02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
116,80-15-068987,Stolen Property,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,40C,2015/08/30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,20.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
117,80-15-073934,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus,Model Pt140,40C,2015/09/16 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
118,80-15-078319,Narcotics Equip,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sd40ve,40C,2015/09/30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,21.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
119,80-12-084900,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt940,40C,2012/10/25 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,39.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
120,80-14-039934,Wpns Law Violation,"Pistol, Revolver                                       ",Taurus International,,410G,2014/06/02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,White,M,34.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
121,80-15-090130,Aggravated Assault,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt945,45C,2015/11/05 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,27.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
122,80-16-071123,Wpns Law Violation,"Pistol, Semi-automatic                                 ",J. P. Sauer & Sons,,765M,2016/08/20 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,White,M,30.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
123,80-14-031695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2014/05/04 00:00:00+00,INTERSECTION,S 28thst / W Broadway,Louisville,KY,,Null,M,20.0,S 28thst / W Broadway Louisville KY ,,,,,,
124,80-15-075260,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 639,9MM,2015/09/20 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,White,F,28.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
125,80-15-082756,Theft Other,"Pistol, Semi-automatic                                 ",Beretta (industria S.A.),,9MM,2015/10/14 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
126,80-13-094993,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 26 (9mm),9MM,2013/12/12 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,26.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
127,80-13-094993,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 26 (9mm),9MM,2013/12/12 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,26.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
128,80-15-068984,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Sardius Industries, Ltd                                ",,9MM,2015/08/30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,18.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
129,80-16-041650,Narcotics,"Pistol, Semi-automatic                                 ",Century Arms International,Tp9,9MM,2016/05/17 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,F,22.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
130,80-15-068983,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2015/08/30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,19.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
131,80-16-060734,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016/07/18 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,26.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
132,80-16-028851,Wpns Law Violation,Null,,Core 15,,2016/04/07 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216.0,Black,M,27.0,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
133,80-16-012678,Narcotics,"Pistol, Revolver                                       ",Taurus International,,357C,2016/02/11 00:00:00+00,INTERSECTION,7th Street Rd / Central Ave,Shively,KY,40208.0,White,M,21.0,7th Street Rd / Central Ave Shively KY 40208,,,,,,
134,80-15-014230,Wpns Law Violation,Null,,Canik55,,2015/02/25 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203.0,Null,,,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.769687088661,38.2488989206585,,LOJIC
135,80-15-010878,Narcotics,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",Pf-9,9MM,2015/02/11 00:00:00+00,INTERSECTION,7th Street Rd / Central Ave,Shively,KY,,Black,M,27.0,7th Street Rd / Central Ave Shively KY ,,,,,,
136,80-11-071686,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,,9MM,2011/09/07 00:00:00+00,INTERSECTION,7th Street Rd / Central Ave,Shively,KY,,White,M,33.0,7th Street Rd / Central Ave Shively KY ,,,,,,
137,80-14-035277,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Thunder 830,380C,2014/05/17 00:00:00+00,INTERSECTION,7th Street Rd / Larchmont Ave,Louisville,KY,,Black,M,19.0,7th Street Rd / Larchmont Ave Louisville KY ,,,,,,
138,80-16-002787,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,380C,2016/01/08 00:00:00+00,INTERSECTION,7th Street Rd / Larchmont Ave,Louisville,KY,40208.0,Black,M,30.0,7th Street Rd / Larchmont Ave Louisville KY 40208,,,,,,
139,80-16-002787,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,380C,2016/01/08 00:00:00+00,INTERSECTION,7th Street Rd / Larchmont Ave,Louisville,KY,40208.0,Black,M,30.0,7th Street Rd / Larchmont Ave Louisville KY 40208,,,,,,
140,80-16-099807,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016/11/21 00:00:00+00,INTERSECTION,7th Street Rd / Lillian Ave,Louisville,KY,40208.0,White,M,26.0,7th Street Rd / Lillian Ave Louisville KY 40208,,,,,,
141,80-16-099807,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016/11/21 00:00:00+00,INTERSECTION,7th Street Rd / Lillian Ave,Louisville,KY,40208.0,White,M,26.0,7th Street Rd / Lillian Ave Louisville KY 40208,,,,,,
142,80-12-002489,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Beretta (p. Or,,9MM,2012/01/09 00:00:00+00,INTERSECTION,7th Street Rd / Oleanda Ave,Louisville,KY,,White,M,58.0,7th Street Rd / Oleanda Ave Louisville KY ,,,,,,
143,80-16-023800,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 17/17c (9,9MM,2016/03/21 00:00:00+00,INTERSECTION,7th Street Rd / Phyllis Ave,Shively,KY,40215.0,Black,M,19.0,7th Street Rd / Phyllis Ave Shively KY 40215,,,,,,
144,80-16-023800,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 17/17c (9,9MM,2016/03/21 00:00:00+00,INTERSECTION,7th Street Rd / Phyllis Ave,Shively,KY,40215.0,Black,M,19.0,7th Street Rd / Phyllis Ave Shively KY 40215,,,,,,
145,80-17-013773,Wpns Law Violation,"Rifle, Semi-automatic                                  ",O. F. Mossberg & Sons,Blaze 47,22C,2017/02/17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215.0,Black,M,19.0,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.7848073198837,38.2128662589521,,LOJIC
146,80-17-013773,Wpns Law Violation,"Rifle, Semi-automatic                                  ",O. F. Mossberg & Sons,Blaze 47,22C,2017/02/17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215.0,Black,M,19.0,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.7848073198837,38.2128662589521,,LOJIC
147,80-15-002433,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,357C,2015/01/11 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,,Black,M,24.0,7th Street Rd / Wathen Ln Shively KY ,1199455.25,263272.25,-85.7848073198837,38.2128662589521,,LOJIC
148,80-15-002433,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,357C,2015/01/11 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,,Black,M,24.0,7th Street Rd / Wathen Ln Shively KY ,1199455.25,263272.25,-85.7848073198837,38.2128662589521,,LOJIC
149,80-17-013773,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-3at,380C,2017/02/17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215.0,Black,M,19.0,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.7848073198837,38.2128662589521,,LOJIC
150,80-17-013773,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-3at,380C,2017/02/17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215.0,Black,M,19.0,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.7848073198837,38.2128662589521,,LOJIC
151,80-10-027428,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sw40ve,40C,2010/04/16 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,Black,M,35.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
152,80-11-029577,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2011/04/21 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,Black,M,31.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
153,80-11-029577,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2011/04/21 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,Black,M,31.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
154,80-11-029577,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2011/04/21 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,Black,M,31.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
155,80-11-029577,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2011/04/21 00:00:00+00,INTERSECTION,Bardstown Rd / Fegenbush Ln,Louisville,KY,40218.0,Black,M,31.0,Bardstown Rd / Fegenbush Ln Louisville KY 40218,1241517.625,253255.32875,-85.6379033145073,38.1871955780781,,LOJIC
156,80-11-065630,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sw9ve,9MM,2011/08/17 00:00:00+00,INTERSECTION,Bardstown Rd / Ferndale Rd,Louisville,KY,40291.0,Black,M,25.0,Bardstown Rd / Ferndale Rd Louisville KY 40291,1255132.75125,241493.46875,-85.5899432274461,38.1554543689994,,LOJIC
157,80-10-008147,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L-25 .25 Acp Ca,25C,2010/02/03 00:00:00+00,INTERSECTION,Bardstown Rd / Gerald Ct,Louisville,KY,40218.0,Black,M,21.0,Bardstown Rd / Gerald Ct Louisville KY 40218,1234692.375,258058.53125,-85.6619031170616,38.2000988975691,,LOJIC
158,80-14-095933,Narcotics,"Pistol, Revolver                                       ",Charter Arms Co,,38C,2014/12/13 00:00:00+00,INTERSECTION,Bardstown Rd / Glenworth Ave,Louisville,KY,40218.0,White,F,36.0,Bardstown Rd / Glenworth Ave Louisville KY 40218,1233756.375,259447.71875,-85.6652341199955,38.2038737381568,,LOJIC
