OBJECTID,GEOID,NAME,B27011_001E,B27011_002E,B27011_003E,B27011_004E,B27011_005E,B27011_006E,B27011_007E,B27011_008E,B27011_009E,B27011_010E,B27011_011E,B27011_012E,B27011_013E,B27011_014E,B27011_015E,B27011_016E,B27011_017E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
106,53033007404,"Census Tract 74.04, King County, Washington",2648,2499,2451,2277,2058,230,174,48,31,31,0,17,149,132,132,0,17,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.04
107,53033007405,"Census Tract 74.05, King County, Washington",2577,2138,2050,1844,1681,184,206,88,81,14,67,7,439,270,86,184,169,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.05
108,53033007406,"Census Tract 74.06, King County, Washington",2333,1943,1877,1821,1802,33,56,66,66,23,43,0,390,390,81,324,0,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.06
109,53033007501,"Census Tract 75.01, King County, Washington",3629,3394,3261,3195,2908,287,66,133,133,0,133,0,235,207,57,150,28,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.01
110,53033007502,"Census Tract 75.02, King County, Washington",2535,2260,2166,1875,1818,57,291,94,94,65,29,0,275,275,192,83,0,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.02
111,53033007503,"Census Tract 75.03, King County, Washington",2222,1809,1809,1664,1587,77,145,0,0,0,0,0,413,413,212,201,0,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.03
112,53033007600,"Census Tract 76, King County, Washington",3651,3089,2917,2914,2812,108,3,172,157,88,69,15,562,562,256,306,0,5Y20,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76.0
113,53033007700,"Census Tract 77, King County, Washington",4403,3889,3781,3632,3518,239,149,108,108,74,34,0,514,499,364,135,15,5Y20,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77.0
114,53033007800,"Census Tract 78, King County, Washington",3763,3003,2986,2970,2905,124,16,17,17,17,0,0,760,760,675,137,0,5Y20,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78.0
115,53033007901,"Census Tract 79.01, King County, Washington",2469,2219,2112,2079,2063,49,33,107,107,92,15,0,250,250,86,186,0,5Y20,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.01
116,53033007902,"Census Tract 79.02, King County, Washington",3012,2621,2513,2494,2393,152,19,108,91,61,44,17,391,391,242,235,0,5Y20,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.02
117,53033008002,"Census Tract 80.02, King County, Washington",3289,2316,2230,2158,2129,29,72,86,86,52,34,0,973,973,610,504,0,5Y20,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.02
118,53033008003,"Census Tract 80.03, King County, Washington",3706,3214,3055,2745,2472,436,310,159,128,96,32,31,492,454,232,222,38,5Y20,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.03
119,53033008004,"Census Tract 80.04, King County, Washington",3018,2639,2500,2500,2500,22,0,139,139,139,0,0,379,379,359,20,0,5Y20,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.04
120,53033008101,"Census Tract 81.01, King County, Washington",2030,1645,1629,1544,1498,46,85,16,16,16,0,0,385,385,231,154,0,5Y20,Seattle,13.2,13.0,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.01
121,53033008102,"Census Tract 81.02, King County, Washington",1878,1355,1258,1205,1113,125,53,97,80,0,80,17,523,478,99,411,45,5Y20,Seattle,13.2,13.0,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.02
122,53033008200,"Census Tract 82, King County, Washington",3793,3416,3180,3109,3081,28,71,236,236,187,49,0,377,318,276,42,59,5Y20,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",82.0
123,53033008300,"Census Tract 83, King County, Washington",2637,2336,2315,2240,2108,148,75,21,21,9,12,0,301,219,101,134,82,5Y20,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",83.0
124,53033008401,"Census Tract 84.01, King County, Washington",2232,1934,1906,1893,1893,26,13,28,28,14,14,0,298,193,125,68,105,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.01
125,53033008402,"Census Tract 84.02, King County, Washington",2785,2499,2440,2395,2285,148,45,59,59,27,32,0,286,254,242,47,32,5Y20,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.02
126,53033008500,"Census Tract 85, King County, Washington",1863,1475,1441,1380,1293,87,61,34,34,9,25,0,388,332,200,142,56,5Y20,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",85.0
127,53033008600,"Census Tract 86, King County, Washington",5534,4499,4007,3845,3613,309,162,492,283,226,57,209,1035,947,751,253,88,5Y20,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",86.0
128,53033008700,"Census Tract 87, King County, Washington",3622,3198,3089,2799,2691,157,290,109,109,40,69,0,424,358,202,177,66,5Y20,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87.0
129,53033008800,"Census Tract 88, King County, Washington",3368,2879,2779,2610,2532,122,169,100,81,33,48,19,489,399,234,227,90,5Y20,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88.0
130,53033008900,"Census Tract 89, King County, Washington",4266,3734,3670,3433,3113,347,237,64,64,50,30,0,532,472,330,142,60,5Y20,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89.0
131,53033009000,"Census Tract 90, King County, Washington",2510,2125,1989,1829,1655,217,160,136,98,44,54,38,385,328,180,203,57,5Y20,Seattle,5.2,5.0,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90.0
132,53033009100,"Census Tract 91, King County, Washington",1601,1333,1265,1158,1105,113,107,68,68,11,57,0,268,215,96,119,53,5Y20,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91.0
133,53033009200,"Census Tract 92, King County, Washington",2244,1651,1585,1383,1154,253,202,66,49,11,38,17,593,576,95,530,17,5Y20,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92.0
134,53033009300,"Census Tract 93, King County, Washington",2380,2113,2026,1906,1706,205,120,87,59,31,28,28,267,228,92,136,39,5Y20,Seattle,3.3,3.0,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93.0
135,53033009400,"Census Tract 94, King County, Washington",4936,4624,4370,3672,3342,389,698,254,205,175,30,49,312,312,179,150,0,5Y20,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94.0
136,53033009500,"Census Tract 95, King County, Washington",4504,4038,3896,3736,3497,239,160,142,98,98,37,44,466,454,263,247,12,5Y20,Seattle,4.4,4.0,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95.0
137,53033009600,"Census Tract 96, King County, Washington",3849,3223,3167,3153,2977,381,14,56,17,17,0,39,626,626,548,78,0,5Y20,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",96.0
138,53033009701,"Census Tract 97.01, King County, Washington",4212,3627,3552,3368,3177,191,184,75,17,17,0,58,585,423,246,178,162,5Y20,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",97.01
139,53033009702,"Census Tract 97.02, King County, Washington",3433,2910,2825,2809,2709,116,16,85,85,72,13,0,523,503,455,112,20,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
140,53033009801,"Census Tract 98.01, King County, Washington",2615,2306,2090,2078,1886,209,12,216,195,178,147,21,309,254,173,81,55,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.01
141,53033009802,"Census Tract 98.02, King County, Washington",2727,2438,2283,2283,1834,543,0,155,155,47,108,0,289,251,216,55,38,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.02
142,53033009900,"Census Tract 99, King County, Washington",4763,4257,4052,3486,3318,252,566,205,163,142,21,42,506,421,187,251,85,5Y20,Seattle,2.1,2.0,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99.0
143,53033010001,"Census Tract 100.01, King County, Washington",2845,2226,1967,1822,1503,426,145,259,251,76,175,8,619,592,163,438,27,5Y20,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
144,53033010002,"Census Tract 100.02, King County, Washington",3394,2961,2870,2613,2274,401,257,91,72,59,13,19,433,362,234,136,71,5Y20,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
145,53033010101,"Census Tract 101.01, King County, Washington",2829,2259,2161,2000,1790,460,161,98,75,54,39,23,570,506,353,191,64,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.01
146,53033010102,"Census Tract 101.02, King County, Washington",2849,2332,2288,2216,2132,84,72,44,44,44,21,0,517,506,340,214,11,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.02
147,53033010200,"Census Tract 102, King County, Washington",3125,2620,2606,2574,2426,214,32,14,14,11,3,0,505,505,367,163,0,5Y20,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",102.0
148,53033010301,"Census Tract 103.01, King County, Washington",2886,2210,2071,2028,1910,135,43,139,69,14,55,70,676,609,349,260,67,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.01
149,53033010302,"Census Tract 103.02, King County, Washington",2284,2117,2041,2031,1921,118,10,76,46,42,4,30,167,145,38,107,22,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.02
150,53033010401,"Census Tract 104.01, King County, Washington",2905,2391,2291,2016,1754,274,275,100,100,61,77,0,514,411,216,218,103,5Y20,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.01
151,53033010402,"Census Tract 104.02, King County, Washington",2997,2586,2493,2394,2104,312,99,93,81,57,33,12,411,243,136,129,168,5Y20,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.02
152,53033010501,"Census Tract 105.01, King County, Washington",2860,2464,2377,2362,2252,131,15,87,73,41,32,14,396,356,207,149,40,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.01
153,53033010502,"Census Tract 105.02, King County, Washington",3898,3610,3575,3525,3363,189,50,35,16,0,16,19,288,288,269,135,0,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.02
154,53033010601,"Census Tract 106.01, King County, Washington",3166,2829,2779,2718,2646,103,61,50,50,32,18,0,337,324,250,94,13,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.01
155,53033010602,"Census Tract 106.02, King County, Washington",3002,2538,2400,2197,2006,220,203,138,138,31,107,0,464,464,403,77,0,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.02
156,53033010701,"Census Tract 107.01, King County, Washington",2924,2278,2135,2037,1941,153,98,143,143,38,115,0,646,629,332,418,17,5Y20,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.01
157,53033010702,"Census Tract 107.02, King County, Washington",2881,2284,2118,1928,1590,351,190,166,166,31,135,0,597,518,268,250,79,5Y20,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.02
158,53033010800,"Census Tract 108, King County, Washington",3370,2866,2771,2719,2473,333,52,95,88,73,15,7,504,495,355,203,9,5Y20,Seattle,2.3,2.0,Riverview,"Riverview, Delridge",108.0
159,53033010900,"Census Tract 109, King County, Washington",829,699,680,651,518,159,29,19,19,13,6,0,130,108,26,89,22,5Y20,Seattle,3.2,3.0,Georgetown,Georgetown,109.0
160,53033011001,"Census Tract 110.01, King County, Washington",3240,2219,2156,1989,1604,483,167,63,54,0,54,9,1021,908,415,512,113,5Y20,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
161,53033011002,"Census Tract 110.02, King County, Washington",2461,2112,2023,1847,1387,495,176,89,77,46,31,12,349,244,91,153,105,5Y20,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
162,53033011101,"Census Tract 111.01, King County, Washington",3615,3083,2897,2785,2366,459,112,186,186,28,158,0,532,433,164,269,99,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
163,53033011102,"Census Tract 111.02, King County, Washington",3607,3162,2998,2649,2447,330,349,164,158,11,147,6,445,408,326,82,37,5Y20,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",111.02
164,53033011200,"Census Tract 112, King County, Washington",2324,2002,1846,1447,1237,263,399,156,97,0,97,59,322,251,105,146,71,5Y20,Seattle,3.1,3.0,South Park,South Park,112.0
165,53033011300,"Census Tract 113, King County, Washington",4033,3581,3479,3339,3131,354,140,102,102,50,81,0,452,436,204,263,16,5Y20,Seattle,2.5,2.0,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113.0
166,53033011401,"Census Tract 114.01, King County, Washington",3742,3118,2975,2691,2567,168,284,143,113,21,92,30,624,510,219,333,114,5Y20,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
167,53033011402,"Census Tract 114.02, King County, Washington",3060,2713,2615,2334,2038,343,281,98,60,53,31,38,347,301,95,216,46,5Y20,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
168,53033011500,"Census Tract 115, King County, Washington",3143,2734,2620,2526,2386,153,94,114,114,72,42,0,409,409,349,82,0,5Y20,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115.0
169,53033011601,"Census Tract 116.01, King County, Washington",1970,1597,1551,1437,1412,40,114,46,46,11,35,0,373,353,265,88,20,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.01
170,53033011602,"Census Tract 116.02, King County, Washington",2566,2192,2146,2116,1873,243,30,46,14,14,0,32,374,374,260,114,0,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.02
171,53033011700,"Census Tract 117, King County, Washington",3678,2885,2792,2662,2261,442,130,93,93,50,43,0,793,680,225,480,113,5Y20,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117.0
172,53033011801,"Census Tract 118.01, King County, Washington",2392,2048,1937,1676,1528,176,261,111,18,0,18,93,344,283,136,147,61,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.01
173,53033011802,"Census Tract 118.02, King County, Washington",2865,2287,1995,1820,1641,253,175,292,187,69,118,105,578,460,126,362,118,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.02
174,53033011901,"Census Tract 119.01, King County, Washington",2651,2173,2053,1842,1552,343,211,120,54,13,41,66,478,349,294,74,129,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.01
175,53033011902,"Census Tract 119.02, King County, Washington",2392,2132,2064,2019,1772,419,45,68,68,43,25,0,260,258,156,127,2,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.02
176,53033012000,"Census Tract 120, King County, Washington",2326,2009,1974,1933,1819,129,41,35,23,14,9,12,317,290,203,87,27,5Y20,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120.0
177,53033012100,"Census Tract 121, King County, Washington",1512,1274,1240,1239,1239,7,1,34,34,22,12,0,238,229,212,39,9,5Y20,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121.0
178,53033020100,"Census Tract 201, King County, Washington",1795,1302,1274,1243,1232,11,31,28,28,16,12,0,493,410,345,89,83,5Y20,King County Balance,,,,,201.0
179,53033020200,"Census Tract 202, King County, Washington",3012,2132,2094,1926,1830,110,168,38,26,12,14,12,880,853,405,502,27,5Y20,King County Balance,,,,,202.0
180,53033020301,"Census Tract 203.01, King County, Washington",2364,1890,1828,1643,1586,136,185,62,47,39,23,15,474,428,319,126,46,5Y20,King County Balance,,,,,203.01
181,53033020302,"Census Tract 203.02, King County, Washington",2157,1528,1514,1473,1328,198,41,14,14,10,4,0,629,533,320,254,96,5Y20,King County Balance,,,,,203.02
182,53033020401,"Census Tract 204.01, King County, Washington",2629,2248,2038,1943,1851,106,95,210,194,43,151,16,381,353,204,149,28,5Y20,King County Balance,,,,,204.01
183,53033020402,"Census Tract 204.02, King County, Washington",3413,2987,2784,2601,2334,281,183,203,190,47,143,13,426,391,221,170,35,5Y20,King County Balance,,,,,204.02
184,53033020500,"Census Tract 205, King County, Washington",4465,3685,3541,3311,3107,303,230,144,121,41,80,23,780,672,479,239,108,5Y20,King County Balance,,,,,205.0
185,53033020600,"Census Tract 206, King County, Washington",2274,1989,1983,1839,1794,76,144,6,6,6,0,0,285,228,176,78,57,5Y20,King County Balance,,,,,206.0
186,53033020700,"Census Tract 207, King County, Washington",2759,2230,2191,2117,1976,178,74,39,21,0,21,18,529,511,375,219,18,5Y20,King County Balance,,,,,207.0
187,53033020800,"Census Tract 208, King County, Washington",2447,2099,1978,1918,1831,138,60,121,100,41,59,21,348,340,273,86,8,5Y20,King County Balance,,,,,208.0
188,53033020900,"Census Tract 209, King County, Washington",1883,1497,1445,1287,1244,78,158,52,41,17,24,11,386,363,311,60,23,5Y20,King County Balance,,,,,209.0
189,53033021000,"Census Tract 210, King County, Washington",3478,2887,2798,2754,2536,287,44,89,89,58,31,0,591,567,303,294,24,5Y20,King County Balance,,,,,210.0
190,53033021100,"Census Tract 211, King County, Washington",2859,2461,2396,2310,2142,176,86,65,59,9,50,6,398,370,219,160,28,5Y20,King County Balance,,,,,211.0
191,53033021300,"Census Tract 213, King County, Washington",2746,2330,2234,2104,2068,88,130,96,96,70,26,0,416,379,231,157,37,5Y20,King County Balance,,,,,213.0
192,53033021400,"Census Tract 214, King County, Washington",2178,1819,1705,1705,1695,53,0,114,106,82,24,8,359,359,292,84,0,5Y20,King County Balance,,,,,214.0
193,53033021500,"Census Tract 215, King County, Washington",2773,2449,2392,2365,2274,143,27,57,57,57,0,0,324,314,223,107,10,5Y20,King County Balance,,,,,215.0
194,53033021600,"Census Tract 216, King County, Washington",3007,2518,2458,2409,2247,210,49,60,60,40,20,0,489,483,339,167,6,5Y20,King County Balance,,,,,216.0
195,53033021701,"Census Tract 217.01, King County, Washington",2677,2290,2154,2100,2016,182,54,136,136,98,38,0,387,360,328,54,27,5Y20,King County Balance,,,,,217.01
196,53033021702,"Census Tract 217.02, King County, Washington",3247,2596,2472,2217,2068,177,255,124,79,67,27,45,651,572,307,290,79,5Y20,King County Balance,,,,,217.02
197,53033021802,"Census Tract 218.02, King County, Washington",3934,3352,3269,3015,2961,77,254,83,83,37,46,0,582,582,416,225,0,5Y20,King County Balance,,,,,218.02
198,53033021803,"Census Tract 218.03, King County, Washington",3538,2973,2882,2828,2666,173,54,91,78,23,55,13,565,531,436,112,34,5Y20,King County Balance,,,,,218.03
199,53033021804,"Census Tract 218.04, King County, Washington",3309,2750,2660,2460,2274,224,200,90,66,56,10,24,559,555,435,152,4,5Y20,King County Balance,,,,,218.04
200,53033021903,"Census Tract 219.03, King County, Washington",4027,3382,3132,3073,3011,100,59,250,228,158,86,22,645,622,438,197,23,5Y20,King County Balance,,,,,219.03
201,53033021904,"Census Tract 219.04, King County, Washington",3353,2706,2634,2600,2416,236,34,72,42,42,0,30,647,629,369,300,18,5Y20,King County Balance,,,,,219.04
202,53033021905,"Census Tract 219.05, King County, Washington",3729,2892,2765,2594,2287,328,171,127,127,61,66,0,837,788,447,386,49,5Y20,King County Balance,,,,,219.05
203,53033021906,"Census Tract 219.06, King County, Washington",3011,2559,2471,2256,2227,41,215,88,66,48,29,22,452,340,312,47,112,5Y20,King County Balance,,,,,219.06
204,53033022001,"Census Tract 220.01, King County, Washington",3177,2779,2544,2387,2345,85,157,235,183,90,93,52,398,374,339,48,24,5Y20,King County Balance,,,,,220.01
205,53033022003,"Census Tract 220.03, King County, Washington",3852,3276,3000,2599,2529,131,401,276,241,120,121,35,576,481,320,178,95,5Y20,King County Balance,,,,,220.03
206,53033022005,"Census Tract 220.05, King County, Washington",3017,2384,2277,2277,2152,181,0,107,107,95,12,0,633,633,576,108,0,5Y20,King County Balance,,,,,220.05
207,53033022006,"Census Tract 220.06, King County, Washington",3033,2595,2543,2500,2467,75,43,52,52,52,0,0,438,435,321,132,3,5Y20,King County Balance,,,,,220.06
208,53033022101,"Census Tract 221.01, King County, Washington",2912,2425,2364,2297,2193,153,67,61,37,37,0,24,487,449,422,121,38,5Y20,King County Balance,,,,,221.01
209,53033022102,"Census Tract 221.02, King County, Washington",4167,3384,3313,3176,3118,143,137,71,71,42,29,0,783,606,565,72,177,5Y20,King County Balance,,,,,221.02
210,53033022201,"Census Tract 222.01, King County, Washington",3122,2694,2545,2452,2356,130,93,149,148,83,65,1,428,418,343,94,10,5Y20,King County Balance,,,,,222.01
211,53033022203,"Census Tract 222.03, King County, Washington",3369,2904,2741,2706,2683,42,35,163,163,142,21,0,465,447,381,85,18,5Y20,King County Balance,,,,,222.03
