OBJECTID,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
224,4304-08,4304,Sandy Brook,43,Farmington,4,Connecticut,882.29498291,1.37858998,32365.111328095,-38432787.8837066
225,4320-15,4320,Salmon Brook,43,Farmington,4,Connecticut,1840.5,2.8757801,64392.7262456794,-80172057.5079367
226,6000-01,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,618.12200927,0.965815,26576.0586296736,-26925386.826792
227,4302-06,4302,Mad River,43,Farmington,4,Connecticut,314.01800537,0.490653,20718.6855745197,-13678627.3178925
228,3201-00,3201,Bungee Brook,32,Natchaug,3,Thames,5473.10009765,8.55171966,146222.682031133,-238408327.409312
229,4302-05,4302,Mad River,43,Farmington,4,Connecticut,2095.59008789,3.27435994,76526.4816814212,-91283825.7288311
230,4319-01,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,534.25701904,0.83477699,21315.5816902986,-23272248.6448328
231,3708-07,3708,Little River,37,Quinebaug,3,Thames,377.70401,0.59016197,16851.8236031706,-16452767.2719007
232,4300-06,4300,Farmington River,43,Farmington,4,Connecticut,206.87300109,0.32323899,15319.0559739708,-9011382.33984379
233,4000-06,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1304.9699707,2.03902006,36141.2064663662,-56844632.9377227
234,3101-09,3101,Edson Brook,31,Willimantic,3,Thames,910.17797851,1.42215001,31288.9143769083,-39647349.107159
235,4304-13,4304,Sandy Brook,43,Farmington,4,Connecticut,426.10998535,0.66579699,19457.3890420143,-18561356.3499382
236,4320-13,4320,Salmon Brook,43,Farmington,4,Connecticut,1037.9699707,1.62182998,31491.5480795629,-45213926.3440999
237,4319-00,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,4754.91992187,7.42955017,158710.780605991,-207124149.765344
238,4304-10,4304,Sandy Brook,43,Farmington,4,Connecticut,612.5079956,0.957044,22383.1766538118,-26680852.4615713
239,4203-01,4203,Gulf Stream,42,Scantic,4,Connecticut,851.8540039,1.33101999,29138.6365452999,-37106785.6189414
240,3103-10,3103,Furnace Brook,31,Willimantic,3,Thames,468.09698486,0.73140197,25497.6533571792,-20390307.4242248
241,6200-06,6200,Hollenbeck River,62,Hollenbeck,6,Housatonic,1213.19995117,1.89563,41351.6842506524,-52847019.3234569
242,4320-08,4320,Salmon Brook,43,Farmington,4,Connecticut,1338.64001464,2.09162998,39852.5576829442,-58311286.5327225
243,4304-12,4304,Sandy Brook,43,Farmington,4,Connecticut,882.39697265,1.37874996,31375.6065213574,-38437224.2314858
244,3708-09,3708,Little River,37,Quinebaug,3,Thames,117.63600158,0.183806,13133.2294003828,-5124206.60065536
245,3203-04,3203,Bigelow Brook,32,Natchaug,3,Thames,265.19799804,0.41437199,17960.0378248095,-11552022.6381189
246,6100-03,6100,Blackberry River,61,Blackberry,6,Housatonic,859.49298095,1.34296,36971.8043490018,-37439531.0974436
247,6202-01,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic,406.17098999,0.63464301,22693.641339873,-17692830.5373202
248,6100-01,6100,Blackberry River,61,Blackberry,6,Housatonic,2337.86010742,3.65289998,68620.3278019557,-101837060.228297
249,4308-09,4308,East Branch Farmington River,43,Farmington,4,Connecticut,387.09298706,0.604833,22090.0611615552,-16861786.4070485
250,3708-06,3708,Little River,37,Quinebaug,3,Thames,1104.43005371,1.72566998,41367.1578245119,-48108978.5179787
251,4003-03,4003,Freshwater Brook,40,Connecticut Main Stem,4,Connecticut,803.2670288,1.25511002,24582.7113354065,-34990320.9546654
252,6202-00,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic,3793.87988281,5.92792987,102596.055640386,-165261330.484027
253,3400-04,3400,Fivemile River,34,Fivemile,3,Thames,345.14898681,0.53929501,19064.7921718912,-15034689.5065233
254,3203-05,3203,Bigelow Brook,32,Natchaug,3,Thames,1719.03002929,2.68599009,50267.2963529144,-74881056.3680843
255,4100-12,4100,Stony Brook,41,Stony Brook,4,Connecticut,841.29302978,1.31452,27212.7407884459,-36646707.8612244
256,4308-08,4308,East Branch Farmington River,43,Farmington,4,Connecticut,830.98199462,1.29841005,32458.7138703919,-36197588.7426468
257,6100-02,6100,Blackberry River,61,Blackberry,6,Housatonic,1199.80004882,1.87468004,37899.7995261826,-52263187.3062226
258,6005-05,6005,Factory Brook,60,Housatonic Main Stem,6,Housatonic,413.58599853,0.64622902,19435.3926760454,-18015823.2394409
259,6202-04,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic,763.98699951,1.19372999,33248.2653317418,-33279277.4069234
260,6202-05,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic,532.45898437,0.83196699,27557.2273921585,-23193908.3443366
261,4200-18,4200,Scantic River,42,Scantic,4,Connecticut,160.27900695,0.25043499,16756.3365394541,-6981731.64156333
262,4320-16,4320,Salmon Brook,43,Farmington,4,Connecticut,1486.92004394,2.32330989,38052.1924378877,-64770184.7240386
263,4100-00,4100,Stony Brook,41,Stony Brook,4,Connecticut,4099.9399414,6.40615987,141451.555788486,-178593378.053157
264,4203-00,4203,Gulf Stream,42,Scantic,4,Connecticut,1690.29003906,2.6410799,71388.5600366405,-73629002.6614132
265,4100-16,4100,Stony Brook,41,Stony Brook,4,Connecticut,459.84100341,0.71850097,21551.2272108572,-20030663.4279968
266,4100-04,4100,Stony Brook,41,Stony Brook,4,Connecticut,571.9130249,0.89361399,27056.3869803425,-24912545.7465342
267,6200-00,6200,Hollenbeck River,62,Hollenbeck,6,Housatonic,7650.66992187,11.95419979,186257.841271921,-333263316.931871
268,3104-05,3104,Roaring Brook,31,Willimantic,3,Thames,1546.56005859,2.41650009,41137.9485699852,-67368184.2479801
269,4320-11,4320,Salmon Brook,43,Farmington,4,Connecticut,305.80300903,0.47781699,16128.2453273185,-13320777.0304704
270,4302-08,4302,Mad River,43,Farmington,4,Connecticut,404.83599853,0.63255602,21134.5164026931,-17634656.2115097
271,3104-02,3104,Roaring Brook,31,Willimantic,3,Thames,489.98901367,0.76560699,21972.6119471033,-21343914.0590582
272,4304-14,4304,Sandy Brook,43,Farmington,4,Connecticut,773.1619873,1.20807003,30958.3427286498,-33678946.3388481
273,4302-02,4302,Mad River,43,Farmington,4,Connecticut,1387.66003417,2.16822004,40937.1364949158,-60446369.5812544
274,3708-11,3708,Little River,37,Quinebaug,3,Thames,736.70098876,1.15110003,28016.129437251,-32090697.3112652
275,3202-02,3202,Still River,32,Natchaug,3,Thames,674.20202636,1.05343997,28218.9751289898,-29368244.8156913
276,6202-03,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic,449.19100952,0.70186102,22697.116073901,-19566769.3862848
277,3203-10,3203,Bigelow Brook,32,Natchaug,3,Thames,2556.04003906,3.99381995,78251.6755617708,-111341313.263854
278,6007-00,6007,Salmon Creek,60,Housatonic Main Stem,6,Housatonic,3314.57006835,5.17901992,70576.3120035926,-144382689.79173
279,3103-09,3103,Furnace Brook,31,Willimantic,3,Thames,266.66101074,0.41665801,19194.9063674439,-11615751.4288111
280,4302-07,4302,Mad River,43,Farmington,4,Connecticut,559.20202636,0.87375199,27049.4758474497,-24358818.4306124
281,4308-16,4308,East Branch Farmington River,43,Farmington,4,Connecticut,1268.18005371,1.98152995,33281.9650542429,-55241758.2844095
282,3101-04,3101,Edson Brook,31,Willimantic,3,Thames,1414.90002441,2.21078991,37767.5254048438,-61633186.598868
283,6000-02,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,387.89300537,0.60608398,24372.6514322698,-16896640.347017
284,4203-02,4203,Gulf Stream,42,Scantic,4,Connecticut,282.63400268,0.44161599,18491.5310182509,-12311543.5985253
285,4204-04,4204,Abbey Brook,42,Scantic,4,Connecticut,1083.43005371,1.69286,50524.4614531468,-47194351.9597907
286,4204-00,4204,Abbey Brook,42,Scantic,4,Connecticut,2037.61999511,3.18377995,64840.9301210857,-88758688.1082179
287,4320-10,4320,Salmon Brook,43,Farmington,4,Connecticut,630.83697509,0.98568302,26318.9565726099,-27479275.2612687
288,3700-09,3700,Quinebaug River,37,Quinebaug,3,Thames,343.24899291,0.536327,20289.3288466922,-14951933.2841116
289,4302-10,4302,Mad River,43,Farmington,4,Connecticut,1498.06005859,2.34071993,47435.8057814356,-65255431.4310806
290,4000-07,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,2303.87011718,3.59979009,49714.4897381428,-100356361.200619
291,3201-01,3201,Bungee Brook,32,Natchaug,3,Thames,426.33599853,0.66614902,21066.4940034335,-18571181.2621176
292,3400-06,3400,Fivemile River,34,Fivemile,3,Thames,632.90197753,0.988909,28643.0649854986,-27569210.2200719
293,3400-05,3400,Fivemile River,34,Fivemile,3,Thames,431.54199218,0.67428499,19087.8680218332,-18797990.8663251
294,4200-19,4200,Scantic River,42,Scantic,4,Connecticut,327.92898559,0.51239001,17236.1316206684,-14284598.4836824
295,4319-06,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,454.7619934,0.71056598,21119.7416521402,-19809443.9203407
296,6005-00,6005,Factory Brook,60,Housatonic Main Stem,6,Housatonic,2483.45996093,3.88040995,62903.7152805312,-108179703.196032
297,3202-01,3202,Still River,32,Natchaug,3,Thames,142.64700317,0.22288599,12094.8567187884,-6213712.95543227
298,3300-10,3300,French River,33,French,3,Thames,1953.14001464,3.05178999,59651.2707677144,-85078935.3459782
299,3104-06,3104,Roaring Brook,31,Willimantic,3,Thames,1759.7199707,2.74956989,54697.1579676203,-76653608.0184423
300,6202-02,6202,Wangum Lake Brook,62,Hollenbeck,6,Housatonic,895.43798828,1.39911997,35858.9692553584,-39005288.4450551
301,3101-03,3101,Edson Brook,31,Willimantic,3,Thames,1923.17004394,3.00495004,57226.6706607295,-83773159.6662131
302,4200-22,4200,Scantic River,42,Scantic,4,Connecticut,441.57800292,0.689965,20077.216659301,-19235132.7841031
303,4319-03,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,2169.42993164,3.38972997,58765.8762639212,-94500346.9022497
304,3707-02,3707,Mill Brook,37,Quinebaug,3,Thames,1023.75,1.59961998,47130.6439927518,-44594720.848091
305,4302-11,4302,Mad River,43,Farmington,4,Connecticut,214.88400268,0.335756,19354.6893018903,-9360345.376141
306,3101-00,3101,Edson Brook,31,Willimantic,3,Thames,472.20999145,0.73782902,24737.1850454679,-20569477.0357187
307,4302-00,4302,Mad River,43,Farmington,4,Connecticut,5226.37011718,8.16621017,159397.657829343,-227660785.772693
308,4205-01,4205,Buckhorn Brook,42,Scantic,4,Connecticut,526.65100097,0.82289201,24869.3007411133,-22940907.9190361
309,3708-10,3708,Little River,37,Quinebaug,3,Thames,1203.11999511,1.87987005,38461.3219133294,-52407766.7968351
310,4303-06,4303,Still River,43,Farmington,4,Connecticut,1060.11999511,1.65644001,37232.7944891014,-46178929.0101352
311,3400-07,3400,Fivemile River,34,Fivemile,3,Thames,1783.65002441,2.78695011,47714.6153470877,-77695831.753308
312,3206-00,3206,Mount Hope River,32,Natchaug,3,Thames,8003.72998046,12.50580024,229114.602018218,-348642490.066413
313,4204-05,4204,Abbey Brook,42,Scantic,4,Connecticut,474.90399169,0.74203801,23134.4858086618,-20686832.7302496
314,4308-11,4308,East Branch Farmington River,43,Farmington,4,Connecticut,870.11297607,1.35954999,37855.8389171697,-37902110.7726832
315,3203-07,3203,Bigelow Brook,32,Natchaug,3,Thames,404.21200561,0.631581,18893.7833401009,-17607460.1534236
316,3100-01,3100,Willimantic River,31,Willimantic,3,Thames,1077.76000976,1.68400001,43896.7099382848,-46947218.8865369
317,4100-05,4100,Stony Brook,41,Stony Brook,4,Connecticut,556.78497314,0.86997598,24220.0252267987,-24253554.8390606
318,4303-00,4303,Still River,43,Farmington,4,Connecticut,6775.16992187,10.58619976,187819.931808235,-295126388.405676
319,4319-08,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,750.00299072,1.17188,29253.3776700053,-32670150.1064462
320,4205-00,4205,Buckhorn Brook,42,Scantic,4,Connecticut,1680.20996093,2.62532997,53679.0940986589,-73189929.2237861
321,4319-04,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,598.62701416,0.935355,31794.0528217695,-26076185.6042886
322,4302-09,4302,Mad River,43,Farmington,4,Connecticut,1129.20996093,1.76437997,38365.7454332167,-49188208.9634804
323,4308-10,4308,East Branch Farmington River,43,Farmington,4,Connecticut,267.61999511,0.41815701,16385.7416672966,-11657537.7649939
324,3203-06,3203,Bigelow Brook,32,Natchaug,3,Thames,851.33801269,1.33021998,40230.4491879263,-37084270.6582351
325,3202-03,3202,Still River,32,Natchaug,3,Thames,485.14700317,0.75804197,22651.4747708698,-21133008.9927974
326,3708-00,3708,Little River,37,Quinebaug,3,Thames,2336.91992187,3.6514399,102852.909627064,-101796358.072462
327,6301-01,6301,Indian Lake Creek,63,Tenmile,6,Housatonic,938.95501708,1.46712005,35430.1005923343,-40900871.0469589
328,3707-00,3707,Mill Brook,37,Quinebaug,3,Thames,2570.02001953,4.0156598,72613.2047365896,-111950102.15335
329,6000-03,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,500.86199951,0.78259801,22933.4958229705,-21817568.6014727
330,3708-18,3708,Little River,37,Quinebaug,3,Thames,1081.5,1.68983995,42392.5298629207,-47109969.8050537
331,4320-22,4320,Salmon Brook,43,Farmington,4,Connecticut,1207.93005371,1.88739001,41613.1810338827,-52617450.5374919
332,4302-03,4302,Mad River,43,Farmington,4,Connecticut,332.71899414,0.51987302,18474.5249611202,-14493235.2833112
333,3201-03,3201,Bungee Brook,32,Natchaug,3,Thames,1296.02001953,2.02501988,56394.5129427915,-56454419.107192
334,3201-05,3201,Bungee Brook,32,Natchaug,3,Thames,1015.11999511,1.58613002,41302.2468768325,-44218795.3463271
335,4100-15,4100,Stony Brook,41,Stony Brook,4,Connecticut,937.08398437,1.46419,32087.1607974583,-40819367.8877433
336,4100-14,4100,Stony Brook,41,Stony Brook,4,Connecticut,618.80798339,0.96688801,25163.5301572081,-26955288.1167068
337,3708-13,3708,Little River,37,Quinebaug,3,Thames,516.40197753,0.80687797,27954.6784423465,-22494469.5793882
338,3101-08,3101,Edson Brook,31,Willimantic,3,Thames,1171.07995605,1.82982003,34858.5472499034,-51012319.2326358
339,4204-03,4204,Abbey Brook,42,Scantic,4,Connecticut,703.48297119,1.09918999,25880.2935043752,-30643712.5056583
340,4320-14,4320,Salmon Brook,43,Farmington,4,Connecticut,587.62200927,0.918159,27507.2048535292,-25596809.2665932
341,4100-13,4100,Stony Brook,41,Stony Brook,4,Connecticut,774.45501708,1.21009004,36228.0238593373,-33735281.3862441
342,4320-23,4320,Salmon Brook,43,Farmington,4,Connecticut,439.98001098,0.687469,26203.2172416234,-19165531.5068771
343,3207-01,3207,Fenton River,32,Natchaug,3,Thames,1536.16003417,2.40024995,47663.5048682743,-66915258.4662843
344,3700-10,3700,Quinebaug River,37,Quinebaug,3,Thames,280.47198486,0.43823799,18862.8450629449,-12217377.7744075
345,4308-12,4308,East Branch Farmington River,43,Farmington,4,Connecticut,182.19400024,0.28467801,14144.8978232396,-7936366.57693435
346,3707-03,3707,Mill Brook,37,Quinebaug,3,Thames,668.87402343,1.04512,25813.8622166779,-29136145.8270036
347,4308-17,4308,East Branch Farmington River,43,Farmington,4,Connecticut,696.79199218,1.08873999,26324.4776733956,-30352242.8286109
348,4320-24,4320,Salmon Brook,43,Farmington,4,Connecticut,551.16699218,0.861198,30169.2511979743,-24008823.6229558
349,4501-01,4501,Charters Brook,45,Hockanum,4,Connecticut,852.0,1.33124995,29773.7043707567,-37113133.8511246
350,4308-15,4308,East Branch Farmington River,43,Farmington,4,Connecticut,1534.9699707,2.39839005,55133.8108766066,-66863301.0802325
351,4204-02,4204,Abbey Brook,42,Scantic,4,Connecticut,261.52301025,0.408629,16005.7010459996,-11391933.0043475
352,4304-15,4304,Sandy Brook,43,Farmington,4,Connecticut,493.01098632,0.77033001,24334.5332785795,-21475559.3315895
353,4100-17,4100,Stony Brook,41,Stony Brook,4,Connecticut,704.44500732,1.10070002,25888.2287282361,-30685618.4325674
354,3402-02,3402,Mary Brown Brook,34,Fivemile,3,Thames,366.50698852,0.572667,20244.8904935799,-15965036.2175855
355,4204-01,4204,Abbey Brook,42,Scantic,4,Connecticut,366.65899658,0.572905,20812.7205248198,-15971676.909632
356,3102-08,3102,Middle River,31,Willimantic,3,Thames,712.065979,1.11259996,27047.9072497611,-31017605.1556552
357,4100-10,4100,Stony Brook,41,Stony Brook,4,Connecticut,430.43099975,0.67254799,18633.0673796067,-18749563.4143686
358,3400-08,3400,Fivemile River,34,Fivemile,3,Thames,473.38598632,0.73966598,19126.6415556971,-20620706.8498121
359,6201-00,6201,Brown Brook,62,Hollenbeck,6,Housatonic,2916.94995117,4.55774021,73699.9480743277,-127062369.118985
360,4501-00,4501,Charters Brook,45,Hockanum,4,Connecticut,2146.94995117,3.35461997,82265.1739522311,-93521331.7489681
361,3100-02,3100,Willimantic River,31,Willimantic,3,Thames,517.6920166,0.80889302,24308.8770167962,-22550649.2327146
362,3207-00,3207,Fenton River,32,Natchaug,3,Thames,8002.45019531,12.50380039,248495.230076752,-348586624.944284
363,4302-01,4302,Mad River,43,Farmington,4,Connecticut,615.25500488,0.96133601,22877.0069171679,-26800518.7854811
364,3708-12,3708,Little River,37,Quinebaug,3,Thames,199.31100463,0.31142398,16111.5237744885,-8682000.26264454
365,3402-01,3402,Mary Brown Brook,34,Fivemile,3,Thames,1295.01000976,2.02344989,51624.0981207763,-56410476.4235043
366,6201-01,6201,Brown Brook,62,Hollenbeck,6,Housatonic,650.35101318,1.01617002,29868.1217359385,-28329293.2801176
367,4501-02,4501,Charters Brook,45,Hockanum,4,Connecticut,2077.97998046,3.24685001,60275.260197416,-90516877.4857003
368,6007-01,6007,Salmon Creek,60,Housatonic Main Stem,6,Housatonic,1429.76000976,2.23398995,38754.3407618324,-62280142.2118201
369,3300-09,3300,French River,33,French,3,Thames,339.85501098,0.53102397,18880.8887367127,-14804088.0060089
370,3402-03,3402,Mary Brown Brook,34,Fivemile,3,Thames,358.25,0.55976599,16785.1569306197,-15605365.2191285
371,3203-11,3203,Bigelow Brook,32,Natchaug,3,Thames,574.60101318,0.89781498,34687.5899848953,-25029639.6305552
372,3201-02,3201,Bungee Brook,32,Natchaug,3,Thames,342.28900146,0.53482699,18793.6832718169,-14910126.7569645
373,3100-00,3100,Willimantic River,31,Willimantic,3,Thames,13330.09960937,20.82819938,390408.880805904,-580657954.751426
374,4319-07,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,1337.20996093,2.08938002,46823.1848576539,-58248695.5064793
375,4205-02,4205,Buckhorn Brook,42,Scantic,4,Connecticut,632.96398925,0.98900598,32292.15798497,-27571901.7873046
376,3203-08,3203,Bigelow Brook,32,Natchaug,3,Thames,495.07400512,0.77355301,24929.5410000224,-21565423.0678085
377,3400-09,3400,Fivemile River,34,Fivemile,3,Thames,890.36499023,1.39119994,36314.6622463124,-38784300.7336808
378,4309-00,4309,Cherry Brook,43,Farmington,4,Connecticut,5109.60986328,7.98376989,130705.2071864,-222574806.0495
379,4100-09,4100,Stony Brook,41,Stony Brook,4,Connecticut,838.89801025,1.31078004,34126.4655235597,-36542386.0782793
380,4319-05,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut,263.87298583,0.412301,15049.3794008387,-11494303.8975527
381,4100-11,4100,Stony Brook,41,Stony Brook,4,Connecticut,1229.39001464,1.92092001,32900.9826780209,-53552223.6227484
382,6901-00,6901,Hall Meadow Brook,69,Naugatuck,6,Housatonic,4304.89013671,6.72638988,118019.671464194,-187520859.108391
383,4308-13,4308,East Branch Farmington River,43,Farmington,4,Connecticut,955.99298095,1.49373996,30021.4577823132,-41643071.0326427
384,4206-08,4206,Broad Brook,42,Scantic,4,Connecticut,737.31896972,1.15206003,28351.9042793253,-32117618.6473672
