sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
31183@1,-80.05895591,40.34441928,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,113.0,968.0,140.0,227.0,166.0,163.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12003@2,-79.93508825,40.30610996,122.0,59.0,56.0,58.0,92.0,312.0,607.0,811.0,716.0,663.0,690.0,856.0,911.0,995.0,136.0,351.0,487.0,303.0,53.0,829.0,655.0,519.0,305.0,227.0
12003@1,-79.93484177,40.30600477,64.0,43.0,49.0,70.0,237.0,804.0,394.0,478.0,181.0,46.0,948.0,957.0,933.0,929.0,918.0,924.0,75.0,56.0,782.0,443.0,392.0,290.0,207.0,123.0
31183@2,-80.05922951,40.34439392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.0,33.0,228.0,407.0,643.0,490.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10282@1,-80.24683343,40.38164585,6.0,7.0,3.0,3.0,8.0,9.0,22.0,21.0,33.0,34.0,41.0,58.0,42.0,56.0,73.0,108.0,110.0,138.0,103.0,56.0,40.0,40.0,29.0,18.0
5460@1,-80.00283285,40.35565738,25.0,35.0,25.0,46.0,172.0,518.0,815.0,690.0,628.0,637.0,715.0,734.0,755.0,765.0,909.0,903.0,965.0,758.0,689.0,549.0,406.0,263.0,120.0,47.0
26524@1,-80.06012369,40.46867457,157.0,66.0,91.0,66.0,108.0,207.0,461.0,619.0,589.0,528.0,515.0,597.0,561.0,640.0,731.0,794.0,869.0,830.0,379.0,407.0,400.0,405.0,290.0,235.0
27442@1,-79.9540718,40.44384314,60.0,23.0,2.0,10.0,20.0,142.0,483.0,798.0,613.0,369.0,350.0,357.0,391.0,411.0,508.0,634.0,670.0,691.0,551.0,391.0,246.0,222.0,91.0,56.0
21564@2,-79.99462485,40.43593736,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,78.0,123.0,220.5,387.0,377.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21870@2,-80.02256139,40.55652571,91.0,36.0,32.0,33.0,61.0,277.0,769.0,661.0,303.0,115.0,86.0,175.0,136.0,237.0,131.0,401.0,373.0,359.0,110.0,857.0,593.0,416.0,250.0,192.0
21870@1,-80.02242476,40.5566185,75.0,31.0,31.0,43.0,55.0,211.0,532.0,781.0,758.0,706.0,822.0,891.0,65.0,78.0,168.0,209.0,378.0,427.0,261.0,847.0,698.0,548.0,341.0,137.0
91@1,-79.84860938,40.47923282,171.0,84.0,67.0,88.0,149.0,486.0,914.0,985.0,961.0,933.0,867.0,930.0,957.0,979.0,615.0,725.0,673.0,660.0,614.0,829.0,736.0,618.0,509.0,341.0
6023@1,-79.81398852,40.39504686,19.0,13.0,10.0,13.0,51.0,83.0,136.0,127.0,157.0,151.0,200.0,209.0,220.0,211.0,241.0,293.0,275.0,222.0,193.0,178.0,110.0,83.0,55.0,32.0
5858@1,-79.9482361,40.50299583,44.0,27.0,14.0,16.0,30.0,64.0,295.0,585.0,451.0,407.0,385.0,396.0,462.0,411.0,478.0,684.0,968.0,47.0,656.0,503.0,328.0,215.0,216.0,147.0
5665@2,-80.18970444,40.53075165,88.0,30.0,33.0,40.0,52.0,182.0,578.0,869.0,929.0,667.0,556.0,559.0,680.0,600.0,664.0,778.0,766.0,795.0,617.0,487.0,385.0,309.0,235.0,133.0
26007@1,-79.91025175,40.48549037,189.0,40.0,24.0,41.0,54.0,281.0,109.0,288.0,732.0,295.0,299.0,364.0,707.0,957.0,502.0,908.0,21.0,186.0,444.0,655.0,229.0,976.0,719.0,457.0
26007@2,-79.91024438,40.48542377,159.0,76.0,61.0,75.0,176.0,623.0,405.0,897.0,760.0,362.0,175.0,281.0,202.0,302.0,630.0,874.0,157.0,865.0,355.0,922.0,732.0,589.0,481.0,370.0
27564@1,-79.98387381,40.39604777,8.0,4.0,6.0,6.0,17.0,65.0,95.0,77.0,53.0,67.0,68.0,67.0,66.0,88.0,112.0,130.0,156.0,88.0,62.0,57.0,41.0,32.0,32.0,9.0
5668@1,-80.20819099,40.58516638,8.0,9.0,16.0,38.0,87.0,218.0,247.0,246.0,173.0,187.0,180.0,182.0,202.0,237.0,315.0,339.0,301.0,218.0,163.0,109.0,82.0,59.0,51.0,19.0
24434@1,-80.0082458,40.44812304,94.0,39.0,52.0,71.0,110.0,263.0,840.0,21.0,54.0,948.0,902.0,923.0,960.0,980.0,154.0,319.0,487.0,392.0,114.0,835.0,718.0,541.0,314.0,282.0
24434@2,-80.0094189,40.44473876,110.0,65.0,51.0,74.0,119.0,326.0,753.0,98.0,174.0,11.0,968.0,8.0,59.0,114.0,241.0,410.0,563.0,469.0,153.0,857.0,748.0,565.0,310.0,275.0
58@2,-79.90437201,40.49440639,185.0,93.0,106.0,207.0,471.0,656.0,158.0,886.0,334.0,718.0,624.0,544.0,568.0,702.0,3.0,291.0,549.0,531.0,677.0,128.0,889.0,739.0,534.0,324.0
58@1,-79.90438327,40.49424723,256.0,151.0,105.0,136.0,284.0,913.0,129.0,802.0,666.0,34.0,743.0,993.0,12.0,84.0,499.0,60.0,373.0,238.0,490.0,759.0,240.0,133.0,845.0,494.0
5745@1,-80.06220543,40.65262757,23.0,15.0,16.0,15.0,49.0,170.0,553.0,794.0,708.0,498.0,491.0,555.0,556.0,541.0,587.0,769.0,938.0,920.0,787.0,462.0,423.0,276.0,158.0,87.0
31197@1,-80.13967446,40.6235896,-1.0,-1.0,1.0,-1.0,2.0,7.0,5.0,5.0,2.0,3.0,7.0,7.0,3.0,6.0,9.0,8.0,6.0,22.0,16.0,7.0,3.0,2.0,-1.0,5.0
6087@1,-79.92429593,40.39711061,123.0,70.0,88.0,77.0,122.0,409.0,886.0,225.0,90.0,890.0,945.0,17.0,47.0,116.0,114.0,366.0,383.0,378.0,94.0,893.0,598.0,468.0,369.0,241.0
31198@1,-80.0833783,40.64560012,4.0,6.0,-1.0,2.0,4.0,11.0,66.0,195.0,217.0,186.0,197.0,193.0,210.0,215.0,218.0,223.0,307.0,382.0,306.0,185.0,177.0,104.0,51.0,23.0
491@2,-79.90969493,40.45213786,90.0,43.0,35.0,84.0,154.0,531.0,200.0,532.0,459.0,51.0,36.0,838.0,993.0,815.0,904.0,860.0,986.0,17.0,987.0,740.0,632.0,463.0,383.0,182.0
491@1,-79.90969062,40.45221053,164.0,87.0,39.0,36.0,58.0,160.0,408.0,600.0,707.0,613.0,622.0,702.0,809.0,839.0,989.0,192.0,159.0,87.0,973.0,861.0,734.0,562.0,425.0,360.0
19091@1,-79.94137056,40.37474043,49.0,18.0,21.0,16.0,60.0,209.0,694.0,812.0,645.0,450.0,395.0,399.0,472.0,456.0,558.0,697.0,804.0,826.0,549.0,332.0,294.0,250.0,167.0,109.0
27399@1,-79.98497466,40.43943032,74.0,64.0,28.0,34.0,50.0,189.0,595.0,957.0,89.0,593.0,456.0,501.0,541.0,524.0,713.0,108.0,336.0,386.0,126.0,651.0,584.0,939.0,673.0,332.0
5984@1,-79.77306133,40.49702797,17.0,11.0,8.0,8.0,36.0,96.0,234.0,259.0,289.0,232.0,224.0,231.0,223.0,280.0,285.0,350.0,471.0,468.0,274.0,259.0,196.0,103.0,74.0,31.0
27394@1,-79.98859996,40.42935602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,672.0,654.0,770.0,883.0,47.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3677@2,-79.92597433,40.42804635,96.0,18.0,59.0,80.0,133.0,278.0,863.0,496.0,758.0,360.0,290.0,339.0,389.0,638.0,825.0,983.0,11.0,820.0,434.0,208.0,866.0,775.0,454.0,294.0
3677@1,-79.92591797,40.4278783,166.0,133.0,39.0,56.0,84.0,236.0,814.0,563.0,778.0,350.0,300.0,403.0,479.0,781.0,985.0,185.0,276.0,2.0,282.0,177.0,28.0,886.0,550.0,398.0
27434@1,-79.92877515,40.45275982,20.0,16.0,10.0,4.0,2.0,26.0,72.0,207.0,193.0,173.0,172.0,173.0,186.0,185.0,229.0,249.0,238.0,278.0,217.0,170.0,118.0,103.0,67.0,45.0
10477@1,-79.80378744,40.37816355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,646.0,726.0,827.0,68.0,106.0,227.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22968@1,-79.96156149,40.57030877,23.0,9.0,6.0,9.0,11.0,39.0,107.0,248.0,286.0,277.0,282.0,323.0,284.0,321.0,336.0,319.0,382.0,389.0,340.0,276.0,271.0,204.0,116.0,68.0
22398@1,-80.00042362,40.50357596,33.0,22.0,17.0,19.0,27.0,142.0,397.0,635.0,310.0,226.0,252.0,294.0,274.0,330.0,340.0,468.0,647.0,583.0,436.0,321.0,204.0,170.0,125.0,95.0
38268@1,-79.99321322,40.44028874,21.0,6.0,8.0,14.0,29.0,108.0,419.0,877.0,675.0,437.0,454.0,561.0,604.0,651.0,669.0,773.0,244.0,317.0,740.0,489.0,339.0,189.0,69.0,35.0
22528@1,-79.99570006,40.51141744,83.0,58.0,40.0,37.0,88.0,365.0,959.0,522.0,613.0,114.0,990.0,84.0,108.0,267.0,297.0,496.0,614.0,763.0,265.0,962.0,788.0,571.0,319.0,195.0
27829@1,-79.83616288,40.4910054,56.0,16.0,4.0,9.0,13.0,116.0,487.0,578.0,505.0,325.0,313.0,325.0,373.0,393.0,462.0,607.0,623.0,714.0,496.0,338.0,193.0,174.0,64.0,35.0
38837@1,-79.83299998,40.19892044,109.0,37.0,41.0,53.0,109.0,279.0,492.0,699.0,698.0,656.0,591.0,677.0,698.0,832.0,897.0,1014.0,1224.0,1027.0,751.0,687.0,492.0,387.0,256.0,192.0
5495@1,-80.1901349,40.40402218,57.0,41.0,29.0,28.0,73.0,231.0,492.0,815.0,709.0,569.0,536.0,556.0,719.0,617.0,707.0,793.0,9.0,160.0,764.0,612.0,525.0,399.0,211.0,149.0
27824@1,-79.76147464,40.44862564,49.0,50.0,35.0,39.0,127.0,476.0,716.0,667.0,726.0,619.0,581.0,629.0,640.0,618.0,774.0,825.0,790.0,761.0,757.0,557.0,413.0,289.0,190.0,187.0
6086@1,-79.89299868,40.40803284,156.0,88.0,93.0,148.0,473.0,145.0,573.0,441.0,242.0,344.0,440.0,540.0,529.0,631.0,733.0,901.0,964.0,576.0,302.0,26.0,4.0,895.0,540.0,265.0
12357@1,-80.02809457,40.36167204,69.0,64.0,60.0,136.0,360.0,801.0,42.0,10.0,953.0,974.0,31.0,25.0,38.0,63.0,138.0,80.0,209.0,50.0,947.0,917.0,673.0,529.0,315.0,142.0
6081@1,-79.87716946,40.30099611,122.0,61.0,53.0,63.0,137.0,386.0,653.0,507.0,406.0,329.0,393.0,415.0,417.0,416.0,523.0,666.0,652.0,519.0,458.0,306.0,262.0,260.0,239.0,168.0
44@1,-79.94614769,40.50678149,112.0,61.0,57.0,50.0,71.0,214.0,506.0,720.0,755.0,694.0,769.0,799.0,838.0,921.0,228.0,427.0,583.0,612.0,328.0,881.0,665.0,541.0,289.0,202.0
44@2,-79.94615933,40.50795687,74.0,49.0,49.0,60.0,203.0,665.0,507.0,842.0,575.0,116.0,852.0,909.0,910.0,878.0,889.0,998.0,99.0,27.0,966.0,709.0,526.0,369.0,244.0,136.0
39005@1,-80.15277037,40.5137934,32.0,11.0,19.0,27.0,76.0,115.0,252.0,286.0,244.0,213.0,194.0,206.0,227.0,292.0,318.0,275.0,305.0,231.0,176.0,125.0,108.0,85.0,50.0,52.0
27488@1,-80.03505661,40.47393862,5.0,1.0,2.0,3.0,6.0,24.0,92.0,240.0,219.0,143.0,144.0,161.0,166.0,167.0,191.0,224.0,258.0,239.0,155.0,96.0,60.0,34.0,27.0,9.0
10605@1,-79.86926743,40.39093687,136.5,70.0,57.5,60.0,96.0,307.0,660.0,287.5,714.5,599.5,723.5,751.0,743.0,653.0,746.5,844.0,897.5,864.0,458.0,631.0,362.5,340.0,281.0,196.5
10605@2,-79.86938098,40.39095192,81.5,40.0,27.0,21.5,39.0,92.0,174.5,217.0,256.0,255.5,415.0,430.5,404.5,348.0,406.0,453.5,7.5,496.0,391.5,270.5,201.5,189.0,167.0,119.5
25000@1,-80.11289043,40.35714335,124.0,56.0,37.0,31.0,79.0,259.0,569.0,893.0,919.0,929.0,42.0,219.0,176.0,177.0,145.0,200.0,229.0,292.0,265.0,73.0,849.0,632.0,383.0,204.0
148@1,-79.97595206,40.49475689,182.0,76.0,51.0,49.0,83.0,315.0,865.0,470.0,402.0,37.0,916.0,992.0,66.0,58.0,233.0,427.0,610.0,695.0,423.0,47.0,839.0,668.0,428.0,231.0
26006@1,-79.91098008,40.45526034,107.0,72.0,53.0,47.0,114.0,324.0,622.0,665.0,699.0,635.0,578.0,673.0,719.0,729.0,753.0,923.0,24.0,958.0,781.0,523.0,506.0,468.0,382.0,338.0
26006@2,-79.91103163,40.4553011,77.0,48.0,23.0,26.0,97.0,337.0,740.0,957.0,15.0,851.0,737.0,673.0,702.0,629.0,719.0,722.0,795.0,836.0,726.0,479.0,409.0,307.0,246.0,165.0
5508@1,-80.13133653,40.35778538,24.0,14.0,8.0,6.0,17.0,77.0,252.0,456.0,395.0,301.0,282.0,266.0,331.0,310.0,327.0,378.0,450.0,615.0,640.0,405.0,262.0,176.0,103.0,47.0
5304@1,-79.80001457,40.39175791,67.5,33.0,27.5,24.0,63.5,204.5,539.0,749.5,614.5,483.0,464.0,491.0,502.5,558.0,593.0,787.0,456.0,348.0,639.5,452.5,411.0,305.0,201.0,132.0
5505@1,-80.1106993,40.39572168,19.5,9.0,13.5,22.0,41.5,100.0,200.0,245.5,207.0,174.0,166.5,191.5,182.5,190.5,204.5,290.0,324.5,357.0,217.5,183.5,150.5,108.0,79.0,50.0
27602@1,-80.05271472,40.46699221,21.0,16.0,8.0,8.0,23.0,112.0,259.0,301.0,261.0,197.0,190.0,273.0,274.0,270.0,322.0,354.0,371.0,284.0,172.0,136.0,108.0,82.0,70.0,53.0
5505@2,-80.1106594,40.39580766,11.0,4.0,10.0,10.5,25.0,38.5,65.0,92.5,91.5,75.0,83.5,95.0,90.0,103.5,111.5,170.5,211.0,234.5,125.0,102.0,84.0,64.0,52.5,27.0
5483@2,-80.00732066,40.43409092,48.0,32.0,30.0,31.0,57.0,183.0,448.0,643.0,654.0,433.0,336.0,363.0,330.0,336.0,341.0,427.0,478.0,509.0,383.0,253.0,175.0,146.0,146.0,91.0
5666@2,-80.03302638,40.46420557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,147.0,171.0,169.5,140.0,174.5,173.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5666@1,-80.03269381,40.46444659,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.5,226.5,272.5,270.5,394.5,398.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5483@1,-80.0071868,40.43411937,70.0,60.0,47.0,37.0,48.0,122.0,291.0,433.0,426.0,323.0,336.0,357.0,397.0,427.0,565.0,853.0,33.0,80.0,608.0,362.0,339.0,266.0,196.0,139.0
5737@1,-80.09244962,40.61616855,33.0,12.0,18.0,15.0,32.0,67.0,296.0,758.0,876.0,716.0,765.0,774.0,825.0,783.0,822.0,59.0,345.0,584.0,253.0,687.0,500.0,342.0,176.0,97.0
5737@2,-80.09248443,40.61625987,20.0,16.0,23.0,25.0,76.0,314.0,51.0,559.0,212.0,888.0,806.0,817.0,800.0,739.0,756.0,884.0,927.0,66.0,746.0,450.0,326.0,205.0,160.0,38.0
5669@1,-80.17089685,40.60658533,21.0,13.0,9.0,13.0,30.0,136.0,300.0,400.0,323.0,224.0,185.0,204.0,205.0,239.0,268.0,380.0,467.0,452.0,279.0,193.0,156.0,106.0,84.0,54.0
72@1,-80.07634976,40.43956958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,953.0,814.0,845.0,69.0,272.0,280.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5494@1,-80.18763802,40.38443872,23.0,10.0,9.0,8.0,19.0,70.0,245.0,383.0,296.0,234.0,189.0,228.0,302.0,239.0,259.0,342.0,420.0,561.0,385.0,255.0,172.0,150.0,72.0,68.0
21666@1,-80.05782567,40.4756996,245.0,162.0,174.0,196.0,270.0,619.0,220.0,697.0,526.0,288.0,175.0,180.0,183.0,204.0,433.0,508.0,525.0,649.0,366.0,832.0,723.0,702.0,587.0,398.0
10580@1,-80.07708753,40.57698481,11.0,5.0,2.0,6.0,10.0,39.0,144.0,351.0,407.0,283.0,213.0,230.0,231.0,246.0,244.0,375.0,419.0,536.0,470.0,336.0,259.0,138.0,68.0,36.0
27543@1,-80.03718665,40.47198951,22.0,10.0,12.0,16.0,26.0,78.0,224.0,351.0,300.0,251.0,260.0,273.0,289.0,297.0,342.0,409.0,443.0,407.0,312.0,217.0,147.0,112.0,73.0,47.0
10476@1,-80.23883416,40.44103288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,628.0,588.0,663.0,701.0,779.0,998.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10498@1,-79.9140817,40.45514091,96.0,34.0,35.0,23.0,40.0,83.0,230.0,492.0,568.0,597.0,730.0,728.0,838.0,717.0,781.0,923.0,71.0,149.0,991.0,766.0,638.0,473.0,308.0,205.0
712@1,-79.94838584,40.5036309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,392.0,346.5,299.5,432.5,510.5,467.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2915@1,-79.75991359,40.44718103,88.0,65.0,49.0,66.0,143.0,498.0,130.0,574.0,762.0,326.0,46.0,247.0,429.0,284.0,632.0,877.0,864.0,876.0,490.0,74.0,717.0,465.0,258.0,227.0
27597@1,-80.05074894,40.40173795,108.0,57.0,70.0,54.0,59.0,302.0,3.0,718.0,664.0,295.0,60.0,254.0,262.0,281.0,432.0,675.0,201.0,322.0,810.0,227.0,879.0,623.0,407.0,256.0
27698@1,-80.15138284,40.56342608,2.0,-1.0,1.0,2.0,3.0,12.0,44.0,83.0,74.0,68.0,57.0,63.0,52.0,47.0,60.0,73.0,77.0,99.0,65.0,55.0,34.0,20.0,13.0,12.0
10606@2,-79.93140167,40.3837381,-1.0,-1.0,-1.0,2.0,18.0,16.0,6.0,58.0,17.0,353.0,189.0,932.0,209.0,641.0,654.0,229.0,890.0,571.0,182.0,55.0,6.0,42.0,47.0,69.0
5453@1,-80.07167812,40.31692976,33.0,24.0,32.0,95.0,316.0,900.0,220.0,67.0,924.0,926.0,7.0,979.0,931.0,963.0,265.0,407.0,532.0,162.0,887.0,787.0,554.0,334.0,179.0,78.0
23753@1,-79.9872633,40.65875618,17.0,4.0,5.0,6.0,21.0,57.0,356.0,543.0,479.0,281.0,203.0,263.0,251.0,264.0,425.0,522.0,602.0,553.0,368.0,195.0,206.0,88.0,58.0,33.0
5653@1,-80.17504769,40.49994099,16.0,11.0,5.0,14.0,19.0,58.0,206.0,551.0,435.0,297.0,273.0,260.0,280.0,287.0,359.0,509.0,631.0,862.0,526.0,351.0,275.0,202.0,113.0,64.0
27734@1,-80.00799554,40.31896582,13.0,10.0,18.0,33.0,142.0,302.0,413.0,375.0,389.0,431.0,504.0,516.0,485.0,580.0,555.0,655.0,626.0,553.0,469.0,373.0,237.0,134.0,81.0,33.0
7551@1,-80.27560641,40.55228224,4.0,2.0,2.0,4.0,4.0,22.0,32.0,40.0,47.0,58.0,52.0,64.0,56.0,64.0,74.0,97.0,97.0,73.0,70.0,64.0,44.0,38.0,21.0,19.0
5517@1,-80.20797973,40.39893663,3.0,1.0,1.0,1.0,1.0,10.0,27.0,50.0,28.0,26.0,17.0,24.0,20.0,33.0,36.0,46.0,43.0,52.0,49.0,22.0,27.0,28.0,17.0,2.0
25114@1,-80.22005721,40.53951615,67.0,35.0,31.0,55.0,100.0,162.0,349.0,574.0,503.0,339.0,314.0,372.0,386.0,397.0,402.0,483.0,541.0,624.0,396.0,258.0,211.0,202.0,188.0,143.0
10579@1,-80.05063106,40.53652585,49.0,30.0,9.0,19.0,28.0,113.0,389.0,722.0,642.0,515.0,464.0,540.0,616.0,553.0,624.0,710.0,803.0,897.0,841.0,627.0,432.0,291.0,176.0,99.0
27746@1,-79.82567272,40.28556765,18.0,10.0,9.0,2.0,19.0,37.0,58.0,91.0,76.0,93.0,101.0,111.0,121.0,99.0,111.0,146.0,164.0,216.0,162.0,120.0,143.0,110.0,59.0,43.0
10574@2,-80.0185896,40.54873652,215.0,83.0,40.0,35.0,39.0,99.0,336.0,3.0,871.0,549.0,270.0,386.0,541.0,728.0,579.0,532.0,465.0,470.0,584.0,448.0,32.0,727.0,610.0,398.0
25568@1,-80.1072545,40.51253264,145.0,66.0,66.0,79.0,153.0,366.0,866.0,485.0,232.0,804.0,698.0,677.0,706.0,768.0,909.0,173.0,426.0,469.0,147.0,616.0,502.0,424.0,338.0,263.0
25568@2,-80.10744295,40.51250168,108.0,62.0,58.0,60.0,99.0,481.0,196.0,583.0,310.0,995.0,756.0,746.0,742.0,707.0,795.0,116.0,341.0,485.0,951.0,617.0,439.0,396.0,249.0,183.0
10562@1,-80.14161138,40.42250286,16.0,7.0,5.0,3.0,9.0,34.0,131.0,257.0,227.0,137.0,153.0,172.0,181.0,222.0,162.0,225.0,349.0,383.0,257.0,182.0,144.0,94.0,47.0,22.0
21600@1,-80.19916013,40.49449019,16.0,3.0,5.0,5.0,8.0,38.0,155.0,382.0,389.0,256.0,264.0,302.0,324.0,285.0,301.0,374.0,651.0,655.0,538.0,244.0,149.0,86.0,34.0,21.0
6016@1,-79.83199535,40.40296048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,391.5,398.5,466.5,567.0,609.5,616.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6016@2,-79.83211589,40.40298829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208.0,211.5,244.5,240.5,283.5,279.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10517@1,-79.93194164,40.51680193,9.0,5.0,3.0,5.0,16.0,64.0,168.0,304.0,322.0,258.0,161.0,169.0,142.0,166.0,186.0,235.0,317.0,400.0,293.0,177.0,86.0,94.0,76.0,85.0
12358@1,-80.00697594,40.37318714,82.0,83.0,76.0,156.0,428.0,949.0,309.0,191.0,110.0,77.0,194.0,183.0,221.0,290.0,255.0,385.0,396.0,288.0,116.0,927.0,758.0,540.0,345.0,182.0
26594@1,-79.86939086,40.55587819,6.0,5.0,9.0,21.0,103.0,301.0,561.0,438.0,344.0,240.0,236.0,265.0,280.0,371.0,485.0,540.0,657.0,349.0,215.0,192.0,119.0,91.0,38.0,10.0
27788@1,-79.99159408,40.44060218,92.0,66.0,48.0,73.0,111.0,427.0,191.0,642.0,457.0,29.0,971.0,25.0,164.0,220.0,478.0,671.0,3.0,829.0,347.0,974.0,628.0,541.0,344.0,218.0
5938@1,-79.90162967,40.4575899,40.0,26.0,31.0,14.0,28.0,73.0,242.0,407.0,459.0,285.0,241.0,266.0,284.0,273.0,333.0,468.0,490.0,509.0,341.0,261.0,233.0,164.0,104.0,76.0
5710@1,-79.99230215,40.51013114,79.0,61.0,35.0,48.0,78.0,325.0,867.0,659.0,754.0,52.0,4.0,44.0,118.0,206.0,264.0,583.0,757.0,907.0,298.0,921.0,782.0,521.0,307.0,184.0
134@1,-80.01638389,40.35911142,10.0,8.0,13.0,4.0,20.0,90.0,299.0,500.0,335.0,248.0,268.0,256.0,260.0,284.0,343.0,498.0,552.0,583.0,364.0,251.0,188.0,123.0,67.0,35.0
3906@1,-79.76049654,40.43998738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,942.5,952.0,519.5,554.0,660.0,692.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3906@2,-79.76059749,40.4399981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,496.5,495.5,-1.0,11.0,88.0,78.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5941@1,-79.82941895,40.46476461,137.0,78.0,48.0,50.0,56.0,181.0,540.0,977.0,122.0,979.0,933.0,15.0,106.0,205.0,264.0,439.0,418.0,507.0,276.0,29.0,760.0,578.0,304.0,210.0
11736@1,-79.8638477,40.42987771,163.5,105.5,85.0,96.0,201.0,558.0,1030.5,1153.0,1018.5,852.5,819.5,880.5,934.5,930.5,519.0,589.5,684.5,631.0,434.0,712.5,598.5,486.0,401.0,287.5
11736@2,-79.86363079,40.42981519,60.0,41.0,38.0,61.0,140.5,452.0,275.5,291.5,124.5,4.0,427.5,447.5,461.0,479.5,462.5,466.0,437.0,429.5,415.0,272.0,264.5,211.5,160.5,103.0
149@1,-80.05378553,40.54505538,18.0,10.0,5.0,6.0,10.0,60.0,227.0,452.0,402.0,294.0,234.0,262.0,272.0,266.0,315.0,418.0,466.0,611.0,442.0,312.0,171.0,165.0,148.0,95.0
19004@1,-80.00703584,40.33641299,73.0,54.0,43.0,99.0,416.0,12.0,399.0,219.0,75.0,23.0,82.0,73.0,86.0,245.0,414.0,477.0,440.0,247.0,947.0,816.0,591.0,444.0,240.0,123.0
27711@1,-79.99613154,40.30947252,24.0,21.0,24.0,46.0,170.0,366.0,410.0,348.0,286.0,277.0,300.0,333.0,356.0,382.0,456.0,501.0,540.0,451.0,322.0,219.0,243.0,155.0,81.0,48.0
5672@1,-80.14190167,40.59549585,4.0,1.0,2.0,1.0,4.0,19.0,38.0,105.0,89.0,77.0,68.0,76.0,66.0,79.0,91.0,90.0,126.0,97.0,83.0,64.0,55.0,25.0,16.0,14.0
27603@1,-80.05358644,40.46499156,37.0,29.0,14.0,13.0,28.0,88.0,190.0,271.0,217.0,193.0,179.0,186.0,215.0,275.0,267.0,320.0,305.0,253.0,202.0,161.0,136.0,126.0,96.0,62.0
5504@1,-80.13165581,40.39760406,24.0,21.0,16.0,9.0,9.0,62.0,191.0,331.0,374.0,209.0,180.0,187.0,223.0,262.0,240.0,308.0,480.0,668.0,513.0,322.0,273.0,191.0,121.0,52.0
10575@1,-79.9557406,40.49411353,31.0,18.0,11.0,19.0,33.0,162.0,373.0,560.0,468.0,352.0,278.0,296.0,348.0,325.0,464.0,607.0,558.0,558.0,423.0,322.0,263.0,183.0,129.0,90.0
27505@1,-79.99309774,40.42775033,107.0,85.0,50.0,18.0,41.0,116.0,313.0,538.0,542.0,518.0,463.0,446.0,496.0,482.0,648.0,625.0,769.0,830.0,740.0,559.0,452.0,365.0,324.0,241.0
5900@1,-79.79015247,40.54116358,67.0,55.0,58.0,68.0,143.0,381.0,839.0,117.0,958.0,695.0,744.0,842.0,860.0,835.0,48.0,260.0,256.0,213.0,926.0,533.0,528.0,344.0,245.0,177.0
