OBJECTID,SampleDate,Location,Ph,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate,Weather,R_Humidity,WindSpeed,WindGust,FrozenOver,Comments,LocationID,GlobalID
101322,2020/05/05 13:44:05+00,Big Sioux River @ I-90,8.46,14.4,8.66,,4.0,37.0,22.0,0.01,1.1,,,,,No,,26C,{D038EC72-9E8E-42B6-BDCE-3C65DF45D597}
101323,2020/05/05 14:07:39+00,Skunk Creek @ Marion Road,8.34,10.9,9.5,,5.0,37.0,435.0,0.01,2.4,,,,,No,,26D,{1BD8F033-3554-4199-AE83-E46AFC0BD470}
101324,2020/05/05 14:31:08+00,Big Sioux River @ Falls Park,8.46,12.1,10.59,,6.0,28.5,613.0,0.01,1.6,,,,,No,,26E,{0BD66C64-0059-4F5B-9C13-879C2BD8F110}
101325,2020/05/05 14:43:38+00,Big Sioux River @ Bahnson,8.49,14.0,9.92,,6.0,34.0,150.0,0.01,1.4,,,,,No,,26A,{E6A8EED1-071E-445D-ACFB-8870640DDA87}
101326,2020/05/05 14:57:04+00,Big Sioux River @ Timberline,8.47,14.0,9.8,,4.0,44.0,154.0,0.01,1.4,,,,,No,,26B,{A869564B-334D-494B-89BD-C342D58A6E9A}
101722,2020/05/12 13:58:20+00,Big Sioux River @ I-90,8.52,9.3,10.72,,4.0,24.0,34.0,0.02,2.1,,,,,No,,26C,{E8CAF2DE-7EA6-4231-AF95-271774C593C2}
101723,2020/05/12 14:22:43+00,Skunk Creek @ Marion Road,8.54,8.7,10.75,,4.0,14.0,51.0,0.02,2.8,,,,,No,,26D,{5D360539-B0E9-4DEE-8415-463509061A3F}
101724,2020/05/12 14:56:14+00,Big Sioux River @ Falls Park,8.62,9.9,11.21,,5.0,17.0,2.2,0.01,2.2,,,,,No,,26E,{C8E9F4F0-8048-4946-99EE-50AD226597A3}
101725,2020/05/12 15:11:10+00,Big Sioux River @ Bahnson,8.63,9.5,11.43,,7.0,23.0,26.0,0.03,2.4,,,,,No,,26A,{C4D7BE26-F0DC-4191-A945-3275EBD3DC49}
101726,2020/05/12 15:29:58+00,Big Sioux River @ Timberline,8.58,9.6,11.33,,4.0,24.0,26.0,0.02,2.6,,,,,No,,26B,{86332B15-4F10-43B7-A7AF-FF98EDB5A9B9}
102122,2020/05/19 14:06:39+00,Big Sioux River @ I-90,8.38,14.1,9.3,,3.0,54.0,138.0,0.01,1.7,,,,,No,,26C,{E03A90EF-8924-4524-B5DE-631BD6081452}
102123,2020/05/19 14:34:26+00,Skunk Creek @ Marion Road,8.4,14.2,8.85,,7.0,22.0,249.0,0.02,2.6,,,,,No,,26D,{D05D50A0-8398-4933-9516-C9D84D0CB8A8}
102124,2020/05/19 14:55:54+00,Big Sioux River @ Falls Park,8.51,14.6,9.95,,5.0,24.0,144.0,0.01,2.0,,,,,No,,26E,{01DD7271-2EB4-4D8D-BFEA-F6B22688A876}
102125,2020/05/19 15:15:01+00,Big Sioux River @ Bahnson,8.49,14.2,10.13,,5.0,48.0,261.0,0.02,2.0,,,,,No,,26A,{548A5321-E319-4510-BAA3-25802606D0DA}
102126,2020/05/19 15:30:35+00,Big Sioux River @ Timberline,8.49,14.2,10.06,,3.0,51.0,179.0,0.02,2.2,,,,,No,,26B,{73021950-335C-4672-9E4F-EE9A11CFD2CA}
102522,2020/04/21 13:21:55+00,Big Sioux River @ Timberline,,,,,4.0,40.0,,0.02,2.4,,,,,No,,26B,{296A2BF8-4D13-45A4-8D41-860FD2DD1E87}
102922,2020/05/26 13:42:15+00,Big Sioux River @ I-90,8.28,18.3,7.55,,2.8,67.0,156.0,0.03,2.1,,,,,No,,26C,{7572CDFA-4E11-4DC2-BD34-FCA14C08C995}
102923,2020/05/26 14:07:39+00,Skunk Creek @ Marion Road,8.15,16.6,7.71,,5.0,134.0,1553.0,0.11,3.6,,,,,No,,26D,{A4396707-4D3B-43F1-8566-FA90E8C0B52C}
102924,2020/05/26 14:30:22+00,Big Sioux River @ Falls Park,8.32,17.2,9.26,,5.0,94.0,2420.0,0.11,3.0,,,,,No,,26E,{6C58E9D9-E72D-4DBB-9AD1-94327760F7F9}
102925,2020/05/26 14:45:10+00,Big Sioux River @ Bahnson,8.34,18.1,8.89,,4.0,71.0,411.0,0.05,2.1,,,,,No,,26A,{6C70C660-12BD-4615-A5D9-7EDC2D5B565F}
102926,2020/05/26 15:00:33+00,Big Sioux River @ Timberline,8.32,18.1,8.72,,2.7,75.0,687.0,0.05,2.4,,,,,No,,26B,{67809BEF-8037-4061-A480-0F01B740D766}
103322,2020/06/02 14:01:54+00,Big Sioux River @ I-90,8.34,22.2,7.13,,3.0,72.0,52.0,0.01,1.8,,,,,No,,26C,{7777A9F0-C135-41A5-BA21-681605B411E5}
103323,2020/06/02 14:25:23+00,Skunk Creek @ Marion Road,8.33,22.7,7.15,,5.0,146.0,613.0,0.01,3.2,,,,,No,,26D,{83EBD7F4-81FD-4AAF-818D-D00474ECDCA5}
103722,2020/06/02 15:04:27+00,Big Sioux River @ Falls Park,8.51,23.5,8.05,,5.1,95.0,238.0,0.01,2.5,,,,,No,,26E,{E6405C18-366F-4E97-B190-6917C56CB92D}
103723,2020/06/02 15:19:48+00,Big Sioux River @ Bahnson,8.41,22.7,8.32,,5.0,83.0,96.0,0.02,2.0,,,,,No,,26A,{036B416B-4F2A-4D3C-96DC-0387A6F795DE}
103724,2020/06/02 15:35:14+00,Big Sioux River @ Timberline,8.4,22.9,8.07,,4.0,84.0,107.0,0.01,2.2,,,,,No,,26B,{1112CEE3-88EC-421B-9A34-74491DB3CC0C}
104122,2020/06/09 13:30:59+00,Big Sioux River @ I-90,8.29,23.5,7.3,,3.0,108.0,115.0,0.03,1.4,,,,,No,,26C,{0E3C4F34-230A-4435-B424-3641A0FDAA1C}
104123,2020/06/09 13:55:32+00,Skunk Creek @ Marion Road,8.22,22.8,7.15,,1.94,87.0,866.0,0.07,3.4,,,,,No,,26D,{A56BC437-14B3-443A-BBEE-270C27EEC443}
104124,2020/06/09 14:16:46+00,Big Sioux River @ Falls Park,8.4,23.8,8.85,,4.0,139.0,345.0,0.07,1.9,,,,,No,,26E,{C9A2B140-2068-4D5E-8C28-860E7BC42A17}
104125,2020/06/09 14:34:39+00,Big Sioux River @ Bahnson,8.36,23.7,8.44,,5.0,107.0,219.0,0.03,2.0,,,,,No,,26A,{B7200C05-CD28-4619-85B8-990C1A0AF372}
104126,2020/06/09 14:57:36+00,Big Sioux River @ Timberline,8.35,23.8,8.19,,5.0,103.0,249.0,0.04,2.7,,,,,No,,26B,{0782FC22-5C43-4BD1-A152-836EEE978BB9}
104522,2020/06/17 13:22:37+00,Big Sioux River @ I-90,8.38,23.0,7.06,,4.0,83.0,199.0,0.02,3.7,,,,,No,,26C,{8B9ACDDA-BD91-44A6-BB84-429EC6466CB6}
104523,2020/06/17 13:51:06+00,Skunk Creek @ Marion Road,8.42,22.2,7.07,,6.0,71.0,411.0,0.02,2.1,,,,,No,,26D,{A331B102-3D5B-4F2D-8A19-20A62382FAE3}
104524,2020/06/17 14:11:43+00,Big Sioux River @ Falls Park,8.53,23.0,8.42,,6.0,104.0,345.0,0.02,2.6,,,,,No,,26E,{D2EABD07-5354-4288-9D73-844BE7824B4F}
104525,2020/06/17 14:33:54+00,Big Sioux River @ Bahnson,8.5,23.2,8.17,,6.0,78.0,214.0,0.02,4.1,,,,,No,,26A,{4E81D44C-4175-432F-B9D5-D2E16B717D13}
104526,2020/06/17 14:48:52+00,Big Sioux River @ Timberline,8.48,23.0,7.95,,7.0,73.0,411.0,0.02,3.9,,,,,No,,26B,{26CFD7BA-287B-4841-A608-81837A715982}
104922,2020/06/23 15:18:17+00,Big Sioux River @ I-90,8.32,21.4,7.52,,3.0,98.0,365.0,0.01,2.7,,,,,No,,26C,{2A8D08AB-19D6-483D-ACF9-0B78C21EB50C}
104923,2020/06/23 15:39:34+00,Skunk Creek @ Marion Road,8.44,19.8,8.05,,5.0,66.0,727.0,0.01,3.0,,,,,No,,26D,{27F53001-68B4-41E6-A4D4-87C7888ABD28}
104924,2020/06/23 16:02:03+00,Big Sioux River @ Falls Park,8.5,20.8,8.59,,3.9,98.0,579.0,0.01,2.5,,,,,No,,26E,{665FEC8C-CC1B-4A33-876E-982FF5AF7C89}
104925,2020/06/23 16:21:24+00,Big Sioux River @ Bahnson,8.43,21.7,8.43,,5.0,94.0,365.0,0.02,3.2,,,,,No,,26A,{982FAE27-7D31-4031-BCBF-76449EA40DE2}
104926,2020/06/23 16:47:09+00,Big Sioux River @ Timberline,8.41,21.7,8.27,,3.0,88.0,411.0,0.01,3.9,,,,,No,,26B,{84C94090-DADD-493B-A424-A04F1C159130}
105322,2020/06/30 13:43:04+00,Big Sioux River @ I-90,8.26,25.0,7.08,,1.38,132.0,411.0,0.02,2.5,,,,,No,,26C,{50F799AE-AE1F-4DD5-91BB-7A21734406A0}
105323,2020/06/30 14:06:12+00,Skunk Creek @ Marion Road,8.34,24.1,6.73,,1.32,77.0,687.0,0.01,2.9,,,,,No,,26D,{D0D877FA-6E61-49FE-90BF-EF6E9FB85E00}
105324,2020/06/30 14:26:48+00,Big Sioux River @ Falls Park,8.43,25.0,8.41,,2.35,104.0,687.0,0.01,2.5,,,,,No,,26E,{EB75A3FA-246F-4BC4-97BA-438C7FAC048C}
105325,2020/06/30 14:38:55+00,Big Sioux River @ Bahnson,8.36,25.2,6.97,,1.72,106.0,613.0,0.04,3.0,,,,,No,,26A,{82A3E83E-B813-49FA-96EC-6AD06E25BC8F}
105326,2020/06/30 14:55:58+00,Big Sioux River @ Timberline,8.34,25.1,6.8,,1.35,116.0,548.0,0.02,3.6,,,,,No,,26B,{A7150E8B-4B40-42AE-80B2-41A6F12712BC}
105722,2020/07/08 14:31:06+00,Big Sioux River @ I-90,8.29,26.0,6.9,,1.9,124.0,3106.0,0.02,2.6,,,,,No,,26C,{16F9BC1C-9A24-4032-96CA-09786662B825}
105723,2020/07/08 14:53:21+00,Skunk Creek @ Marion Road,8.22,24.8,6.3,,1.2,264.0,2240.0,0.05,3.1,,,,,No,,26D,{111579D7-706C-40F5-AAFA-C91A61B71116}
105724,2020/07/08 15:12:24+00,Big Sioux River @ Falls Park,8.42,25.6,7.91,,4.0,232.0,2092.0,0.03,2.7,,,,,No,,26E,{4ADA53B2-546F-4F5C-8BB0-6C75CCA88A26}
105725,2020/07/08 15:27:33+00,Big Sioux River @ Bahnson,8.47,25.9,7.54,,5.0,168.0,2092.0,0.03,3.0,,,,,No,,26A,{FCFB9A07-B08D-434E-AD70-22A895BC0EDC}
105726,2020/07/08 15:40:24+00,Big Sioux River @ Timberline,8.37,25.9,6.42,,3.0,156.0,2240.0,0.02,4.2,,,,,No,,26B,{D7DDCAB3-61C1-4B92-8683-42A97F2A6074}
106122,2020/07/14 13:23:14+00,Big Sioux River @ I-90,8.35,25.0,6.15,,6.0,72.0,236.0,0.02,2.0,,,,,No,,26C,{72D42A44-FA24-43DC-A704-334B478873C4}
106123,2020/07/14 13:45:41+00,Skunk Creek @ Marion Road,8.44,23.7,6.25,,8.0,90.0,308.0,0.01,1.6,,,,,No,,26D,{5E25F11E-6F54-4CFC-86B2-4A9D73C251B1}
106124,2020/07/14 14:13:20+00,Big Sioux River @ Falls Park,8.53,24.6,7.68,,6.0,92.0,194.0,0.01,2.0,,,,,No,,26E,{2AE5E6EE-4EF4-4079-ADCA-84DEEE31EDCE}
106125,2020/07/14 14:27:09+00,Big Sioux River @ Bahnson,8.48,25.1,7.15,,6.0,63.0,166.0,0.13,4.6,,,,,No,,26A,{06D6D178-57AC-489F-BB40-5F28052D7CE1}
106126,2020/07/14 14:38:20+00,Big Sioux River @ Timberline,8.46,24.9,6.9,,3.0,67.0,137.0,0.04,2.8,,,,,No,,26B,{62035BE0-3F1E-481B-BFD3-5622112BFF88}
106522,2020/07/21 14:18:46+00,Big Sioux River @ I-90,8.38,25.0,7.42,,4.0,54.0,86.0,0.01,1.8,,,,,No,,26C,{FF2301E8-786A-4DA6-BFDE-FDCE70C31A5B}
106523,2020/07/21 14:43:39+00,Skunk Creek @ Marion Road,8.27,24.1,8.25,,10.0,132.0,326.0,0.01,0.08,,,,,No,,26D,{CC804941-6BA6-4EFF-A350-DD92C0DC1EF5}
106922,2020/07/21 15:22:39+00,Big Sioux River @ Falls Park,8.55,24.6,8.47,,6.0,82.0,179.0,0.01,1.1,,,,,No,,26E,{51DE942F-9EE6-4CB2-B562-50A3E310FC67}
106923,2020/07/21 15:37:16+00,Big Sioux River @ Bahnson,8.53,25.2,9.07,,7.0,68.0,93.0,0.02,2.5,,,,,No,,26A,{FE6C9227-B810-4548-BB77-82BDF37DD6E0}
106924,2020/07/21 15:49:27+00,Big Sioux River @ Timberline,8.52,25.0,8.88,,3.0,68.0,119.0,0.01,3.6,,,,,No,,26B,{5536E8DB-0E8F-4E63-8CFF-35D224A4F9ED}
107322,2020/07/28 14:14:58+00,Big Sioux River @ I-90,8.64,25.3,6.48,,5.0,94.0,62.0,0.02,0.69,,,,,No,,26C,{92FD64F9-6F17-447C-8851-9675B08D6ED8}
107323,2020/07/28 14:39:26+00,Skunk Creek @ Marion Road,8.22,24.1,6.95,,12.0,70.0,133.0,0.02,0.26,,,,,No,,26D,{A4DAC7EE-5750-407D-BC45-7316A323717F}
107324,2020/07/28 14:58:52+00,Big Sioux River @ Falls Park,8.59,24.8,7.38,,9.0,112.0,172.0,0.02,0.51,,,,,No,,26E,{4007A22E-8004-4EA0-9A80-FE310C85EDF9}
107325,2020/07/28 15:17:34+00,Big Sioux River @ Bahnson,8.66,25.6,7.67,,7.0,96.0,114.0,0.02,1.4,,,,,No,,26A,{C6CD55E4-91E9-48C3-A8C5-60BEF901F3FD}
107326,2020/07/28 15:41:09+00,Big Sioux River @ Timberline,8.6,25.4,7.37,,6.0,82.0,148.0,0.02,2.1,,,,,No,,26B,{56DB0D09-439F-47E6-9E71-DF1677B1421D}
107722,2020/08/04 14:13:30+00,Big Sioux River @ I-90,8.52,21.4,7.91,,3.18,86.0,52.0,0.02,0.01,,,,,No,,26C,{7FD563AB-19B5-48F4-BAFF-14AB88CAC26A}
107723,2020/08/04 14:36:18+00,Skunk Creek @ Marion Road,8.22,20.58,6.66,,3.61,89.0,147.0,0.02,0.01,,,,,No,,26D,{B5E96FF6-EF20-4819-A6BB-69140946C7A8}
107724,2020/08/04 14:59:21+00,Big Sioux River @ Falls Park,8.5,21.4,8.11,,3.98,104.0,199.0,0.02,0.01,,,,,No,,26E,{9EB49273-0D07-48EB-AA1B-932DA8A33028}
107725,2020/08/04 15:22:08+00,Big Sioux River @ Bahnson,8.5,22.4,8.39,,3.55,67.0,88.0,0.03,0.87,,,,,No,,26A,{A3149CDB-153D-4E44-870E-A7CBF32ACED5}
107726,2020/08/04 15:34:04+00,Big Sioux River @ Timberline,8.44,22.1,8.08,,3.45,79.0,86.0,0.02,2.0,,,,,No,,26B,{5844B4F9-6999-4CCE-9387-6CAFE15882E8}
108122,2020/08/11 13:48:08+00,Big Sioux River @ I-90,8.49,22.9,6.56,,9.47,64.0,387.0,0.02,0.01,,,,,No,,26C,{8E5A6AF8-FEF1-40AF-A631-077841209C99}
108123,2020/08/11 14:12:02+00,Skunk Creek @ Marion Road,8.12,21.1,6.48,,8.62,124.0,435.0,0.02,0.01,,,,,No,,26D,{22882729-8CFD-4287-8447-521A01E550F3}
108522,2020/08/11 14:44:03+00,Big Sioux River @ Falls Park,8.47,21.5,8.08,,8.55,90.0,96.0,0.02,0.01,,,,,No,,26E,{63F2D096-8D95-4739-B769-50F0C4AF6131}
108523,2020/08/11 14:58:19+00,Big Sioux River @ Bahnson,8.45,22.5,8.47,,9.59,62.5,411.0,0.04,1.1,,,,,No,,26A,{C0E9F330-84AB-48A4-AA83-CC1E04882C91}
108524,2020/08/11 15:11:44+00,Big Sioux River @ Timberline,8.38,22.2,7.89,,8.65,84.0,249.0,0.03,4.1,,,,,No,,26B,{63B0DAE2-6760-4F96-859B-23C11865ADDF}
108922,2020/08/20 13:21:30+00,Big Sioux River @ I-90,8.42,22.8,5.7,,10.83,89.0,81.0,0.02,0.01,,,,,No,,26C,{3BFFA809-5A72-4738-8A6B-18BBC36449D9}
108923,2020/08/20 13:43:50+00,Skunk Creek @ Marion Road,8.03,22.0,5.68,,9.06,112.0,107.0,0.02,0.01,,,,,No,,26D,{962263E1-9FE0-47C5-80C2-5CCEF5988502}
108924,2020/08/20 14:07:14+00,Big Sioux River @ Falls Park,8.45,22.3,7.92,,8.58,126.0,105.0,0.02,0.01,,,,,No,,26E,{6D8F36E4-DAFC-4834-80F4-001E98A04B3C}
109322,2020/08/20 15:20:18+00,Big Sioux River @ Bahnson,8.35,22.4,7.6,,9.6,88.0,112.0,0.03,1.6,,,,,No,,26A,{11095240-885E-4B5B-B601-144C3B9F9E86}
109323,2020/08/20 15:31:54+00,Big Sioux River @ Timberline,8.27,22.6,6.91,,7.85,70.0,76.0,0.02,5.6,,,,,No,,26B,{74814E2A-A9A0-45C3-A912-B0D6AC573575}
109722,2020/08/27 13:43:32+00,Big Sioux River @ I-90,8.33,24.9,5.23,,9.66,70.0,219.0,0.02,0.02,,,,,No,,26C,{112B4347-37F6-440F-8B50-FF95A488FFA1}
109723,2020/08/27 14:10:07+00,Skunk Creek @ Marion Road,7.8,23.8,5.42,,8.88,115.0,184.0,0.02,0.01,,,,,No,,26D,{F92E7E8D-D50D-444D-B23D-07604C8E1458}
109724,2020/08/27 14:40:54+00,Big Sioux River @ Falls Park,8.35,24.5,7.45,,9.03,100.0,186.0,0.02,0.01,,,,,No,,26E,{53972256-2123-4BF2-9DFE-EFE9A6CA2712}
109725,2020/08/27 14:56:29+00,Big Sioux River @ Bahnson,8.23,24.8,7.75,,9.61,86.0,172.0,0.03,1.5,,,,,No,,26A,{7B8CEB31-6113-400B-8FCB-5D55FEBD283F}
109726,2020/08/27 15:09:47+00,Big Sioux River @ Timberline,8.1,24.2,7.26,,6.73,74.0,152.0,0.03,4.6,,,,,No,,26B,{52116153-EE8E-41B5-AC58-5E8C9F552DA7}
110122,2020/09/03 18:02:38+00,Big Sioux River @ I-90,8.42,18.8,6.63,,11.3,74.0,105.0,0.02,1.7,,,,,No,,26C,{B7B2A941-F719-4C42-8462-09DDD141AA6B}
110123,2020/09/03 18:03:53+00,Skunk Creek @ Marion Road,8.0,17.5,6.7,,8.91,96.0,185.0,0.02,0.01,,,,,No,,26D,{38AA7999-B5DF-4553-B5BB-978DB209F649}
110124,2020/09/03 18:04:31+00,Big Sioux River @ Falls Park,8.46,18.6,8.56,,11.11,94.0,236.0,0.01,0.01,,,,,No,,26E,{82923407-7E4D-4748-9ACF-B90B8A612232}
110125,2020/09/03 18:05:05+00,Big Sioux River @ Bahnson,8.4,18.6,8.81,,11.46,78.0,248.0,0.14,1.5,,,,,No,,26A,{FDEAD4A9-E149-469E-ACAF-5781BE866E60}
110126,2020/09/03 18:05:47+00,Big Sioux River @ Timberline,8.28,18.8,7.87,,9.11,72.0,186.0,0.06,5.5,,,,,No,,26B,{722E3934-D0AA-42EF-B77A-59645B45EE4D}
110522,2020/09/10 13:45:11+00,Big Sioux River @ I-90,8.68,12.1,9.44,,10.79,70.0,45.0,0.03,0.15,,,,,No,,26C,{EC582068-320A-4476-93A2-09EEE0DE3A89}
110523,2020/09/10 14:05:23+00,Skunk Creek @ Marion Road,8.43,10.7,9.91,,7.32,56.0,178.0,0.02,0.01,,,,,No,,26D,{9DA3D9CA-EA11-4E50-BEB1-9D8654DE9422}
110524,2020/09/10 14:35:46+00,Big Sioux River @ Falls Park,8.83,11.8,10.55,,7.9,64.0,162.0,0.02,0.27,,,,,No,,26E,{72B1DD54-A37B-42BC-8EF0-52C875096DEA}
110525,2020/09/10 14:48:11+00,Big Sioux River @ Bahnson,8.79,12.4,10.9,,10.12,52.0,127.0,0.17,0.01,,,,,No,,26A,{20662E63-7CAA-466C-8F60-DEA4CB3072FA}
110526,2020/09/10 15:01:41+00,Big Sioux River @ Timberline,8.71,12.8,10.13,,10.72,52.0,145.0,0.03,7.4,,,,,No,,26B,{F8EEDDD7-2F7A-40D4-814D-DD17A6C71A33}
110922,2020/09/17 14:03:54+00,Big Sioux River @ I-90,8.64,16.3,7.88,,7.32,148.0,206.0,0.02,1.2,,,,,No,,26C,{E542D0DC-A11A-4432-931D-E59009D891BB}
110923,2020/09/17 14:26:47+00,Skunk Creek @ Marion Road,8.33,15.4,7.52,,6.3,76.0,93.0,0.02,0.01,,,,,No,,26D,{05A5C95C-58B5-4C56-9E31-582209A5A3E1}
110924,2020/09/17 14:48:02+00,Big Sioux River @ Falls Park,8.82,16.5,9.42,,8.07,160.0,548.0,0.02,0.96,,,,,No,,26E,{4FF01F06-CDC1-4A50-A152-1BDEB0E3D8C2}
110925,2020/09/17 15:12:33+00,Big Sioux River @ Bahnson,8.82,16.8,9.62,,9.57,164.0,411.0,0.03,2.4,,,,,No,,26A,{C6259AD4-FCFF-4755-8135-9854840D68CB}
110926,2020/09/17 15:26:36+00,Big Sioux River @ Timberline,8.76,17.0,8.99,,8.05,152.0,727.0,0.02,7.0,,,,,No,,26B,{0E063449-2A8C-406E-8686-64BC27A5DCC5}
111322,2020/09/24 13:47:39+00,Big Sioux River @ I-90,8.57,18.2,6.93,,10.65,136.0,167.0,0.03,0.2,,,,,No,,26C,{57787D15-1B9E-4E51-97B3-76134E45176C}
111323,2020/09/24 14:09:25+00,Skunk Creek @ Marion Road,8.2,17.7,6.43,,5.99,70.0,84.0,0.02,0.01,,,,,No,,26D,{7AFD4EBB-88D8-4C62-AE30-4D892C538931}
111722,2020/09/24 14:44:49+00,Big Sioux River @ Falls Park,8.81,18.6,8.76,,9.75,156.0,166.0,0.02,0.15,,,,,No,,26E,{0E042852-A621-4E36-A227-AE641956F496}
111723,2020/09/24 15:01:11+00,Big Sioux River @ Bahnson,8.82,19.3,8.93,,12.67,126.0,130.0,0.05,2.4,,,,,No,,26A,{ACE1FCDF-1E51-447D-AC60-A33240017449}
111724,2020/09/24 15:12:50+00,Big Sioux River @ Timberline,8.73,19.2,8.04,,10.54,100.0,91.0,0.03,8.7,,,,,No,,26B,{13F13E08-4CF2-427A-9CC3-E6E6CBDA7AA2}
112122,2020/10/01 13:17:26+00,Big Sioux River @ I-90,8.9,11.5,8.82,,9.81,75.0,326.0,0.02,0.37,,,,,No,,26C,{03C0CAB9-5DBD-4A35-8145-3C4257EBED50}
112123,2020/10/01 13:41:21+00,Skunk Creek @ Marion Road,8.51,10.9,7.94,,8.13,50.0,133.0,0.02,0.01,,,,,No,,26D,{84D10173-A8CA-420F-A691-BE51301098DF}
112124,2020/10/01 14:01:40+00,Big Sioux River @ Falls Park,9.06,11.7,10.22,,8.76,110.0,201.0,0.02,0.5,,,,,No,,26E,{701BFEA3-8F62-4A51-BDD2-E93196EFF882}
112125,2020/10/01 14:23:37+00,Big Sioux River @ Bahnson,9.02,11.9,9.74,,9.91,101.0,,0.04,3.1,,,,,No,,26A,{513DB40F-61F4-469E-873C-C978DE7CE1AD}
112126,2020/10/01 14:39:31+00,Big Sioux River @ Timberline,8.95,12.8,9.07,,9.01,80.0,126.0,0.02,7.8,,,,,No,,26B,{298B10DE-9E17-4414-B161-C678CA14046D}
112525,2020/10/08 14:46:02+00,Big Sioux River @ I-90,8.83,11.6,9.36,,10.59,104.0,,0.02,0.4,,,,,No,,26C,{497F0671-2EAF-402D-9835-491A231E6DDB}
112526,2020/10/08 15:06:47+00,Skunk Creek @ Marion Road,8.46,12.1,8.28,,7.53,70.0,,0.01,0.01,,,,,No,,26D,{E093FEC9-F466-4194-AF39-84CA71BBC6E6}
112527,2020/10/08 15:34:54+00,Big Sioux River @ Falls Park,8.99,13.1,9.9,,10.34,112.0,,0.01,0.09,,,,,No,,26E,{1E22B869-53BD-40F9-831D-4389B5C0C000}
112528,2020/10/08 15:47:06+00,Big Sioux River @ Bahnson,9.04,14.0,11.12,,11.21,114.0,,0.02,3.8,,,,,No,,26A,{365F6823-F91C-4E36-B11B-C697F0277CCD}
112529,2020/10/08 15:58:29+00,Big Sioux River @ Timberline,8.95,13.9,9.95,,9.06,74.0,,0.02,8.6,,,,,No,,26B,{A777BEFB-C122-4C6B-94A1-AAA5DD281FF4}
112925,2020/10/15 13:55:58+00,Big Sioux River @ I-90,8.98,8.6,9.47,,11.34,72.0,,0.01,0.01,,,,,No,,26C,{A289E6A3-03D0-46D1-A63B-6EBCB333571E}
112926,2020/10/15 14:16:14+00,Skunk Creek @ Marion Road,8.56,7.2,8.89,,9.51,56.0,,0.01,0.02,,,,,No,,26D,{3F6FE472-B98D-4001-A0D9-2F2E8463E14F}
112927,2020/10/15 14:36:10+00,Big Sioux River @ Falls Park,9.09,8.4,11.05,,12.51,68.0,,0.01,0.01,,,,,No,,26E,{8B6EDF4A-03BA-48C3-9BB3-C7739C9639D7}
112928,2020/10/15 15:00:29+00,Big Sioux River @ Bahnson,8.98,8.7,10.75,,11.09,48.0,,0.05,3.6,,,,,No,,26A,{CBD28229-65E7-421A-AA80-FBC269D4C3AF}
112929,2020/10/15 15:11:40+00,Big Sioux River @ Timberline,8.93,9.3,9.98,,10.36,52.0,,0.02,11.0,,,,,No,,26B,{B09E7423-8AA3-4862-9487-2E9CDC7C6636}
113325,2020/10/22 13:32:46+00,Big Sioux River @ I-90,9.1,3.6,12.41,,10.84,64.0,,0.02,0.01,,,,,No,,26C,{96E0F976-2D8A-4F0E-AD72-C577DE6A9D80}
113326,2020/10/22 13:57:12+00,Skunk Creek @ Marion Road,9.13,3.3,11.47,,6.12,42.0,,0.02,0.04,,,,,No,,26D,{433683ED-0573-444D-97EA-9DE96070C48D}
113327,2020/10/22 14:21:04+00,Big Sioux River @ Falls Park,8.89,4.1,12.64,,6.79,26.0,,0.03,0.57,,,,,No,,26E,{8A6B6A00-53B2-4E8B-B096-944023AD436A}
113328,2020/10/22 14:41:21+00,Big Sioux River @ Bahnson,8.99,4.2,11.93,,12.06,50.0,,0.06,2.6,,,,,No,,26A,{23817AA6-6D94-4812-8318-19F87601FF72}
113329,2020/10/22 14:55:53+00,Big Sioux River @ Timberline,8.94,4.8,11.25,,10.91,38.0,,0.02,5.3,,,,,No,,26B,{434149AB-C9AC-4053-8F3C-7E5597D9396A}
113725,2020/10/29 13:40:11+00,Big Sioux River @ I-90,8.95,1.2,12.79,,6.27,32.0,,0.02,2.2,,,,,No,,26C,{2F2C82FE-BD3A-4B55-B1A0-CE5B560E73DB}
113726,2020/10/29 14:02:29+00,Skunk Creek @ Marion Road,8.79,0.5,12.21,,10.8,26.0,,0.06,0.54,,,,,No,,26D,{6140E5C6-5760-4C09-91CB-BAB8BCB1F3EA}
113727,2020/10/29 14:23:37+00,Big Sioux River @ Falls Park,9.12,1.9,13.03,,6.2,30.0,,0.06,0.97,,,,,No,,26E,{69E82752-1D86-4AC5-9245-493F89B49919}
113728,2020/10/29 14:41:20+00,Big Sioux River @ Bahnson,9.51,1.4,13.19,,8.37,32.0,,0.04,4.2,,,,,No,,26A,{A8F6D8A1-B6B1-4ED5-A0F4-FF726008DDD1}
113729,2020/10/29 14:52:50+00,Big Sioux River @ Timberline,9.26,2.9,12.24,,8.87,36.0,,0.03,8.6,,,,,No,,26B,{37FCF4D9-CF8A-4C46-A323-99B0BCE33E11}
114125,2020/11/05 14:13:08+00,Big Sioux River @ I-90,8.77,5.5,12.0,,5.05,18.0,,0.02,2.5,,,,,No,,26C,{08646E6A-E03B-46F0-A023-3FDB357CB8C2}
