OBJECTID,GEOID10,ALAND10,AWATER10,GlobalID,T_Parcel,T_Str_CR,Pct_S_CR,T_Str_1230,Pct_S_1230,T_Vac_Q413,Pct_V_Q413,T_Vac_Q114,Pct_V_Q114,T_Vac_Q214,Pct_V_Q214,T_Vac_Q314,Pct_V_Q314,T_Vac_Q414,Pct_V_Q414
11772,261635453001003,55178,0,ea318727-9f8e-42a0-9c6d-2155e67990ae,37.0,23.0,0.621621621621622,23.0,0.621621621621622,3.0,0.130434782608696,3.0,0.130434782608696,3.0,0.130434782608696,2.0,0.0869565217391304,2.0,0.0869565217391304
11773,261635453001001,18343,0,61f37f8b-1412-4fe9-b48a-34740922cceb,30.0,14.0,0.466666666666667,14.0,0.466666666666667,9.0,0.642857142857143,9.0,0.642857142857143,9.0,0.642857142857143,9.0,0.642857142857143,9.0,0.642857142857143
11774,261635454001008,21280,0,0451130e-86dc-4138-a443-ee753f63769c,33.0,19.0,0.575757575757576,20.0,0.606060606060606,8.0,0.421052631578947,7.0,0.368421052631579,7.0,0.368421052631579,8.0,0.421052631578947,8.0,0.421052631578947
11775,261635387001010,90539,0,460670ed-77ff-455d-9c7f-b909d9db884a,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11776,261635387001011,18065,0,11323de1-0cdc-4d80-8054-06589011269c,32.0,32.0,1.0,32.0,1.0,3.0,0.09375,5.0,0.15625,5.0,0.15625,4.0,0.125,4.0,0.125
11777,261635390004007,24200,0,6255e7ea-e1d1-4694-8132-78dffd8f9ef9,41.0,36.0,0.878048780487805,36.0,0.878048780487805,8.0,0.222222222222222,7.0,0.194444444444444,6.0,0.166666666666667,5.0,0.138888888888889,7.0,0.194444444444444
11778,261635389002010,18615,0,be5f0985-f301-4c1f-af92-122ddafd0d89,22.0,22.0,1.0,22.0,1.0,,,,,,,1.0,0.0454545454545455,1.0,0.0454545454545455
11779,261635386005002,18504,0,c703a5a4-9dfc-4385-9145-fb93027c8513,27.0,26.0,0.962962962962963,26.0,0.962962962962963,,,1.0,0.0384615384615385,,,,,2.0,0.0769230769230769
11780,261635389004022,10702,0,96335a6d-fc6c-4d9f-9a7f-31f04788fa5e,1.0,,,,,,,,,,,,,,
11781,261635386005001,19846,0,3f0aa78c-41f3-4cf2-9e24-a940bff5f590,32.0,32.0,1.0,32.0,1.0,2.0,0.0625,2.0,0.0625,3.0,0.09375,3.0,0.09375,4.0,0.125
11782,261635390002010,32053,0,130b5b9e-2fee-41ef-9f4e-53fab23c3bfb,37.0,34.0,0.918918918918919,34.0,0.918918918918919,4.0,0.117647058823529,3.0,0.0882352941176471,3.0,0.0882352941176471,3.0,0.0882352941176471,5.0,0.147058823529412
11783,261635389002009,20552,0,76a267e8-4e10-475a-be1c-a883fc5885ec,24.0,23.0,0.958333333333333,23.0,0.958333333333333,1.0,0.0434782608695652,1.0,0.0434782608695652,1.0,0.0434782608695652,1.0,0.0434782608695652,1.0,0.0434782608695652
11784,261635386004004,19868,0,ade3c1a5-397b-4806-9f67-ea21399bde13,32.0,30.0,0.9375,30.0,0.9375,1.0,0.0333333333333333,1.0,0.0333333333333333,,,,,,
11785,261635389003010,19500,0,8fb722a7-bd99-4532-8f30-85e00f365ecb,28.0,28.0,1.0,28.0,1.0,5.0,0.178571428571429,6.0,0.214285714285714,5.0,0.178571428571429,4.0,0.142857142857143,4.0,0.142857142857143
11786,261635386006009,17989,0,bda3c7a8-b19d-4149-865a-61e6a049a394,28.0,27.0,0.964285714285714,27.0,0.964285714285714,1.0,0.037037037037037,1.0,0.037037037037037,,,,,,
11787,261635065002009,18517,0,549f83ee-5e98-4d6b-ac40-4bfe4d9d362e,30.0,17.0,0.566666666666667,17.0,0.566666666666667,5.0,0.294117647058824,5.0,0.294117647058824,5.0,0.294117647058824,4.0,0.235294117647059,4.0,0.235294117647059
11788,261635064001022,42997,0,907c0c96-8fc0-4138-bdda-5322183c0aa1,45.0,23.0,0.511111111111111,23.0,0.511111111111111,13.0,0.565217391304348,13.0,0.565217391304348,13.0,0.565217391304348,13.0,0.565217391304348,13.0,0.565217391304348
11789,261635113001002,16612,0,0e83a0eb-154b-4060-bb74-e0e05d94ed9a,36.0,12.0,0.333333333333333,12.0,0.333333333333333,5.0,0.416666666666667,5.0,0.416666666666667,5.0,0.416666666666667,5.0,0.416666666666667,5.0,0.416666666666667
11790,261635113001001,16612,0,5f1fcf45-7bf1-48be-8c87-75c6375b8f31,38.0,19.0,0.5,19.0,0.5,5.0,0.263157894736842,5.0,0.263157894736842,5.0,0.263157894736842,5.0,0.263157894736842,5.0,0.263157894736842
11791,261635104001021,15805,0,00b7cc0b-c26a-45bc-896d-0becbcf94285,40.0,11.0,0.275,11.0,0.275,6.0,0.545454545454545,6.0,0.545454545454545,6.0,0.545454545454545,6.0,0.545454545454545,7.0,0.636363636363636
11792,261635105003005,9173,0,7b546a2e-0e6e-4603-a609-40ad413641ff,3.0,1.0,0.333333333333333,1.0,0.333333333333333,,,,,,,,,,
11793,261635105003022,9697,0,337e0746-27c0-4bba-acd7-1ede474c79c8,15.0,12.0,0.8,12.0,0.8,1.0,0.0833333333333333,1.0,0.0833333333333333,1.0,0.0833333333333333,1.0,0.0833333333333333,3.0,0.25
11794,261635113003012,248810,0,aee8f897-f90f-45d4-8896-b18fca67a4f1,4.0,3.0,0.75,3.0,0.75,,,,,,,,,,
11795,261635113003019,12327,0,fb9d2591-9ffa-40bf-9c33-9ffcc96e69a1,24.0,9.0,0.375,9.0,0.375,4.0,0.444444444444444,4.0,0.444444444444444,5.0,0.555555555555556,4.0,0.444444444444444,4.0,0.444444444444444
11796,261635105004012,22290,0,3fec7147-26e5-4145-9d58-f07373548262,49.0,33.0,0.673469387755102,33.0,0.673469387755102,4.0,0.121212121212121,4.0,0.121212121212121,4.0,0.121212121212121,4.0,0.121212121212121,8.0,0.242424242424242
11797,261635113003017,18493,0,09b6ab6a-5024-4487-874f-856cfed41ced,40.0,16.0,0.4,16.0,0.4,7.0,0.4375,7.0,0.4375,7.0,0.4375,7.0,0.4375,7.0,0.4375
11798,261635105002003,19821,0,669a6079-140a-44a8-a704-b7ddfca41b26,44.0,34.0,0.772727272727273,34.0,0.772727272727273,2.0,0.0588235294117647,2.0,0.0588235294117647,2.0,0.0588235294117647,1.0,0.0294117647058824,1.0,0.0294117647058824
11799,261635105002009,10843,0,4c12ac63-9c5a-473d-b04e-ada305be91e1,23.0,20.0,0.869565217391304,20.0,0.869565217391304,1.0,0.05,1.0,0.05,1.0,0.05,1.0,0.05,1.0,0.05
11800,261635001001000,35946,0,53fd38c3-1e54-4b57-9778-f20e18cb799e,37.0,30.0,0.810810810810811,30.0,0.810810810810811,2.0,0.0666666666666667,2.0,0.0666666666666667,2.0,0.0666666666666667,2.0,0.0666666666666667,2.0,0.0666666666666667
11801,261635001001011,20083,0,b28fdf12-4b9e-4d4c-bce3-ce2cdcb100f9,30.0,29.0,0.966666666666667,29.0,0.966666666666667,2.0,0.0689655172413793,2.0,0.0689655172413793,1.0,0.0344827586206897,1.0,0.0344827586206897,,
11802,261635001001018,20088,0,59734167-5e75-4c8b-bf1d-4ea1ef7a5956,29.0,29.0,1.0,29.0,1.0,1.0,0.0344827586206897,1.0,0.0344827586206897,2.0,0.0689655172413793,2.0,0.0689655172413793,2.0,0.0689655172413793
11803,261635001002000,14578,0,75c04a61-d018-4933-99a0-e60d6c8709ac,14.0,13.0,0.928571428571429,13.0,0.928571428571429,1.0,0.0769230769230769,1.0,0.0769230769230769,2.0,0.153846153846154,4.0,0.307692307692308,4.0,0.307692307692308
11804,261635033002009,20227,0,01b17084-a0a8-4296-b604-aa3a1b01ac17,32.0,31.0,0.96875,31.0,0.96875,7.0,0.225806451612903,6.0,0.193548387096774,5.0,0.161290322580645,5.0,0.161290322580645,5.0,0.161290322580645
11805,261635033002010,20263,0,0f3b740b-24d7-428f-a59b-7ec64efe7cb4,27.0,25.0,0.925925925925926,25.0,0.925925925925926,10.0,0.4,10.0,0.4,12.0,0.48,12.0,0.48,12.0,0.48
11806,261635035003013,20043,0,f67770cb-5909-4734-8eb8-ff542b7087cf,34.0,32.0,0.941176470588235,32.0,0.941176470588235,18.0,0.5625,17.0,0.53125,15.0,0.46875,15.0,0.46875,14.0,0.4375
11807,261635042002007,29607,0,77589bd2-5722-41b8-9719-098636a0a60b,41.0,34.0,0.829268292682927,34.0,0.829268292682927,13.0,0.382352941176471,12.0,0.352941176470588,12.0,0.352941176470588,12.0,0.352941176470588,13.0,0.382352941176471
11808,261635041003001,7395,0,53f6e155-d2d6-44db-a390-c7a3556502ce,,,,,,,,,,,,,,,
11809,261635041003000,4221,0,8bd643e8-7eb3-431a-b111-e95506020b5e,,,,,,,,,,,,,,,
11810,261635042003005,23348,0,2254cf6c-7330-4acf-ba11-0ae2a6aadd35,44.0,32.0,0.727272727272727,32.0,0.727272727272727,10.0,0.3125,9.0,0.28125,10.0,0.3125,10.0,0.3125,12.0,0.375
11811,261635122001003,7272,0,e2ca8db7-5928-405b-94cd-200170e2d464,,,,,,,,,,,,,,,
11812,261635335002001,5663,0,c52ce450-4181-4ede-82e0-41e536d515b0,9.0,,,,,,,,,,,,,,
11813,261635337001007,11679,0,a9a91c10-9136-40bd-93b3-d2a816e146bb,17.0,7.0,0.411764705882353,7.0,0.411764705882353,2.0,0.285714285714286,2.0,0.285714285714286,2.0,0.285714285714286,2.0,0.285714285714286,2.0,0.285714285714286
11814,261635336003004,23369,0,d8bf243c-a3ec-4626-a00f-1c2ef4aa3955,37.0,33.0,0.891891891891892,33.0,0.891891891891892,10.0,0.303030303030303,11.0,0.333333333333333,11.0,0.333333333333333,11.0,0.333333333333333,13.0,0.393939393939394
11815,261635336003005,30880,0,e6525941-f90b-4748-91db-38fb200e0fe0,50.0,36.0,0.72,36.0,0.72,11.0,0.305555555555556,12.0,0.333333333333333,12.0,0.333333333333333,12.0,0.333333333333333,16.0,0.444444444444444
11816,261635336001006,18431,0,5ffa6745-c71c-4f17-a1f5-e2abe46b9064,33.0,23.0,0.696969696969697,23.0,0.696969696969697,9.0,0.391304347826087,9.0,0.391304347826087,9.0,0.391304347826087,9.0,0.391304347826087,12.0,0.521739130434783
11817,261635336002004,18137,0,bd465409-568b-4dda-a011-e4ee1816938c,34.0,25.0,0.735294117647059,25.0,0.735294117647059,12.0,0.48,12.0,0.48,12.0,0.48,12.0,0.48,12.0,0.48
11818,261635337001020,17121,0,e840d816-ae8d-405a-a0f0-644ab539dbe1,19.0,11.0,0.578947368421053,11.0,0.578947368421053,2.0,0.181818181818182,2.0,0.181818181818182,2.0,0.181818181818182,2.0,0.181818181818182,2.0,0.181818181818182
11819,261635264002009,12473,0,8fd3650d-edaa-42af-8b64-4b3e74fb70ce,16.0,5.0,0.3125,5.0,0.3125,,,,,,,,,,
11820,261635273002003,22268,0,0dff05c1-d34d-4e61-9d57-ea10b15127e8,47.0,22.0,0.468085106382979,22.0,0.468085106382979,6.0,0.272727272727273,6.0,0.272727272727273,6.0,0.272727272727273,6.0,0.272727272727273,7.0,0.318181818181818
11821,261639850001006,10017,0,b5c639b8-de1c-436e-b169-3060ee7bb132,4.0,3.0,0.75,3.0,0.75,2.0,0.666666666666667,2.0,0.666666666666667,2.0,0.666666666666667,2.0,0.666666666666667,2.0,0.666666666666667
11822,261635264002010,12448,0,976076ee-4c4c-43aa-9e88-ca81ac81869e,21.0,7.0,0.333333333333333,7.0,0.333333333333333,2.0,0.285714285714286,2.0,0.285714285714286,2.0,0.285714285714286,2.0,0.285714285714286,2.0,0.285714285714286
11823,261635273002014,12369,0,965c0560-0c9b-4e33-a81d-b86067dcd39a,17.0,11.0,0.647058823529412,11.0,0.647058823529412,7.0,0.636363636363636,7.0,0.636363636363636,7.0,0.636363636363636,7.0,0.636363636363636,8.0,0.727272727272727
11824,261635315002006,25468,0,626c3a0f-5696-425d-8625-a0268a7091bd,38.0,28.0,0.736842105263158,28.0,0.736842105263158,14.0,0.5,15.0,0.535714285714286,15.0,0.535714285714286,15.0,0.535714285714286,15.0,0.535714285714286
11825,261635318002014,25348,0,53ad30e5-57d9-47ff-88be-8c314f3979db,52.0,43.0,0.826923076923077,43.0,0.826923076923077,17.0,0.395348837209302,14.0,0.325581395348837,14.0,0.325581395348837,15.0,0.348837209302326,15.0,0.348837209302326
11826,261635314002007,25134,0,f3b320f4-81bf-4e8b-95a9-94c2dec69aec,43.0,42.0,0.976744186046512,42.0,0.976744186046512,6.0,0.142857142857143,5.0,0.119047619047619,6.0,0.142857142857143,6.0,0.142857142857143,7.0,0.166666666666667
11827,261635318001008,26236,0,b575db32-2c0c-4fe2-8122-9169f7c56216,56.0,33.0,0.589285714285714,35.0,0.625,16.0,0.484848484848485,17.0,0.515151515151515,18.0,0.545454545454545,17.0,0.515151515151515,16.0,0.484848484848485
11828,261635314001002,26036,0,9fcf0446-06c0-453e-89b6-3cb4efb53ac0,38.0,36.0,0.947368421052632,36.0,0.947368421052632,9.0,0.25,10.0,0.277777777777778,10.0,0.277777777777778,12.0,0.333333333333333,11.0,0.305555555555556
11829,261635314001003,26382,0,c6d213d7-b0d5-469b-b647-df5d742d85f0,39.0,37.0,0.948717948717949,37.0,0.948717948717949,9.0,0.243243243243243,8.0,0.216216216216216,8.0,0.216216216216216,7.0,0.189189189189189,8.0,0.216216216216216
11830,261635318002008,10139,0,804f977a-efa4-401a-b9eb-cd0b3e9dd05a,28.0,22.0,0.785714285714286,22.0,0.785714285714286,7.0,0.318181818181818,8.0,0.363636363636364,8.0,0.363636363636364,8.0,0.363636363636364,8.0,0.363636363636364
11831,261635068003023,20729,0,823987fd-7881-4e97-bf98-00db34308b74,34.0,32.0,0.941176470588235,32.0,0.941176470588235,4.0,0.125,3.0,0.09375,3.0,0.09375,2.0,0.0625,2.0,0.0625
11832,261635068003005,14203,0,ab8693e4-509c-4f2a-81f0-75a5288f3fa1,21.0,19.0,0.904761904761905,19.0,0.904761904761905,,,,,,,,,,
11833,261635257001003,22094,0,19aa9353-c5d8-4fb3-956a-5913f4986cd4,,,,,,,,,,,,,,,
11834,261635385005002,17933,0,68171e20-f000-40ab-97f5-b1bb52aa09c4,31.0,31.0,1.0,31.0,1.0,3.0,0.0967741935483871,4.0,0.129032258064516,4.0,0.129032258064516,3.0,0.0967741935483871,4.0,0.129032258064516
11835,261635385004005,19069,0,234e4d78-2d6a-4bb5-868e-466bdab4e7af,30.0,30.0,1.0,30.0,1.0,1.0,0.0333333333333333,1.0,0.0333333333333333,2.0,0.0666666666666667,2.0,0.0666666666666667,2.0,0.0666666666666667
11836,261635386004005,19573,0,100fee2c-15e2-4bf0-8875-228744fa9e15,33.0,33.0,1.0,33.0,1.0,4.0,0.121212121212121,4.0,0.121212121212121,3.0,0.0909090909090909,2.0,0.0606060606060606,,
11837,261635386004008,20667,0,2dfabd7e-bc75-4255-84fb-37e45393cdf5,34.0,34.0,1.0,34.0,1.0,1.0,0.0294117647058824,1.0,0.0294117647058824,1.0,0.0294117647058824,1.0,0.0294117647058824,1.0,0.0294117647058824
11838,261635386004000,19930,0,46860a2d-fee0-410e-a648-ccd60f7a0359,32.0,29.0,0.90625,29.0,0.90625,4.0,0.137931034482759,4.0,0.137931034482759,3.0,0.103448275862069,3.0,0.103448275862069,3.0,0.103448275862069
11839,261635385003002,19842,0,6e4d4ecf-8322-49e1-a9a8-cf6e283de691,29.0,28.0,0.96551724137931,28.0,0.96551724137931,1.0,0.0357142857142857,1.0,0.0357142857142857,1.0,0.0357142857142857,1.0,0.0357142857142857,1.0,0.0357142857142857
11840,261635385003005,20402,0,58d21b2d-418d-4ec3-ad09-4874d2ac37f4,30.0,30.0,1.0,30.0,1.0,,,,,,,,,,
11841,261635385007005,19804,0,be560078-c888-4e99-bf3e-1bcc1cdca0b8,31.0,31.0,1.0,31.0,1.0,2.0,0.0645161290322581,2.0,0.0645161290322581,2.0,0.0645161290322581,1.0,0.032258064516129,2.0,0.0645161290322581
11842,261635385007007,19778,0,c941bee1-619d-44ed-872c-4d02d86fcdc4,29.0,29.0,1.0,29.0,1.0,3.0,0.103448275862069,2.0,0.0689655172413793,3.0,0.103448275862069,3.0,0.103448275862069,3.0,0.103448275862069
11843,261635369003002,15148,0,e1c3bd0d-92b1-433e-b06a-8558e6256a59,25.0,25.0,1.0,25.0,1.0,6.0,0.24,6.0,0.24,6.0,0.24,6.0,0.24,6.0,0.24
11844,261635362002012,11433,0,fc91da33-f900-4e2e-9a2a-620b7bfee7aa,18.0,13.0,0.722222222222222,13.0,0.722222222222222,2.0,0.153846153846154,2.0,0.153846153846154,2.0,0.153846153846154,2.0,0.153846153846154,2.0,0.153846153846154
11845,261635362002013,2008,0,09d311e1-b2c6-4ede-ba6d-e75320b2df9e,4.0,2.0,0.5,2.0,0.5,,,,,,,,,,
11846,261635245002039,38866,0,fd1382c4-29f9-4479-92d9-bac373d8bc19,13.0,,,,,,,,,,,,,,
11847,261635364004012,27644,0,0ade2a47-58c2-4f1f-a68b-5bd2be310b4b,51.0,30.0,0.588235294117647,30.0,0.588235294117647,10.0,0.333333333333333,10.0,0.333333333333333,10.0,0.333333333333333,10.0,0.333333333333333,10.0,0.333333333333333
11848,261635303002009,108470,0,0ba8265e-f185-4802-813b-041beb4ec6e2,88.0,48.0,0.545454545454545,48.0,0.545454545454545,9.0,0.1875,9.0,0.1875,9.0,0.1875,9.0,0.1875,10.0,0.208333333333333
11849,261635303002006,19046,0,f08a3a50-5c4c-45b4-b9c3-6931107bc36d,32.0,25.0,0.78125,25.0,0.78125,6.0,0.24,6.0,0.24,6.0,0.24,6.0,0.24,6.0,0.24
11850,261635303001009,19685,0,01896c97-4680-4958-b81f-6f5cfcc7b7e4,32.0,22.0,0.6875,22.0,0.6875,4.0,0.181818181818182,4.0,0.181818181818182,4.0,0.181818181818182,4.0,0.181818181818182,4.0,0.181818181818182
11851,261635304002010,4642,0,503f60d4-e25a-49fa-9dc0-0b8a6aafde70,,,,,,,,,,,,,,,
11852,261635302002007,27614,0,dc407cab-f7d4-48be-a0ea-0b9455dfa1d9,44.0,39.0,0.886363636363636,39.0,0.886363636363636,5.0,0.128205128205128,7.0,0.179487179487179,7.0,0.179487179487179,7.0,0.179487179487179,6.0,0.153846153846154
11853,261635302002001,25623,0,de3a1e84-cf35-4197-a70e-f5ab8a59e64c,41.0,39.0,0.951219512195122,39.0,0.951219512195122,5.0,0.128205128205128,5.0,0.128205128205128,4.0,0.102564102564103,5.0,0.128205128205128,6.0,0.153846153846154
11854,261635302002004,25984,0,d1b07cdd-e8c9-4be4-b527-da8f6fc5cd4e,41.0,36.0,0.878048780487805,36.0,0.878048780487805,11.0,0.305555555555556,10.0,0.277777777777778,11.0,0.305555555555556,13.0,0.361111111111111,14.0,0.388888888888889
11855,261635301003009,27225,0,5053216a-4720-46f4-bbdb-c8fea50dc43c,40.0,37.0,0.925,37.0,0.925,11.0,0.297297297297297,12.0,0.324324324324324,13.0,0.351351351351351,10.0,0.27027027027027,13.0,0.351351351351351
11856,261635302003000,36482,0,685da565-3a3f-41f0-b9e1-62d52195334b,70.0,50.0,0.714285714285714,49.0,0.7,20.0,0.4,20.0,0.4,21.0,0.42,20.0,0.4,20.0,0.4
11857,261635301002006,26787,0,8955bf21-2323-49a7-abb1-7052f1277491,49.0,27.0,0.551020408163265,27.0,0.551020408163265,17.0,0.62962962962963,16.0,0.592592592592593,13.0,0.481481481481481,13.0,0.481481481481481,9.0,0.333333333333333
11858,261635301002005,27102,0,128be4df-425b-4c21-8d4c-118e980ff91a,56.0,22.0,0.392857142857143,24.0,0.428571428571429,12.0,0.545454545454545,12.0,0.545454545454545,9.0,0.409090909090909,9.0,0.409090909090909,6.0,0.272727272727273
11859,261635303001010,18458,0,678bfd9a-dd72-4152-b7e4-b0ff8292a107,34.0,21.0,0.617647058823529,21.0,0.617647058823529,7.0,0.333333333333333,6.0,0.285714285714286,6.0,0.285714285714286,6.0,0.285714285714286,6.0,0.285714285714286
11860,261635303003029,16050,0,6ede4626-fc5d-4de1-945c-b607cb8dee10,32.0,19.0,0.59375,19.0,0.59375,4.0,0.210526315789474,4.0,0.210526315789474,4.0,0.210526315789474,4.0,0.210526315789474,4.0,0.210526315789474
11861,261635316002000,28422,0,4f7badfd-b993-4230-952a-de5ad66f1f3e,49.0,43.0,0.877551020408163,43.0,0.877551020408163,13.0,0.302325581395349,13.0,0.302325581395349,12.0,0.27906976744186,14.0,0.325581395348837,14.0,0.325581395348837
11862,261635304002008,21234,0,e2363fd2-5ed2-4510-81cf-48b4439ef319,28.0,28.0,1.0,28.0,1.0,1.0,0.0357142857142857,1.0,0.0357142857142857,1.0,0.0357142857142857,2.0,0.0714285714285714,2.0,0.0714285714285714
11863,261635316001013,23366,0,53992595-7fa7-453b-b241-4f8545c0da49,37.0,31.0,0.837837837837838,31.0,0.837837837837838,9.0,0.290322580645161,9.0,0.290322580645161,9.0,0.290322580645161,10.0,0.32258064516129,10.0,0.32258064516129
11864,261635395002006,20085,0,adf1207e-149b-467e-b45e-c886101e37d8,23.0,22.0,0.956521739130435,22.0,0.956521739130435,1.0,0.0454545454545455,1.0,0.0454545454545455,1.0,0.0454545454545455,1.0,0.0454545454545455,1.0,0.0454545454545455
11865,261635395002018,22115,0,c9681ba7-e4b7-46c8-8b69-c8dc30f05336,18.0,17.0,0.944444444444444,17.0,0.944444444444444,,,,,,,,,,
11866,261635395002001,19501,0,9c7b296b-4093-4e45-91d4-6838a7d6292b,23.0,23.0,1.0,23.0,1.0,,,,,,,,,,
11867,261635395002011,2193,0,b19101fb-e8da-4e9e-b171-854417763fc0,,,,,,,,,,,,,,,
11868,261635395001003,19939,0,a2911f66-d10e-4a09-958c-11f6fc5f7f0a,20.0,20.0,1.0,20.0,1.0,1.0,0.05,1.0,0.05,1.0,0.05,1.0,0.05,,
11869,261635395001004,18441,0,3ace40f9-b263-487e-aabe-d06259cb5cca,26.0,25.0,0.961538461538462,25.0,0.961538461538462,,,,,,,,,,
11870,261635394003022,19295,0,ed363f90-5197-4caf-ba3c-751c238b6ced,29.0,29.0,1.0,29.0,1.0,5.0,0.172413793103448,3.0,0.103448275862069,3.0,0.103448275862069,2.0,0.0689655172413793,3.0,0.103448275862069
11871,261635406003011,22688,0,ba7ac56b-dfc3-45eb-81e3-29d8d938002a,29.0,27.0,0.931034482758621,27.0,0.931034482758621,2.0,0.0740740740740741,3.0,0.111111111111111,2.0,0.0740740740740741,2.0,0.0740740740740741,1.0,0.037037037037037
11872,261635406003010,22657,0,782e415a-b9c5-48c6-96ee-04cec74ef387,35.0,33.0,0.942857142857143,33.0,0.942857142857143,10.0,0.303030303030303,9.0,0.272727272727273,8.0,0.242424242424242,8.0,0.242424242424242,8.0,0.242424242424242
11873,261635406004005,29120,0,ff6abff6-b20c-4bfc-a053-5ef5f2cdd988,39.0,38.0,0.974358974358974,38.0,0.974358974358974,2.0,0.0526315789473684,2.0,0.0526315789473684,3.0,0.0789473684210526,4.0,0.105263157894737,2.0,0.0526315789473684
11874,261635406004002,47040,0,0d4975b4-a612-4f48-9589-fc32f939c2a8,58.0,58.0,1.0,58.0,1.0,5.0,0.0862068965517241,6.0,0.103448275862069,5.0,0.0862068965517241,7.0,0.120689655172414,6.0,0.103448275862069
11875,261635406004003,33889,0,b8ed31b7-825e-434c-b0a5-8f9d6b8be920,51.0,51.0,1.0,51.0,1.0,5.0,0.0980392156862745,6.0,0.117647058823529,3.0,0.0588235294117647,6.0,0.117647058823529,5.0,0.0980392156862745
11876,261635405002008,21749,0,c6261ab2-998b-4a22-a77c-a60606a33262,34.0,31.0,0.911764705882353,31.0,0.911764705882353,6.0,0.193548387096774,5.0,0.161290322580645,5.0,0.161290322580645,3.0,0.0967741935483871,3.0,0.0967741935483871
11877,261635405001019,70273,0,da576668-aaa3-4e80-bb19-af8a6ab49fb5,86.0,79.0,0.918604651162791,79.0,0.918604651162791,3.0,0.0379746835443038,4.0,0.0506329113924051,4.0,0.0506329113924051,4.0,0.0506329113924051,4.0,0.0506329113924051
11878,261635412002005,53815,0,17c4c100-ac27-4cea-88c9-f329c05cb6a9,47.0,36.0,0.765957446808511,36.0,0.765957446808511,13.0,0.361111111111111,13.0,0.361111111111111,13.0,0.361111111111111,13.0,0.361111111111111,13.0,0.361111111111111
11879,261635119002009,22518,0,8eda8b67-8b4b-4ad5-a2fd-9cce584400f5,32.0,28.0,0.875,28.0,0.875,11.0,0.392857142857143,10.0,0.357142857142857,11.0,0.392857142857143,11.0,0.392857142857143,10.0,0.357142857142857
11880,261635119002003,10226,0,819e4850-2ea1-4100-9f28-c69b510a32e4,14.0,8.0,0.571428571428571,8.0,0.571428571428571,3.0,0.375,3.0,0.375,3.0,0.375,3.0,0.375,3.0,0.375
11881,261635112002004,13507,0,688b362b-41ae-472a-8aa9-01529b0a438f,24.0,11.0,0.458333333333333,11.0,0.458333333333333,4.0,0.363636363636364,5.0,0.454545454545455,5.0,0.454545454545455,5.0,0.454545454545455,5.0,0.454545454545455
11882,261635339001000,31728,0,ffff9740-1d04-4e0b-9c22-57419c4ff7d6,23.0,18.0,0.782608695652174,19.0,0.826086956521739,,,,,,,,,,
11883,261635339003001,7790,0,43f0347f-16cd-470a-9f5c-b87e8cc1daae,6.0,1.0,0.166666666666667,1.0,0.166666666666667,,,,,,,,,,
11884,261635339003016,10304,0,74342198-cc52-4013-ab72-d7309be792a7,,,,,,,,,,,,,,,
11885,261635249001076,14633,0,1628b638-38c9-4a19-811a-febcb10d1f67,12.0,2.0,0.166666666666667,2.0,0.166666666666667,,,,,,,,,,
11886,261635119002017,20283,0,cd0f64fc-5e9f-4a10-897d-7df79c012d5d,42.0,29.0,0.69047619047619,25.0,0.595238095238095,13.0,0.448275862068966,12.0,0.413793103448276,12.0,0.413793103448276,10.0,0.344827586206897,9.0,0.310344827586207
11887,261635119002020,18320,0,89dd332c-222d-400b-b85b-7bebe3c8f2f3,19.0,12.0,0.631578947368421,12.0,0.631578947368421,3.0,0.25,2.0,0.166666666666667,2.0,0.166666666666667,2.0,0.166666666666667,3.0,0.25
11888,261635119001003,21234,0,32d20202-e936-4dc7-afe5-ceaca2419bdf,14.0,9.0,0.642857142857143,7.0,0.5,1.0,0.111111111111111,1.0,0.111111111111111,1.0,0.111111111111111,,,,
11889,261635214001033,17933,0,34e9184f-88e2-4e09-81fa-6c82ed5d7677,2.0,,,,,,,,,,,,,,
11890,261635234002005,14165,0,460a406e-74d2-4529-892b-c28dddb64ec0,22.0,13.0,0.590909090909091,14.0,0.636363636363636,1.0,0.0769230769230769,1.0,0.0769230769230769,1.0,0.0769230769230769,1.0,0.0769230769230769,1.0,0.0769230769230769
11891,261635211002004,44909,0,6004eb33-b74f-41b0-99b2-1d3477a73fbb,59.0,45.0,0.76271186440678,45.0,0.76271186440678,2.0,0.0444444444444444,2.0,0.0444444444444444,2.0,0.0444444444444444,2.0,0.0444444444444444,2.0,0.0444444444444444
11892,261635234001007,11320,0,fe874cab-8170-4631-a137-186b11e99f09,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11893,261635211002017,8966,0,8ddb1754-8deb-4979-878c-2fadb0b1e8ed,,,,,,,,,,,,,,,
11894,261635211002007,12942,0,a943ae9b-67ba-4422-a4cc-9e82efaf3cb2,18.0,5.0,0.277777777777778,5.0,0.277777777777778,,,,,,,,,,
11895,261635211002019,23205,0,826cc02c-11a4-4f1a-99d9-f8a5be916baa,33.0,11.0,0.333333333333333,11.0,0.333333333333333,,,,,,,,,,
11896,261635211002028,6977,0,576bb0ce-7118-4f00-a530-882fa828cbb9,3.0,,,,,,,,,,,,,,
