oshpd_id9,BigLanguageGroup,LanguageGroup,PLS_DESCRIPTION,NumberofEncounters,AnnotationforNumberofEncounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,47,
106334564,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Korean,52,
106334564,English Language,English Language,English,"41,370",
106334564,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,French,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Russian,31,
106334564,Other Languages,European Languages,Slovak,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Norwegian,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Catalan,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106334564,Other Languages,European Languages,German,1,1 indicates <30 encounters
106334564,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106334564,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106334564,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106334564,Other Languages,Middle Eastern Languages,Arabic,64,
106334564,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106334564,Other Languages,Middle Eastern Languages,Farsi,33,
106334564,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106334564,Spanish Language,Spanish Language,Spanish,"2,000",
106334589,Other Languages,African Languages,Afrikaans,1,1 indicates <30 encounters
106334589,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Tagalog,43,
106334589,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106334589,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,32,
106334589,English Language,English Language,English,"48,110",
106334589,Other Languages,European Languages,French,1,1 indicates <30 encounters
106334589,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106334589,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106334589,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106334589,Other Languages,European Languages,Norwegian,1,1 indicates <30 encounters
106334589,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106334589,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106334589,Other Languages,Middle Eastern Languages,Arabic,47,
106334589,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106334589,Other Languages,Native American Languages,Navajo,1,1 indicates <30 encounters
106334589,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106334589,Spanish Language,Spanish Language,Spanish,"3,210",
106334678,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106334678,English Language,English Language,English,710,
106334678,Spanish Language,Spanish Language,Spanish,10,
106340913,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Mandarin,95,
106340913,Other Languages,Asian/Pacfic Islander Languages,Hmong,91,
106340913,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Korean,146,
106340913,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,151,
106340913,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Hindi,106,
106340913,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,259,
106340913,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Lao,38,
106340913,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Tagalog,84,
106340913,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,165,
106340913,Other Languages,Asian/Pacfic Islander Languages,Fijian,1,1 indicates <30 encounters
106340913,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106340913,English Language,English Language,English,"106,990",
106340913,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Romanian,71,
106340913,Other Languages,European Languages,Russian,598,
106340913,Other Languages,European Languages,Ukrainian,51,
106340913,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Macedonian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106340913,Other Languages,European Languages,French,1,1 indicates <30 encounters
106340913,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106340913,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106340913,Other Languages,Middle Eastern Languages,Armenian,72,
106340913,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106340913,Other Languages,Middle Eastern Languages,Arabic,745,
106340913,Other Languages,Middle Eastern Languages,Persian,"1,792",
106340913,Other Languages,Middle Eastern Languages,Pashto,731,
106340913,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106340913,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106340913,Other Languages,Sign Languages,Sign Language,166,
106340913,Spanish Language,Spanish Language,Spanish,"3,920",
106340947,Other Languages,Asian/Pacfic Islander Languages,Chinese,87,
106340947,Other Languages,Asian/Pacfic Islander Languages,Mandarin,41,
106340947,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,62,
106340947,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,139,
106340947,Other Languages,Asian/Pacfic Islander Languages,Fijian,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Hindi,146,
106340947,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,357,
106340947,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Urdu,45,
106340947,Other Languages,Asian/Pacfic Islander Languages,Lao,73,
106340947,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Tagalog,189,
106340947,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,222,
106340947,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106340947,Other Languages,Asian/Pacfic Islander Languages,Hmong,245,
106340947,English Language,English Language,English,"47,130",
106340947,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Czech,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Romanian,32,
106340947,Other Languages,European Languages,Russian,387,
106340947,Other Languages,European Languages,Ukrainian,62,
106340947,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,French,1,1 indicates <30 encounters
106340947,Other Languages,European Languages,German,1,1 indicates <30 encounters
106340947,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106340947,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106340947,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106340947,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106340947,Other Languages,Middle Eastern Languages,Arabic,134,
106340947,Other Languages,Middle Eastern Languages,Armenian,58,
106340947,Other Languages,Middle Eastern Languages,Persian,48,
106340947,Other Languages,Middle Eastern Languages,Farsi,120,
106340947,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106340947,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106340947,Other Languages,Sign Languages,Sign Language,42,
106340947,Spanish Language,Spanish Language,Spanish,"2,230",
106340950,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106340950,Other Languages,Asian/Pacfic Islander Languages,Mandarin,36,
106340950,Other Languages,Asian/Pacfic Islander Languages,Hmong,79,
106340950,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,73,
106340950,Other Languages,Asian/Pacfic Islander Languages,Korean,55,
106340950,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106340950,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,30,
106340950,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106340950,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
