OBJECTID,SMPOLY_COD,SURFM_POLY,DESCRIP,IMS_LEGEND,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
12890,AF,Artificial Fill,Artificial Fill,Artificial Fill,40.01660156,0.06252589,9833.09380716743,1743121.27501516
12891,T,Till,Till,Till,0.437433,0.00068348,557.570060617596,19054.5793756171
12892,T,Till,Till,Till,0.95248901,0.00148825,897.813864887581,41490.3637804175
12893,TT,Thick Till,Thick Till,Thick Till,27.05470085,0.04227299,4747.40574726283,1178503.64909916
12894,SG,Sand+Gravel,Sand and Gravel,Coarse,19.50250053,0.0304726,4315.1997390311,849528.136810447
12895,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.47044798,0.00073507,995.395632263326,20492.7104637297
12896,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,20.64290046,0.03225449,9144.1386382667,899204.881492699
12897,T,Till,Till,Till,65.40809631,0.1022,7835.30393123503,2849178.93464985
12898,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,5.44812011,0.00851268,6063.95711723391,237320.207002283
12899,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,16.69589996,0.0260873,3703.43855678433,727271.90943913
12900,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,100.10299682,0.15640999,15639.644880392,4360467.43426715
12901,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,6.80182981,0.0106279,2497.45527624633,296287.949463629
12902,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,174.75700378,0.27305701,30922.022917101,7612398.00219549
12903,TT,Thick Till,Thick Till,Thick Till,381.51501464,0.59611701,32012.2024148979,16618786.9490769
12904,T,Till,Till,Till,1.23097002,0.00192338,850.893438122938,53621.1906892779
12905,TT,Thick Till,Thick Till,Thick Till,68.62470245,0.10722599,8376.36859338044,2989291.57463201
12906,T,Till,Till,Till,13.14319992,0.02053629,4403.45530322035,572519.235137133
12907,TT,Thick Till,Thick Till,Thick Till,175.14100646,0.27365699,10823.8487086015,7629130.10108669
12908,T,Till,Till,Till,6.0569601,0.009464,2330.18050330754,263841.356855004
12909,SG,Sand+Gravel,Sand and Gravel,Coarse,130.61199951,0.20408099,17152.1436468479,5689438.40590785
12910,T,Till,Till,Till,1.95937001,0.00306151,1145.63683993331,85350.160459877
12911,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.06525869,0.00010196,281.737079709385,2842.68277277751
12912,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,21.96850013,0.0343258,4222.89213522968,956947.919260096
12913,T,Till,Till,Till,122.01399993,0.19064599,11998.4953429528,5314915.31729387
12914,TT,Thick Till,Thick Till,Thick Till,30.28199958,0.0473156,5173.6035587033,1319084.228681
12915,W,Water,Water,Water,6.4440999,0.01006889,3563.51076757205,280705.240444236
12916,T,Till,Till,Till,54.11700057,0.0845578,10311.9891857979,2357336.60936739
12917,T,Till,Till,Till,12.63689994,0.0197451,2970.72214764636,550462.499031274
12918,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.0761625,0.000119,247.935426806504,3317.62930726431
12919,SG,Sand+Gravel,Sand and Gravel,Coarse,34.13230133,0.05333179,6808.14434142081,1486805.1362408
12920,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.0446912,6.982e-05,178.673475158422,1946.74846241508
12921,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,199.76800537,0.31213799,16657.7696479737,8701895.36468936
12922,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,1.20181,0.00187783,1254.17941676753,52350.9682516876
12923,SG,Sand+Gravel,Sand and Gravel,Coarse,113.3769989,0.17715199,26120.1607015335,4938710.56852189
12924,T,Till,Till,Till,2.32028007,0.00362543,1389.57099895666,101071.433809313
12925,T,Till,Till,Till,3.92923998,0.00613943,1643.13781200795,171157.476884743
12926,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.0186694,2.917e-05,107.26327594643,813.251073408901
12927,W,Water,Water,Water,6.36186981,0.00994042,2640.78350716905,277123.097225868
12928,T,Till,Till,Till,69.26719665,0.10823,10102.5536966656,3017280.46085582
12929,W,Water,Water,Water,57.9482994,0.0905442,12855.6172161605,2524227.80529911
12930,TT,Thick Till,Thick Till,Thick Till,150.14399719,0.23459999,13117.7043358666,6540264.54704246
12931,T,Till,Till,Till,3.1533699,0.00492714,1408.39263472384,137360.73385158
12932,TT,Thick Till,Thick Till,Thick Till,65.6757965,0.10261899,6956.20890588549,2860840.6974356
12933,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,72.97429656,0.114022,19945.963829508,3178760.17771957
12934,SG,Sand+Gravel,Sand and Gravel,Coarse,1.07146,0.00167415,1207.24393966534,46672.8833395087
12935,SG,Sand+Gravel,Sand and Gravel,Coarse,895.22399902,1.39879,76951.9817890475,38995946.0140492
12936,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,38.37680053,0.05996369,9487.414444393,1671692.62837236
12937,T,Till,Till,Till,2.49872994,0.00390427,1278.40795185211,108844.685919507
12938,SG,Sand+Gravel,Sand and Gravel,Coarse,197.11199951,0.30798798,19658.4857612138,8586204.55863033
12939,T,Till,Till,Till,11.05220031,0.01726909,3452.41417447412,481435.720813959
12940,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.27661991,0.01136969,4734.97453230661,316969.748816046
12941,T,Till,Till,Till,1.82881999,0.00285754,1024.10478200963,79663.5301403072
12942,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,54.58250045,0.0852852,13733.1415687178,2377613.90810711
12943,T,Till,Till,Till,0.24030999,0.00037548,420.219522876931,10467.8963251662
12944,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,503.99600219,0.78749299,76936.504575206,21954053.3377029
12945,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,8.24800968,0.0128875,3719.90341168168,359283.217656143
12946,T,Till,Till,Till,6.12197017,0.00956557,2065.86503808786,266672.894611047
12947,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,52.5312004,0.08207999,20540.8993424148,2288260.84061792
12948,T,Till,Till,Till,91.14219665,0.14240999,12832.5651291078,3970154.58332178
12949,TT,Thick Till,Thick Till,Thick Till,48.44990158,0.075703,5576.12557797744,2110478.58590684
12950,T,Till,Till,Till,5.74679994,0.00897938,1967.76603492584,250330.718231245
12951,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,36.0970993,0.05640169,13197.296271217,1572389.85910892
12952,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,245.33299255,0.38333201,25005.8808441613,10686689.7620836
12953,AF,Artificial Fill,Artificial Fill,Artificial Fill,7.73532009,0.01208639,3513.09220713597,336950.619992208
12954,T,Till,Till,Till,3.57540988,0.00558657,1489.02983941324,155745.041026261
12955,S,Sand,Sand,Coarse,8.61629962,0.01346299,3228.23657127344,375326.001490244
12956,B,Beach,Beach,Natural Postglacial,13.93700027,0.02177649,5846.57844437279,607094.424245195
12957,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,97.35079956,0.15211099,18196.3573141807,4240598.18566145
12958,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,38.99169921,0.0609245,13734.4655979766,1698477.09593165
12959,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,26.74970054,0.0417964,4715.36136989306,1165217.3932851
12960,TT,Thick Till,Thick Till,Thick Till,227.66999816,0.35573399,15713.7118395034,9917299.46144762
12961,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,117.48999786,0.18357799,37472.263235223,5117852.01139328
12962,AF,Artificial Fill,Artificial Fill,Artificial Fill,220.59399414,0.344677,18991.0007925336,9609053.70639465
12963,AF,Artificial Fill,Artificial Fill,Artificial Fill,28.42840003,0.0444194,6152.54705564054,1238340.62034353
12964,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,15.09249973,0.0235821,3695.09388370928,657430.178531377
12965,T,Till,Till,Till,1.55308997,0.00242669,1033.30081117895,67652.5698117632
12966,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,20.10429954,0.03141289,5774.13038629301,875742.351453753
12967,TT,Thick Till,Thick Till,Thick Till,79.9661026,0.12494699,9001.89830499005,3483321.73697367
12968,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,56.52389907,0.0883186,18073.2009896097,2462180.86113191
12969,B,Beach,Beach,Natural Postglacial,57.91019821,0.0904847,26096.0981632656,2522570.49031035
12970,B,Beach,Beach,Natural Postglacial,17.14229965,0.02678479,6933.90602472465,746717.647424519
12971,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,37.68109893,0.0588767,8723.91790665615,1641388.91572278
12972,T,Till,Till,Till,4.64976978,0.00726527,2075.74251103555,202544.114803447
12973,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,12.00349998,0.01875549,3284.01895003517,522873.863327336
12974,T,Till,Till,Till,1.17286002,0.00183259,1001.74141746389,51089.9979863186
12975,B,Beach,Beach,Natural Postglacial,21.31500053,0.03330469,11830.3964191051,928480.408372058
12976,T,Till,Till,Till,5.5254898,0.00863358,2206.89061798543,240690.332143153
12977,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,18.15449905,0.02836639,4627.10747455049,790810.825535801
12978,AF,Artificial Fill,Artificial Fill,Artificial Fill,0.57930099,0.00090515,628.655055607522,25234.354636873
12979,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,1.05589997,0.00164985,1036.22574725553,45995.1503070008
12980,T,Till,Till,Till,3.15082001,0.00492316,1461.60835302092,137249.817521467
12981,T,Till,Till,Till,0.0482524,7.539e-05,175.555851507691,2101.86659238769
12982,TT,Thick Till,Thick Till,Thick Till,1075.68005371,1.68075001,44678.199277999,46856489.9179616
12983,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,48.21129989,0.07533019,7486.7282744503,2100085.57630096
12984,SG,Sand+Gravel,Sand and Gravel,Coarse,118.87999725,0.185751,24271.6341570342,5178433.89191404
12985,AF,Artificial Fill,Artificial Fill,Artificial Fill,49.95619964,0.07805649,15027.5023773622,2176091.43905404
12986,AF,Artificial Fill,Artificial Fill,Artificial Fill,25.67670059,0.0401199,9639.60274704074,1118478.78220067
12987,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.59081101,0.00092314,1118.12916508246,25735.8124326357
12988,TT,Thick Till,Thick Till,Thick Till,222.48199462,0.34762799,16558.6263920463,9691325.76685136
12989,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.0453144,7.08e-05,188.384061369383,1973.8864820649
12990,T,Till,Till,Till,6.70452976,0.0104758,2990.66777787221,292049.199729068
12991,SG,Sand+Gravel,Sand and Gravel,Coarse,226.36999511,0.35370299,43376.4219545616,9860682.82663818
12992,TT,Thick Till,Thick Till,Thick Till,33.38430023,0.052163,4558.81592482755,1454220.05175013
12993,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,30.80439949,0.0481319,12749.2467979701,1341840.7136885
12994,TT,Thick Till,Thick Till,Thick Till,43.63370132,0.0681777,5789.682062841,1900686.40449448
12995,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,6.9566698,0.0108698,4626.77843531674,303032.308869564
12996,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,6.12451982,0.00956957,2051.4470927413,266784.214529425
12997,B,Beach,Beach,Natural Postglacial,1.10974001,0.00173396,977.760431868713,48340.2261356902
12998,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,45.1080017,0.0704812,11329.0547059241,1964903.3338637
12999,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.10054899,0.0001571,293.369416769243,4379.93103276443
13000,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.404356,0.0006318,614.05223679029,17613.8199136704
13001,T,Till,Till,Till,1.47684001,0.00230756,992.923760627356,64331.0830263882
13002,T,Till,Till,Till,0.05009699,7.827e-05,177.445800626095,2182.24480782088
13003,T,Till,Till,Till,92.31140136,0.14423699,12097.343387456,4021086.61829489
13004,S,Sand,Sand,Coarse,1.77523994,0.00277381,1764.90094898008,77329.5759856327
13005,W,Water,Water,Water,7.40827989,0.01157539,13854.9160492246,322705.211153987
13006,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,28.71520042,0.0448675,11538.0612097729,1250834.05022749
13007,W,Water,Water,Water,26.07719993,0.0407457,9829.88641015615,1135923.7711019
13008,B,Beach,Beach,Natural Postglacial,25.5345993,0.03989779,8460.99101009683,1112286.82828599
13009,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,80.82630157,0.126291,10095.5980188766,3520794.765348
13010,SG,Sand+Gravel,Sand and Gravel,Coarse,9.58290958,0.01497329,3346.96096572968,417431.886592207
13011,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,66.06130218,0.10322099,24723.3653732853,2877629.17823722
13012,B,Beach,Beach,Natural Postglacial,37.94720077,0.05929249,20600.213477113,1652981.20430681
13013,T,Till,Till,Till,22.48749923,0.03513669,4330.8386303449,979553.985872354
13014,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,118.37599945,0.184963,13485.0677165985,5156471.31241668
13015,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,39.59030151,0.06185989,11344.0780409895,1724554.21560564
13016,T,Till,Till,Till,24.17259979,0.0377697,4766.01347398094,1052958.48729031
13017,SW,Swamp,Swamp,Natural Postglacial,26.71859931,0.0417479,4961.03861008164,1163863.70615535
13018,TT,Thick Till,Thick Till,Thick Till,38.6094017,0.06032719,4942.64142017808,1681827.18194588
13019,T,Till,Till,Till,9.11577033,0.01424339,3104.47339291448,397082.78310158
13020,SG,Sand+Gravel,Sand and Gravel,Coarse,0.215761,0.00033712,399.887306623906,9398.5251510975
13021,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,72.51049804,0.11329799,14551.6723566637,3158557.04325475
13022,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,3.32509994,0.00519547,2256.37303835935,144841.311885238
13023,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,20.55660057,0.03211969,5122.00343450135,895444.682484514
13024,T,Till,Till,Till,0.418868,0.00065448,690.070167310946,18245.8550230981
13025,B,Beach,Beach,Natural Postglacial,2.99823999,0.00468474,2683.09602741719,130603.196170797
13026,B,Beach,Beach,Natural Postglacial,28.06329917,0.04384899,9081.09483616781,1222438.90005015
13027,SG,Sand+Gravel,Sand and Gravel,Coarse,33.38550186,0.0521648,6800.16164980082,1454271.20050841
13028,T,Till,Till,Till,35.31629943,0.0551818,5300.27003890127,1538378.94976936
13029,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,14.84280014,0.0231918,5328.12282986493,646551.621195774
13030,T,Till,Till,Till,6.69558,0.01046179,2409.87794059508,291659.52304188
13031,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.17213499,0.00026896,409.547938502464,7498.14945929738
13032,T,Till,Till,Till,0.09654159,0.00015084,239.520024681321,4205.34468603107
13033,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,44.32720184,0.06926129,10100.7520451185,1930893.52226123
13034,T,Till,Till,Till,2.96125006,0.00462696,1379.28127501073,128992.177707629
13035,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.54107999,0.00553293,3822.05017928851,154249.468108957
13036,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,54.20869827,0.08470109,7508.19218841916,2361329.30090213
13037,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.91788005,0.00299669,1892.28644955737,83542.8243459616
13038,W,Water,Water,Water,5.29191017,0.0082686,2771.23623865836,230515.757832251
13039,TT,Thick Till,Thick Till,Thick Till,32.40670013,0.0506355,5474.8131804411,1411636.56690043
13040,S,Sand,Sand,Coarse,191.58599853,0.299353,22675.6132348562,8345489.61283602
13041,SW,Swamp,Swamp,Natural Postglacial,84.22560119,0.131603,13640.4250874258,3668869.7975826
13042,TT,Thick Till,Thick Till,Thick Till,46.52610015,0.0726971,6121.20287886296,2026678.51850716
13043,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,34.02999877,0.05317189,4822.53849907465,1482347.43852785
13044,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,16.51059913,0.02579779,8704.67570183742,719200.534776145
13045,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,45.15050125,0.0705476,7761.95401038034,1966753.78453083
13046,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.98967999,0.00154637,1386.50078222782,43110.3943857756
13047,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.0395957,6.186e-05,193.891553517255,1724.78759721596
13048,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,92.74749755,0.14491799,14688.2797284428,4040080.91096284
13049,TT,Thick Till,Thick Till,Thick Till,36.46860122,0.0569823,5246.64484892303,1588573.51682709
13050,TT,Thick Till,Thick Till,Thick Till,58.84540176,0.09194599,6504.2465644997,2563306.79679381
13051,TT,Thick Till,Thick Till,Thick Till,6.33406019,0.00989696,3709.86280347276,275911.540362299
13052,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,53.37110137,0.08339229,10851.8311920256,2324843.65473833
13053,SG,Sand+Gravel,Sand and Gravel,Coarse,9.41734027,0.01471459,2761.70290323884,410219.71704193
13054,W,Water,Water,Water,11.99670028,0.0187448,4652.90127577666,522576.021861406
13055,TT,Thick Till,Thick Till,Thick Till,893.0,1.39531004,54102.6328382095,38899081.0849515
13056,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,182.96200561,0.285878,26611.3383022576,7969809.27444876
13057,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,8.69536972,0.01358649,3969.02842709232,378770.175128332
13058,T,Till,Till,Till,280.30099487,0.43797099,22933.8948621855,12209928.5302711
13059,T,Till,Till,Till,1.87422001,0.00292846,1654.2784952421,81640.8186038568
13060,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.30864998,0.00048226,1140.35907180739,13444.7670542518
13061,T,Till,Till,Till,2.50680994,0.0039169,1467.97167948387,109196.780881119
13062,T,Till,Till,Till,0.208699,0.00032609,408.753946103895,9090.98124609337
13063,SW,Swamp,Swamp,Natural Postglacial,44.46829986,0.0694817,11566.419591158,1937037.60019453
13064,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,45.07220077,0.0704253,9421.41515953969,1963344.56678873
13065,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,4.06921005,0.00635812,4159.64329744268,177254.551345589
13066,T,Till,Till,Till,9.87020969,0.01542219,4650.65692948486,429946.260736656
13067,T,Till,Till,Till,0.106976,0.00016715,268.337488225508,4659.88875837066
13068,T,Till,Till,Till,0.409992,0.00064061,558.969210707895,17859.241678007
13069,SG,Sand+Gravel,Sand and Gravel,Coarse,0.87582498,0.00136848,846.491112350591,38151.0124940682
13070,T,Till,Till,Till,2.12326002,0.00331759,1217.73268023838,92489.166316658
13071,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,217.22399902,0.339412,36895.2009588397,9462273.82592842
13072,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.56189501,0.00087796,743.763628811931,24476.1746822223
13073,T,Till,Till,Till,0.44643598,0.00069755,574.026179489841,19446.7574731548
13074,B,Beach,Beach,Natural Postglacial,4.24331998,0.00663017,2427.93682719117,184838.870180163
13075,TT,Thick Till,Thick Till,Thick Till,44.63809967,0.069747,6115.43088946263,1944436.15404427
13076,SW,Swamp,Swamp,Natural Postglacial,29.22839927,0.04566939,9015.97423854001,1273190.33905241
13077,W,Water,Water,Water,60.89339828,0.095146,11175.6231089245,2652517.65130497
13078,SG,Sand+Gravel,Sand and Gravel,Coarse,6.18930006,0.00967076,2509.45678691231,269605.795137031
13079,T,Till,Till,Till,0.139492,0.00021795,323.650453998136,6076.25518109432
13080,T,Till,Till,Till,2.31474995,0.00361679,1287.64631270464,100830.464878889
13081,SG,Sand+Gravel,Sand and Gravel,Coarse,19.48069953,0.0304386,7542.24722732805,848579.486766172
13082,AF,Artificial Fill,Artificial Fill,Artificial Fill,34.71699905,0.0542453,6684.23505491285,1512273.19806902
13083,AF,Artificial Fill,Artificial Fill,Artificial Fill,48.2649002,0.075414,8528.92153678088,2102420.6984888
13084,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,13.56639957,0.02119739,4942.87662726161,590950.702448298
13085,T,Till,Till,Till,7.78282022,0.01216069,2257.13281434539,339019.38354246
13086,TT,Thick Till,Thick Till,Thick Till,38.25540161,0.059774,5560.0558371163,1666403.6380462
13087,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,89.58480072,0.13997599,39417.588493804,3902313.96419949
13088,T,Till,Till,Till,1.51484,0.00236693,957.789213119111,65986.2595172724
13089,SW,Swamp,Swamp,Natural Postglacial,19.87229919,0.03105049,5989.03724159457,865637.997705819
13090,T,Till,Till,Till,19.53919982,0.03052989,3765.29861478614,851125.918631606
13091,SW,Swamp,Swamp,Natural Postglacial,15.82900047,0.0247328,3772.68394472321,689511.07374325
13092,T,Till,Till,Till,0.13932499,0.00021769,343.878851445751,6068.98267474478
13093,T,Till,Till,Till,485.00601196,0.75782197,41413.3395662778,21126866.2590126
13094,T,Till,Till,Till,3.24710011,0.00507359,1507.1522044224,141443.476163854
13095,SG,Sand+Gravel,Sand and Gravel,Coarse,67.81839752,0.105966,15603.5830490876,2954168.17025351
13096,TT,Thick Till,Thick Till,Thick Till,182.16900634,0.28463798,17471.2309900455,7935264.34257384
13097,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,13.71479988,0.0214293,6113.35487309012,597415.44722569
13098,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,50.32070159,0.0786261,16956.560698685,2191968.9263987
13099,S,Sand,Sand,Coarse,11.17870044,0.0174668,3895.23535775955,486945.603524005
13100,W,Water,Water,Water,63.6778984,0.09949679,13434.3345845241,2773811.65874777
13101,AF,Artificial Fill,Artificial Fill,Artificial Fill,18.11800003,0.02830939,5175.07798083634,789219.662246591
13102,T,Till,Till,Till,8.18605995,0.0127907,2452.41224311401,356584.79465275
13103,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,10.32310009,0.01612979,3389.81949225205,449673.005293943
13104,T,Till,Till,Till,43.05310058,0.0672705,7016.90408401165,1875395.6952182
13105,T,Till,Till,Till,0.74932497,0.00117081,706.854932114313,32640.6167149609
13106,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.36537298,0.00057089,778.339051347474,15915.5327125238
13107,SG,Sand+Gravel,Sand and Gravel,Coarse,41.5229988,0.06487979,9369.16526371539,1808744.00339925
13108,T,Till,Till,Till,8.40555953,0.0131337,3244.97423491457,366146.251988647
13109,SG,Sand+Gravel,Sand and Gravel,Coarse,11.79629993,0.0184317,5877.28604682385,513846.617539627
13110,SG,Sand+Gravel,Sand and Gravel,Coarse,51.46419906,0.08041279,14260.8744839099,2241781.11179574
13111,T,Till,Till,Till,4.33037996,0.0067662,3126.88933344236,188631.065932943
13112,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.15358899,0.00023998,473.483955887603,6690.33255198368
13113,T,Till,Till,Till,12.21189975,0.0190811,3330.61736250376,531951.835484403
13114,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,18.22170066,0.02847139,10181.9310098239,793737.453462446
13115,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,6.16475009,0.0096324,3605.26447903503,268536.416726883
13116,TT,Thick Till,Thick Till,Thick Till,305.26000976,0.476969,18418.1565159052,13297140.2283792
13117,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,77.47599792,0.12105599,21880.4142353815,3374853.81734328
13118,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,22.73489952,0.03552329,6331.83272185058,990331.505114449
13119,T,Till,Till,Till,9.08874988,0.01420119,3193.86115133259,395905.978114835
13120,W,Water,Water,Water,11.2716999,0.01761209,22529.3215277631,490996.899475885
13121,W,Water,Water,Water,57.81190109,0.090331,10941.7623338239,2518285.55101787
13122,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.04959399,7.749e-05,196.292735282962,2160.27974457522
13123,S,Sand,Sand,Coarse,161.19200134,0.251863,25231.6806879355,7021523.83301285
13124,TT,Thick Till,Thick Till,Thick Till,3.2757399,0.00511833,1695.96729914279,142691.250308348
13125,T,Till,Till,Till,0.0957816,0.00014965,289.106603391971,4172.22746711325
13126,SW,Swamp,Swamp,Natural Postglacial,15.60179996,0.0243778,5035.16074455199,679612.636502671
13127,AF,Artificial Fill,Artificial Fill,Artificial Fill,196.34599304,0.30678999,16335.2636779606,8552809.23972849
13128,T,Till,Till,Till,6.85096979,0.0107046,2423.80828187308,298428.389666252
13129,T,Till,Till,Till,0.76906698,0.00120167,947.32154387281,33500.6144476482
13130,T,Till,Till,Till,0.0515941,8.061e-05,197.30527785842,2247.44671863125
13131,T,Till,Till,Till,0.78211301,0.00122205,810.083329394967,34068.8781020185
13132,TT,Thick Till,Thick Till,Thick Till,41.55810165,0.06493449,5853.75249032217,1810268.75653002
13133,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,43.33369827,0.0677089,21405.8171007772,1887617.91504138
13134,B,Beach,Beach,Natural Postglacial,3.27030992,0.00510986,3466.83441928222,142454.581461418
13135,T,Till,Till,Till,151.66600036,0.23697699,15421.2475729566,6606550.51426117
13136,T,Till,Till,Till,0.431928,0.00067488,591.650546382491,18814.7194981199
13137,SG,Sand+Gravel,Sand and Gravel,Coarse,65.72139739,0.10268999,11485.4790704011,2862824.12339142
13138,T,Till,Till,Till,1.49734997,0.0023396,1194.81010955387,65224.5376475161
13139,B,Beach,Beach,Natural Postglacial,2.91564989,0.00455571,1770.74361688308,127005.84197016
13140,T,Till,Till,Till,6.34891986,0.00992019,2369.59501763934,276559.122848421
13141,T,Till,Till,Till,6.86529016,0.010727,4440.03568594576,299052.144028169
